begindate,educationorganizationid,programeducationorganizationid,programname,programtypedescriptorid,studentusi,enddate,reasonexiteddescriptorid,servedoutsideofregularsession,discriminator,createdate,lastmodifieddate,id,changeversion
"2010-08-30","255901","255901","Gifted and Talented","1811","719",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.897120","2020-11-13 14:17:35.897006","0729899a-c0a6-43ea-b93a-342602cee627","32283"
"2010-08-30","255901","255901","Gifted and Talented","1811","732",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.903255","2020-11-13 14:17:35.902769","d35a2816-6eff-47dc-8bb1-9542827b5b6a","32286"
"2010-08-30","255901","255901","Gifted and Talented","1811","760",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.908016","2020-11-13 14:17:35.907580","6123678e-113b-4965-894f-a44e1bc47624","32288"
"2010-08-30","255901","255901","Gifted and Talented","1811","775",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.914211","2020-11-13 14:17:35.914112","ff4870c0-641e-4245-91ff-2b160880b49d","32290"
"2010-08-30","255901","255901","Gifted and Talented","1811","795",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.919176","2020-11-13 14:17:35.918480","a01f7644-edf9-4261-91f9-3fea55c7db60","32291"
"2010-08-30","255901","255901","Gifted and Talented","1811","830","2010-10-03","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.925736","2020-11-13 14:17:35.925620","7a820e4a-9968-4fda-9314-927d96dbce2d","32294"
"2010-08-30","255901","255901","Gifted and Talented","1811","847",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.929159","2020-11-13 14:17:35.929059","c834dd42-10f4-45ac-b813-57002f9c04d3","32295"
"2010-08-30","255901","255901","Gifted and Talented","1811","877",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.937510","2020-11-13 14:17:35.937356","717424d8-f95f-4bdb-9ff6-e8de65d78a4c","32298"
"2010-08-30","255901","255901","Gifted and Talented","1811","951","2010-10-03","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.951162","2020-11-13 14:17:35.951062","03f37a54-0d0e-4f85-8c52-aee075f1d007","32304"
"2010-08-30","255901","255901","Gifted and Talented","1811","956",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.957610","2020-11-13 14:17:35.957497","4eeaf461-1f14-4a07-863b-6cc14090e6fe","32305"
"2010-08-30","255901","255901","Special Education","1837","86",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.196091","2020-11-13 14:17:36.179260","84f57aad-cf04-4e1b-9910-c91ddaf90824","32306"
"2010-08-30","255901","255901","Special Education","1837","136","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.219646","2020-11-13 14:17:36.219480","37f097ec-693e-4695-88da-f650e90e054e","32311"
"2010-08-30","255901","255901","Special Education","1837","200",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.237075","2020-11-13 14:17:36.236900","23e72846-476e-4ff3-9899-dc3564677014","32314"
"2010-08-30","255901","255901","Special Education","1837","227",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.242098","2020-11-13 14:17:36.241349","628c5851-bac4-448d-ab6a-9f8b398b91ae","32317"
"2010-08-30","255901","255901","Special Education","1837","255","2010-10-03","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.254884","2020-11-13 14:17:36.254443","dff78424-bd09-403d-a7d6-260fe9709a4d","32318"
"2010-08-30","255901","255901","Special Education","1837","306","2010-12-17","1893",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.259504","2020-11-13 14:17:36.259296","95341ad3-7c0e-432b-b4a3-427b822a2f82","32321"
"2010-08-30","255901","255901","Special Education","1837","326",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.271173","2020-11-13 14:17:36.270897","7acdf0b7-2515-4ba4-aae6-b747a1289516","32322"
"2010-08-30","255901","255901","Special Education","1837","340",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.274722","2020-11-13 14:17:36.274603","9f8dfac9-8176-4c3e-a6e3-ce864f9993a9","32324"
"2010-08-30","255901","255901","Special Education","1837","368","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.297025","2020-11-13 14:17:36.296405","9873cc85-7ded-485f-909f-d079742aa70d","32328"
"2010-08-30","255901","255901","Special Education","1837","393",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.323729","2020-11-13 14:17:36.323455","26906b44-1a29-4e69-9726-5a496dffd022","32334"
"2010-08-30","255901","255901","Special Education","1837","411",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.332022","2020-11-13 14:17:36.331302","c48c6004-f2b1-4f63-b768-1a4a2f50e861","32336"
"2010-08-30","255901","255901","Special Education","1837","418","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.341148","2020-11-13 14:17:36.340998","b1c66028-87b2-420a-bd35-c8798f36ed8c","32338"
"2010-08-30","255901","255901","Special Education","1837","429",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.349305","2020-11-13 14:17:36.349032","ba3a1b1d-1f9d-4a3c-9c1c-26539082aa48","32340"
"2010-08-30","255901","255901","Special Education","1837","436",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.352704","2020-11-13 14:17:36.352573","208a60e2-3598-4df6-9864-07d37eed0a79","32341"
"2010-08-30","255901","255901","Special Education","1837","451",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.357711","2020-11-13 14:17:36.357367","399b09d4-3cf9-4cba-b58e-b064ba925d05","32342"
"2010-08-30","255901","255901","Special Education","1837","459","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.364384","2020-11-13 14:17:36.362904","4f70b91f-466d-404e-a375-bff6b269df72","32343"
"2010-08-30","255901","255901","Special Education","1837","474","2010-10-03","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.371880","2020-11-13 14:17:36.370830","35d33573-770a-42a8-8543-6f8a4122d1c2","32345"
"2010-08-30","255901","255901","Special Education","1837","491","2010-12-17","1893",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.381851","2020-11-13 14:17:36.381500","bc149d16-443b-4a54-9247-f907a7ea1931","32346"
"2010-08-30","255901","255901","Special Education","1837","503",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.387942","2020-11-13 14:17:36.387591","dc9d4e39-5d64-45c6-a992-b7e1f7fcaa02","32347"
"2010-08-30","255901","255901","Special Education","1837","559",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.396202","2020-11-13 14:17:36.395748","0631f9b8-a2f3-46a5-bb1c-4972c12fd656","32349"
"2010-08-30","255901","255901","Special Education","1837","588","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.400465","2020-11-13 14:17:36.400149","fc75582a-df32-445c-84fe-828d8856a2c3","32350"
"2010-08-30","255901","255901","Special Education","1837","597",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.405880","2020-11-13 14:17:36.405686","fe55b22a-c2a5-4df8-b61c-0d474e534b04","32352"
"2010-08-30","255901","255901","Special Education","1837","629","2010-10-03","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.421948","2020-11-13 14:17:36.421761","9af48fa9-9a5c-46fb-886d-49862150080a","32354"
"2010-08-30","255901","255901","Special Education","1837","677",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.440117","2020-11-13 14:17:36.439706","72165ab4-4e79-45bc-8eee-0534e5238a56","32358"
"2010-08-30","255901","255901","Gifted and Talented","1811","116","2010-10-03","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.741410","2020-11-13 14:17:35.740257","2fb215ab-50c5-4876-ac61-74b0803e6299","32238"
"2010-08-30","255901","255901","Gifted and Talented","1811","188",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.759293","2020-11-13 14:17:35.759146","197bedca-31ca-4d78-afa3-294eadf1a741","32244"
"2010-08-30","255901","255901","Gifted and Talented","1811","207",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.764935","2020-11-13 14:17:35.764799","1052bc39-2abc-4a8e-a101-9b5057709b4e","32245"
"2010-08-30","255901","255901","Gifted and Talented","1811","316",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.787890","2020-11-13 14:17:35.787773","f44ad2af-f899-4268-a1cd-bb982b674a55","32248"
"2010-08-30","255901","255901","Gifted and Talented","1811","349",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.799800","2020-11-13 14:17:35.799706","9df04694-dcef-441e-83c4-43cd4f8083c5","32254"
"2010-08-30","255901","255901","Gifted and Talented","1811","390","2010-10-03","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.809082","2020-11-13 14:17:35.808840","b0c73545-9d64-4c5a-9d2a-71dbcf5012cb","32255"
"2010-08-30","255901","255901","Gifted and Talented","1811","417",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.813093","2020-11-13 14:17:35.813003","56d25e61-21be-40f3-8c82-4e686659cae3","32258"
"2010-08-30","255901","255901","Gifted and Talented","1811","461",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.823177","2020-11-13 14:17:35.823091","4371be50-83a6-454b-96dd-d156b8e5b6f9","32261"
"2010-08-30","255901","255901","Gifted and Talented","1811","523",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.832061","2020-11-13 14:17:35.831979","929ead5c-8454-4bca-8e64-c80aa45a321b","32264"
"2010-08-30","255901","255901","Gifted and Talented","1811","532",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.844026","2020-11-13 14:17:35.843909","0cf8deac-c234-4aeb-8748-78e6784feab0","32265"
"2010-08-30","255901","255901","Gifted and Talented","1811","581","2010-12-17","1893",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.854096","2020-11-13 14:17:35.853936","4920ee92-5b36-4b61-a45b-1f5ace7f7a9f","32268"
"2010-08-30","255901","255901","Gifted and Talented","1811","453",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.858848","2020-11-13 14:17:35.858246","6dbc19d4-b0e0-49c7-ac1a-0abb7045066f","32271"
"2010-08-30","255901","255901","Gifted and Talented","1811","605",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.864547","2020-11-13 14:17:35.864361","0739cd44-6acb-4ec1-bdd5-4fc5feaa6a00","32272"
"2010-08-30","255901","255901","Gifted and Talented","1811","646",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.876871","2020-11-13 14:17:35.876679","d8de31b8-09fe-4499-b861-81467ba01bbb","32276"
"2010-08-30","255901","255901","Gifted and Talented","1811","688","2010-12-17","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.886560","2020-11-13 14:17:35.885796","e8345e1b-3185-456e-a49b-8ef46eef66de","32279"
"2010-08-30","255901","255901","Gifted and Talented","1811","707","2010-10-03","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.890686","2020-11-13 14:17:35.890505","522a5353-83d1-459d-b441-fc6a36695406","32282"
"2010-08-30","255901","255901","Gifted and Talented","1811","731","2010-12-17","1893",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.899170","2020-11-13 14:17:35.899066","c04ca8d3-91f9-4555-890e-d8598541dc31","32285"
"2010-08-30","255901","255901","Gifted and Talented","1811","762","2010-12-17","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.909681","2020-11-13 14:17:35.909575","ef93e7a8-6e57-49e7-acb6-9860e3bafd80","32289"
"2010-08-30","255901","255901","Gifted and Talented","1811","790",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.919309","2020-11-13 14:17:35.919015","2cf7ca84-a3db-47a1-9492-1ac1e7384e46","32292"
"2010-08-30","255901","255901","Gifted and Talented","1811","865","2010-12-17","1893",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.931338","2020-11-13 14:17:35.931198","7d2d6f9b-364c-496a-8966-459cebfb447e","32296"
"2010-08-30","255901","255901","Gifted and Talented","1811","894",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.939273","2020-11-13 14:17:35.938938","02d62539-1537-4440-ba65-b106ed627cee","32299"
"2010-08-30","255901","255901","Gifted and Talented","1811","928",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.946706","2020-11-13 14:17:35.946549","3e443689-b56b-4402-8e08-1b08788f3398","32301"
"2010-08-30","255901","255901","Special Education","1837","51",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.196100","2020-11-13 14:17:36.179436","358a1a67-168e-4b7c-b703-806d466a4688","32308"
"2010-08-30","255901","255901","Special Education","1837","169",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.220058","2020-11-13 14:17:36.219948","1b9dfc61-4b99-4711-8dd9-d347a487630f","32312"
"2010-08-30","255901","255901","Special Education","1837","201",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.237325","2020-11-13 14:17:36.236900","6d46ec3f-0291-4864-94f5-7aa88d429b46","32315"
"2010-08-30","255901","255901","Special Education","1837","302","2010-10-03","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.254919","2020-11-13 14:17:36.254714","123c0896-3f0a-4be6-b404-86bbe57d42ca","32319"
"2010-08-30","255901","255901","Special Education","1837","325",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.273699","2020-11-13 14:17:36.273544","ce8a0581-55cd-4c23-bd34-77b88d252e08","32323"
"2010-08-30","255901","255901","Special Education","1837","361","2010-12-17","1893",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.289308","2020-11-13 14:17:36.289116","755db75f-c97b-4947-a6f7-68a7571205d6","32326"
"2010-08-30","255901","255901","Special Education","1837","380","2010-12-17","1893",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.313754","2020-11-13 14:17:36.313584","93f3ad3a-9f43-4984-ae7e-b13043b7d23f","32332"
"2010-08-30","255901","255901","Special Education","1837","409","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.327142","2020-11-13 14:17:36.326995","50c3c0e2-41b1-4f3f-b4af-071fdea24884","32335"
"2010-08-30","255901","255901","Special Education","1837","467",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.367071","2020-11-13 14:17:36.366772","b16d1c0f-c46d-45cc-92dd-b82084ec63a5","32344"
"2010-08-30","255901","255901","Special Education","1837","617","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.405830","2020-11-13 14:17:36.405409","68d50e53-a151-4232-9ad9-83a90ef2051d","32351"
"2010-08-30","255901","255901","Special Education","1837","622",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.414530","2020-11-13 14:17:36.414346","1ae09be1-2eb8-49a6-bad3-46875a3d2919","32353"
"2010-08-30","255901","255901","Special Education","1837","651",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.422384","2020-11-13 14:17:36.422185","5252f10a-0249-4eca-9a99-ab6a0d673651","32355"
"2010-08-30","255901","255901","Special Education","1837","661",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.433812","2020-11-13 14:17:36.433526","dd99c14b-49d5-4dda-ac30-f759d1df0d13","32357"
"2010-08-30","255901","255901","Special Education","1837","682",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.441584","2020-11-13 14:17:36.441428","4c76616e-9679-4c2c-abfe-8694d39352ff","32359"
"2010-08-30","255901","255901","Special Education","1837","723",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.459336","2020-11-13 14:17:36.459149","3ae15638-341f-4903-94df-0a42d53280f5","32362"
"2010-08-30","255901","255901","Special Education","1837","740","2010-12-17","1893",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.472056","2020-11-13 14:17:36.471819","2914b639-2eae-417e-a33b-c80fb40cda5d","32365"
"2010-08-30","255901","255901","Special Education","1837","768",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.489188","2020-11-13 14:17:36.488906","5bc386df-e4d7-4206-b7da-11bfd14c27d7","32369"
"2010-08-30","255901","255901","Special Education","1837","797",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.523047","2020-11-13 14:17:36.522886","ab0cf5f7-fade-4375-899b-9c3f87e00769","32376"
"2010-08-30","255901","255901","Special Education","1837","826",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.540459","2020-11-13 14:17:36.540255","dce022ea-a3e9-452d-b6d5-2a38dccb79a4","32380"
"2010-08-30","255901","255901","Special Education","1837","839",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.551036","2020-11-13 14:17:36.550748","c1d31f1e-25b3-4113-b6d7-1b52880437b9","32383"
"2010-08-30","255901","255901","Special Education","1837","856","2010-12-17","1893",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.559381","2020-11-13 14:17:36.559151","a2a95b61-e01b-454b-aba7-e4ca064d9065","32384"
"2010-08-30","255901","255901","Special Education","1837","875",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.576992","2020-11-13 14:17:36.576839","05c7e1ae-9185-48dc-a5a9-f306146a807e","32388"
"2010-08-30","255901","255901","Special Education","1837","914","2010-12-17","1893",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.613335","2020-11-13 14:17:36.613188","ae1e06a6-5275-49c6-ac58-541a8a8181b4","32396"
"2010-08-30","255901","255901","Special Education","1837","930","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.631095","2020-11-13 14:17:36.630854","24b5931d-c5ea-4a39-9c47-d91dadf101bc","32400"
"2010-08-30","255901","255901","Career and Technical Education","1795","28","2010-10-03","1889",,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:36.851672","2020-11-13 14:17:36.842655","c87d2477-30af-428b-83e1-3b91f4d353fb","32405"
"2010-08-30","255901","255901","Career and Technical Education","1795","43","2010-10-03","1889",,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:36.874853","2020-11-13 14:17:36.874706","8d98e92b-207c-41cd-80ed-3e48aecc5d76","32408"
"2010-08-30","255901","255901","Career and Technical Education","1795","120",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:36.896212","2020-11-13 14:17:36.896096","42e22085-c0b8-4c2c-8d37-f9ec7f93c8d4","32412"
"2010-08-30","255901","255901","Career and Technical Education","1795","221","2010-10-03","1889",,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:36.910741","2020-11-13 14:17:36.910505","f6e5b6fb-1cef-4bea-a7f0-fb50335ba63b","32417"
"2010-08-30","255901","255901","Gifted and Talented","1811","338",,,,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.799389","2020-11-13 14:17:35.799234","b52ac124-0a9c-4f30-ad5f-e83f6530a6fb","32253"
"2010-08-30","255901","255901","Gifted and Talented","1811","939","2010-10-03","1889",,"edfi.StudentProgramAssociation","2020-11-13 14:17:35.949013","2020-11-13 14:17:35.948940","14fbefa4-905e-4eed-b56c-41d8d21a7f00","32303"
"2010-08-30","255901","255901","Special Education","1837","100",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.196101","2020-11-13 14:17:36.179239","c70ac244-38bf-4241-8265-86e4e07f7903","32309"
"2010-08-30","255901","255901","Special Education","1837","364",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.292192","2020-11-13 14:17:36.291971","2a819dd2-7f79-43da-bf0d-7a48bbe2e7b5","32327"
"2010-08-30","255901","255901","Special Education","1837","378",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.309683","2020-11-13 14:17:36.309545","0e949acf-496d-4d91-a29f-6b50ec7e7c64","32331"
"2010-08-30","255901","255901","Special Education","1837","744","2010-12-17","1889",,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.475199","2020-11-13 14:17:36.475043","cda6e855-1dbc-4e74-9baf-e74bd9cbaaa2","32366"
"2010-08-30","255901","255901","Special Education","1837","779",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.507953","2020-11-13 14:17:36.507792","f5db8af1-7063-4520-ba37-36e492840cd6","32373"
"2010-08-30","255901","255901","Special Education","1837","798",,,,"edfi.StudentSpecialEducationProgramAssociation","2020-11-13 14:17:36.525636","2020-11-13 14:17:36.525501","a39a2558-1fc6-4d8e-bcde-630769562fc1","32377"
"2010-08-30","255901","255901","Career and Technical Education","1795","12",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:36.852973","2020-11-13 14:17:36.842654","c5d7d7f1-74bf-4461-a862-40419ce38276","32406"
"2010-08-30","255901","255901","Career and Technical Education","1795","63",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:36.876728","2020-11-13 14:17:36.876578","263140d8-9634-463a-a99b-81419fac73b2","32410"
"2010-08-30","255901","255901","Career and Technical Education","1795","355",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:36.968026","2020-11-13 14:17:36.967853","9883dad3-e8d2-4059-866c-a7b939d4018f","32430"
"2010-08-30","255901","255901","Career and Technical Education","1795","493","2010-10-03","1889",,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:37.000794","2020-11-13 14:17:37.000661","af5724aa-8e75-41b5-aa3c-e4ea1b8960fc","32438"
"2010-08-30","255901","255901","Career and Technical Education","1795","564",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:37.014555","2020-11-13 14:17:37.014370","7007e62f-416a-4318-9153-62bab3d382d7","32441"
"2010-08-30","255901","255901","Career and Technical Education","1795","631",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:37.274807","2020-11-13 14:17:37.274628","f27cfcd1-b288-43be-b03b-c215ac045337","32449"
"2010-08-30","255901","255901","Career and Technical Education","1795","696",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:37.288673","2020-11-13 14:17:37.288420","3e00d11b-5fbb-44e6-a6a4-2a1bddd6615d","32451"
"2010-08-30","255901","255901","Career and Technical Education","1795","748",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:37.300968","2020-11-13 14:17:37.300745","0ef3ba23-8755-461f-ac8f-14e9b7189197","32455"
"2010-08-30","255901","255901","Career and Technical Education","1795","794","2010-10-03","1889",,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:37.317082","2020-11-13 14:17:37.316940","79c6302c-7b21-4339-a1ed-2e166beadbad","32459"
"2010-08-30","255901","255901","Career and Technical Education","1795","895",,,,"edfi.StudentCTEProgramAssociation","2020-11-13 14:17:37.328137","2020-11-13 14:17:37.327925","1001d01b-da58-4ffd-9069-cf3c932427f1","32462"
"2010-08-30","255901","255901","Migrant Education","1825","262",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:37.592048","2020-11-13 14:17:37.591897","c1bdbdbf-9297-4d31-af9b-11d3c2ee2858","32472"
"2010-08-30","255901","255901","Migrant Education","1825","276",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:37.629920","2020-11-13 14:17:37.629805","94c6f44e-639a-4254-87c9-76807f732d2f","32482"
"2010-08-30","255901","255901","Migrant Education","1825","283",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:37.875028","2020-11-13 14:17:37.874933","5df7d85c-7c3b-4379-b954-15713baa019d","32487"
"2010-08-30","255901","255901","Migrant Education","1825","296",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:37.909039","2020-11-13 14:17:37.908646","1df1ddf4-6f85-4277-a063-536cae2966e2","32496"
"2010-08-30","255901","255901","Migrant Education","1825","309",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:37.936736","2020-11-13 14:17:37.936527","b61a68b8-2ddf-4003-b507-6521ce7b21e6","32506"
"2010-08-30","255901","255901","Migrant Education","1825","338",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.014041","2020-11-13 14:17:38.013909","65c0e17c-02d6-4b56-8e44-867b6d4e1865","32534"
"2010-08-30","255901","255901","Migrant Education","1825","344",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.025653","2020-11-13 14:17:38.025528","3f4429bc-7ccf-49a4-b6a6-4ac9b76f45e5","32537"
"2010-08-30","255901","255901","Migrant Education","1825","436",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.120015","2020-11-13 14:17:38.119313","431a929e-9d32-4fb0-a122-522255feea11","32565"
"2010-08-30","255901","255901","Migrant Education","1825","452",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.166746","2020-11-13 14:17:38.166662","8067b755-1522-4856-907f-9c3bf1de00d9","32582"
"2010-08-30","255901","255901","Migrant Education","1825","461",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.200234","2020-11-13 14:17:38.200102","b9a1bfb6-69ff-45db-b95b-064a6698bdeb","32592"
"2010-08-30","255901","255901","Migrant Education","1825","472",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.220843","2020-11-13 14:17:38.220667","e67b64db-b8a2-4b51-b422-10f0ae7cd4c0","32600"
"2010-08-30","255901","255901","Migrant Education","1825","490",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.279497","2020-11-13 14:17:38.279389","01336586-63fe-43b1-906e-e0b114f2e696","32619"
"2010-08-30","255901","255901","Migrant Education","1825","496",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.300989","2020-11-13 14:17:38.300892","cae481b8-822b-4dea-8057-2f6bcb7b2d13","32626"
"2010-08-30","255901","255901","Migrant Education","1825","500",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.312782","2020-11-13 14:17:38.312648","906e7343-6e02-49e4-bda8-21fee8f6692d","32629"
"2010-08-30","255901","255901","Migrant Education","1825","618",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.416459","2020-11-13 14:17:38.416192","f6b7a614-7c29-4d43-818a-9b6a12a3cde7","32661"
"2010-08-30","255901","255901","Migrant Education","1825","625",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.432470","2020-11-13 14:17:38.432314","6de32760-f712-453b-b52c-357175031049","32668"
"2010-08-30","255901","255901","Migrant Education","1825","632",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.456962","2020-11-13 14:17:38.456722","3820da1d-649a-475c-b88f-2f874534384a","32673"
"2010-08-30","255901","255901","Migrant Education","1825","639",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.473136","2020-11-13 14:17:38.473054","8b572504-027c-4097-bc63-30c00b1a28f4","32680"
"2010-08-30","255901","255901","Migrant Education","1825","641",,,,"edfi.StudentMigrantEducationProgramAssociation","2020-11-13 14:17:38.484858","2020-11-13 14:17:38.484746","ae8680e1-9dc1-414d-9263-6d57317460a2","32684"
