assessmentidentifier,identificationcode,learningstandardid,namespace,createdate
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909954","111.15.3.1.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.405795"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909956","111.15.3.10.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.411150"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909958","111.15.3.3.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.415881"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909961","111.15.3.5.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.421142"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909965","111.15.3.15.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.430643"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909965","111.15.3.3.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.431269"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909968","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.444444"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909968","111.15.3.14.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.444491"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081542","111.15.3.3.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.453158"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081543","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.457605"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081547","111.15.3.1.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.463006"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081548","111.15.3.1.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.467595"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081551","111.15.3.11.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.473499"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081555","111.15.3.3.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.482730"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081559","111.15.3.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.520395"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081560","111.15.3.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.529381"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","0","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.536593"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652076","110.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.543576"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652078","110.14.2.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.548822"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652081","110.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.555243"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652083","110.14.5.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.561131"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652084","110.14.23.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.565338"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652087","110.14.16.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.574227"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228740","110.14.2.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.586948"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228743","110.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.594479"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228746","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.602267"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228749","110.14.13.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.608324"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228752","110.14.RC.E","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.617160"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228755","110.14.13.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.623255"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228756","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.626952"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228758","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.631754"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275826","110.14.2.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.637054"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275829","110.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.644372"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275831","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.651279"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275835","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.659721"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275836","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.664552"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275839","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.671731"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275842","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.676900"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275843","110.14.13.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.682568"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863603","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.692147"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863607","110.14.2.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.844863"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279435","110.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.867807"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279439","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.877463"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279444","110.14.RC.E","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.887030"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279446","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.894663"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279447","110.14.13.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.898938"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279451","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.908429"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900331","128.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.916525"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900334","128.14.2.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.922015"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900337","128.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.928936"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900341","128.14.8.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.180133"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","CC.5.NBT.3","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.191247"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1418","CC.4.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.196648"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909950","111.15.3.10.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.398444"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909966","111.15.3.5.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.437165"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652091","110.14.4.E","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.576768"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228742","110.14.2.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.586874"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228742","110.14.RC.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.586910"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228759","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.635925"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863606","110.14.2.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.697905"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863608","110.14.10.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.846870"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863613","110.14.8.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.856191"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279433","110.14.2.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.866629"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279433","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.866680"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279437","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.876039"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279443","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.887174"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279449","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.901074"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900333","128.14.RC.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.920615"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900338","128.14.2.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.930233"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900343","128.14.16.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.180152"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900347","128.14.4.E","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.189643"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1427","CC.4.NF.2","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.219463"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1433","CC.6.NS.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.230110"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1437","CC.5.NF.4","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.240011"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1420","CC.6.NS.3","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.202279"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1423","CC.5.MD.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.208206"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1426","CC.5.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.217449"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1429","CC.6.RP.3c","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.221181"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1430","CC.6.NS.4","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.226065"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1435","CC.5.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.236038"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1438","CC.6.RP.3c","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.245590"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1440","CC.5.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.249741"
