parentusi,studentusi,relationdescriptorid,primarycontactstatus,liveswith,emergencycontactstatus,contactpriority,contactrestrictions,discriminator,createdate,lastmodifieddate,id,changeversion
"519","314","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.258725","2020-11-13 14:16:25.258645","f208b309-56ba-49d2-88a7-fc4dac8860c6","15085"
"521","315","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.263045","2020-11-13 14:16:25.262968","bdf98772-d9c4-4cca-9a72-c353481ff7c4","15087"
"523","316","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.266438","2020-11-13 14:16:25.266271","dfeed3f1-3605-4db6-8d6e-6569e26a0c69","15089"
"525","317","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.271525","2020-11-13 14:16:25.271439","7e80d17c-aab1-44e3-900f-8e0363bace69","15091"
"527","318","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.276627","2020-11-13 14:16:25.276552","b883c565-c128-42e1-8483-9c3c2df143bb","15093"
"530","319","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.282114","2020-11-13 14:16:25.281515","e94bc1c3-2517-4a3d-bc8c-6fce7a0ce3de","15095"
"531","321","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.285489","2020-11-13 14:16:25.285386","5607d6da-cb2c-42d4-b5ce-9b5a0ba09b12","15097"
"533","322","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.290847","2020-11-13 14:16:25.290156","d39e01ea-8c2d-4004-a184-fa56241739fe","15099"
"535","323","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.293489","2020-11-13 14:16:25.293392","65119718-bfb4-4704-a94d-0766cd8e8473","15101"
"537","324","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.298835","2020-11-13 14:16:25.298727","afc6e093-7fef-47cc-bf18-d526e9eecfaa","15103"
"539","326","1952","true","true","true",,,"NULL","2020-11-13 14:16:25.540775","2020-11-13 14:16:25.540692","3be48030-542e-414f-91be-70324bf190a6","15106"
"544","328","1952","true","true","true",,,"NULL","2020-11-13 14:16:25.549445","2020-11-13 14:16:25.549358","c31dc711-4ba5-4eca-9166-777adb0573a4","15110"
"549","330","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.785482","2020-11-13 14:16:25.785396","b705a785-3661-421f-bbf4-0977a96e1d9b","15113"
"550","331","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.795044","2020-11-13 14:16:25.794963","c9f17ef4-cda7-45c7-a59f-35e3abd936f5","15116"
"554","334","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.803686","2020-11-13 14:16:25.803605","ff82111d-299c-4719-a544-b80778138be5","15120"
"556","335","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.807676","2020-11-13 14:16:25.807539","b613d2ac-df8d-4102-ae89-d804c9f7ee71","15122"
"559","337","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.813200","2020-11-13 14:16:25.813100","d1122ed2-02f2-4d6d-ac9d-42dcf39eab8a","15125"
"560","340","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.815868","2020-11-13 14:16:25.815811","80bd3f12-a8e0-4245-9ff5-8426cf6e7ff7","15126"
"563","339","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.822653","2020-11-13 14:16:25.822596","949f57b6-8de6-4699-80bc-df93f9647a7b","15129"
"564","339","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.827279","2020-11-13 14:16:25.827039","8f09b82f-e331-4149-ae1e-b19880abfb5c","15130"
"566","343","1934","true","true","true",,,"NULL","2020-11-13 14:16:25.830093","2020-11-13 14:16:25.829992","8f5a2fcd-1b64-4ff7-af5c-a5512e17b496","15132"
"568","342","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.835799","2020-11-13 14:16:25.835067","27dc46f6-5b76-4141-a9e0-5f1864096893","15134"
"571","346","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.840560","2020-11-13 14:16:25.840357","7a70c78f-7da5-4756-8d3a-b296afb2e9df","15137"
"572","346","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.844504","2020-11-13 14:16:25.844432","5b007477-d563-44fa-94c5-0dda25182ec4","15138"
"575","349","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.852446","2020-11-13 14:16:25.852389","c2ba6a89-60f2-4e1c-b5cf-f22c4cb72e46","15142"
"578","350","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.857110","2020-11-13 14:16:25.857033","0bb1bb88-15a3-4350-8add-d060f20dfcb9","15144"
"581","351","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.863324","2020-11-13 14:16:25.863207","51743e5b-4c1a-40b6-81a5-7e13bf3579b4","15147"
"583","353","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.869229","2020-11-13 14:16:25.868483","697968de-23bc-4805-b8cd-936fac427900","15149"
"586","355","1934","true","true","true",,,"NULL","2020-11-13 14:16:25.874273","2020-11-13 14:16:25.874206","72e06805-1563-4597-a35c-55f203ebea5f","15152"
"589","357","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.881289","2020-11-13 14:16:25.881224","0a5114da-1067-4d11-8c4b-ba24e0e95b26","15155"
"592","358","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.887464","2020-11-13 14:16:25.887395","b427298a-bdfc-4075-aa39-3de2833d7a3d","15157"
"593","359","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.897531","2020-11-13 14:16:25.897412","84accefc-8abd-4478-a20a-7f8224176ed5","15160"
"598","361","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.900733","2020-11-13 14:16:25.900671","907cfb2d-ba0e-44d7-b87d-96049fdbcadf","15163"
"597","362","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.906210","2020-11-13 14:16:25.906120","1943dd35-be7c-4166-b5af-e1339f1f5200","15164"
"601","364","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.910692","2020-11-13 14:16:25.910621","be048d31-8e8e-4fe2-9545-b1f09da05888","15167"
"603","365","1952","true","true","true",,,"NULL","2020-11-13 14:16:25.919590","2020-11-13 14:16:25.919510","3949406f-9ac3-4046-ba7c-2adfd0ee2ac3","15169"
"604","365","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.923834","2020-11-13 14:16:25.923070","a1907f4b-2460-4d59-9f1e-1fecc13a55c3","15170"
"607","368","1952","true","true","true",,,"NULL","2020-11-13 14:16:25.927622","2020-11-13 14:16:25.927559","8f60b119-bffd-4d50-902d-5aa1f9636c9c","15173"
"411","250","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.002786","2020-11-13 14:16:25.002721","42873e0a-5595-49fa-bc38-fd1d16044e0d","14977"
"414","252","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.011844","2020-11-13 14:16:25.011756","e5bc7b2d-5a08-49f6-a64d-b290f9c9f8a8","14981"
"418","254","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.020519","2020-11-13 14:16:25.020454","f63d9496-395c-41af-819e-ca10bb5c4ffc","14983"
"419","255","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.027974","2020-11-13 14:16:25.027883","8891f1ce-d3f4-4347-bc04-f7f011ae331b","14986"
"424","258","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.041011","2020-11-13 14:16:25.040927","54049651-97d9-44b2-8d0f-635b97cc7995","14991"
"426","259","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.045250","2020-11-13 14:16:25.045097","a0ded83a-8627-456d-98f1-104b6f8bcb80","14993"
"428","260","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.049997","2020-11-13 14:16:25.049922","e8873dcb-8638-42d0-a8d5-db6557875981","14995"
"431","262","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.058231","2020-11-13 14:16:25.057998","e9437687-fd33-415f-b622-3745527de42d","14999"
"436","265","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.067997","2020-11-13 14:16:25.067891","98cf8c07-3b20-4dda-9772-b739c9a713c1","15003"
"440","268","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.076717","2020-11-13 14:16:25.076568","6986ea8f-bda9-416b-97cf-05043b440eb7","15008"
"442","269","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.082111","2020-11-13 14:16:25.082052","8241db56-2861-4d94-8a60-c9d0f4f5f22e","15009"
"444","272","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.084654","2020-11-13 14:16:25.084603","89b7057c-7bc1-4271-9429-f03ad93add6a","15011"
"448","270","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.092072","2020-11-13 14:16:25.091985","38b8ef78-4d88-44c1-9b2e-5b9cdc08a7ce","15014"
"453","275","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.101481","2020-11-13 14:16:25.101405","fec6012a-d42c-4fd8-b80c-5a2dce1ec7eb","15019"
"458","278","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.110145","2020-11-13 14:16:25.110057","049fe47a-6b69-4006-9c53-7ba125e1f88e","15023"
"460","279","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.117980","2020-11-13 14:16:25.117903","cd26a5c1-bc5c-40ea-bce0-dab3a403d4dc","15026"
"462","280","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.126310","2020-11-13 14:16:25.125751","aca80e2a-9adf-4fa8-a934-70b1e3a4fa4d","15029"
"467","283","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.135851","2020-11-13 14:16:25.135763","f403c90d-7c61-4f81-a66c-55fa35ef1c6f","15034"
"470","285","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.142988","2020-11-13 14:16:25.142884","20a3ee89-2a01-4d4d-854d-905f09cd47fd","15037"
"474","287","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.151216","2020-11-13 14:16:25.151147","35ec8af1-d31c-45fc-b827-a30efc3ac253","15041"
"477","288","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.169161","2020-11-13 14:16:25.169070","39cc9c82-22d4-4a34-8e8e-4d4bf99e81cf","15044"
"482","293","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.178943","2020-11-13 14:16:25.178860","aea8654b-9b5d-4940-b933-53dd9dbc923c","15049"
"486","295","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.188320","2020-11-13 14:16:25.188241","85874e0f-71da-4258-b091-53a463c81368","15053"
"490","296","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.195822","2020-11-13 14:16:25.195327","bc9789ef-07ab-4ee6-bf7e-e60a2a96ffb3","15056"
"494","299","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.205046","2020-11-13 14:16:25.204418","ccdfa9cf-5fab-406d-8d6d-7afcfa25a373","15061"
"499","303","1952","true","true","true",,,"NULL","2020-11-13 14:16:25.214134","2020-11-13 14:16:25.214056","9ad998c1-036a-445b-89ad-aba88921921d","15065"
"503","304","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.222721","2020-11-13 14:16:25.222643","61d013e5-4726-41fd-b090-db2f74101069","15068"
"507","306","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.232920","2020-11-13 14:16:25.232860","42396284-fac2-4d11-9bc7-bfb9eff9c674","15075"
"511","309","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.239451","2020-11-13 14:16:25.239385","70b5376b-b1d4-4e05-ab77-e7ef16650738","15077"
"512","310","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.244110","2020-11-13 14:16:25.243960","8167270c-2cab-4459-a9e9-dddfd320b8f4","15079"
"517","313","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.254745","2020-11-13 14:16:25.254688","8617a600-81bf-4216-a1ac-ddee9417a341","15083"
"520","314","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.261787","2020-11-13 14:16:25.261690","ea334354-7220-4b8a-ad25-38b47caaa107","15086"
"522","315","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.266408","2020-11-13 14:16:25.265782","9523424f-b019-416d-aa6c-702e6aebbe13","15088"
"528","320","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.278282","2020-11-13 14:16:25.278009","d33eab45-64d9-4d19-a57b-c19f794e4c35","15094"
"529","319","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.283156","2020-11-13 14:16:25.283051","f0895906-b9b6-4feb-b92a-abcae245e775","15096"
"532","321","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.287007","2020-11-13 14:16:25.286825","b04674f4-be6c-4670-9854-5a18f8b197c4","15098"
"534","322","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.291965","2020-11-13 14:16:25.291821","6b42cdc7-75c2-4311-b560-59846de6b681","15100"
"536","324","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.295433","2020-11-13 14:16:25.295302","96207ccd-e0af-49d1-be27-e7f0d4b6fc94","15102"
"541","326","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.540769","2020-11-13 14:16:25.540682","a00bd547-0960-46f5-8b7d-9bd99e679476","15107"
"545","328","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.550000","2020-11-13 14:16:25.549935","6785d787-4ce9-4cfa-a73c-a7ab8cecba77","15111"
"547","329","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.783491","2020-11-13 14:16:25.783396","63e29348-f7b8-4ab4-8260-85ec108b603d","15112"
"552","331","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.796277","2020-11-13 14:16:25.796202","6795a5a0-826c-4bf4-9bde-04d3317fc0b6","15117"
"555","333","1934","true","true","true",,,"NULL","2020-11-13 14:16:25.804719","2020-11-13 14:16:25.804650","5eb5963e-09d7-43c2-912b-6991e19da7cc","15121"
"557","336","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.808691","2020-11-13 14:16:25.808566","8d66f49a-7c67-465f-b15d-0be2bf8dd414","15123"
"558","340","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.813272","2020-11-13 14:16:25.813224","a4e43294-5693-46ec-bc77-4770f447d45a","15124"
"561","338","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.818745","2020-11-13 14:16:25.818683","bf85378a-92cf-4de8-acae-ca607f6d95a5","15127"
"565","341","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.827307","2020-11-13 14:16:25.827223","c1e25e71-514a-4d3a-ab9f-861f415b0855","15131"
"567","344","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.831972","2020-11-13 14:16:25.831859","09003b30-bca7-4e9a-ad2e-2e897c9afb67","15133"
"569","342","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.836732","2020-11-13 14:16:25.836643","3da9fc4e-2efb-4b13-a626-ac6ce8377246","15135"
"570","345","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.840570","2020-11-13 14:16:25.840501","3b5347e1-dd7c-40f6-86ff-4e55f81b12c0","15136"
"573","348","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.845827","2020-11-13 14:16:25.845742","6226f0fd-5ee8-4692-a3de-58ac2b327b8d","15139"
"576","347","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.850489","2020-11-13 14:16:25.850427","9e2d7c5d-3130-4368-845e-ef60cb81995a","15141"
"580","352","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.861261","2020-11-13 14:16:25.861182","b0dcd4a5-da7d-408c-9606-457ec32891d9","15146"
"582","351","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.865725","2020-11-13 14:16:25.865653","2f50499d-485c-4531-a0cf-ca620b9cf4f4","15148"
"584","354","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.869603","2020-11-13 14:16:25.869544","21f7e8df-562c-4e30-a159-f3812db327c8","15150"
"588","356","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.878552","2020-11-13 14:16:25.878478","20bd97ed-0a78-4bd7-8ad6-68a54901896f","15153"
"591","358","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.887591","2020-11-13 14:16:25.887542","79524c07-2b89-49e2-a8e0-3bd050fc4b0c","15158"
"596","361","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.899085","2020-11-13 14:16:25.899023","80e607a0-5ec9-4055-a64d-77c431d541b8","15162"
"599","363","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.907330","2020-11-13 14:16:25.907210","c32b2b74-14d0-472f-86f0-387373451136","15165"
"602","364","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.914480","2020-11-13 14:16:25.914407","32fda6d2-4b98-482c-a5b4-657c8caf48c8","15168"
"605","366","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.924342","2020-11-13 14:16:25.924238","331f3908-e1e5-43ab-967e-b3382ce3d932","15171"
"609","369","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.934721","2020-11-13 14:16:25.934645","bcb70bc7-70b9-42c4-85f6-b78a44db728c","15175"
"614","371","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.942520","2020-11-13 14:16:25.942420","54a92c38-4d0b-4bcc-9cc8-67a4ac6c7a14","15179"
"623","379","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.960557","2020-11-13 14:16:25.960493","732a4a7d-8bf5-4e94-9ebc-dbcc3d81bae9","15188"
"627","382","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.968809","2020-11-13 14:16:25.968731","359afcd0-a331-4df9-9a5d-a72ed31e807a","15192"
"630","384","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.975987","2020-11-13 14:16:25.975909","310af916-17a2-42bc-ba1d-dd0c71bb50d4","15195"
"633","386","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.984474","2020-11-13 14:16:25.984380","642642ab-9687-45d6-b452-3a07491c7f60","15199"
"637","388","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.992571","2020-11-13 14:16:25.992505","12c68c64-ae7e-47a5-a67b-9284a12b1ba5","15203"
"644","391","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.003143","2020-11-13 14:16:26.003071","67030e68-1d9b-4459-a59c-99d917660a02","15208"
"645","393","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.009951","2020-11-13 14:16:26.008943","377e27b8-1643-46eb-ad93-af4e4be424ce","15211"
"647","394","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.014745","2020-11-13 14:16:26.014458","ba21a662-a17f-4768-91d2-7618bd991976","15213"
"649","395","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.019753","2020-11-13 14:16:26.019688","d5af1d03-8ae9-4206-b1dd-c07996589349","15215"
"652","397","1934","true","true","false",,,"NULL","2020-11-13 14:16:26.029725","2020-11-13 14:16:26.029648","3af27a02-eb36-4036-b814-acaae2fe3892","15217"
"658","400","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.048606","2020-11-13 14:16:26.048430","168f039f-e0a0-41ae-ac0a-efb1fe373f65","15223"
"660","401","1952","true","true","true",,,"NULL","2020-11-13 14:16:26.059966","2020-11-13 14:16:26.059870","adb7a8ab-46dd-4558-b9fb-090768985874","15225"
"663","402","1952","true","true","true",,,"NULL","2020-11-13 14:16:26.074049","2020-11-13 14:16:26.073388","f0598a6f-389a-4b61-adad-c061f133bb28","15231"
"667","405","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.079679","2020-11-13 14:16:26.078890","6ded85bf-ff74-4757-8bbb-b601e035b639","15233"
"671","404","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.084777","2020-11-13 14:16:26.084711","8ecb4d55-d2d0-4697-8664-d0fc37ca08a8","15236"
"672","406","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.091906","2020-11-13 14:16:26.091830","b3e9da08-9fc5-47b8-8e44-daa032d9b348","15238"
"676","409","1952","false","false","false",,,"NULL","2020-11-13 14:16:26.100457","2020-11-13 14:16:26.099820","870ce563-4e93-401c-9096-8b57489748fc","15242"
"678","408","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.108476","2020-11-13 14:16:26.108419","8bf23106-bcf0-46a4-8bcb-4db7e9297550","15246"
"413","252","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.009652","2020-11-13 14:16:25.009421","9f175d8b-2ab5-42ff-be40-3e847898e41e","14980"
"416","253","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.020759","2020-11-13 14:16:25.020646","c0e24133-ff6d-442b-b837-169d34e572bb","14985"
"455","277","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.111016","2020-11-13 14:16:25.110959","c5f8b501-3379-4a09-905e-f439652c2e00","15024"
"476","288","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.153465","2020-11-13 14:16:25.153391","0ccabb6f-da07-4544-a43c-9705b0178b1c","15043"
"479","290","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.170550","2020-11-13 14:16:25.170507","2df3aac5-48e6-49dc-a83c-dbbb86c41fe1","15047"
"483","293","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.180933","2020-11-13 14:16:25.180873","072febc6-0e97-4d17-be9f-da16664ed035","15050"
"487","295","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.188968","2020-11-13 14:16:25.188897","18992043-c9a0-4bc7-ae9b-5dc9de1e082d","15054"
"491","298","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.197453","2020-11-13 14:16:25.197392","f91d778c-c3a6-462a-be0a-4b4dfe8f6e3d","15058"
"495","300","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.205742","2020-11-13 14:16:25.205651","42f1db82-7c08-4004-9954-a98bf62e1c02","15062"
"497","302","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.213243","2020-11-13 14:16:25.213166","d64b6f99-b0fd-48b7-a99a-ed89a4b548c6","15064"
"506","305","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.224386","2020-11-13 14:16:25.224322","41eba7ad-7380-422e-8d02-3390239de29e","15071"
"508","307","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.232250","2020-11-13 14:16:25.232196","e73f2a70-b3a9-4dfa-bd3f-d15fb058b983","15073"
"518","313","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.255564","2020-11-13 14:16:25.255505","6ea6cf50-9004-4730-88a7-809dbdcd158e","15084"
"540","325","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.302865","2020-11-13 14:16:25.302777","0fdfc5ce-9b72-43e4-ab87-15257590caf2","15105"
"542","327","1952","true","true","true",,,"NULL","2020-11-13 14:16:25.542998","2020-11-13 14:16:25.542924","99613b02-2a2e-455d-a5e9-b0a31fea6f4f","15109"
"548","330","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.785622","2020-11-13 14:16:25.785573","d97a6480-40c3-458c-9050-344e94df822c","15114"
"553","332","1934","false","true","false",,,"NULL","2020-11-13 14:16:25.797943","2020-11-13 14:16:25.797884","da90ff20-7ca4-429c-a87c-f9a564f5e14e","15119"
"594","359","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.890959","2020-11-13 14:16:25.890887","45d9d7bb-5c6e-4da4-9d51-06c32bb571ec","15159"
"615","373","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.943719","2020-11-13 14:16:25.943677","11c982c5-6cc1-4219-958a-aabf8a02c498","15181"
"617","374","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.951761","2020-11-13 14:16:25.951701","09a41768-0739-4ec8-bb12-3788a561adb3","15184"
"621","377","1934","true","true","false",,,"NULL","2020-11-13 14:16:25.959086","2020-11-13 14:16:25.958995","342ae285-d17b-46ec-8a2c-855c7e639383","15187"
"631","384","1934","false","true","true",,,"NULL","2020-11-13 14:16:25.977346","2020-11-13 14:16:25.977271","f54e3ac3-60cf-413b-a044-f552e5d81a43","15196"
"635","387","1952","true","true","false",,,"NULL","2020-11-13 14:16:25.985927","2020-11-13 14:16:25.985860","b485dc4b-0cfe-471c-926a-ea12c92878db","15200"
"642","391","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.001297","2020-11-13 14:16:26.001199","25ea1fff-47ad-42ff-8986-0de958342b73","15207"
"653","398","1934","true","true","false",,,"NULL","2020-11-13 14:16:26.030100","2020-11-13 14:16:26.030000","daab3b2b-0088-4de8-9845-0553ff2593cb","15219"
"655","399","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.048202","2020-11-13 14:16:26.048138","1701f5cc-3149-4acd-8e30-9ad1bef5ca29","15222"
"659","403","1952","false","false","true",,,"NULL","2020-11-13 14:16:26.060800","2020-11-13 14:16:26.060724","04837186-33f5-4ca8-934a-7f0ccd10a575","15226"
"669","404","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.082561","2020-11-13 14:16:26.082493","459e6cd0-0b5e-4515-91ba-99debd8be4bc","15235"
"683","410","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.115500","2020-11-13 14:16:26.115430","1e0a4e58-162a-4e20-8685-3582b56ec4f9","15249"
"710","421","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.175730","2020-11-13 14:16:26.175669","060a4cc1-7c62-4399-9b6c-d4d595bc0c97","15276"
"714","424","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.415999","2020-11-13 14:16:26.415945","e16fe99a-293d-43b6-b1cd-c17324399914","15280"
"717","426","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.424883","2020-11-13 14:16:26.424828","e006f25b-1778-43f8-af1a-ac9c755fa646","15283"
"721","427","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.434736","2020-11-13 14:16:26.434678","32653454-aefb-4c75-9354-3d41ffba9735","15288"
"786","457","1952","false","false","false",,,"NULL","2020-11-13 14:16:26.583593","2020-11-13 14:16:26.583456","7fca72a3-9ad4-4e31-ba92-059b9a29afe9","15351"
"800","464","1952","true","true","false",,,"NULL","2020-11-13 14:16:26.613950","2020-11-13 14:16:26.613871","658745fa-9299-4ca9-90e9-bc4602202b39","15366"
"804","463","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.622631","2020-11-13 14:16:26.622584","c50f75c5-a7a0-4ebf-868f-d57c431f51d9","15370"
"817","469","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.655914","2020-11-13 14:16:26.655821","59395fe9-92d7-4a02-b5fe-eeacda406499","15383"
"835","476","1952","true","true","true",,,"NULL","2020-11-13 14:16:26.700014","2020-11-13 14:16:26.699968","7ea4656a-bd13-493e-914c-496e5962b033","15401"
"872","492","1952","false","false","true",,,"NULL","2020-11-13 14:16:26.791654","2020-11-13 14:16:26.791590","7894318e-edbc-4f15-a358-0c26dbbc7096","15438"
"899","503","1952","false","false","false",,,"NULL","2020-11-13 14:16:26.851241","2020-11-13 14:16:26.851131","06a47949-fef8-4e7a-bdcf-92fd65a5e2ae","15465"
"903","504","1934","false","true","true",,,"NULL","2020-11-13 14:16:26.860059","2020-11-13 14:16:26.859999","42dfe720-44ff-407c-ac5a-1c3bd7adf8ef","15469"
"906","506","1952","false","false","false",,,"NULL","2020-11-13 14:16:26.872143","2020-11-13 14:16:26.872076","9c40654a-b078-4e3a-a02c-3f1ef55b5dac","15473"
"915","509","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.890241","2020-11-13 14:16:26.890173","29eafef8-ecbc-49e9-bd5a-e18e18aae57c","15481"
"920","511","1934","false","true","false",,,"NULL","2020-11-13 14:16:26.899871","2020-11-13 14:16:26.899802","94e47140-7281-4ae9-b858-ae8bb9082c51","15486"
"959","528","1952","true","true","true",,,"NULL","2020-11-13 14:16:26.987789","2020-11-13 14:16:26.987715","168b623f-4941-44f6-8d32-308b4814bf36","15525"
"963","529","1934","false","true","true",,,"NULL","2020-11-13 14:16:27.235801","2020-11-13 14:16:27.235732","0ca5e11a-49a8-453e-a623-716bc8cb9190","15530"
