educationorganizationid,racedescriptorid,studentusi,createdate
"255901","1881","716","2020-11-13 14:17:33.550722"
"255901","1884","723","2020-11-13 14:17:33.577535"
"255901","1884","735","2020-11-13 14:17:33.650130"
"255901","1884","749","2020-11-13 14:17:33.750978"
"255901","1883","772","2020-11-13 14:17:33.910011"
"255901","1881","798","2020-11-13 14:17:34.087325"
"255901","1885","802","2020-11-13 14:17:34.111226"
"255901","1886","806","2020-11-13 14:17:34.137737"
"255901","1884","815","2020-11-13 14:17:34.193035"
"255901","1883","821","2020-11-13 14:17:34.241402"
"255901","1884","825","2020-11-13 14:17:34.265484"
"255901","1884","829","2020-11-13 14:17:34.290517"
"255901","1886","839","2020-11-13 14:17:34.345882"
"255901","1886","895","2020-11-13 14:17:34.722314"
"255901","1883","910","2020-11-13 14:17:34.812634"
"255901","1883","914","2020-11-13 14:17:34.836950"
"255901","1885","929","2020-11-13 14:17:34.937213"
"255901","1883","162","2020-11-13 14:17:29.611732"
"255901","1884","164","2020-11-13 14:17:29.856208"
"255901","1883","167","2020-11-13 14:17:29.882915"
"255901","1885","171","2020-11-13 14:17:29.906929"
"255901","1881","173","2020-11-13 14:17:29.915233"
"255901","1885","179","2020-11-13 14:17:29.946206"
"255901","1885","177","2020-11-13 14:17:29.994321"
"255901","1881","184","2020-11-13 14:17:30.040910"
"255901","1881","189","2020-11-13 14:17:30.063228"
"255901","1883","192","2020-11-13 14:17:30.090454"
"255901","1884","196","2020-11-13 14:17:30.114236"
"255901","1885","201","2020-11-13 14:17:30.149392"
"255901","1886","206","2020-11-13 14:17:30.176079"
"255901","1884","209","2020-11-13 14:17:30.199648"
"255901","1886","212","2020-11-13 14:17:30.216825"
"255901","1883","214","2020-11-13 14:17:30.225869"
"255901","1881","217","2020-11-13 14:17:30.246599"
"255901","1881","219","2020-11-13 14:17:30.264590"
"255901","1886","222","2020-11-13 14:17:30.273973"
"255901","1885","224","2020-11-13 14:17:30.296329"
"255901","1884","226","2020-11-13 14:17:30.305776"
"255901","1883","230","2020-11-13 14:17:30.331295"
"255901","1886","232","2020-11-13 14:17:30.343657"
"255901","1881","235","2020-11-13 14:17:30.366279"
"255901","1886","238","2020-11-13 14:17:30.387237"
"255901","1884","240","2020-11-13 14:17:30.399067"
"255901","1885","241","2020-11-13 14:17:30.409920"
"255901","1886","244","2020-11-13 14:17:30.432158"
"255901","1883","245","2020-11-13 14:17:30.442622"
"255901","1886","248","2020-11-13 14:17:30.466158"
"255901","1885","251","2020-11-13 14:17:30.474932"
"255901","1881","252","2020-11-13 14:17:30.498646"
"255901","1884","255","2020-11-13 14:17:30.515522"
"255901","1885","256","2020-11-13 14:17:30.524081"
"255901","1883","258","2020-11-13 14:17:30.538194"
"255901","1881","260","2020-11-13 14:17:30.548080"
"255901","1881","262","2020-11-13 14:17:30.568077"
"255901","1883","267","2020-11-13 14:17:30.589551"
"255901","1885","267","2020-11-13 14:17:30.590023"
"255901","1886","273","2020-11-13 14:17:30.639524"
"255901","1886","276","2020-11-13 14:17:30.658979"
"255901","1883","281","2020-11-13 14:17:30.691070"
"255901","1881","284","2020-11-13 14:17:30.712607"
"255901","1881","286","2020-11-13 14:17:30.732542"
"255901","1883","288","2020-11-13 14:17:30.744936"
"255901","1884","291","2020-11-13 14:17:30.763836"
"255901","1883","294","2020-11-13 14:17:30.784416"
"255901","1885","298","2020-11-13 14:17:30.812263"
"255901","1883","300","2020-11-13 14:17:30.819532"
"255901","1881","301","2020-11-13 14:17:30.834220"
"255901","1885","303","2020-11-13 14:17:30.842140"
"255901","1883","306","2020-11-13 14:17:30.860857"
"255901","1883","308","2020-11-13 14:17:30.871651"
"255901","1881","310","2020-11-13 14:17:30.884857"
"255901","1883","312","2020-11-13 14:17:30.899811"
"255901","1886","314","2020-11-13 14:17:30.912203"
"255901","1886","316","2020-11-13 14:17:30.925725"
"255901","1886","317","2020-11-13 14:17:30.936718"
"255901","1886","322","2020-11-13 14:17:30.971439"
"255901","1881","328","2020-11-13 14:17:31.007398"
"255901","1885","333","2020-11-13 14:17:31.040804"
"255901","1884","337","2020-11-13 14:17:31.064087"
"255901","1885","338","2020-11-13 14:17:31.076366"
"255901","1886","341","2020-11-13 14:17:31.089028"
"255901","1886","342","2020-11-13 14:17:31.109618"
"255901","1884","346","2020-11-13 14:17:31.119652"
"255901","1881","348","2020-11-13 14:17:31.128074"
"255901","1881","349","2020-11-13 14:17:31.138091"
"255901","1881","352","2020-11-13 14:17:31.156248"
"255901","1884","354","2020-11-13 14:17:31.172514"
"255901","1883","356","2020-11-13 14:17:31.186323"
"255901","1881","361","2020-11-13 14:17:31.215013"
"255901","1884","368","2020-11-13 14:17:31.261869"
"255901","1884","370","2020-11-13 14:17:31.281683"
"255901","1885","374","2020-11-13 14:17:31.310008"
"255901","1883","379","2020-11-13 14:17:31.333752"
"255901","1885","381","2020-11-13 14:17:31.351328"
"255901","1883","385","2020-11-13 14:17:31.391881"
"255901","1885","389","2020-11-13 14:17:31.413312"
"255901","1885","391","2020-11-13 14:17:31.431758"
"255901","1884","394","2020-11-13 14:17:31.442067"
"255901","1886","398","2020-11-13 14:17:31.472832"
"255901","1885","405","2020-11-13 14:17:31.507220"
"255901","1883","411","2020-11-13 14:17:31.558431"
"255901","1881","412","2020-11-13 14:17:31.567315"
"255901","1883","415","2020-11-13 14:17:31.579043"
"255901","1885","416","2020-11-13 14:17:31.590201"
"255901","1885","418","2020-11-13 14:17:31.609058"
"255901","1886","422","2020-11-13 14:17:31.617168"
"255901","1883","425","2020-11-13 14:17:31.641914"
"255901","1883","426","2020-11-13 14:17:31.658044"
"255901","1883","429","2020-11-13 14:17:31.669226"
"255901","1883","433","2020-11-13 14:17:31.693698"
"255901","1884","436","2020-11-13 14:17:31.717605"
"255901","1881","438","2020-11-13 14:17:31.741845"
"255901","1883","442","2020-11-13 14:17:31.768323"
"255901","1886","448","2020-11-13 14:17:31.796512"
"255901","1883","453","2020-11-13 14:17:31.822412"
"255901","1885","455","2020-11-13 14:17:31.845042"
"255901","1886","458","2020-11-13 14:17:31.869081"
"255901","1881","465","2020-11-13 14:17:31.901923"
"255901","1885","468","2020-11-13 14:17:31.925863"
"255901","1886","470","2020-11-13 14:17:31.957211"
"255901","1881","476","2020-11-13 14:17:31.980739"
"255901","1886","480","2020-11-13 14:17:32.006000"
"255901","1884","484","2020-11-13 14:17:32.029415"
"255901","1886","487","2020-11-13 14:17:32.052220"
"255901","1884","492","2020-11-13 14:17:32.077789"
"255901","1884","496","2020-11-13 14:17:32.102706"
"255901","1885","499","2020-11-13 14:17:32.128133"
"255901","1885","502","2020-11-13 14:17:32.152609"
"255901","1885","505","2020-11-13 14:17:32.163149"
"255901","1883","508","2020-11-13 14:17:32.180141"
"255901","1885","512","2020-11-13 14:17:32.202433"
"255901","1881","513","2020-11-13 14:17:32.225608"
"255901","1885","520","2020-11-13 14:17:32.248201"
"255901","1886","522","2020-11-13 14:17:32.271333"
"255901","1884","526","2020-11-13 14:17:32.293786"
"255901","1883","529","2020-11-13 14:17:32.319470"
"255901","1884","534","2020-11-13 14:17:32.343493"
"255901","1885","537","2020-11-13 14:17:32.369423"
"255901","1881","544","2020-11-13 14:17:32.393178"
"255901","1886","548","2020-11-13 14:17:32.423444"
"255901","1884","551","2020-11-13 14:17:32.445032"
"255901","1881","554","2020-11-13 14:17:32.466550"
"255901","1885","557","2020-11-13 14:17:32.495651"
"255901","1886","560","2020-11-13 14:17:32.521576"
"255901","1886","563","2020-11-13 14:17:32.546479"
"255901","1881","568","2020-11-13 14:17:32.574730"
"255901","1883","571","2020-11-13 14:17:32.598586"
"255901","1884","575","2020-11-13 14:17:32.627099"
"255901","1881","578","2020-11-13 14:17:32.650039"
"255901","1884","585","2020-11-13 14:17:32.688550"
"255901","1886","586","2020-11-13 14:17:32.704390"
"255901","1884","591","2020-11-13 14:17:32.728421"
"255901","1881","595","2020-11-13 14:17:32.755724"
"255901","1883","597","2020-11-13 14:17:32.772299"
"255901","1886","599","2020-11-13 14:17:32.780285"
"255901","1881","602","2020-11-13 14:17:32.806714"
"255901","1883","607","2020-11-13 14:17:32.834811"
"255901","1885","610","2020-11-13 14:17:32.857165"
"255901","1881","614","2020-11-13 14:17:32.884211"
"255901","1884","620","2020-11-13 14:17:32.919714"
"255901","1884","623","2020-11-13 14:17:32.936323"
"255901","1885","624","2020-11-13 14:17:32.958935"
"255901","1884","629","2020-11-13 14:17:32.975331"
"255901","1883","630","2020-11-13 14:17:32.985197"
"255901","1886","633","2020-11-13 14:17:33.012789"
"255901","1881","635","2020-11-13 14:17:33.020476"
"255901","1885","637","2020-11-13 14:17:33.049147"
"255901","1885","641","2020-11-13 14:17:33.075240"
"255901","1881","647","2020-11-13 14:17:33.099741"
"255901","1883","649","2020-11-13 14:17:33.124011"
"255901","1883","653","2020-11-13 14:17:33.146600"
"255901","1886","657","2020-11-13 14:17:33.173880"
"255901","1883","661","2020-11-13 14:17:33.197286"
"255901","1883","666","2020-11-13 14:17:33.223511"
"255901","1885","594","2020-11-13 14:17:32.754219"
"255901","1883","598","2020-11-13 14:17:32.781545"
"255901","1884","603","2020-11-13 14:17:32.810244"
"255901","1885","606","2020-11-13 14:17:32.831218"
"255901","1883","609","2020-11-13 14:17:32.857999"
"255901","1883","615","2020-11-13 14:17:32.883106"
"255901","1881","619","2020-11-13 14:17:32.910014"
"255901","1883","621","2020-11-13 14:17:32.933425"
"255901","1883","625","2020-11-13 14:17:32.948734"
"255901","1883","626","2020-11-13 14:17:32.961103"
"255901","1884","628","2020-11-13 14:17:32.983180"
"255901","1885","632","2020-11-13 14:17:33.001105"
"255901","1886","634","2020-11-13 14:17:33.014217"
"255901","1883","636","2020-11-13 14:17:33.038787"
"255901","1886","639","2020-11-13 14:17:33.050280"
"255901","1883","642","2020-11-13 14:17:33.068737"
"255901","1881","643","2020-11-13 14:17:33.075033"
"255901","1881","645","2020-11-13 14:17:33.101144"
"255901","1886","648","2020-11-13 14:17:33.122738"
"255901","1886","650","2020-11-13 14:17:33.134696"
"255901","1886","655","2020-11-13 14:17:33.147141"
"255901","1884","656","2020-11-13 14:17:33.164859"
"255901","1885","658","2020-11-13 14:17:33.171814"
"255901","1884","660","2020-11-13 14:17:33.189156"
"255901","1884","662","2020-11-13 14:17:33.196265"
"255901","1881","667","2020-11-13 14:17:33.223551"
"255901","1885","668","2020-11-13 14:17:33.241897"
"255901","1883","672","2020-11-13 14:17:33.267467"
"255901","1883","678","2020-11-13 14:17:33.299148"
"255901","1884","680","2020-11-13 14:17:33.323222"
"255901","1886","684","2020-11-13 14:17:33.343427"
"255901","1881","690","2020-11-13 14:17:33.371106"
"255901","1883","692","2020-11-13 14:17:33.393176"
"255901","1883","696","2020-11-13 14:17:33.417597"
"255901","1883","700","2020-11-13 14:17:33.442271"
"255901","1884","704","2020-11-13 14:17:33.469627"
"255901","1885","708","2020-11-13 14:17:33.495282"
"255901","1883","712","2020-11-13 14:17:33.520587"
"255901","1884","718","2020-11-13 14:17:33.547958"
"255901","1885","721","2020-11-13 14:17:33.572185"
"255901","1884","724","2020-11-13 14:17:33.597441"
"255901","1886","727","2020-11-13 14:17:33.605062"
"255901","1881","728","2020-11-13 14:17:33.624235"
"255901","1884","733","2020-11-13 14:17:33.649586"
"255901","1881","734","2020-11-13 14:17:33.659984"
"255901","1881","736","2020-11-13 14:17:33.673666"
"255901","1886","738","2020-11-13 14:17:33.688457"
"255901","1881","741","2020-11-13 14:17:33.700402"
"255901","1886","744","2020-11-13 14:17:33.724973"
"255901","1883","747","2020-11-13 14:17:33.746812"
"255901","1886","750","2020-11-13 14:17:33.759800"
"255901","1884","751","2020-11-13 14:17:33.773011"
"255901","1884","755","2020-11-13 14:17:33.785644"
"255901","1884","757","2020-11-13 14:17:33.804840"
"255901","1881","758","2020-11-13 14:17:33.813031"
"255901","1883","762","2020-11-13 14:17:33.841122"
"255901","1885","763","2020-11-13 14:17:33.848927"
"255901","1884","767","2020-11-13 14:17:33.873341"
"255901","1884","770","2020-11-13 14:17:33.894259"
"255901","1881","771","2020-11-13 14:17:33.911225"
"255901","1881","774","2020-11-13 14:17:33.922177"
"255901","1884","775","2020-11-13 14:17:33.933787"
"255901","1884","777","2020-11-13 14:17:33.945961"
"255901","1881","780","2020-11-13 14:17:33.958855"
"255901","1886","783","2020-11-13 14:17:33.985594"
"255901","1886","785","2020-11-13 14:17:34.000728"
"255901","1883","786","2020-11-13 14:17:34.008671"
"255901","1884","791","2020-11-13 14:17:34.035239"
"255901","1883","794","2020-11-13 14:17:34.060904"
"255901","1886","797","2020-11-13 14:17:34.084192"
"255901","1886","800","2020-11-13 14:17:34.092342"
"255901","1881","801","2020-11-13 14:17:34.111247"
"255901","1885","804","2020-11-13 14:17:34.119138"
"255901","1885","805","2020-11-13 14:17:34.134316"
"255901","1885","808","2020-11-13 14:17:34.147019"
"255901","1886","809","2020-11-13 14:17:34.161665"
"255901","1883","812","2020-11-13 14:17:34.176377"
"255901","1886","813","2020-11-13 14:17:34.189357"
"255901","1883","817","2020-11-13 14:17:34.212196"
"255901","1884","820","2020-11-13 14:17:34.234930"
"255901","1885","823","2020-11-13 14:17:34.245719"
"255901","1884","827","2020-11-13 14:17:34.264284"
"255901","1886","832","2020-11-13 14:17:34.295546"
"255901","1885","831","2020-11-13 14:17:34.313083"
"255901","1886","833","2020-11-13 14:17:34.320127"
"255901","1881","837","2020-11-13 14:17:34.340468"
"255901","1881","838","2020-11-13 14:17:34.347800"
"255901","1884","840","2020-11-13 14:17:34.364061"
"255901","1881","842","2020-11-13 14:17:34.373009"
"255901","1885","847","2020-11-13 14:17:34.400266"
"255901","1881","850","2020-11-13 14:17:34.425672"
"255901","1886","852","2020-11-13 14:17:34.439331"
"255901","1885","855","2020-11-13 14:17:34.453413"
"255901","1883","860","2020-11-13 14:17:34.479718"
"255901","1883","859","2020-11-13 14:17:34.488502"
"255901","1884","861","2020-11-13 14:17:34.499417"
"255901","1881","863","2020-11-13 14:17:34.508981"
"255901","1881","868","2020-11-13 14:17:34.546884"
"255901","1886","871","2020-11-13 14:17:34.566075"
"255901","1881","872","2020-11-13 14:17:34.574435"
"255901","1885","876","2020-11-13 14:17:34.597027"
"255901","1881","879","2020-11-13 14:17:34.619704"
"255901","1884","882","2020-11-13 14:17:34.632360"
"255901","1883","885","2020-11-13 14:17:34.645611"
"255901","1883","886","2020-11-13 14:17:34.670871"
"255901","1885","891","2020-11-13 14:17:34.695838"
"255901","1883","896","2020-11-13 14:17:34.720331"
"255901","1883","898","2020-11-13 14:17:34.741890"
"255901","1883","903","2020-11-13 14:17:34.751724"
"255901","1883","901","2020-11-13 14:17:34.769508"
"255901","1883","907","2020-11-13 14:17:34.788511"
"255901","1881","912","2020-11-13 14:17:34.819819"
"255901","1885","911","2020-11-13 14:17:34.835352"
"255901","1883","915","2020-11-13 14:17:34.843594"
"255901","1881","918","2020-11-13 14:17:34.862283"
"255901","1881","920","2020-11-13 14:17:34.869261"
"255901","1885","921","2020-11-13 14:17:34.884464"
"255901","1883","923","2020-11-13 14:17:34.894045"
"255901","1884","924","2020-11-13 14:17:34.911015"
"255901","1886","926","2020-11-13 14:17:34.919444"
"255901","1883","930","2020-11-13 14:17:34.940313"
"255901","1881","932","2020-11-13 14:17:34.962411"
"255901","1881","934","2020-11-13 14:17:34.974359"
"255901","1881","936","2020-11-13 14:17:34.985311"
"255901","1886","939","2020-11-13 14:17:35.010419"
"255901","1884","942","2020-11-13 14:17:35.018816"
"255901","1881","945","2020-11-13 14:17:35.034888"
"255901","1883","949","2020-11-13 14:17:35.061500"
"255901","1881","950","2020-11-13 14:17:35.070473"
"255901","1883","951","2020-11-13 14:17:35.077881"
"255901","1881","953","2020-11-13 14:17:35.086511"
"255901","1886","954","2020-11-13 14:17:35.095445"
"255901","1886","958","2020-11-13 14:17:35.120455"
"255901","1885","960","2020-11-13 14:17:35.133867"
"255901","1885","670","2020-11-13 14:17:33.247604"
"255901","1886","673","2020-11-13 14:17:33.273038"
"255901","1884","677","2020-11-13 14:17:33.295883"
"255901","1881","681","2020-11-13 14:17:33.316800"
"255901","1881","682","2020-11-13 14:17:33.325577"
"255901","1883","685","2020-11-13 14:17:33.346050"
"255901","1885","688","2020-11-13 14:17:33.370499"
"255901","1886","694","2020-11-13 14:17:33.396626"
"255901","1886","697","2020-11-13 14:17:33.416884"
"255901","1884","703","2020-11-13 14:17:33.446876"
"255901","1886","705","2020-11-13 14:17:33.469583"
"255901","1881","709","2020-11-13 14:17:33.496421"
"255901","1886","713","2020-11-13 14:17:33.521633"
"255901","1885","719","2020-11-13 14:17:33.547680"
"255901","1883","722","2020-11-13 14:17:33.572466"
"255901","1886","725","2020-11-13 14:17:33.599272"
"255901","1885","729","2020-11-13 14:17:33.625506"
"255901","1886","732","2020-11-13 14:17:33.648126"
"255901","1884","737","2020-11-13 14:17:33.674574"
"255901","1881","739","2020-11-13 14:17:33.699262"
"255901","1884","745","2020-11-13 14:17:33.724950"
"255901","1881","754","2020-11-13 14:17:33.775639"
"255901","1885","756","2020-11-13 14:17:33.799305"
"255901","1885","759","2020-11-13 14:17:33.828693"
"255901","1884","765","2020-11-13 14:17:33.861634"
"255901","1884","769","2020-11-13 14:17:33.889026"
"255901","1886","779","2020-11-13 14:17:33.960857"
"255901","1885","781","2020-11-13 14:17:33.970253"
"255901","1885","782","2020-11-13 14:17:33.979403"
"255901","1886","788","2020-11-13 14:17:34.013206"
"255901","1883","789","2020-11-13 14:17:34.027831"
"255901","1886","790","2020-11-13 14:17:34.037216"
"255901","1886","796","2020-11-13 14:17:34.063257"
"255901","1885","803","2020-11-13 14:17:34.112436"
"255901","1886","807","2020-11-13 14:17:34.135992"
"255901","1881","810","2020-11-13 14:17:34.159921"
"255901","1884","814","2020-11-13 14:17:34.189543"
"255901","1884","818","2020-11-13 14:17:34.212547"
"255901","1885","826","2020-11-13 14:17:34.269878"
"255901","1886","828","2020-11-13 14:17:34.290023"
"255901","1883","834","2020-11-13 14:17:34.315063"
"255901","1886","835","2020-11-13 14:17:34.321505"
"255901","1884","836","2020-11-13 14:17:34.341239"
"255901","1885","841","2020-11-13 14:17:34.365352"
"255901","1884","843","2020-11-13 14:17:34.373371"
"255901","1881","844","2020-11-13 14:17:34.390502"
"255901","1885","846","2020-11-13 14:17:34.399991"
"255901","1881","848","2020-11-13 14:17:34.414018"
"255901","1881","849","2020-11-13 14:17:34.426911"
"255901","1884","853","2020-11-13 14:17:34.444165"
"255901","1884","854","2020-11-13 14:17:34.454553"
"255901","1884","856","2020-11-13 14:17:34.463758"
"255901","1885","858","2020-11-13 14:17:34.471269"
"255901","1881","862","2020-11-13 14:17:34.503579"
"255901","1886","865","2020-11-13 14:17:34.526610"
"255901","1881","867","2020-11-13 14:17:34.537267"
"255901","1886","870","2020-11-13 14:17:34.550417"
"255901","1884","874","2020-11-13 14:17:34.574683"
"255901","1881","875","2020-11-13 14:17:34.592841"
"255901","1885","877","2020-11-13 14:17:34.599947"
"255901","1883","880","2020-11-13 14:17:34.621450"
"255901","1885","883","2020-11-13 14:17:34.644569"
"255901","1886","887","2020-11-13 14:17:34.659726"
"255901","1881","888","2020-11-13 14:17:34.669934"
"255901","1881","890","2020-11-13 14:17:34.686584"
"255901","1886","893","2020-11-13 14:17:34.696014"
"255901","1886","897","2020-11-13 14:17:34.721341"
"255901","1885","899","2020-11-13 14:17:34.747339"
"255901","1883","902","2020-11-13 14:17:34.766467"
"255901","1883","905","2020-11-13 14:17:34.786221"
"255901","1883","906","2020-11-13 14:17:34.793708"
"255901","1884","909","2020-11-13 14:17:34.810977"
"255901","1881","917","2020-11-13 14:17:34.859804"
"255901","1886","919","2020-11-13 14:17:34.885590"
"255901","1885","927","2020-11-13 14:17:34.918554"
"255901","1884","933","2020-11-13 14:17:34.945339"
"255901","1886","935","2020-11-13 14:17:34.964903"
"255901","1884","938","2020-11-13 14:17:34.987663"
"255901","1883","940","2020-11-13 14:17:35.004014"
"255901","1885","941","2020-11-13 14:17:35.011798"
"255901","1881","943","2020-11-13 14:17:35.027607"
"255901","1881","944","2020-11-13 14:17:35.035782"
"255901","1881","946","2020-11-13 14:17:35.044252"
"255901","1884","947","2020-11-13 14:17:35.054107"
"255901","1884","952","2020-11-13 14:17:35.083697"
"255901","1881","955","2020-11-13 14:17:35.100833"
"255901","1884","957","2020-11-13 14:17:35.113823"
"255901","1881","819","2020-11-13 14:17:34.217847"
"255901","1883","822","2020-11-13 14:17:34.238860"
"255901","1885","824","2020-11-13 14:17:34.262172"
"255901","1883","830","2020-11-13 14:17:34.296571"
"255901","1883","845","2020-11-13 14:17:34.391028"
"255901","1881","851","2020-11-13 14:17:34.416045"
"255901","1884","857","2020-11-13 14:17:34.479114"
"255901","1884","864","2020-11-13 14:17:34.519997"
"255901","1886","866","2020-11-13 14:17:34.528133"
"255901","1886","869","2020-11-13 14:17:34.551115"
"255901","1883","873","2020-11-13 14:17:34.578882"
"255901","1885","878","2020-11-13 14:17:34.604375"
"255901","1886","881","2020-11-13 14:17:34.622467"
"255901","1885","884","2020-11-13 14:17:34.645264"
"255901","1883","889","2020-11-13 14:17:34.671244"
"255901","1885","892","2020-11-13 14:17:34.696346"
"255901","1886","894","2020-11-13 14:17:34.714575"
"255901","1885","900","2020-11-13 14:17:34.746921"
"255901","1881","904","2020-11-13 14:17:34.786278"
"255901","1883","908","2020-11-13 14:17:34.810621"
"255901","1886","913","2020-11-13 14:17:34.835145"
"255901","1881","916","2020-11-13 14:17:34.863707"
"255901","1884","922","2020-11-13 14:17:34.887540"
"255901","1886","925","2020-11-13 14:17:34.911026"
"255901","1881","928","2020-11-13 14:17:34.936822"
"255901","1884","931","2020-11-13 14:17:34.962422"
"255901","1881","937","2020-11-13 14:17:34.988681"
"255901","1883","948","2020-11-13 14:17:35.059938"
"255901","1884","956","2020-11-13 14:17:35.109596"
"255901","1883","959","2020-11-13 14:17:35.126856"
