identificationdocumentusedescriptorid,parentusi,personalinformationverificationdescriptorid,documenttitle,documentexpirationdate,issuerdocumentidentificationcode,issuername,issuercountrydescriptorid,createdate
"1012","229","1735",,,,,,"2020-11-13 14:15:49.075124"
"1012","232","1731",,,,,,"2020-11-13 14:15:49.097576"
"1012","237","1725",,,,,,"2020-11-13 14:15:49.121742"
"1012","243","1729",,,,,,"2020-11-13 14:15:49.161106"
"1012","244","1731",,,,,,"2020-11-13 14:15:49.167798"
"1012","247","1737",,,,,,"2020-11-13 14:15:49.184826"
"1012","249","1737",,,,,,"2020-11-13 14:15:49.194203"
"1012","254","1735",,,,,,"2020-11-13 14:15:49.215919"
"1012","258","1733",,,,,,"2020-11-13 14:15:49.238162"
"1012","263","1733",,,,,,"2020-11-13 14:15:49.274650"
"1012","266","1735",,,,,,"2020-11-13 14:15:49.282233"
"1012","267","1725",,,,,,"2020-11-13 14:15:49.294102"
"1012","270","1732",,,,,,"2020-11-13 14:15:49.302289"
"1012","271","1737",,,,,,"2020-11-13 14:15:49.328834"
"1012","276","1734",,,,,,"2020-11-13 14:15:49.348595"
"1012","280","1732",,,,,,"2020-11-13 14:15:49.371766"
"1012","283","1725",,,,,,"2020-11-13 14:15:49.390640"
"1012","286","1732",,,,,,"2020-11-13 14:15:49.400316"
"1012","288","1731",,,,,,"2020-11-13 14:15:49.414219"
"1012","290","1729",,,,,,"2020-11-13 14:15:49.422983"
"1012","292","1732",,,,,,"2020-11-13 14:15:49.434867"
"1012","294","1737",,,,,,"2020-11-13 14:15:49.443681"
"1012","296","1730",,,,,,"2020-11-13 14:15:49.455057"
"1012","300","1731",,,,,,"2020-11-13 14:15:49.475820"
"1012","303","1723",,,,,,"2020-11-13 14:15:49.495532"
"1012","306","1728",,,,,,"2020-11-13 14:15:49.512995"
"1012","312","1734",,,,,,"2020-11-13 14:15:49.550027"
"1012","314","1724",,,,,,"2020-11-13 14:15:49.563964"
"1012","319","1726",,,,,,"2020-11-13 14:15:49.595457"
"1012","326","1731",,,,,,"2020-11-13 14:15:49.640954"
"1012","328","1733",,,,,,"2020-11-13 14:15:49.650060"
"1012","330","1732",,,,,,"2020-11-13 14:15:49.662779"
"1012","332","1727",,,,,,"2020-11-13 14:15:49.670515"
"1012","334","1728",,,,,,"2020-11-13 14:15:49.681452"
"1012","336","1731",,,,,,"2020-11-13 14:15:49.692403"
"1012","338","1725",,,,,,"2020-11-13 14:15:49.705622"
"1012","344","1735",,,,,,"2020-11-13 14:15:49.739980"
"1012","345","1735",,,,,,"2020-11-13 14:15:49.745920"
"1012","348","1735",,,,,,"2020-11-13 14:15:49.759889"
"1012","349","1733",,,,,,"2020-11-13 14:15:49.766349"
"1012","351","1728",,,,,,"2020-11-13 14:15:49.773443"
"1012","361","1731",,,,,,"2020-11-13 14:15:49.833992"
"1012","366","1725",,,,,,"2020-11-13 14:15:49.856077"
"1012","369","1725",,,,,,"2020-11-13 14:15:49.877040"
"1012","375","1730",,,,,,"2020-11-13 14:15:49.901707"
"1012","376","1725",,,,,,"2020-11-13 14:15:49.908895"
"1012","377","1732",,,,,,"2020-11-13 14:15:49.920407"
"1012","382","1733",,,,,,"2020-11-13 14:15:49.943795"
"1012","385","1727",,,,,,"2020-11-13 14:15:49.966769"
"1012","388","1737",,,,,,"2020-11-13 14:15:49.978389"
"1012","389","1734",,,,,,"2020-11-13 14:15:49.987109"
"1012","394","1735",,,,,,"2020-11-13 14:15:50.012527"
"1012","396","1727",,,,,,"2020-11-13 14:15:50.024873"
"1012","398","1736",,,,,,"2020-11-13 14:15:50.033231"
"1012","401","1733",,,,,,"2020-11-13 14:15:50.054201"
"1012","405","1731",,,,,,"2020-11-13 14:15:50.073614"
"1012","409","1726",,,,,,"2020-11-13 14:15:50.098499"
"1012","412","1737",,,,,,"2020-11-13 14:15:50.119534"
"1012","416","1730",,,,,,"2020-11-13 14:15:50.139742"
"1012","419","1734",,,,,,"2020-11-13 14:15:50.144518"
"1012","421","1737",,,,,,"2020-11-13 14:15:50.160009"
"1012","422","1734",,,,,,"2020-11-13 14:15:50.166294"
"1012","425","1736",,,,,,"2020-11-13 14:15:50.180448"
"1012","426","1724",,,,,,"2020-11-13 14:15:50.185438"
"1012","430","1734",,,,,,"2020-11-13 14:15:50.204912"
"1012","431","1734",,,,,,"2020-11-13 14:15:50.222954"
"1012","435","1728",,,,,,"2020-11-13 14:15:50.245423"
"1012","441","1729",,,,,,"2020-11-13 14:15:50.269586"
"1012","443","1725",,,,,,"2020-11-13 14:15:50.290115"
"1012","446","1726",,,,,,"2020-11-13 14:15:50.294900"
"1012","448","1723",,,,,,"2020-11-13 14:15:50.315818"
"1012","453","1735",,,,,,"2020-11-13 14:15:50.340849"
"1012","455","1728",,,,,,"2020-11-13 14:15:50.358755"
"1012","458","1733",,,,,,"2020-11-13 14:15:50.373780"
"1012","459","1728",,,,,,"2020-11-13 14:15:50.379514"
"1012","461","1730",,,,,,"2020-11-13 14:15:50.393364"
"1012","465","1734",,,,,,"2020-11-13 14:15:50.415470"
"1012","469","1736",,,,,,"2020-11-13 14:15:50.437180"
"1012","472","1727",,,,,,"2020-11-13 14:15:50.456307"
"1012","477","1727",,,,,,"2020-11-13 14:15:50.478558"
"1012","479","1728",,,,,,"2020-11-13 14:15:50.489418"
"1012","481","1731",,,,,,"2020-11-13 14:15:50.499988"
"1012","484","1732",,,,,,"2020-11-13 14:15:50.519294"
"1012","490","1728",,,,,,"2020-11-13 14:15:50.547103"
"1012","491","1724",,,,,,"2020-11-13 14:15:50.560315"
"1012","495","1723",,,,,,"2020-11-13 14:15:50.580830"
"1012","498","1736",,,,,,"2020-11-13 14:15:50.599165"
"1012","504","1729",,,,,,"2020-11-13 14:15:50.622529"
"1012","506","1730",,,,,,"2020-11-13 14:15:50.636273"
"1012","508","1736",,,,,,"2020-11-13 14:15:50.646343"
"1012","514","1728",,,,,,"2020-11-13 14:15:50.677096"
"1012","515","1731",,,,,,"2020-11-13 14:15:50.687867"
"1012","518","1732",,,,,,"2020-11-13 14:15:50.698494"
"1012","519","1729",,,,,,"2020-11-13 14:15:50.707464"
"1012","522","1736",,,,,,"2020-11-13 14:15:50.720760"
"1012","524","1730",,,,,,"2020-11-13 14:15:50.733398"
"1012","527","1728",,,,,,"2020-11-13 14:15:50.749464"
"1012","529","1726",,,,,,"2020-11-13 14:15:51.009046"
"1012","532","1736",,,,,,"2020-11-13 14:15:51.013763"
"1012","534","1733",,,,,,"2020-11-13 14:15:51.036032"
"1012","537","1730",,,,,,"2020-11-13 14:15:51.051373"
"1012","539","1732",,,,,,"2020-11-13 14:15:51.059895"
"1012","542","1724",,,,,,"2020-11-13 14:15:51.087441"
"1012","549","1733",,,,,,"2020-11-13 14:15:51.128598"
"1012","551","1731",,,,,,"2020-11-13 14:15:51.145470"
"1012","558","1732",,,,,,"2020-11-13 14:15:51.187971"
"1012","564","1727",,,,,,"2020-11-13 14:15:51.217010"
"1012","565","1725",,,,,,"2020-11-13 14:15:51.226350"
"1012","567","1737",,,,,,"2020-11-13 14:15:51.239556"
"1012","571","1732",,,,,,"2020-11-13 14:15:51.264569"
"1012","574","1727",,,,,,"2020-11-13 14:15:51.281515"
"1012","576","1725",,,,,,"2020-11-13 14:15:51.287137"
"1012","158","1733",,,,,,"2020-11-13 14:15:48.632828"
"1012","175","1731",,,,,,"2020-11-13 14:15:48.725046"
"1012","180","1725",,,,,,"2020-11-13 14:15:48.760118"
"1012","194","1725",,,,,,"2020-11-13 14:15:48.859803"
"1012","199","1726",,,,,,"2020-11-13 14:15:48.893857"
"1012","213","1723",,,,,,"2020-11-13 14:15:48.974455"
"1012","230","1732",,,,,,"2020-11-13 14:15:49.077641"
"1012","240","1728",,,,,,"2020-11-13 14:15:49.140847"
"1012","248","1730",,,,,,"2020-11-13 14:15:49.189254"
"1012","252","1736",,,,,,"2020-11-13 14:15:49.210614"
"1012","264","1736",,,,,,"2020-11-13 14:15:49.276239"
"1012","272","1728",,,,,,"2020-11-13 14:15:49.328809"
"1012","278","1727",,,,,,"2020-11-13 14:15:49.350916"
"1012","282","1732",,,,,,"2020-11-13 14:15:49.373011"
"1012","355","1733",,,,,,"2020-11-13 14:15:49.794427"
"1012","359","1733",,,,,,"2020-11-13 14:15:49.814739"
"1012","363","1732",,,,,,"2020-11-13 14:15:49.835692"
"1012","371","1728",,,,,,"2020-11-13 14:15:49.879057"
"1012","374","1735",,,,,,"2020-11-13 14:15:49.901604"
"1012","410","1727",,,,,,"2020-11-13 14:15:50.098780"
"1012","432","1724",,,,,,"2020-11-13 14:15:50.222058"
"1012","438","1732",,,,,,"2020-11-13 14:15:50.250350"
"1012","442","1732",,,,,,"2020-11-13 14:15:50.273835"
"1012","449","1724",,,,,,"2020-11-13 14:15:50.317344"
"1012","468","1734",,,,,,"2020-11-13 14:15:50.434476"
"1012","488","1724",,,,,,"2020-11-13 14:15:50.540360"
"1012","500","1735",,,,,,"2020-11-13 14:15:50.603310"
"1012","516","1725",,,,,,"2020-11-13 14:15:50.688937"
"1012","528","1728",,,,,,"2020-11-13 14:15:50.755045"
"1012","547","1723",,,,,,"2020-11-13 14:15:51.120336"
"1012","552","1732",,,,,,"2020-11-13 14:15:51.145574"
"1012","554","1725",,,,,,"2020-11-13 14:15:51.166190"
"1012","562","1725",,,,,,"2020-11-13 14:15:51.216934"
"1012","595","1732",,,,,,"2020-11-13 14:15:51.406523"
"1012","606","1723",,,,,,"2020-11-13 14:15:51.467181"
"1012","625","1736",,,,,,"2020-11-13 14:15:51.574915"
"1012","651","1724",,,,,,"2020-11-13 14:15:51.718700"
"1012","657","1733",,,,,,"2020-11-13 14:15:51.760963"
"1012","661","1737",,,,,,"2020-11-13 14:15:52.008729"
"1012","662","1723",,,,,,"2020-11-13 14:15:52.027875"
"1012","676","1730",,,,,,"2020-11-13 14:15:52.098071"
"1012","681","1731",,,,,,"2020-11-13 14:15:52.351186"
"1012","686","1731",,,,,,"2020-11-13 14:15:52.391597"
"1012","712","1733",,,,,,"2020-11-13 14:15:52.536084"
"1012","728","1730",,,,,,"2020-11-13 14:15:52.626538"
"1012","770","1726",,,,,,"2020-11-13 14:15:52.868929"
"1012","774","1730",,,,,,"2020-11-13 14:15:52.889301"
"1012","776","1735",,,,,,"2020-11-13 14:15:52.906144"
"1012","802","1731",,,,,,"2020-11-13 14:15:53.042432"
"1012","811","1736",,,,,,"2020-11-13 14:15:53.088570"
"1012","815","1732",,,,,,"2020-11-13 14:15:53.326577"
"1012","848","1732",,,,,,"2020-11-13 14:15:53.507938"
"1012","856","1729",,,,,,"2020-11-13 14:15:53.549644"
"1012","861","1725",,,,,,"2020-11-13 14:15:53.576112"
"1012","863","1730",,,,,,"2020-11-13 14:15:53.591493"
"1012","872","1729",,,,,,"2020-11-13 14:15:53.637547"
"1012","889","1727",,,,,,"2020-11-13 14:15:53.732468"
"1012","897","1731",,,,,,"2020-11-13 14:15:53.775926"
"1012","912","1725",,,,,,"2020-11-13 14:15:54.079292"
"1012","921","1734",,,,,,"2020-11-13 14:15:54.132117"
"1012","946","1725",,,,,,"2020-11-13 14:15:54.260868"
"1012","950","1723",,,,,,"2020-11-13 14:15:54.286968"
"1012","964","1728",,,,,,"2020-11-13 14:15:54.364006"
"1012","979","1734",,,,,,"2020-11-13 14:15:54.450663"
"1012","991","1725",,,,,,"2020-11-13 14:15:54.512717"
"1012","993","1727",,,,,,"2020-11-13 14:15:54.782031"
"1012","999","1726",,,,,,"2020-11-13 14:15:54.804766"
"1012","1003","1730",,,,,,"2020-11-13 14:15:55.061614"
"1012","1006","1737",,,,,,"2020-11-13 14:15:55.080631"
"1012","1032","1727",,,,,,"2020-11-13 14:15:55.218850"
"1012","1101","1733",,,,,,"2020-11-13 14:15:55.594579"
"1012","1105","1726",,,,,,"2020-11-13 14:15:55.616025"
"1012","1120","1735",,,,,,"2020-11-13 14:15:55.699360"
"1012","1126","1724",,,,,,"2020-11-13 14:15:55.721880"
"1012","1165","1731",,,,,,"2020-11-13 14:15:55.941385"
"1012","1171","1728",,,,,,"2020-11-13 14:15:55.969689"
"1012","1185","1725",,,,,,"2020-11-13 14:15:56.045126"
"1012","1188","1730",,,,,,"2020-11-13 14:15:56.155752"
"1012","1195","1730",,,,,,"2020-11-13 14:15:56.193074"
"1012","1200","1732",,,,,,"2020-11-13 14:15:56.218165"
"1012","1207","1729",,,,,,"2020-11-13 14:15:56.255538"
"1012","1211","1736",,,,,,"2020-11-13 14:15:56.502466"
"1012","1214","1733",,,,,,"2020-11-13 14:15:56.522497"
"1012","1217","1728",,,,,,"2020-11-13 14:15:56.543580"
"1012","1238","1732",,,,,,"2020-11-13 14:15:56.660107"
"1012","1243","1723",,,,,,"2020-11-13 14:15:56.681624"
"1012","1246","1732",,,,,,"2020-11-13 14:15:56.701568"
"1012","1255","1724",,,,,,"2020-11-13 14:15:56.744740"
"1012","1285","1729",,,,,,"2020-11-13 14:15:56.910268"
"1012","1313","1735",,,,,,"2020-11-13 14:15:57.067207"
"1012","1323","1728",,,,,,"2020-11-13 14:15:57.115711"
"1012","1384","1730",,,,,,"2020-11-13 14:15:57.457995"
"1012","1391","1734",,,,,,"2020-11-13 14:15:57.495004"
"1012","1393","1734",,,,,,"2020-11-13 14:15:57.510241"
"1012","1396","1729",,,,,,"2020-11-13 14:15:57.533417"
"1012","1406","1724",,,,,,"2020-11-13 14:15:57.574896"
"1012","1414","1737",,,,,,"2020-11-13 14:15:57.616318"
"1012","1426","1734",,,,,,"2020-11-13 14:15:57.678846"
"1012","1428","1737",,,,,,"2020-11-13 14:15:57.697580"
"1012","1434","1727",,,,,,"2020-11-13 14:15:57.723351"
"1012","1438","1726",,,,,,"2020-11-13 14:15:57.745239"
"1012","1442","1730",,,,,,"2020-11-13 14:15:57.766912"
"1012","1445","1727",,,,,,"2020-11-13 14:15:57.789142"
"1012","1455","1725",,,,,,"2020-11-13 14:15:57.851500"
"1012","1460","1731",,,,,,"2020-11-13 14:15:57.872754"
"1012","1465","1728",,,,,,"2020-11-13 14:15:57.892992"
"1012","1474","1737",,,,,,"2020-11-13 14:15:57.945520"
"1012","1477","1725",,,,,,"2020-11-13 14:15:57.957047"
"1012","1490","1734",,,,,,"2020-11-13 14:15:58.033423"
"1012","1500","1734",,,,,,"2020-11-13 14:15:58.077608"
"1012","1515","1730",,,,,,"2020-11-13 14:15:58.157469"
"1012","1544","1731",,,,,,"2020-11-13 14:15:58.321063"
"1012","1562","1736",,,,,,"2020-11-13 14:15:58.414661"
"1012","1568","1737",,,,,,"2020-11-13 14:15:58.438815"
"1012","1572","1735",,,,,,"2020-11-13 14:15:58.458528"
"1012","1576","1737",,,,,,"2020-11-13 14:15:58.480533"
"1012","1580","1737",,,,,,"2020-11-13 14:15:58.502715"
"1012","1583","1725",,,,,,"2020-11-13 14:15:58.523242"
"1012","1588","1727",,,,,,"2020-11-13 14:15:58.544394"
"1012","1590","1735",,,,,,"2020-11-13 14:15:58.772467"
"1012","1596","1731",,,,,,"2020-11-13 14:15:58.909513"
"1012","1599","1735",,,,,,"2020-11-13 14:15:58.931690"
"1012","1605","1726",,,,,,"2020-11-13 14:15:58.978613"
"1012","1613","1723",,,,,,"2020-11-13 14:15:59.022695"
"1012","1616","1723",,,,,,"2020-11-13 14:15:59.046477"
"1012","1620","1730",,,,,,"2020-11-13 14:15:59.072167"
"1012","1624","1723",,,,,,"2020-11-13 14:15:59.093631"
"1012","1667","1736",,,,,,"2020-11-13 14:15:59.335172"
"1012","1690","1732",,,,,,"2020-11-13 14:15:59.462626"
"1012","1694","1730",,,,,,"2020-11-13 14:15:59.700243"
"1012","1698","1731",,,,,,"2020-11-13 14:15:59.722555"
"1012","1702","1734",,,,,,"2020-11-13 14:15:59.744793"
"1012","1706","1723",,,,,,"2020-11-13 14:15:59.767167"
"1012","1709","1730",,,,,,"2020-11-13 14:15:59.788601"
"1012","1713","1735",,,,,,"2020-11-13 14:15:59.811374"
"1012","1721","1734",,,,,,"2020-11-13 14:15:59.854777"
"1012","497","1734",,,,,,"2020-11-13 14:15:50.585416"
"1012","501","1736",,,,,,"2020-11-13 14:15:50.610706"
"1012","503","1734",,,,,,"2020-11-13 14:15:50.620974"
"1012","505","1727",,,,,,"2020-11-13 14:15:50.635550"
"1012","507","1725",,,,,,"2020-11-13 14:15:50.644479"
"1012","509","1730",,,,,,"2020-11-13 14:15:50.654269"
"1012","511","1733",,,,,,"2020-11-13 14:15:50.666501"
"1012","513","1730",,,,,,"2020-11-13 14:15:50.675053"
"1012","517","1726",,,,,,"2020-11-13 14:15:50.695631"
"1012","521","1734",,,,,,"2020-11-13 14:15:50.719889"
"1012","523","1723",,,,,,"2020-11-13 14:15:50.730774"
"1012","526","1726",,,,,,"2020-11-13 14:15:50.744638"
"1012","531","1726",,,,,,"2020-11-13 14:15:51.013146"
"1012","533","1736",,,,,,"2020-11-13 14:15:51.029217"
"1012","535","1724",,,,,,"2020-11-13 14:15:51.036439"
"1012","538","1725",,,,,,"2020-11-13 14:15:51.059325"
"1012","543","1723",,,,,,"2020-11-13 14:15:51.087686"
"1012","545","1723",,,,,,"2020-11-13 14:15:51.102745"
"1012","546","1724",,,,,,"2020-11-13 14:15:51.120135"
"1012","553","1725",,,,,,"2020-11-13 14:15:51.150035"
"1012","555","1727",,,,,,"2020-11-13 14:15:51.168192"
"1012","557","1737",,,,,,"2020-11-13 14:15:51.175522"
"1012","559","1726",,,,,,"2020-11-13 14:15:51.187966"
"1012","561","1736",,,,,,"2020-11-13 14:15:51.200697"
"1012","563","1728",,,,,,"2020-11-13 14:15:51.216591"
"1012","566","1735",,,,,,"2020-11-13 14:15:51.239406"
"1012","569","1730",,,,,,"2020-11-13 14:15:51.249565"
"1012","570","1734",,,,,,"2020-11-13 14:15:51.261935"
"1012","573","1727",,,,,,"2020-11-13 14:15:51.273562"
"1012","577","1732",,,,,,"2020-11-13 14:15:51.297076"
"1012","581","1735",,,,,,"2020-11-13 14:15:51.321564"
"1012","582","1737",,,,,,"2020-11-13 14:15:51.334633"
"1012","586","1731",,,,,,"2020-11-13 14:15:51.356256"
"1012","588","1728",,,,,,"2020-11-13 14:15:51.362966"
"1012","589","1726",,,,,,"2020-11-13 14:15:51.373981"
"1012","592","1729",,,,,,"2020-11-13 14:15:51.385297"
"1012","593","1736",,,,,,"2020-11-13 14:15:51.395329"
"1012","596","1733",,,,,,"2020-11-13 14:15:51.406610"
"1012","597","1728",,,,,,"2020-11-13 14:15:51.420902"
"1012","599","1727",,,,,,"2020-11-13 14:15:51.431998"
"1012","601","1727",,,,,,"2020-11-13 14:15:51.441650"
"1012","604","1734",,,,,,"2020-11-13 14:15:51.455354"
"1012","605","1725",,,,,,"2020-11-13 14:15:51.464957"
"1012","607","1737",,,,,,"2020-11-13 14:15:51.478019"
"1012","610","1734",,,,,,"2020-11-13 14:15:51.491357"
"1012","612","1725",,,,,,"2020-11-13 14:15:51.502231"
"1012","615","1724",,,,,,"2020-11-13 14:15:51.519312"
"1012","617","1723",,,,,,"2020-11-13 14:15:51.526671"
"1012","618","1732",,,,,,"2020-11-13 14:15:51.537082"
"1012","620","1728",,,,,,"2020-11-13 14:15:51.549104"
"1012","626","1736",,,,,,"2020-11-13 14:15:51.581368"
"1012","629","1734",,,,,,"2020-11-13 14:15:51.597304"
"1012","630","1730",,,,,,"2020-11-13 14:15:51.603522"
"1012","632","1727",,,,,,"2020-11-13 14:15:51.612557"
"1012","635","1725",,,,,,"2020-11-13 14:15:51.633397"
"1012","638","1734",,,,,,"2020-11-13 14:15:51.651872"
"1012","641","1726",,,,,,"2020-11-13 14:15:51.665760"
"1012","642","1736",,,,,,"2020-11-13 14:15:51.674338"
"1012","644","1726",,,,,,"2020-11-13 14:15:51.680172"
"1012","646","1735",,,,,,"2020-11-13 14:15:51.695159"
"1012","648","1730",,,,,,"2020-11-13 14:15:51.703553"
"1012","649","1737",,,,,,"2020-11-13 14:15:51.717113"
"1012","652","1730",,,,,,"2020-11-13 14:15:51.731268"
"1012","654","1729",,,,,,"2020-11-13 14:15:51.742139"
"1012","658","1725",,,,,,"2020-11-13 14:15:52.005247"
"1012","665","1724",,,,,,"2020-11-13 14:15:52.032891"
"1012","666","1737",,,,,,"2020-11-13 14:15:52.050979"
"1012","669","1729",,,,,,"2020-11-13 14:15:52.058815"
"1012","670","1730",,,,,,"2020-11-13 14:15:52.074418"
"1012","673","1730",,,,,,"2020-11-13 14:15:52.080978"
"1012","674","1729",,,,,,"2020-11-13 14:15:52.093822"
"1012","679","1737",,,,,,"2020-11-13 14:15:52.349178"
"1012","682","1727",,,,,,"2020-11-13 14:15:52.370114"
"1012","684","1726",,,,,,"2020-11-13 14:15:52.376072"
"1012","687","1735",,,,,,"2020-11-13 14:15:52.394431"
"1012","689","1730",,,,,,"2020-11-13 14:15:52.410061"
"1012","691","1727",,,,,,"2020-11-13 14:15:52.419376"
"1012","694","1725",,,,,,"2020-11-13 14:15:52.437385"
"1012","696","1728",,,,,,"2020-11-13 14:15:52.446868"
"1012","697","1735",,,,,,"2020-11-13 14:15:52.454726"
"1012","699","1728",,,,,,"2020-11-13 14:15:52.463709"
"1012","700","1729",,,,,,"2020-11-13 14:15:52.471969"
"1012","702","1724",,,,,,"2020-11-13 14:15:52.477645"
"1012","704","1732",,,,,,"2020-11-13 14:15:52.491784"
"1012","706","1725",,,,,,"2020-11-13 14:15:52.499707"
"1012","707","1731",,,,,,"2020-11-13 14:15:52.512842"
"1012","709","1729",,,,,,"2020-11-13 14:15:52.520911"
"1012","714","1726",,,,,,"2020-11-13 14:15:52.548068"
"1012","715","1730",,,,,,"2020-11-13 14:15:52.560455"
"1012","719","1723",,,,,,"2020-11-13 14:15:52.579882"
"1012","721","1733",,,,,,"2020-11-13 14:15:52.586330"
"1012","722","1728",,,,,,"2020-11-13 14:15:52.592047"
"1012","723","1723",,,,,,"2020-11-13 14:15:52.599944"
"1012","725","1733",,,,,,"2020-11-13 14:15:52.609581"
"1012","726","1735",,,,,,"2020-11-13 14:15:52.617130"
"1012","727","1728",,,,,,"2020-11-13 14:15:52.625638"
"1012","729","1735",,,,,,"2020-11-13 14:15:52.631172"
"1012","731","1726",,,,,,"2020-11-13 14:15:52.648580"
"1012","733","1726",,,,,,"2020-11-13 14:15:52.655626"
"1012","735","1735",,,,,,"2020-11-13 14:15:52.669400"
"1012","737","1737",,,,,,"2020-11-13 14:15:52.676194"
"1012","741","1726",,,,,,"2020-11-13 14:15:52.699128"
"1012","743","1727",,,,,,"2020-11-13 14:15:52.715209"
"1012","748","1730",,,,,,"2020-11-13 14:15:52.740934"
"1012","751","1737",,,,,,"2020-11-13 14:15:52.763748"
"1012","753","1726",,,,,,"2020-11-13 14:15:52.775086"
"1012","755","1726",,,,,,"2020-11-13 14:15:52.786642"
"1012","760","1737",,,,,,"2020-11-13 14:15:52.819379"
"1012","763","1736",,,,,,"2020-11-13 14:15:52.830835"
"1012","764","1735",,,,,,"2020-11-13 14:15:52.845435"
"1012","769","1731",,,,,,"2020-11-13 14:15:52.866169"
"1012","771","1723",,,,,,"2020-11-13 14:15:52.871583"
"1012","775","1735",,,,,,"2020-11-13 14:15:52.894064"
"1012","779","1732",,,,,,"2020-11-13 14:15:52.916534"
"1012","780","1734",,,,,,"2020-11-13 14:15:52.925422"
"1012","782","1735",,,,,,"2020-11-13 14:15:52.931462"
"1012","784","1734",,,,,,"2020-11-13 14:15:52.946309"
"1012","787","1734",,,,,,"2020-11-13 14:15:52.965185"
"1012","789","1735",,,,,,"2020-11-13 14:15:52.971031"
"1012","790","1734",,,,,,"2020-11-13 14:15:52.977585"
"1012","796","1729",,,,,,"2020-11-13 14:15:53.007736"
"1012","800","1733",,,,,,"2020-11-13 14:15:53.027096"
"1012","805","1727",,,,,,"2020-11-13 14:15:53.052746"
"1012","808","1725",,,,,,"2020-11-13 14:15:53.070534"
"1012","812","1728",,,,,,"2020-11-13 14:15:53.320589"
"1012","816","1734",,,,,,"2020-11-13 14:15:53.341273"
"1012","819","1733",,,,,,"2020-11-13 14:15:53.346933"
"1012","820","1734",,,,,,"2020-11-13 14:15:53.363932"
"1012","822","1734",,,,,,"2020-11-13 14:15:53.375731"
"1012","825","1735",,,,,,"2020-11-13 14:15:53.385432"
"1012","826","1737",,,,,,"2020-11-13 14:15:53.395058"
"1012","828","1724",,,,,,"2020-11-13 14:15:53.404266"
"1012","832","1736",,,,,,"2020-11-13 14:15:53.425263"
"1012","836","1731",,,,,,"2020-11-13 14:15:53.445418"
"1012","840","1728",,,,,,"2020-11-13 14:15:53.466818"
"1012","843","1733",,,,,,"2020-11-13 14:15:53.486479"
"1012","578","1723",,,,,,"2020-11-13 14:15:51.304663"
"1012","583","1727",,,,,,"2020-11-13 14:15:51.337782"
"1012","591","1731",,,,,,"2020-11-13 14:15:51.377585"
"1012","594","1732",,,,,,"2020-11-13 14:15:51.395518"
"1012","598","1732",,,,,,"2020-11-13 14:15:51.421622"
"1012","613","1736",,,,,,"2020-11-13 14:15:51.506056"
"1012","614","1735",,,,,,"2020-11-13 14:15:51.512499"
"1012","622","1729",,,,,,"2020-11-13 14:15:51.559008"
"1012","623","1725",,,,,,"2020-11-13 14:15:51.565576"
"1012","633","1735",,,,,,"2020-11-13 14:15:51.618404"
"1012","634","1736",,,,,,"2020-11-13 14:15:51.630634"
"1012","637","1729",,,,,,"2020-11-13 14:15:51.642491"
"1012","640","1736",,,,,,"2020-11-13 14:15:51.656307"
"1012","643","1727",,,,,,"2020-11-13 14:15:51.676688"
"1012","650","1726",,,,,,"2020-11-13 14:15:51.717852"
"1012","655","1730",,,,,,"2020-11-13 14:15:51.744752"
"1012","659","1729",,,,,,"2020-11-13 14:15:52.005480"
"1012","663","1729",,,,,,"2020-11-13 14:15:52.029065"
"1012","667","1726",,,,,,"2020-11-13 14:15:52.051769"
"1012","672","1725",,,,,,"2020-11-13 14:15:52.077028"
"1012","677","1737",,,,,,"2020-11-13 14:15:52.101784"
"1012","680","1730",,,,,,"2020-11-13 14:15:52.349884"
"1012","683","1729",,,,,,"2020-11-13 14:15:52.370709"
"1012","688","1736",,,,,,"2020-11-13 14:15:52.400658"
"1012","690","1731",,,,,,"2020-11-13 14:15:52.412888"
"1012","692","1730",,,,,,"2020-11-13 14:15:52.422728"
"1012","695","1735",,,,,,"2020-11-13 14:15:52.440459"
"1012","701","1728",,,,,,"2020-11-13 14:15:52.474433"
"1012","703","1731",,,,,,"2020-11-13 14:15:52.488776"
"1012","705","1732",,,,,,"2020-11-13 14:15:52.496781"
"1012","708","1728",,,,,,"2020-11-13 14:15:52.512872"
"1012","711","1731",,,,,,"2020-11-13 14:15:52.533910"
"1012","713","1732",,,,,,"2020-11-13 14:15:52.540767"
"1012","716","1735",,,,,,"2020-11-13 14:15:52.563011"
"1012","718","1733",,,,,,"2020-11-13 14:15:52.570914"
"1012","720","1723",,,,,,"2020-11-13 14:15:52.582496"
"1012","730","1733",,,,,,"2020-11-13 14:15:52.637328"
"1012","734","1734",,,,,,"2020-11-13 14:15:52.667394"
"1012","736","1732",,,,,,"2020-11-13 14:15:52.674923"
"1012","739","1737",,,,,,"2020-11-13 14:15:52.691216"
"1012","740","1730",,,,,,"2020-11-13 14:15:52.696836"
"1012","744","1725",,,,,,"2020-11-13 14:15:52.718053"
"1012","745","1730",,,,,,"2020-11-13 14:15:52.725706"
"1012","746","1736",,,,,,"2020-11-13 14:15:52.736159"
"1012","749","1727",,,,,,"2020-11-13 14:15:52.750001"
"1012","752","1735",,,,,,"2020-11-13 14:15:52.764559"
"1012","754","1730",,,,,,"2020-11-13 14:15:52.778575"
"1012","756","1735",,,,,,"2020-11-13 14:15:52.789212"
