entrydate,schoolid,studentusi,primaryschool,entrygradeleveldescriptorid,entrygradelevelreasondescriptorid,entrytypedescriptorid,repeatgradeindicator,classofschoolyear,schoolchoicetransfer,exitwithdrawdate,exitwithdrawtypedescriptorid,residencystatusdescriptorid,graduationplantypedescriptorid,educationorganizationid,graduationschoolyear,employedwhileenrolled,calendarcode,schoolyear,fulltimeequivalency,termcompletionindicator,discriminator,createdate,lastmodifieddate,id,changeversion
"2010-08-23","255901044","113",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.369336","2020-11-13 14:16:20.369206","5fc09c9b-5e27-4933-84d8-4d810cbb7c82","13900"
"2010-08-23","255901044","426",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.383061","2020-11-13 14:16:20.382118","3a53a98d-23ed-4df4-9f96-c18f5c14a12c","13904"
"2010-08-23","255901044","99",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.395476","2020-11-13 14:16:20.395367","adeee564-1c45-40be-be91-deadb0543c8b","13907"
"2010-08-23","255901044","41",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.409782","2020-11-13 14:16:20.409678","dbbce3ce-aca9-42a1-897e-348e436bf4cc","13912"
"2010-08-23","255901044","952",,"943",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.446051","2020-11-13 14:16:20.445961","17d64fd2-8d60-4944-bee5-a059301d1e33","13924"
"2010-08-23","255901107","414",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.539418","2020-11-13 14:16:20.539285","1b3fa7ce-bcb4-4cdc-8c34-3a518ce248c9","13951"
"2010-08-23","255901107","278",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.565661","2020-11-13 14:16:20.565533","1cf6bb28-e91f-4992-91a1-cd04dab60555","13959"
"2010-08-23","255901107","693",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.597895","2020-11-13 14:16:20.597793","d294c79a-2f42-4ef4-8be9-67193bb515f0","13968"
"2010-08-23","255901107","868",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.669772","2020-11-13 14:16:20.669645","8b26ccf7-3896-4c92-b107-535aac6bfaaa","13990"
"2010-08-23","255901107","910",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.682169","2020-11-13 14:16:20.682042","96add3f6-638d-48cd-8320-be06af725fee","13993"
"2010-08-23","255901001","496",,"950",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.748937","2020-11-13 14:16:20.748811","b4a52017-81c8-4511-b864-0c8bd82d77eb","14015"
"2010-08-23","255901001","85",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.853387","2020-11-13 14:16:20.853269","27fe262c-0488-49e7-b305-aa3dabbc8fb3","14042"
"2010-08-23","255901001","437",,"950",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.973375","2020-11-13 14:16:20.973246","6b1f07c9-16fb-435c-b15c-a37993c2e827","14070"
"2010-08-23","255901001","353",,"950",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.214821","2020-11-13 14:16:21.214675","3b8793d0-dfb2-482d-b4df-dd504f3ee881","14071"
"2010-08-23","255901001","656",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.230909","2020-11-13 14:16:21.230691","25c90958-1cae-4073-92f7-f175d7c734ee","14078"
"2010-08-23","255901001","315",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.244935","2020-11-13 14:16:21.244833","8268f727-986b-4dff-ab47-a902a3d8496e","14081"
"2010-08-23","255901001","309",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:21.260414","2020-11-13 14:16:21.260308","c660ec83-8eb0-4281-96cf-3abde72f591e","14086"
"2010-08-23","255901107","322",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.274933","2020-11-13 14:16:21.274803","4f282037-6f13-474f-aacd-cea794d4d501","14090"
"2010-08-23","255901107","124",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.290691","2020-11-13 14:16:21.290529","d9e79810-294d-4eea-80cf-7e55d889d6a6","14093"
"2010-08-23","255901107","174",,"955",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.306850","2020-11-13 14:16:21.306757","ba683b5c-f22e-4c1e-aa1b-69e74bb6250d","14098"
"2010-08-23","255901107","237",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.319898","2020-11-13 14:16:21.319742","fe1b9ea8-c2fc-40c6-b237-4a633cb89642","14101"
"2010-08-23","255901107","59",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.335111","2020-11-13 14:16:21.335034","1c538a7d-5c9d-46b5-aaa7-a70e29ae4e27","14106"
"2010-08-23","255901107","677",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.348971","2020-11-13 14:16:21.348835","17ef199a-8157-47f0-bdaa-2cc29968840b","14108"
"2010-08-23","255901107","139",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.363894","2020-11-13 14:16:21.363776","1beb2ee9-b48f-4642-9555-60f5f3b559cb","14114"
"2010-08-23","255901107","159",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.376362","2020-11-13 14:16:21.376251","856d2706-aa89-4ce7-a8de-7958f5bfd1e4","14118"
"2010-08-23","255901107","279",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.398814","2020-11-13 14:16:21.398589","48b295bf-9a49-42d2-86ff-ceeb5196ad9a","14123"
"2010-08-23","255901107","29",,"955",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.416629","2020-11-13 14:16:21.416533","1bbf7176-1f6b-430f-80b0-45661374d894","14130"
"2010-08-23","255901107","143",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.429642","2020-11-13 14:16:21.429497","05cf16ff-21d8-4afb-94f3-054cba7d2bd4","14133"
"2010-08-23","255901107","687",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.439376","2020-11-13 14:16:21.439173","deff18c7-66a6-480f-8711-cd90d8b64dae","14135"
"2010-08-23","255901107","931",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.455647","2020-11-13 14:16:21.455517","f87d6333-52cd-4bc9-aee4-0f82397d11a1","14142"
"2010-08-23","255901107","646",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.466257","2020-11-13 14:16:21.466120","44a1b8f1-8afd-456c-bd65-0140f3e07c59","14143"
"2010-08-23","255901107","519",,"955",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.482150","2020-11-13 14:16:21.482060","44d6e70e-0cd2-4150-8e39-d2a7d9c38c56","14150"
"2010-08-23","255901107","34",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.495897","2020-11-13 14:16:21.495795","23c318e4-e68a-4012-b9e9-208539ff72a1","14154"
"2010-08-23","255901107","772",,"955",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.520334","2020-11-13 14:16:21.520204","0f72b0f4-af90-4d42-b743-cf2a9e70ee0e","14160"
"2010-08-23","255901107","606",,"955",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.535946","2020-11-13 14:16:21.535800","d6d770da-f16f-473c-964f-1a6c0558fc92","14166"
"2010-08-23","255901107","230",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.549738","2020-11-13 14:16:21.549613","d303e92d-d727-4690-8cda-c56653b5c39b","14169"
"2010-08-23","255901107","888",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.563749","2020-11-13 14:16:21.563621","85a7db9a-becb-4be3-aa42-5cbbfe97d45f","14174"
"2010-08-23","255901107","909",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.577670","2020-11-13 14:16:21.577565","debedd50-0227-4c0f-8bb1-c65efcdd269c","14178"
"2010-08-23","255901107","200",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.618515","2020-11-13 14:16:21.618406","7b60910d-069f-4ead-980d-34f47155e4f6","14190"
"2010-08-23","255901107","533",,"958",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.631512","2020-11-13 14:16:21.631413","77cd1dbf-552e-43e3-b971-c62209f7b867","14194"
"2010-08-23","255901107","744",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.645411","2020-11-13 14:16:21.645308","390206b9-dc3b-4c51-a2e5-2c8f914ed2aa","14198"
"2010-08-23","255901107","517",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.658425","2020-11-13 14:16:21.658339","1438592f-15de-419b-95ec-f8e96de8d2e0","14202"
"2010-08-23","255901107","869",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.671472","2020-11-13 14:16:21.671378","17c81675-1b19-4d7b-b60f-a3238ab5aeb1","14205"
"2010-08-23","255901107","462",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.708382","2020-11-13 14:16:21.708168","8f9ee436-9679-4094-b3d4-dc997b145840","14215"
"2010-08-23","255901107","941",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.721423","2020-11-13 14:16:21.721238","1038959e-de31-44c3-b98a-7c1f62dabc84","14219"
"2010-08-23","255901107","423",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.735257","2020-11-13 14:16:21.735130","2444e3c4-a26f-43b2-8085-f569bfb3679b","14224"
"2010-08-23","255901107","310",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.748691","2020-11-13 14:16:21.748500","68076932-05fd-464d-9601-dfdb01c76dc8","14228"
"2010-08-23","255901107","514",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.761327","2020-11-13 14:16:21.761094","8c857f19-f565-49f8-95ef-2155d73612ca","14231"
"2010-08-23","255901107","380",,"958",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:21.788105","2020-11-13 14:16:21.788030","8de0fcc1-5936-459f-b2dd-87d832675912","14242"
"2010-08-23","255901044","938",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.896577","2020-11-13 14:16:21.896485","02066047-7ce9-45e5-a52d-2e4a6dab58d0","14277"
"2010-08-23","255901044","605",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:21.992267","2020-11-13 14:16:21.992150","3a28e4d9-62ef-4aaf-b4ec-ade90539c743","14305"
"2010-08-23","255901044","261",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.004628","2020-11-13 14:16:22.004528","a0073eea-5ae3-440c-a4ef-4db119383f7d","14309"
"2010-08-23","255901044","625",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.018180","2020-11-13 14:16:22.018061","44faa76e-eae7-4adf-b959-8c3432612830","14313"
"2010-08-23","255901044","765",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.030736","2020-11-13 14:16:22.030637","fedd8ed7-42d8-4c74-bc15-42bac4ae5a9d","14317"
"2010-08-23","255901044","290",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.043783","2020-11-13 14:16:22.043641","665d93fd-d19d-43a1-a0bb-dc0ecfa3f0d0","14322"
"2010-08-23","255901044","21",,"954",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.052914","2020-11-13 14:16:22.052723","68066f48-7e22-48ed-b97a-d39fb6f4d4a1","14323"
"2010-08-23","255901044","250",,"956",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.118775","2020-11-13 14:16:22.118629","ace2bd0b-bd87-402f-80a8-f8208a376790","14344"
"2010-08-23","255901044","93",,"956",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.133519","2020-11-13 14:16:22.133381","32a7fc72-6d25-4200-82d2-d19f166be07e","14349"
"2010-08-23","255901044","19",,"956",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.147876","2020-11-13 14:16:22.147786","5c563571-734e-4c1e-b7c9-75ec822b5cba","14354"
"2010-08-23","255901044","364",,"956",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.159904","2020-11-13 14:16:22.159811","66f8da85-c186-4b8e-b838-a5dc0db66db5","14358"
"2010-08-23","255901044","867",,"956",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.171237","2020-11-13 14:16:22.171092","97faf3f4-dbe8-424e-8e30-f96754ffd2c3","14359"
"2010-08-23","255901044","667",,"956",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:22.184738","2020-11-13 14:16:22.184528","42cdc0ac-e6c4-4316-ad36-4f1397bd57ce","14363"
"2010-08-23","255901001","264",,"942",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.190288","2020-11-13 14:16:20.190132","ba5590ee-ad23-437f-a77d-baf92b6dc45c","13844"
"2010-08-23","255901001","903",,"942",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.199669","2020-11-13 14:16:20.199499","a67e695a-4f76-4140-8d4c-2a4adfd87545","13846"
"2010-08-23","255901044","890",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.215061","2020-11-13 14:16:20.214963","d2da68b0-3bae-44bb-88c7-ff6ecb46629d","13851"
"2010-08-23","255901044","106",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.225098","2020-11-13 14:16:20.224998","edfd0478-d1a7-4111-a7d3-35560987ab3c","13854"
"2010-08-23","255901044","651",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.227707","2020-11-13 14:16:20.227568","b439b63d-5880-4ede-b611-28476532e895","13855"
"2010-08-23","255901044","495",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.239108","2020-11-13 14:16:20.238992","6ae4737b-1f7e-4588-882f-4eb113ff147e","13857"
"2010-08-23","255901044","522",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.241654","2020-11-13 14:16:20.241533","d6815df5-56ca-4ca1-b8eb-d1a678ff0826","13858"
"2010-08-23","255901044","600",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.255862","2020-11-13 14:16:20.255781","fc07b147-5327-456e-8f28-eee6bab7bfad","13864"
"2010-08-23","255901044","385",,"943",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.263394","2020-11-13 14:16:20.263269","53e20c3d-3833-484f-82ba-ef6e762b05a3","13865"
"2010-08-23","255901044","913",,"943",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.266789","2020-11-13 14:16:20.266379","b8144ecf-ae5a-4de7-8c1d-e7924a0feeb6","13867"
"2010-08-23","255901044","447",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.275222","2020-11-13 14:16:20.275029","08ce5c06-ac21-4ae7-87fc-8d780844b910","13869"
"2010-08-23","255901044","620",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.278411","2020-11-13 14:16:20.278245","3fb89b34-2665-4dcf-918f-eb4d7ffbfecc","13871"
"2010-08-23","255901044","257",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.287084","2020-11-13 14:16:20.286971","50bb9b35-e675-437e-a8dc-35f23ff86807","13873"
"2010-08-23","255901044","110",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.290164","2020-11-13 14:16:20.290069","bfbe41c5-90fa-4727-981c-438baa4d82bb","13875"
"2010-08-23","255901044","925",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.304618","2020-11-13 14:16:20.303218","c4cf4baf-2ac4-4eff-9b14-8d8dd48f74b7","13879"
"2010-08-23","255901044","207",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.311642","2020-11-13 14:16:20.311446","72071a36-15f3-490d-a6e8-7ab0adf04381","13881"
"2010-08-23","255901044","500",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.332548","2020-11-13 14:16:20.332313","d6476ce3-ba75-4154-bbfc-03cddcb962e3","13888"
"2010-08-23","255901044","217",,"943",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.335847","2020-11-13 14:16:20.335750","3cd607d9-48ea-4002-bca9-127e37a3650a","13889"
"2010-08-23","255901044","335",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.348061","2020-11-13 14:16:20.347954","e71e47ad-0664-4122-8855-92332d5c06cb","13893"
"2010-08-23","255901044","904",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.357072","2020-11-13 14:16:20.356840","06188550-f6a6-4c97-b814-08632592eb12","13895"
"2010-08-23","255901044","76",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.360390","2020-11-13 14:16:20.360188","31349bb3-0818-4246-a2fd-cc55a9580256","13897"
"2010-08-23","255901044","400",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.375855","2020-11-13 14:16:20.375743","4c76a653-2ba9-4d77-baf6-2211a2fd67c0","13902"
"2010-08-23","255901044","144",,"943",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.385636","2020-11-13 14:16:20.385496","5106cc0c-77b6-4245-8069-3c71095dfbd5","13905"
"2010-08-23","255901044","332",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.408471","2020-11-13 14:16:20.408338","a88ea190-9284-4c5f-b1e8-83c4fd524d3a","13911"
"2010-08-23","255901044","724",,"943",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.411775","2020-11-13 14:16:20.411372","f43eb940-efc5-4c5e-a3ae-1c3ceca49b44","13913"
"2010-08-23","255901044","610",,"943",,,,,,,,,"993","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.420216","2020-11-13 14:16:20.420108","78c802dd-7c6e-4171-924f-be43a38bc72e","13915"
"2010-08-23","255901044","673",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.430678","2020-11-13 14:16:20.430114","5b65bf94-31a1-4163-8eed-c15ddea3bc2e","13918"
"2010-08-23","255901044","229",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.434148","2020-11-13 14:16:20.433982","add6cffb-17ed-4508-baf3-9b0b3ebd4c54","13920"
"2010-08-23","255901044","298",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.443593","2020-11-13 14:16:20.443466","3c9419c1-15a3-42de-a028-b14f934a148b","13922"
"2010-08-23","255901044","937",,"943",,,,,,,,,"991","255901044","2011",,,,,,"NULL","2020-11-13 14:16:20.452125","2020-11-13 14:16:20.451108","d4f5738a-00d5-4085-b5e8-0d51513f3876","13925"
"2010-08-23","255901107","194",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.474370","2020-11-13 14:16:20.474182","389c3380-809c-43de-b494-0b25326e62fb","13932"
"2010-08-23","255901107","480",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.508292","2020-11-13 14:16:20.508126","36d921f0-ca2d-49ee-93b5-f79610ac0827","13942"
"2010-08-23","255901107","228",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.519055","2020-11-13 14:16:20.518919","44fa76e7-c807-4bab-bf02-bdbeba8474d4","13945"
"2010-08-23","255901107","89",,"945",,,,,,,,,"993","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.522940","2020-11-13 14:16:20.522100","999763a4-8a71-4c94-b0e5-d470d9c53500","13946"
"2010-08-23","255901107","835",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.536574","2020-11-13 14:16:20.536252","fad9921b-6a62-47e7-87e7-f18cda4fddba","13950"
"2010-08-23","255901107","166",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.549596","2020-11-13 14:16:20.549490","8d0f116d-bec8-4790-a575-6bb1859b5d23","13954"
"2010-08-23","255901107","865",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.552575","2020-11-13 14:16:20.552415","d7e8fd67-80b8-4839-96e0-469ffc00df38","13955"
"2010-08-23","255901107","173",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.562076","2020-11-13 14:16:20.561913","4987772d-a05b-4429-a1a2-b8a5f3c70eb8","13958"
"2010-08-23","255901107","389",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.571078","2020-11-13 14:16:20.569235","5cf13139-c333-409d-887c-61315004a2b3","13960"
"2010-08-23","255901107","511",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.578461","2020-11-13 14:16:20.578341","e53534ed-8ace-48e4-82a0-d6934df94896","13962"
"2010-08-23","255901107","198",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.584361","2020-11-13 14:16:20.584229","d310facb-ed2c-4306-827f-5d3921563877","13964"
"2010-08-23","255901107","705",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.595992","2020-11-13 14:16:20.595848","0ea9452f-2beb-4dfb-9366-f5be9ee89de2","13965"
"2010-08-23","255901107","479",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.608258","2020-11-13 14:16:20.608054","08478f6b-26ee-4756-9930-102d1c34e126","13969"
"2010-08-23","255901107","308",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.612783","2020-11-13 14:16:20.612667","5025f644-c63d-4a59-86f8-02c4e817e702","13972"
"2010-08-23","255901107","545",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.621316","2020-11-13 14:16:20.621137","8978ee92-2646-4b6d-98bf-f3202226ff88","13973"
"2010-08-23","255901107","549",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.624120","2020-11-13 14:16:20.623973","04a9e2f7-3b4e-46a5-bef9-0d89a986eac5","13975"
"2010-08-23","255901107","861",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.633665","2020-11-13 14:16:20.633513","2d3c1af0-6a70-4b8d-ab7c-4d171d57fdec","13977"
"2010-08-23","255901107","277",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.637582","2020-11-13 14:16:20.637499","3bb8d63c-d283-4d62-9fa1-e319d0fc21dc","13980"
"2010-08-23","255901107","192",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.646321","2020-11-13 14:16:20.646207","cc6458db-ccaf-4fca-981c-a0902ed1b0e5","13982"
"2010-08-23","255901107","731",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.657011","2020-11-13 14:16:20.656852","9cc55906-2d09-451d-8253-dff47af1c117","13985"
"2010-08-23","255901107","122",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.660320","2020-11-13 14:16:20.660166","dfcf5fd3-1c19-4b0e-bf68-f70b2aee2ad2","13988"
"2010-08-23","255901107","757",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.674081","2020-11-13 14:16:20.673749","b9189fda-fce8-446c-891b-683dfbf2c251","13992"
"2010-08-23","255901107","245",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.694383","2020-11-13 14:16:20.694253","d9624775-4681-4e1e-8de2-1e9a63b810fa","13997"
"2010-08-23","255901107","842",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.697191","2020-11-13 14:16:20.697037","2085d8d5-d727-433d-acbc-97047109026d","13999"
"2010-08-23","255901107","129",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.707173","2020-11-13 14:16:20.706491","609f6bf7-a62f-4d95-b6e1-cc6bc5af5c67","14001"
"2010-08-23","255901107","609",,"945",,,,,,,,,"991","255901107","2011",,,,,,"NULL","2020-11-13 14:16:20.718871","2020-11-13 14:16:20.718774","c62a5f6b-109d-4c86-ba0e-780f02016e9c","14005"
"2010-08-23","255901001","222",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.736690","2020-11-13 14:16:20.736574","4063e994-397b-4e0a-942f-aaee4b3b3a9c","14011"
"2010-08-23","255901001","628",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.740416","2020-11-13 14:16:20.740247","aa0a8fae-36ef-450b-8f71-df5755e719cf","14012"
"2010-08-23","255901001","223",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.746017","2020-11-13 14:16:20.745077","5be44dfe-596b-4ba9-9719-37209a09a951","14014"
"2010-08-23","255901001","531",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.754739","2020-11-13 14:16:20.754172","f3856fd5-ceee-4b10-b55f-3ffb875a17fa","14017"
"2010-08-23","255901001","120",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.764598","2020-11-13 14:16:20.764487","57ec329c-bef8-46dc-9644-2b0f43c73c7c","14020"
"2010-08-23","255901001","688",,"950",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.770126","2020-11-13 14:16:20.769869","e1f9fd83-cc93-4729-ad3e-60d7247293f4","14021"
"2010-08-23","255901001","805",,"950",,,,,,,,,"991","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.776613","2020-11-13 14:16:20.776421","f83f3c2b-104e-477a-b0b2-25b03466ac0c","14022"
"2010-08-23","255901001","570",,"950",,,,,,,,,"993","255901001","2011",,,,,,"NULL","2020-11-13 14:16:20.789986","2020-11-13 14:16:20.789085","5c6c8f05-7f2d-4a9d-ac96-1f8cca0820f5","14026"
