academicsubjectdescriptorid,courseattemptresultdescriptorid,coursecode,courseeducationorganizationid,educationorganizationid,schoolyear,studentusi,termdescriptorid,createdate
"46","609","ART2-EM","255901001","255901001","2011","768","2333","2020-11-13 14:21:32.444060"
"46","609","ART2-EM","255901001","255901001","2011","791","2333","2020-11-13 14:21:32.455499"
"46","609","ART2-EM","255901001","255901001","2011","870","2330","2020-11-13 14:21:32.463495"
"46","609","ART2-EM","255901001","255901001","2011","920","2330","2020-11-13 14:21:32.473243"
"46","609","ART2-EM","255901001","255901001","2011","935","2330","2020-11-13 14:21:32.479765"
"46","609","ART2-EM","255901001","255901001","2012","72","2330","2020-11-13 14:21:32.485707"
"46","609","ART2-EM","255901001","255901001","2012","238","2330","2020-11-13 14:21:32.495933"
"46","609","ART2-EM","255901001","255901001","2012","270","2333","2020-11-13 14:21:32.500903"
"46","609","ART2-EM","255901001","255901001","2012","356","2333","2020-11-13 14:21:32.507422"
"46","608","ART2-EM","255901001","255901001","2011","407","2333","2020-11-13 14:21:32.525998"
"46","608","ART2-EM","255901001","255901001","2011","430","2333","2020-11-13 14:21:32.533673"
"46","608","ART2-EM","255901001","255901001","2011","441","2333","2020-11-13 14:21:32.543379"
"46","608","ART2-EM","255901001","255901001","2011","445","2333","2020-11-13 14:21:32.556579"
"46","608","ART2-EM","255901001","255901001","2011","454","2330","2020-11-13 14:21:32.565177"
"46","608","ART2-EM","255901001","255901001","2011","477","2330","2020-11-13 14:21:32.576968"
"46","608","ART2-EM","255901001","255901001","2011","476","2330","2020-11-13 14:21:32.588627"
"46","608","ART2-EM","255901001","255901001","2011","481","2333","2020-11-13 14:21:32.599325"
"46","608","ART2-EM","255901001","255901001","2011","502","2330","2020-11-13 14:21:32.610651"
"46","608","ART2-EM","255901001","255901001","2011","540","2330","2020-11-13 14:21:32.617721"
"46","608","ART2-EM","255901001","255901001","2011","540","2333","2020-11-13 14:21:32.623883"
"46","608","ART2-EM","255901001","255901001","2011","560","2330","2020-11-13 14:21:32.630979"
"46","608","ART2-EM","255901001","255901001","2011","591","2330","2020-11-13 14:21:32.640958"
"46","608","ART2-EM","255901001","255901001","2011","591","2333","2020-11-13 14:21:32.647920"
"46","608","ART2-EM","255901001","255901001","2011","607","2330","2020-11-13 14:21:32.658418"
"46","608","ART2-EM","255901001","255901001","2011","607","2333","2020-11-13 14:21:32.663466"
"46","608","ART2-EM","255901001","255901001","2011","619","2333","2020-11-13 14:21:32.674444"
"46","608","ART2-EM","255901001","255901001","2011","626","2330","2020-11-13 14:21:32.681366"
"46","608","ART2-EM","255901001","255901001","2011","684","2333","2020-11-13 14:21:32.690294"
"46","608","ART2-EM","255901001","255901001","2011","717","2330","2020-11-13 14:21:32.701366"
"46","608","ART2-EM","255901001","255901001","2011","719","2330","2020-11-13 14:21:32.709259"
"46","608","ART2-EM","255901001","255901001","2011","730","2330","2020-11-13 14:21:32.716495"
"46","608","ART2-EM","255901001","255901001","2011","747","2330","2020-11-13 14:21:32.725336"
"46","608","ART2-EM","255901001","255901001","2011","768","2330","2020-11-13 14:21:32.732649"
"46","608","ART2-EM","255901001","255901001","2011","781","2333","2020-11-13 14:21:32.740833"
"46","608","ART2-EM","255901001","255901001","2011","789","2330","2020-11-13 14:21:32.749126"
"46","608","ART2-EM","255901001","255901001","2011","794","2330","2020-11-13 14:21:32.757443"
"46","608","ART2-EM","255901001","255901001","2011","808","2333","2020-11-13 14:21:32.766468"
"46","608","ART2-EM","255901001","255901001","2011","824","2333","2020-11-13 14:21:32.774392"
"46","608","ART2-EM","255901001","255901001","2011","862","2333","2020-11-13 14:21:32.780972"
"46","608","ART2-EM","255901001","255901001","2011","873","2330","2020-11-13 14:21:32.791208"
"46","608","ART2-EM","255901001","255901001","2011","898","2330","2020-11-13 14:21:32.798322"
"46","608","ART2-EM","255901001","255901001","2011","908","2330","2020-11-13 14:21:32.806666"
"46","608","ART2-EM","255901001","255901001","2011","926","2330","2020-11-13 14:21:32.813458"
"46","608","ART2-EM","255901001","255901001","2011","935","2333","2020-11-13 14:21:32.828189"
"46","608","ART2-EM","255901001","255901001","2011","934","2333","2020-11-13 14:21:32.845882"
"46","608","ART2-EM","255901001","255901001","2012","1","2333","2020-11-13 14:21:32.852016"
"46","608","ART2-EM","255901001","255901001","2012","60","2330","2020-11-13 14:21:32.871659"
"46","608","ART2-EM","255901001","255901001","2012","66","2330","2020-11-13 14:21:32.879779"
"46","608","ART2-EM","255901001","255901001","2012","72","2333","2020-11-13 14:21:32.892651"
"46","608","ART2-EM","255901001","255901001","2012","115","2333","2020-11-13 14:21:32.909251"
"46","608","ART2-EM","255901001","255901001","2012","193","2330","2020-11-13 14:21:32.924412"
"46","608","ART2-EM","255901001","255901001","2012","193","2333","2020-11-13 14:21:32.935155"
"46","608","ART2-EM","255901001","255901001","2012","225","2330","2020-11-13 14:21:32.941255"
"46","608","ART2-EM","255901001","255901001","2012","238","2333","2020-11-13 14:21:32.956319"
"46","608","ART2-EM","255901001","255901001","2012","272","2330","2020-11-13 14:21:32.967030"
"46","608","ART2-EM","255901001","255901001","2012","270","2330","2020-11-13 14:21:32.981173"
"46","608","ART2-EM","255901001","255901001","2012","283","2333","2020-11-13 14:21:32.985750"
"46","608","ART2-EM","255901001","255901001","2012","300","2333","2020-11-13 14:21:32.999430"
"46","608","ART2-EM","255901001","255901001","2012","321","2330","2020-11-13 14:21:33.005582"
"46","608","ART2-EM","255901001","255901001","2012","321","2333","2020-11-13 14:21:33.011450"
"46","608","ART2-EM","255901001","255901001","2012","375","2330","2020-11-13 14:21:33.021196"
"46","608","ART2-EM","255901001","255901001","2012","379","2333","2020-11-13 14:21:33.031387"
"46","608","ART2-EM","255901001","255901001","2012","388","2330","2020-11-13 14:21:33.036920"
"46","608","ART2-EM","255901001","255901001","2012","390","2330","2020-11-13 14:21:33.044929"
"46","608","ART3-EM","255901001","255901001","2011","404","2330","2020-11-13 14:21:33.052329"
"46","608","ART3-EM","255901001","255901001","2011","408","2330","2020-11-13 14:21:33.060290"
"46","608","ART3-EM","255901001","255901001","2011","420","2330","2020-11-13 14:21:33.067930"
"46","608","ART3-EM","255901001","255901001","2011","425","2330","2020-11-13 14:21:33.074920"
"46","608","ART3-EM","255901001","255901001","2011","428","2330","2020-11-13 14:21:33.082618"
"46","608","ART3-EM","255901001","255901001","2011","433","2330","2020-11-13 14:21:33.088678"
"46","608","ART3-EM","255901001","255901001","2011","453","2333","2020-11-13 14:21:33.113000"
"46","608","ART3-EM","255901001","255901001","2011","474","2333","2020-11-13 14:21:33.355270"
"46","608","ART3-EM","255901001","255901001","2011","493","2330","2020-11-13 14:21:33.372788"
"46","608","ART3-EM","255901001","255901001","2011","506","2333","2020-11-13 14:21:33.379068"
"46","608","ART3-EM","255901001","255901001","2011","580","2333","2020-11-13 14:21:33.390324"
"46","608","ART3-EM","255901001","255901001","2011","597","2330","2020-11-13 14:21:33.397568"
"46","608","ART3-EM","255901001","255901001","2011","602","2333","2020-11-13 14:21:33.406848"
"46","608","ART3-EM","255901001","255901001","2011","615","2333","2020-11-13 14:21:33.414567"
"46","608","ART3-EM","255901001","255901001","2011","624","2330","2020-11-13 14:21:33.421593"
"46","608","ART3-EM","255901001","255901001","2011","638","2330","2020-11-13 14:21:33.431742"
"46","608","ART3-EM","255901001","255901001","2011","647","2330","2020-11-13 14:21:33.438161"
"46","608","ART3-EM","255901001","255901001","2011","691","2330","2020-11-13 14:21:33.452808"
"46","608","ART3-EM","255901001","255901001","2011","708","2333","2020-11-13 14:21:33.697068"
"46","608","ART3-EM","255901001","255901001","2011","729","2330","2020-11-13 14:21:33.712834"
"46","608","ART2-EM","255901001","255901001","2011","468","2330","2020-11-13 14:21:32.572336"
"46","608","ART2-EM","255901001","255901001","2011","477","2333","2020-11-13 14:21:32.582231"
"46","608","ART2-EM","255901001","255901001","2011","476","2333","2020-11-13 14:21:32.590777"
"46","608","ART2-EM","255901001","255901001","2011","499","2330","2020-11-13 14:21:32.603858"
"46","608","ART2-EM","255901001","255901001","2011","543","2330","2020-11-13 14:21:32.626038"
"46","608","ART2-EM","255901001","255901001","2011","587","2330","2020-11-13 14:21:32.634561"
"46","608","ART2-EM","255901001","255901001","2011","587","2333","2020-11-13 14:21:32.640766"
"46","608","ART2-EM","255901001","255901001","2011","601","2330","2020-11-13 14:21:32.650181"
"46","608","ART2-EM","255901001","255901001","2011","601","2333","2020-11-13 14:21:32.658450"
"46","608","ART2-EM","255901001","255901001","2011","613","2330","2020-11-13 14:21:32.666502"
"46","608","ART2-EM","255901001","255901001","2011","613","2333","2020-11-13 14:21:32.673698"
"46","608","ART2-EM","255901001","255901001","2011","626","2333","2020-11-13 14:21:32.682897"
"46","608","ART2-EM","255901001","255901001","2011","684","2330","2020-11-13 14:21:32.690679"
"46","608","ART2-EM","255901001","255901001","2011","717","2333","2020-11-13 14:21:32.702252"
"46","608","ART2-EM","255901001","255901001","2011","730","2333","2020-11-13 14:21:32.718978"
"46","608","ART2-EM","255901001","255901001","2011","781","2330","2020-11-13 14:21:32.734787"
"46","608","ART2-EM","255901001","255901001","2011","783","2333","2020-11-13 14:21:32.741194"
"46","608","ART2-EM","255901001","255901001","2011","791","2330","2020-11-13 14:21:32.750000"
"46","608","ART2-EM","255901001","255901001","2011","794","2333","2020-11-13 14:21:32.757853"
"46","608","ART2-EM","255901001","255901001","2011","824","2330","2020-11-13 14:21:32.766798"
"46","608","ART2-EM","255901001","255901001","2011","862","2330","2020-11-13 14:21:32.774862"
"46","608","ART2-EM","255901001","255901001","2011","870","2333","2020-11-13 14:21:32.785380"
"46","608","ART2-EM","255901001","255901001","2011","873","2333","2020-11-13 14:21:32.791718"
"46","608","ART2-EM","255901001","255901001","2011","898","2333","2020-11-13 14:21:32.800819"
"46","608","ART2-EM","255901001","255901001","2011","920","2333","2020-11-13 14:21:32.807140"
"46","608","ART2-EM","255901001","255901001","2011","932","2330","2020-11-13 14:21:32.822839"
"46","608","ART2-EM","255901001","255901001","2011","936","2330","2020-11-13 14:21:32.829239"
"46","608","ART2-EM","255901001","255901001","2012","1","2330","2020-11-13 14:21:32.847000"
"46","608","ART2-EM","255901001","255901001","2012","15","2330","2020-11-13 14:21:32.856222"
"46","608","ART2-EM","255901001","255901001","2012","15","2333","2020-11-13 14:21:32.860517"
"46","608","ART2-EM","255901001","255901001","2012","48","2333","2020-11-13 14:21:32.866766"
"46","608","ART2-EM","255901001","255901001","2012","60","2333","2020-11-13 14:21:32.874486"
"46","608","ART2-EM","255901001","255901001","2012","66","2333","2020-11-13 14:21:32.880835"
"46","608","ART2-EM","255901001","255901001","2012","79","2333","2020-11-13 14:21:32.892654"
"46","608","ART2-EM","255901001","255901001","2012","115","2330","2020-11-13 14:21:32.909363"
"46","608","ART2-EM","255901001","255901001","2012","148","2333","2020-11-13 14:21:32.920984"
"46","608","ART2-EM","255901001","255901001","2012","234","2330","2020-11-13 14:21:32.952292"
"46","608","ART2-EM","255901001","255901001","2012","262","2330","2020-11-13 14:21:32.964304"
"46","608","ART2-EM","255901001","255901001","2012","272","2333","2020-11-13 14:21:32.969933"
"46","608","ART2-EM","255901001","255901001","2012","283","2330","2020-11-13 14:21:32.983809"
"46","608","ART2-EM","255901001","255901001","2012","299","2330","2020-11-13 14:21:32.988985"
"46","608","ART2-EM","255901001","255901001","2012","299","2333","2020-11-13 14:21:32.995701"
"46","608","ART2-EM","255901001","255901001","2012","347","2333","2020-11-13 14:21:33.011453"
"46","608","ART2-EM","255901001","255901001","2012","375","2333","2020-11-13 14:21:33.024285"
"46","608","ART2-EM","255901001","255901001","2012","379","2330","2020-11-13 14:21:33.030246"
"46","608","ART2-EM","255901001","255901001","2012","388","2333","2020-11-13 14:21:33.039133"
"46","608","ART2-EM","255901001","255901001","2012","390","2333","2020-11-13 14:21:33.046325"
"46","608","ART3-EM","255901001","255901001","2011","404","2333","2020-11-13 14:21:33.054643"
"46","608","ART3-EM","255901001","255901001","2011","408","2333","2020-11-13 14:21:33.061923"
"46","608","ART3-EM","255901001","255901001","2011","433","2333","2020-11-13 14:21:33.091705"
"46","608","ART3-EM","255901001","255901001","2011","439","2330","2020-11-13 14:21:33.096820"
"46","608","ART3-EM","255901001","255901001","2011","446","2333","2020-11-13 14:21:33.105468"
"46","608","ART3-EM","255901001","255901001","2011","488","2330","2020-11-13 14:21:33.360228"
"46","608","ART3-EM","255901001","255901001","2011","493","2333","2020-11-13 14:21:33.372904"
"46","608","ART3-EM","255901001","255901001","2011","567","2330","2020-11-13 14:21:33.387630"
"46","608","ART3-EM","255901001","255901001","2011","597","2333","2020-11-13 14:21:33.404893"
"46","608","ART3-EM","255901001","255901001","2011","631","2330","2020-11-13 14:21:33.421607"
"46","608","ART3-EM","255901001","255901001","2011","649","2330","2020-11-13 14:21:33.439492"
"46","608","ART3-EM","255901001","255901001","2011","655","2330","2020-11-13 14:21:33.449060"
"46","608","ART3-EM","255901001","255901001","2011","720","2330","2020-11-13 14:21:33.697591"
"46","608","ART3-EM","255901001","255901001","2011","729","2333","2020-11-13 14:21:33.717349"
"46","608","ART3-EM","255901001","255901001","2011","767","2333","2020-11-13 14:21:33.727741"
"46","608","ART3-EM","255901001","255901001","2011","806","2333","2020-11-13 14:21:33.743915"
"46","608","ART3-EM","255901001","255901001","2011","854","2330","2020-11-13 14:21:33.773804"
"46","608","ART3-EM","255901001","255901001","2011","895","2333","2020-11-13 14:21:33.792385"
"46","608","ART3-EM","255901001","255901001","2011","896","2330","2020-11-13 14:21:33.805384"
"46","608","ART3-EM","255901001","255901001","2011","903","2333","2020-11-13 14:21:33.819508"
"46","608","ART3-EM","255901001","255901001","2011","939","2330","2020-11-13 14:21:33.835152"
"46","608","ART3-EM","255901001","255901001","2012","12","2330","2020-11-13 14:21:33.854499"
"46","608","ART3-EM","255901001","255901001","2012","63","2330","2020-11-13 14:21:33.868984"
"46","608","ART3-EM","255901001","255901001","2012","77","2333","2020-11-13 14:21:33.884230"
"46","608","ART3-EM","255901001","255901001","2012","104","2330","2020-11-13 14:21:33.899169"
"46","608","ART3-EM","255901001","255901001","2012","167","2330","2020-11-13 14:21:33.916699"
"46","608","ART3-EM","255901001","255901001","2012","172","2330","2020-11-13 14:21:33.926009"
"46","608","ART3-EM","255901001","255901001","2012","170","2330","2020-11-13 14:21:33.933945"
"46","608","ART3-EM","255901001","255901001","2012","199","2333","2020-11-13 14:21:34.187909"
"46","608","ART3-EM","255901001","255901001","2012","243","2333","2020-11-13 14:21:34.208437"
"46","608","ART3-EM","255901001","255901001","2012","264","2330","2020-11-13 14:21:34.227886"
"46","608","ART3-EM","255901001","255901001","2012","320","2330","2020-11-13 14:21:34.245178"
"46","608","ART3-EM","255901001","255901001","2012","326","2333","2020-11-13 14:21:34.258348"
"46","608","ART3-EM","255901001","255901001","2012","394","2330","2020-11-13 14:21:34.275310"
"46","608","ART3-EM","255901001","255901001","2012","394","2333","2020-11-13 14:21:34.284650"
"46","609","ART3-EM","255901001","255901001","2011","482","2330","2020-11-13 14:21:34.292493"
"46","609","ART3-EM","255901001","255901001","2011","580","2330","2020-11-13 14:21:34.303911"
"46","609","ART3-EM","255901001","255901001","2011","581","2330","2020-11-13 14:21:34.309793"
"46","609","ART3-EM","255901001","255901001","2011","636","2330","2020-11-13 14:21:34.324668"
"46","609","ART3-EM","255901001","255901001","2011","711","2330","2020-11-13 14:21:34.340741"
"46","609","ART3-EM","255901001","255901001","2011","720","2333","2020-11-13 14:21:34.345807"
"46","609","ART3-EM","255901001","255901001","2011","818","2333","2020-11-13 14:21:34.355978"
"46","609","ART3-EM","255901001","255901001","2011","896","2333","2020-11-13 14:21:34.361979"
"46","609","ART3-EM","255901001","255901001","2011","930","2330","2020-11-13 14:21:34.373264"
"46","609","ART3-EM","255901001","255901001","2011","960","2333","2020-11-13 14:21:34.378469"
"46","609","ART3-EM","255901001","255901001","2012","81","2330","2020-11-13 14:21:34.390101"
"46","609","ART3-EM","255901001","255901001","2012","142","2330","2020-11-13 14:21:34.406116"
"46","609","ART3-EM","255901001","255901001","2012","264","2333","2020-11-13 14:21:34.418748"
"40","609","BAND-07","255901044","255901044","2011","524","2330","2020-11-13 14:21:34.432296"
"40","609","BAND-07","255901044","255901044","2011","525","2330","2020-11-13 14:21:34.438672"
"40","609","BAND-07","255901044","255901044","2011","579","2333","2020-11-13 14:21:34.446302"
"40","609","BAND-07","255901044","255901044","2011","625","2330","2020-11-13 14:21:34.460885"
"40","609","BAND-07","255901044","255901044","2011","706","2333","2020-11-13 14:21:34.473797"
"40","609","BAND-07","255901044","255901044","2011","741","2330","2020-11-13 14:21:34.479377"
"40","609","BAND-07","255901044","255901044","2011","769","2330","2020-11-13 14:21:34.484952"
"40","609","BAND-07","255901044","255901044","2011","882","2333","2020-11-13 14:21:34.491560"
"40","609","BAND-07","255901044","255901044","2011","938","2333","2020-11-13 14:21:34.499694"
"40","609","BAND-07","255901044","255901044","2012","141","2333","2020-11-13 14:21:34.517034"
"40","609","BAND-07","255901044","255901044","2012","196","2330","2020-11-13 14:21:34.525393"
"40","608","BAND-07","255901044","255901044","2011","419","2333","2020-11-13 14:21:34.772178"
"46","608","ART3-EM","255901001","255901001","2011","767","2330","2020-11-13 14:21:33.718134"
"46","608","ART3-EM","255901001","255901001","2011","790","2333","2020-11-13 14:21:33.733393"
"46","608","ART3-EM","255901001","255901001","2011","818","2330","2020-11-13 14:21:33.746032"
"46","608","ART3-EM","255901001","255901001","2011","832","2333","2020-11-13 14:21:33.756997"
"46","608","ART3-EM","255901001","255901001","2011","846","2330","2020-11-13 14:21:33.766947"
"46","608","ART3-EM","255901001","255901001","2011","846","2333","2020-11-13 14:21:33.773375"
"46","608","ART3-EM","255901001","255901001","2011","871","2330","2020-11-13 14:21:33.784736"
"46","608","ART3-EM","255901001","255901001","2011","895","2330","2020-11-13 14:21:33.791390"
"46","608","ART3-EM","255901001","255901001","2011","903","2330","2020-11-13 14:21:33.809399"
"46","608","ART3-EM","255901001","255901001","2011","911","2330","2020-11-13 14:21:33.821388"
"46","608","ART3-EM","255901001","255901001","2011","923","2330","2020-11-13 14:21:33.826685"
"46","608","ART3-EM","255901001","255901001","2011","939","2333","2020-11-13 14:21:33.842128"
"46","608","ART3-EM","255901001","255901001","2011","960","2330","2020-11-13 14:21:33.847342"
"46","608","ART3-EM","255901001","255901001","2012","5","2330","2020-11-13 14:21:33.853662"
"46","608","ART3-EM","255901001","255901001","2012","12","2333","2020-11-13 14:21:33.868591"
"46","608","ART3-EM","255901001","255901001","2012","77","2330","2020-11-13 14:21:33.883955"
"46","608","ART3-EM","255901001","255901001","2012","104","2333","2020-11-13 14:21:33.899733"
"46","608","ART3-EM","255901001","255901001","2012","137","2333","2020-11-13 14:21:33.909387"
"46","608","ART3-EM","255901001","255901001","2012","142","2333","2020-11-13 14:21:33.914551"
"46","608","ART3-EM","255901001","255901001","2012","167","2333","2020-11-13 14:21:33.919328"
"46","608","ART3-EM","255901001","255901001","2012","172","2333","2020-11-13 14:21:33.931994"
"46","608","ART3-EM","255901001","255901001","2012","221","2330","2020-11-13 14:21:34.187589"
"46","608","ART3-EM","255901001","255901001","2012","233","2333","2020-11-13 14:21:34.206841"
"46","608","ART3-EM","255901001","255901001","2012","273","2330","2020-11-13 14:21:34.228409"
"46","608","ART3-EM","255901001","255901001","2012","295","2330","2020-11-13 14:21:34.240850"
"46","608","ART3-EM","255901001","255901001","2012","320","2333","2020-11-13 14:21:34.246643"
"46","608","ART3-EM","255901001","255901001","2012","326","2330","2020-11-13 14:21:34.258346"
"46","608","ART3-EM","255901001","255901001","2012","367","2333","2020-11-13 14:21:34.266307"
"46","608","ART3-EM","255901001","255901001","2012","368","2330","2020-11-13 14:21:34.274667"
"46","609","ART3-EM","255901001","255901001","2011","446","2330","2020-11-13 14:21:34.291712"
"46","609","ART3-EM","255901001","255901001","2011","615","2330","2020-11-13 14:21:34.309282"
"46","609","ART3-EM","255901001","255901001","2011","638","2333","2020-11-13 14:21:34.321395"
"46","609","ART3-EM","255901001","255901001","2011","647","2333","2020-11-13 14:21:34.328133"
"46","609","ART3-EM","255901001","255901001","2011","711","2333","2020-11-13 14:21:34.346596"
"46","609","ART3-EM","255901001","255901001","2011","929","2333","2020-11-13 14:21:34.365575"
"46","609","ART3-EM","255901001","255901001","2011","930","2333","2020-11-13 14:21:34.375349"
"46","609","ART3-EM","255901001","255901001","2012","67","2333","2020-11-13 14:21:34.388020"
"46","609","ART3-EM","255901001","255901001","2012","95","2330","2020-11-13 14:21:34.394815"
"46","609","ART3-EM","255901001","255901001","2012","246","2333","2020-11-13 14:21:34.411223"
"46","609","ART3-EM","255901001","255901001","2012","263","2330","2020-11-13 14:21:34.416869"
"40","609","BAND-07","255901044","255901044","2011","459","2333","2020-11-13 14:21:34.422795"
"40","609","BAND-07","255901044","255901044","2011","505","2333","2020-11-13 14:21:34.431099"
"40","609","BAND-07","255901044","255901044","2011","534","2330","2020-11-13 14:21:34.445016"
"40","609","BAND-07","255901044","255901044","2011","637","2330","2020-11-13 14:21:34.463897"
"40","609","BAND-07","255901044","255901044","2011","894","2330","2020-11-13 14:21:34.490724"
"40","609","BAND-07","255901044","255901044","2011","902","2333","2020-11-13 14:21:34.497290"
"40","609","BAND-07","255901044","255901044","2012","121","2330","2020-11-13 14:21:34.507057"
"40","609","BAND-07","255901044","255901044","2012","175","2330","2020-11-13 14:21:34.521706"
"40","609","BAND-07","255901044","255901044","2012","241","2330","2020-11-13 14:21:34.535055"
"40","609","BAND-07","255901044","255901044","2012","377","2330","2020-11-13 14:21:34.771146"
"40","608","BAND-07","255901044","255901044","2011","424","2330","2020-11-13 14:21:34.786487"
"40","608","BAND-07","255901044","255901044","2011","459","2330","2020-11-13 14:21:34.801105"
"40","608","BAND-07","255901044","255901044","2011","484","2330","2020-11-13 14:21:34.805850"
"40","608","BAND-07","255901044","255901044","2011","484","2333","2020-11-13 14:21:34.815524"
"40","608","BAND-07","255901044","255901044","2011","524","2333","2020-11-13 14:21:34.821901"
"40","608","BAND-07","255901044","255901044","2011","534","2333","2020-11-13 14:21:34.832140"
"40","608","BAND-07","255901044","255901044","2011","532","2333","2020-11-13 14:21:34.842515"
"40","608","BAND-07","255901044","255901044","2011","558","2333","2020-11-13 14:21:34.848659"
"40","608","BAND-07","255901044","255901044","2011","572","2330","2020-11-13 14:21:34.861896"
"40","608","BAND-07","255901044","255901044","2011","579","2330","2020-11-13 14:21:34.876773"
"40","608","BAND-07","255901044","255901044","2011","592","2333","2020-11-13 14:21:34.892164"
"40","608","BAND-07","255901044","255901044","2011","605","2333","2020-11-13 14:21:34.899124"
"40","608","BAND-07","255901044","255901044","2011","614","2330","2020-11-13 14:21:34.906224"
"40","608","BAND-07","255901044","255901044","2011","614","2333","2020-11-13 14:21:34.911433"
"40","608","BAND-07","255901044","255901044","2011","617","2330","2020-11-13 14:21:34.916307"
"40","608","BAND-07","255901044","255901044","2011","629","2330","2020-11-13 14:21:34.925217"
"40","608","BAND-07","255901044","255901044","2011","637","2333","2020-11-13 14:21:34.931761"
"40","608","BAND-07","255901044","255901044","2011","706","2330","2020-11-13 14:21:34.943171"
"40","608","BAND-07","255901044","255901044","2011","737","2330","2020-11-13 14:21:34.949374"
"40","608","BAND-07","255901044","255901044","2011","762","2330","2020-11-13 14:21:34.958697"
"40","608","BAND-07","255901044","255901044","2011","763","2330","2020-11-13 14:21:34.969596"
"40","608","BAND-07","255901044","255901044","2011","765","2333","2020-11-13 14:21:34.978468"
"40","608","BAND-07","255901044","255901044","2011","769","2333","2020-11-13 14:21:34.986627"
"40","608","BAND-07","255901044","255901044","2011","782","2330","2020-11-13 14:21:35.000911"
"40","608","BAND-07","255901044","255901044","2011","782","2333","2020-11-13 14:21:35.009373"
"40","608","BAND-07","255901044","255901044","2011","796","2333","2020-11-13 14:21:35.017392"
"40","608","BAND-07","255901044","255901044","2011","812","2330","2020-11-13 14:21:35.027524"
"40","608","BAND-07","255901044","255901044","2011","812","2333","2020-11-13 14:21:35.034707"
"40","608","BAND-07","255901044","255901044","2011","831","2333","2020-11-13 14:21:35.043804"
"40","608","BAND-07","255901044","255901044","2011","849","2330","2020-11-13 14:21:35.056200"
"40","608","BAND-07","255901044","255901044","2011","856","2330","2020-11-13 14:21:35.063541"
"40","608","BAND-07","255901044","255901044","2011","894","2333","2020-11-13 14:21:35.079083"
"40","608","BAND-07","255901044","255901044","2011","938","2330","2020-11-13 14:21:35.095056"
"40","608","BAND-07","255901044","255901044","2011","940","2333","2020-11-13 14:21:35.104254"
"40","608","BAND-07","255901044","255901044","2011","947","2333","2020-11-13 14:21:35.111293"
"40","608","BAND-07","255901044","255901044","2012","4","2333","2020-11-13 14:21:35.120049"
"40","608","BAND-07","255901044","255901044","2012","21","2333","2020-11-13 14:21:35.127271"
"40","608","BAND-07","255901044","255901044","2012","62","2333","2020-11-13 14:21:35.136685"
"40","608","BAND-07","255901044","255901044","2012","74","2333","2020-11-13 14:21:35.145387"
"40","608","BAND-07","255901044","255901044","2012","96","2330","2020-11-13 14:21:35.152164"
"40","608","BAND-07","255901044","255901044","2012","105","2330","2020-11-13 14:21:35.161426"
"40","608","BAND-07","255901044","255901044","2012","121","2333","2020-11-13 14:21:35.168296"
"40","608","BAND-07","255901044","255901044","2012","153","2333","2020-11-13 14:21:35.177136"
"40","608","BAND-07","255901044","255901044","2012","168","2333","2020-11-13 14:21:35.185490"
"40","608","BAND-07","255901044","255901044","2012","219","2330","2020-11-13 14:21:35.193553"
"40","608","BAND-07","255901044","255901044","2012","241","2333","2020-11-13 14:21:35.201697"
"40","608","BAND-07","255901044","255901044","2012","249","2333","2020-11-13 14:21:35.209918"
"40","608","BAND-07","255901044","255901044","2012","256","2333","2020-11-13 14:21:35.217199"
"40","608","BAND-07","255901044","255901044","2012","261","2333","2020-11-13 14:21:35.225486"
"40","608","BAND-07","255901044","255901044","2012","269","2330","2020-11-13 14:21:35.236488"
"40","608","BAND-07","255901044","255901044","2012","280","2330","2020-11-13 14:21:35.240942"
"40","608","BAND-07","255901044","255901044","2012","280","2333","2020-11-13 14:21:35.249903"
"40","608","BAND-07","255901044","255901044","2012","291","2330","2020-11-13 14:21:35.257572"
"40","608","BAND-07","255901044","255901044","2012","292","2330","2020-11-13 14:21:35.269482"
"40","608","BAND-07","255901044","255901044","2012","293","2333","2020-11-13 14:21:35.282127"
"40","608","BAND-07","255901044","255901044","2012","359","2333","2020-11-13 14:21:35.295915"
"40","608","BAND-07","255901044","255901044","2012","377","2333","2020-11-13 14:21:35.302646"
"46","608","ART3-EM","255901001","255901001","2011","832","2330","2020-11-13 14:21:33.748201"
"46","608","ART3-EM","255901001","255901001","2011","833","2333","2020-11-13 14:21:33.759698"
"46","608","ART3-EM","255901001","255901001","2011","854","2333","2020-11-13 14:21:33.775535"
"46","608","ART3-EM","255901001","255901001","2011","871","2333","2020-11-13 14:21:33.790899"
"46","608","ART3-EM","255901001","255901001","2011","897","2330","2020-11-13 14:21:33.801378"
"46","608","ART3-EM","255901001","255901001","2011","923","2333","2020-11-13 14:21:33.836125"
"46","608","ART3-EM","255901001","255901001","2012","63","2333","2020-11-13 14:21:33.871187"
"46","608","ART3-EM","255901001","255901001","2012","81","2333","2020-11-13 14:21:33.888952"
"46","608","ART3-EM","255901001","255901001","2012","170","2333","2020-11-13 14:21:33.934260"
"46","608","ART3-EM","255901001","255901001","2012","221","2333","2020-11-13 14:21:34.188030"
"46","608","ART3-EM","255901001","255901001","2012","243","2330","2020-11-13 14:21:34.208638"
"46","608","ART3-EM","255901001","255901001","2012","273","2333","2020-11-13 14:21:34.229354"
"46","608","ART3-EM","255901001","255901001","2012","295","2333","2020-11-13 14:21:34.242943"
