localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,staffusi,classroompositiondescriptorid,begindate,enddate,highlyqualifiedteacher,teacherstudentdatalinkexclusion,percentagecontribution,discriminator,createdate,lastmodifieddate,id,changeversion
"SS-05","255901107","2011","25590110707Trad301SS0522011","2010-2011 Spring Semester","29","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:14.680271","2020-11-13 14:16:14.680162","620cdcfd-a031-444d-942f-dc81a81c5b5a","12937"
"MATH-05","255901107","2011","25590110705Trad302MATH0512011","2010-2011 Fall Semester","30","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.690889","2020-11-13 14:16:14.690757","505fe6fd-3ce3-467a-be05-6c51f793c9ce","12940"
"SS-05","255901107","2011","25590110707Trad302SS0512011","2010-2011 Fall Semester","30","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.704959","2020-11-13 14:16:14.704810","13b3e568-6d34-4d18-8a33-31ad45f1afa7","12945"
"MATH-05","255901107","2011","25590110704Trad303MATH0512011","2010-2011 Fall Semester","32","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.715597","2020-11-13 14:16:14.715457","954ce5ba-e867-48ba-b951-936254a8b997","12948"
"MATH-05","255901107","2011","25590110705Trad303MATH0512011","2010-2011 Fall Semester","32","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.718715","2020-11-13 14:16:14.718634","4c0e9b35-ae07-4c1a-97da-ba06ac7531c7","12950"
"SCI-05","255901107","2011","25590110706Trad303SCI0512011","2010-2011 Fall Semester","32","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.726628","2020-11-13 14:16:14.726400","c576262a-9a43-4a8e-8b53-c5c46b7f72cf","12953"
"SCI-04","255901107","2011","25590110703Trad207SCI0412011","2010-2011 Fall Semester","31","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.736035","2020-11-13 14:16:14.735900","9b2f9872-e877-42f9-a8e3-29d2e7c1acbd","12956"
"SS-05","255901107","2011","25590110707Trad304SS0512011","2010-2011 Fall Semester","31","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.739580","2020-11-13 14:16:14.739394","45ca88bc-558d-4e61-825f-2580b669954a","12958"
"ART-01","255901107","2011","25590110702Trad504ART0122011","2010-2011 Spring Semester","34","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:14.746867","2020-11-13 14:16:14.746770","77ff5bbb-bb51-498b-9fd1-7016bb6b6854","12961"
"ART-01","255901107","2011","25590110705Trad504ART0122011","2010-2011 Spring Semester","34","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:14.760385","2020-11-13 14:16:14.760308","bdf990f5-b6e9-4a07-9895-18dedf0e6248","12967"
"ART-01","255901107","2011","25590110706Trad504ART0112011","2010-2011 Fall Semester","34","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.768157","2020-11-13 14:16:14.767364","5607f786-7c51-410d-aed9-b2f2b884d66e","12968"
"ART-03","255901107","2011","25590110702Trad505ART0322011","2010-2011 Spring Semester","33","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:14.779159","2020-11-13 14:16:14.779037","85a25fd1-358a-4fc8-9ddb-9fcbf65da5cc","12972"
"ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","33","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.017909","2020-11-13 14:16:15.017778","d1494df9-e8ab-481d-8b54-cf439d0e59ca","12975"
"ART-02","255901107","2011","25590110705Trad505ART0222011","2010-2011 Spring Semester","33","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.030361","2020-11-13 14:16:15.030241","aa1bbe4f-d975-4813-ac31-1a8fb74ae6bd","12979"
"ART-03","255901107","2011","25590110707Trad505ART0322011","2010-2011 Spring Semester","33","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.040295","2020-11-13 14:16:15.040136","64d9ec95-fe32-4716-a0bb-659d7ac294d4","12983"
"ART-04","255901107","2011","25590110702Trad506ART0422011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.049916","2020-11-13 14:16:15.049869","d2ba7c35-76b5-4214-af9e-ec9d55e73bd7","12988"
"ART-05","255901107","2011","25590110705Trad506ART0512011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.057800","2020-11-13 14:16:15.057732","754a4c2f-e926-413f-aad2-2fb0b26da50f","12992"
"ART-04","255901107","2011","25590110706Trad506ART0412011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.067069","2020-11-13 14:16:15.066957","0c57ad99-f5f9-40ed-963b-5a4047314ebf","12995"
"ART-04","255901107","2011","25590110707Trad506ART0422011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.076004","2020-11-13 14:16:15.075940","039ba086-bc86-4cfd-a992-811c1ffeaf3c","12999"
"MUS-01","255901107","2011","25590110705Trad501MUS0122011","2010-2011 Spring Semester","36","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.087296","2020-11-13 14:16:15.087241","d85d5631-ca48-41d3-85f3-e2d4bb937a57","13005"
"MUS-01","255901107","2011","25590110706Trad501MUS0122011","2010-2011 Spring Semester","36","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.094680","2020-11-13 14:16:15.094559","5d660416-771f-4989-b513-bfaaba79052b","13007"
"MUS-03","255901107","2011","25590110703Trad502MUS0312011","2010-2011 Fall Semester","40","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.107562","2020-11-13 14:16:15.107513","a96717b0-f975-44f2-b577-e34fa55ec8d7","13014"
"MUS-03","255901107","2011","25590110706Trad502MUS0312011","2010-2011 Fall Semester","40","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.115557","2020-11-13 14:16:15.115497","c98634cc-7326-4fec-9f40-3c507f518404","13016"
"MUS-02","255901107","2011","25590110704Trad502MUS0212011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.119977","2020-11-13 14:16:15.119839","fcec16b9-316d-49df-938a-ef4fb33f09c0","13018"
"MUS-02","255901107","2011","25590110705Trad502MUS0212011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.126171","2020-11-13 14:16:15.126129","56b5d3a3-0035-41d3-801b-de6d2880c819","13020"
"MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.138577","2020-11-13 14:16:15.138311","7e4dcf88-6edd-4d08-a466-0bc41e89bd4e","13026"
"MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.141718","2020-11-13 14:16:15.141645","b0b3bcb8-91d3-4d54-8476-f950c072eaac","13027"
"MUS-04","255901107","2011","25590110707Trad503MUS0412011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.161279","2020-11-13 14:16:15.161231","3ac51283-1dec-4de8-8f0d-25e79bb1c434","13034"
"PE-03","255901107","2011","25590110705TradGYMEPE0312011","2010-2011 Fall Semester","37","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.171514","2020-11-13 14:16:15.171452","f629993c-a147-43de-92fc-b74a8ba25982","13040"
"PE-02","255901107","2011","25590110706TradGYMEPE0212011","2010-2011 Fall Semester","37","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.178265","2020-11-13 14:16:15.178209","1cd71785-471a-4a5e-966e-38a9950c4e31","13041"
"PE-05","255901107","2011","25590110703TradGYMEPE0522011","2010-2011 Spring Semester","42","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.187721","2020-11-13 14:16:15.187664","97ba520a-6e38-47f3-8526-4d4c5daab940","13046"
"PE-03","255901107","2011","25590110705TradGYMWPE0312011","2010-2011 Fall Semester","42","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.195699","2020-11-13 14:16:15.195622","acda06df-7549-431a-84d0-88581d5b26ff","13050"
"PE-02","255901107","2011","25590110706TradGYMWPE0222011","2010-2011 Spring Semester","42","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.203830","2020-11-13 14:16:15.203744","b13f7a34-4322-47e3-be40-3821a18cfcfe","13053"
"ELA-07","255901044","2011","25590104404Trad110ELA0722011","2010-2011 Spring Semester","39","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.222717","2020-11-13 14:16:15.222623","467eb3eb-e743-4ac5-b5f3-fca34db6e032","13062"
"ELA-07","255901044","2011","25590104404Trad111ELA0712011","2010-2011 Fall Semester","43","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.232067","2020-11-13 14:16:15.232019","a3f653f4-8f05-437c-982c-9d1351b87a8c","13067"
"ELA-08","255901044","2011","25590104407Trad111ELA0812011","2010-2011 Fall Semester","43","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.242201","2020-11-13 14:16:15.242125","513420cd-6831-44bb-807c-163be9a40b94","13072"
"ART-01","255901107","2011","25590110702Trad504ART0112011","2010-2011 Fall Semester","34","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.746461","2020-11-13 14:16:14.746381","632e28d2-3caf-407f-997f-d236618ebb1b","12960"
"ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","34","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.749836","2020-11-13 14:16:14.749766","93959c2c-b667-4fa2-9d1d-fd09d0625c2b","12962"
"ART-02","255901107","2011","25590110704Trad504ART0212011","2010-2011 Fall Semester","34","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.757043","2020-11-13 14:16:14.756959","d14e41ac-6b6e-4c0e-bd4e-944608c88d48","12964"
"ART-01","255901107","2011","25590110705Trad504ART0112011","2010-2011 Fall Semester","34","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.760252","2020-11-13 14:16:14.760182","aa69b62e-94f7-40b9-9653-45f63c81d4c9","12966"
"ART-02","255901107","2011","25590110707Trad504ART0222011","2010-2011 Spring Semester","34","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:14.772992","2020-11-13 14:16:14.772513","30541af4-8f92-41df-a05b-9406e3e52953","12971"
"ART-02","255901107","2011","25590110705Trad505ART0212011","2010-2011 Fall Semester","33","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.020449","2020-11-13 14:16:15.020344","38ce0a5b-542b-4b74-b900-09aebd7e9bb7","12978"
"ART-03","255901107","2011","25590110706Trad505ART0312011","2010-2011 Fall Semester","33","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.031390","2020-11-13 14:16:15.031278","b8656d8c-5f64-4e9c-bef9-08c4d239af18","12982"
"ART-05","255901107","2011","25590110701Trad505ART0522011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.041429","2020-11-13 14:16:15.041341","e28e03d0-69b2-455a-88dc-b76f9fc7fa40","12985"
"ART-05","255901107","2011","25590110701Trad506ART0522011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.048524","2020-11-13 14:16:15.048448","4fe085f4-1367-4ec1-8af9-5853aa85d18b","12987"
"ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.050978","2020-11-13 14:16:15.050906","0187579e-287d-45ab-8c41-d37bda52e4f5","12990"
"ART-05","255901107","2011","25590110704Trad506ART0522011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.059878","2020-11-13 14:16:15.059822","f0a938a2-ba5c-4032-9d41-50cd5ed9ef13","12993"
"ART-04","255901107","2011","25590110707Trad506ART0412011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.068930","2020-11-13 14:16:15.068869","76d296cc-8b13-43a8-bb7e-c932c6cbee15","12998"
"MUS-01","255901107","2011","25590110703Trad501MUS0122011","2010-2011 Spring Semester","36","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.077924","2020-11-13 14:16:15.077877","f66f88fc-1b21-46ec-aacf-7a896133872e","13001"
"MUS-01","255901107","2011","25590110704Trad501MUS0122011","2010-2011 Spring Semester","36","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.085652","2020-11-13 14:16:15.085572","dddf157f-9ed7-47cf-881b-2bed5443a1cb","13003"
"MUS-01","255901107","2011","25590110706Trad501MUS0112011","2010-2011 Fall Semester","36","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.088452","2020-11-13 14:16:15.088386","d8002e6c-a990-4f39-9836-002e6d9e8afe","13006"
"MUS-02","255901107","2011","25590110707Trad501MUS0222011","2010-2011 Spring Semester","36","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.096790","2020-11-13 14:16:15.096735","34a55313-df80-43dd-917b-d00096c42c46","13009"
"MUS-05","255901107","2011","25590110701Trad502MUS0522011","2010-2011 Spring Semester","40","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.107267","2020-11-13 14:16:15.107197","a464043f-3206-44a1-8d83-31730f488132","13013"
"MUS-03","255901107","2011","25590110703Trad502MUS0322011","2010-2011 Spring Semester","40","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.114865","2020-11-13 14:16:15.114742","a17f0dff-80e1-4b5c-8c0a-8a91f0f837f4","13015"
"MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","40","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.119182","2020-11-13 14:16:15.119095","c6497160-07e0-42c2-8383-34bfacd10034","13017"
"MUS-05","255901107","2011","25590110701Trad503MUS0512011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.130208","2020-11-13 14:16:15.130152","8d304dba-259c-4d86-ad20-7ed0a351c652","13022"
"MUS-05","255901107","2011","25590110702Trad503MUS0512011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.135126","2020-11-13 14:16:15.135075","6dade17b-0c05-4abb-b3d7-fc21eff46e91","13024"
"MUS-05","255901107","2011","25590110704Trad503MUS0512011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.143810","2020-11-13 14:16:15.143756","d9d72169-aec4-42bf-a376-c7835378d9d9","13028"
"MUS-04","255901107","2011","25590110705Trad503MUS0412011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.147046","2020-11-13 14:16:15.146988","bdf8ab8c-0c75-4262-8999-f53fadf691c0","13030"
"MUS-04","255901107","2011","25590110705Trad503MUS0422011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.150154","2020-11-13 14:16:15.150092","61f48bbb-f17d-4d02-9b43-ddc749227beb","13031"
"MUS-04","255901107","2011","25590110706Trad503MUS0412011","2010-2011 Fall Semester","38","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.152648","2020-11-13 14:16:15.152588","4e01be80-950b-45ef-b2d2-9def04c30f20","13032"
"MUS-04","255901107","2011","25590110706Trad503MUS0422011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.159756","2020-11-13 14:16:15.159693","c164bafe-7a5c-4c81-a2ff-081e8c8d18c0","13033"
"PE-05","255901107","2011","25590110703TradGYMEPE0512011","2010-2011 Fall Semester","37","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.162425","2020-11-13 14:16:15.162319","2d176622-f96f-40ec-862d-4c5b72379949","13036"
"PE-05","255901107","2011","25590110703TradGYMEPE0522011","2010-2011 Spring Semester","37","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.168745","2020-11-13 14:16:15.168675","2c1095ee-b548-4800-82e4-55e1ada141b3","13037"
"PE-03","255901107","2011","25590110705TradGYMEPE0322011","2010-2011 Spring Semester","37","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.178222","2020-11-13 14:16:15.177957","bb8959a1-4124-44e2-8d87-1696f7e26ce4","13042"
"PE-01","255901107","2011","25590110707TradGYMEPE0112011","2010-2011 Fall Semester","37","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.180613","2020-11-13 14:16:15.180559","580a9399-c4fe-40cc-a206-427698ee7828","13044"
"PE-01","255901107","2011","25590110707TradGYMEPE0122011","2010-2011 Spring Semester","37","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.186496","2020-11-13 14:16:15.186410","7f00f801-98ed-480f-991f-2eba6f16b3b9","13045"
"PE-03","255901107","2011","25590110705TradGYMWPE0322011","2010-2011 Spring Semester","42","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.197584","2020-11-13 14:16:15.197523","0f632ddf-602c-4949-b905-d1882f934787","13051"
"PE-01","255901107","2011","25590110707TradGYMWPE0122011","2010-2011 Spring Semester","42","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.205710","2020-11-13 14:16:15.205647","f140c46b-a62a-4ebe-92a4-ad362882b8e4","13055"
"ELA-06","255901044","2011","25590104401Trad110ELA0622011","2010-2011 Spring Semester","39","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.212808","2020-11-13 14:16:15.212725","6236eca6-081e-42ef-97cf-1bb57d43ed7e","13057"
"ELA-06","255901044","2011","25590104403Trad110ELA0612011","2010-2011 Fall Semester","39","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.215393","2020-11-13 14:16:15.215336","a7f72be0-e2ac-4b75-bf37-aefee8b82891","13060"
"ELA-07","255901044","2011","25590104403Trad111ELA0712011","2010-2011 Fall Semester","43","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.223632","2020-11-13 14:16:15.223583","0f36d805-e4d3-42fb-a830-52c1d1f9d93a","13064"
"ELA-07","255901044","2011","25590104403Trad111ELA0722011","2010-2011 Spring Semester","43","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.230195","2020-11-13 14:16:15.230128","3389205b-4e09-48de-b158-717a16f36c74","13065"
"ELA-08","255901044","2011","25590104405Trad111ELA0812011","2010-2011 Fall Semester","43","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.233138","2020-11-13 14:16:15.233084","e4e2c12a-64d8-4a9f-b1af-4116b17436cb","13068"
"ELA-08","255901044","2011","25590104405Trad111ELA0822011","2010-2011 Spring Semester","43","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.238770","2020-11-13 14:16:15.238711","2b525a93-9544-4041-b87e-5cea51b99d0b","13069"
"ELA-08","255901044","2011","25590104406Trad111ELA0822011","2010-2011 Spring Semester","43","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.242033","2020-11-13 14:16:15.241956","d3bbeb93-1410-49e8-a87e-74b51f7401b5","13071"
"MATH-06","255901044","2011","25590104402Trad210MATH0612011","2010-2011 Fall Semester","41","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.247817","2020-11-13 14:16:15.247738","14b15959-af87-474d-a2fa-b68b6dcf36ca","13074"
"MATH-06","255901044","2011","25590104403Trad210MATH0612011","2010-2011 Fall Semester","41","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.250743","2020-11-13 14:16:15.250633","09ae5943-dfe9-4ddc-b986-20a4c6a8c6da","13075"
"MATH-06","255901044","2011","25590104403Trad210MATH0622011","2010-2011 Spring Semester","41","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.255750","2020-11-13 14:16:15.255694","422f8e45-1db0-4571-a448-96e9535b6b1d","13077"
"MATH-06","255901044","2011","25590104404Trad210MATH0622011","2010-2011 Spring Semester","41","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.258992","2020-11-13 14:16:15.258909","aa5f3ffc-3a52-4bc0-8cff-0c02252308c3","13079"
"MATH-07","255901044","2011","25590104405Trad210MATH0722011","2010-2011 Spring Semester","41","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.264272","2020-11-13 14:16:15.264203","aa456c64-adda-4ef7-8672-1239340d3e3e","13081"
"MATH-08","255901044","2011","25590104406Trad211MATH0822011","2010-2011 Spring Semester","41","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.268259","2020-11-13 14:16:15.268049","ebfd2d2c-061a-4c80-9c4f-6c723da7d333","13083"
"MATH-08","255901044","2011","25590104402Trad211MATH0822011","2010-2011 Spring Semester","44","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.273778","2020-11-13 14:16:15.273717","8d10b742-e965-4d6c-8471-711c160206a9","13085"
"ART-03","255901107","2011","25590110702Trad505ART0312011","2010-2011 Fall Semester","33","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:14.779155","2020-11-13 14:16:14.779067","f9d69262-00a2-4a3e-9a29-8ff3aa98b9c5","12973"
"ART-02","255901107","2011","25590110704Trad505ART0212011","2010-2011 Fall Semester","33","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.019776","2020-11-13 14:16:15.017930","904cdf0c-34c4-4743-8564-7aa2a705deed","12976"
"ART-03","255901107","2011","25590110707Trad505ART0312011","2010-2011 Fall Semester","33","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.030702","2020-11-13 14:16:15.030617","ba8c7504-31a6-45f0-bbb6-605b971a6fbf","12981"
"ART-05","255901107","2011","25590110701Trad506ART0512011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.040790","2020-11-13 14:16:15.040712","78792aab-d8fd-4582-9127-927b6d5c1952","12984"
"ART-04","255901107","2011","25590110702Trad506ART0412011","2010-2011 Fall Semester","35","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.050067","2020-11-13 14:16:15.050023","00306215-2994-402f-98ac-4e21b0430bea","12989"
"ART-04","255901107","2011","25590110703Trad506ART0422011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.057399","2020-11-13 14:16:15.057335","7e3a3e7f-6f59-4724-9c39-79af96475eb0","12991"
"ART-04","255901107","2011","25590110706Trad506ART0422011","2010-2011 Spring Semester","35","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.068257","2020-11-13 14:16:15.068190","fbe06acf-1b30-40d3-8a35-bfeb16bbbfe0","12997"
"MUS-01","255901107","2011","25590110704Trad501MUS0112011","2010-2011 Fall Semester","36","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.078945","2020-11-13 14:16:15.078890","43019d0c-3149-40af-8378-1e91a307707c","13002"
"MUS-02","255901107","2011","25590110702Trad501MUS0212011","2010-2011 Fall Semester","40","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.096878","2020-11-13 14:16:15.096828","4ce7f8ee-1252-4bf7-9be9-3092ac80254d","13010"
"MUS-05","255901107","2011","25590110701Trad502MUS0512011","2010-2011 Fall Semester","40","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.105830","2020-11-13 14:16:15.105746","40a00082-100c-4742-bc3b-0b8425ca9949","13012"
"MUS-04","255901107","2011","25590110707Trad503MUS0422011","2010-2011 Spring Semester","38","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.161520","2020-11-13 14:16:15.161463","29054a33-3d82-45f7-b507-800e3f0630bf","13035"
"PE-04","255901107","2011","25590110704TradGYMEPE0422011","2010-2011 Spring Semester","37","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.170581","2020-11-13 14:16:15.170532","b2eb1766-1348-4226-bbe9-c499ea90c7e4","13039"
"PE-02","255901107","2011","25590110706TradGYMEPE0222011","2010-2011 Spring Semester","37","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.179218","2020-11-13 14:16:15.179135","38c77365-1002-4ce7-a433-0a69e70e9e9b","13043"
"PE-05","255901107","2011","25590110703TradGYMEPE0512011","2010-2011 Fall Semester","42","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.188070","2020-11-13 14:16:15.188031","54781ed1-da9a-4eb6-a148-0a1ce9f47d26","13047"
"PE-04","255901107","2011","25590110704TradGYMWPE0422011","2010-2011 Spring Semester","42","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.195394","2020-11-13 14:16:15.195262","0ac8a42b-d326-45c4-aa98-a89190b06b83","13049"
"ELA-06","255901044","2011","25590104401Trad110ELA0612011","2010-2011 Fall Semester","39","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.206361","2020-11-13 14:16:15.206309","0be05e1f-d6e9-4781-abe0-ebdc2ae3f1af","13056"
"ELA-06","255901044","2011","25590104402Trad110ELA0622011","2010-2011 Spring Semester","39","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.213825","2020-11-13 14:16:15.213711","f108119b-a885-4b79-a275-64645985de84","13059"
"ELA-07","255901044","2011","25590104404Trad110ELA0712011","2010-2011 Fall Semester","39","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.222766","2020-11-13 14:16:15.222710","6d548bed-c077-4edf-be35-48a8dc028ec1","13063"
"ELA-08","255901044","2011","25590104407Trad111ELA0822011","2010-2011 Spring Semester","43","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.247093","2020-11-13 14:16:15.246985","ddc15b33-27f6-4247-8de4-2a01fe20662d","13073"
"SCI-06","255901044","2011","25590104404Trad212SCI0612011","2010-2011 Fall Semester","49","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.293369","2020-11-13 14:16:15.293328","0c03a469-41e4-4ee5-ab89-de33d50f480c","13094"
"SCI-06","255901044","2011","25590104405Trad212SCI0622011","2010-2011 Spring Semester","49","305","2011-01-04","2011-05-27",,,,"NULL","2020-11-13 14:16:15.538608","2020-11-13 14:16:15.538531","a95e8b77-dea0-4c11-89c5-8aa0b5509b77","13097"
"SCI-08","255901044","2011","25590104401Trad213SCI0812011","2010-2011 Fall Semester","45","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.547214","2020-11-13 14:16:15.547084","691c8c54-f737-4482-ad64-8d669c2d5894","13100"
"SCI-07","255901044","2011","25590104406Trad213SCI0712011","2010-2011 Fall Semester","45","305","2010-08-23","2010-12-17",,,,"NULL","2020-11-13 14:16:15.560255","2020-11-13 14:16:15.560174","fbd5be44-1371-4568-ad55-d1638e849f8b","13107"
