localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,sequenceofcourse,educationalenvironmentdescriptorid,mediumofinstructiondescriptorid,populationserveddescriptorid,availablecredits,availablecredittypedescriptorid,availablecreditconversion,instructionlanguagedescriptorid,locationschoolid,locationclassroomidentificationcode,officialattendanceperiod,sectionname,discriminator,createdate,lastmodifieddate,id,changeversion
"GEOM","255901001","2011","25590100102Trad221GEOM22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","221",,,"NULL","2020-11-13 14:16:11.499401","2020-11-13 14:16:11.499174","96d2c494-b0bb-4323-a5ee-7fffa35e52b4","12364"
"SPAN-2","255901001","2011","25590100105Trad324SPAN222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","324",,,"NULL","2020-11-13 14:16:11.621626","2020-11-13 14:16:11.618508","4a164976-5031-494b-b23d-2ea84534c719","12389"
"US-HIST","255901001","2011","25590100102Trad123USHIST22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","123",,,"NULL","2020-11-13 14:16:11.641464","2020-11-13 14:16:11.640767","a07ffdfd-db8e-4587-84a3-0c02db0b1613","12394"
"BAND-07","255901044","2011","25590104401Trad310BAND0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.680234","2020-11-13 14:16:11.676761","e9d23228-7b38-4f59-9d51-6424beb63048","12402"
"ELA-07","255901044","2011","25590104403Trad111ELA0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.724834","2020-11-13 14:16:11.721133","c0c13be7-898f-4a59-baa2-afe1cf70e8ec","12410"
"MATH-08","255901044","2011","25590104407Trad211MATH0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:11.845414","2020-11-13 14:16:11.845290","b0c29736-5bc6-414d-b41a-1cdc8a2abe57","12430"
"PE-07","255901044","2011","25590104402TradGYMSPE0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:11.872517","2020-11-13 14:16:11.872328","55fe5aa6-e0c3-48ce-91c5-fe76f323bec5","12437"
"PE-08","255901044","2011","25590104402TradGYMSPE0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:11.884785","2020-11-13 14:16:11.884631","644db491-0a84-4cee-b417-5bf53bd937aa","12441"
"SS-06","255901044","2011","25590104404Trad112SS0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:11.919327","2020-11-13 14:16:11.919157","7ed3c924-d312-4395-9d9a-97b9550fdfc4","12451"
"SS-07","255901044","2011","25590104407Trad113SS0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","113","true",,"NULL","2020-11-13 14:16:11.934125","2020-11-13 14:16:11.933961","cfdf4714-96af-4528-9cdb-0fd2a1b0700e","12456"
"ART-06","255901044","2011","25590104405Trad114ART0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","114","true",,"NULL","2020-11-13 14:16:11.946648","2020-11-13 14:16:11.946413","84052d10-b7b6-4975-95ea-e68fc5457e3e","12460"
"ART-06","255901044","2011","25590104407Trad114ART0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","114","true",,"NULL","2020-11-13 14:16:11.958457","2020-11-13 14:16:11.958157","180b554d-e820-4f18-a6b5-aa6d696da75d","12462"
"ELA-06","255901044","2011","25590104402Trad110ELA0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","110","true",,"NULL","2020-11-13 14:16:11.973771","2020-11-13 14:16:11.973640","ef402712-88dd-4e42-a112-1dcfb240f80c","12469"
"ELA-07","255901044","2011","25590104404Trad111ELA0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.986938","2020-11-13 14:16:11.986721","281993f0-8910-49f3-8b64-fe582c89186e","12473"
"HLTH-07","255901044","2011","25590104402Trad114HLTH0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","114","true",,"NULL","2020-11-13 14:16:12.001761","2020-11-13 14:16:12.001577","34001f76-ba1a-43b9-94d9-5082774b9391","12477"
"HLTH-08","255901044","2011","25590104406Trad115HLTH0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","115","true",,"NULL","2020-11-13 14:16:12.014732","2020-11-13 14:16:12.014590","2b986ed1-04b2-40d6-a4b1-714dcb113a07","12481"
"MATH-06","255901044","2011","25590104404Trad210MATH0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","210","true",,"NULL","2020-11-13 14:16:12.028069","2020-11-13 14:16:12.027904","78a506e3-aa5f-4849-8d21-db101f05c09a","12485"
"MATH-08","255901044","2011","25590104402Trad211MATH0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:12.040958","2020-11-13 14:16:12.040802","c298dc4c-c90a-47c4-ab67-ca431cd137d1","12489"
"PE-06","255901044","2011","25590104401TradGYMNPE0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-N","true",,"NULL","2020-11-13 14:16:12.053869","2020-11-13 14:16:12.053696","36cc9d99-c673-42e0-9c7b-9adaf59c8210","12493"
"PE-07","255901044","2011","25590104402TradGYMSPE0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:12.067038","2020-11-13 14:16:12.066910","11fcf1a6-a009-4405-ab61-20eeb8301b02","12497"
"PE-08","255901044","2011","25590104403TradGYMNPE0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","GYM-S","true",,"NULL","2020-11-13 14:16:12.082176","2020-11-13 14:16:12.082033","2283f4e0-3658-4824-9cdc-87b052f958d6","12500"
"SCI-07","255901044","2011","25590104405Trad213SCI0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:12.097792","2020-11-13 14:16:12.097651","b4d2a48b-073e-4a1a-880c-f712fafca83b","12505"
"SCI-08","255901044","2011","25590104402Trad213SCI0822011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","213","true",,"NULL","2020-11-13 14:16:12.110343","2020-11-13 14:16:12.110215","81eb1d13-346f-4ef7-9baf-3a49cbdac015","12509"
"SS-06","255901044","2011","25590104405Trad112SS0622011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:12.122884","2020-11-13 14:16:12.122723","b42ec15c-7dc7-436a-a704-1cc058521748","12513"
"SS-07","255901044","2011","25590104407Trad112SS0722011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901044","112","true",,"NULL","2020-11-13 14:16:12.136485","2020-11-13 14:16:12.136349","8a31ee08-3802-4b39-bc09-e20b0331e204","12517"
"ART-01","255901107","2011","25590110702Trad504ART0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","504",,,"NULL","2020-11-13 14:16:12.149620","2020-11-13 14:16:12.149495","20785a68-d702-47b5-8b77-7e221b01b991","12521"
"ART-02","255901107","2011","25590110704Trad504ART0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","504",,,"NULL","2020-11-13 14:16:12.161367","2020-11-13 14:16:12.161222","20261386-57b9-4f37-a23b-8f5fc3794a84","12524"
"ART-03","255901107","2011","25590110702Trad505ART0312011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","505",,,"NULL","2020-11-13 14:16:12.174274","2020-11-13 14:16:12.174145","39400c0d-e2a6-4692-ac23-26927d29b0b2","12528"
"ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","102",,,"NULL","2020-11-13 14:16:12.222499","2020-11-13 14:16:12.222253","20fe0249-1605-4392-b4a8-e9638a297f6d","12541"
"ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","106",,,"NULL","2020-11-13 14:16:12.236574","2020-11-13 14:16:12.236333","730d13ed-10ba-4fdf-bd0d-3fbb948088f4","12545"
"ELA-04","255901107","2011","25590110701Trad205ELA0412011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","205",,,"NULL","2020-11-13 14:16:12.252899","2020-11-13 14:16:12.252754","efef6b76-5db6-4c4f-a2fa-fc6f6fe56a66","12552"
"ELA-05","255901107","2011","25590110702Trad301ELA0512011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","301",,,"NULL","2020-11-13 14:16:12.265388","2020-11-13 14:16:12.265274","d714b715-e4e2-4a10-8cf3-35195418cb6c","12556"
"MATH-01","255901107","2011","25590110702Trad103MATH0112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","103",,,"NULL","2020-11-13 14:16:12.278564","2020-11-13 14:16:12.278445","7d362a08-9811-44c8-aa71-5211bb23dbdf","12560"
"MATH-02","255901107","2011","25590110702Trad107MATH0212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901107","107",,,"NULL","2020-11-13 14:16:12.292489","2020-11-13 14:16:12.292312","8fefe09d-b348-4e3d-94c2-b58454c6b040","12564"
"GOVT","255901001","2011","25590100107Trad122GOVT12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","122",,,"NULL","2020-11-13 14:16:11.249089","2020-11-13 14:16:11.248918","59a31c66-f57d-4330-b281-66fda7cf2688","12291"
"HLTH-ED","255901001","2011","25590100105Trad320HLTHED12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","320",,,"NULL","2020-11-13 14:16:11.255471","2020-11-13 14:16:11.255190","5968e7cd-0b9e-4a0a-9d2b-0e2377d0034b","12292"
"HUMT","255901001","2011","25590100106Trad321HUMT12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","321",,,"NULL","2020-11-13 14:16:11.269501","2020-11-13 14:16:11.269091","81c34184-1e9e-4392-8c58-868454f46866","12296"
"PHYSICS","255901001","2011","25590100101Trad223PHYSICS12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","223",,,"NULL","2020-11-13 14:16:11.284163","2020-11-13 14:16:11.283828","0218a8fd-31a1-4b70-95d0-708ae2b72a1b","12302"
"PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","221",,,"NULL","2020-11-13 14:16:11.295852","2020-11-13 14:16:11.295686","f749a2a6-9c70-438d-8b37-3925e864cd86","12304"
"SPAN-1","255901001","2011","25590100102Trad324SPAN112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","324",,,"NULL","2020-11-13 14:16:11.306116","2020-11-13 14:16:11.305869","52c20bfb-8d32-462a-b873-32f61d5c1a49","12307"
"SPAN-2","255901001","2011","25590100101Trad324SPAN212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","324",,,"NULL","2020-11-13 14:16:11.310303","2020-11-13 14:16:11.310005","006da348-78bb-498e-9da5-32d7fca9ebc3","12310"
"TAMULTIM","255901001","2011","25590100103Trad323TAMULTIM1201","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.329604","2020-11-13 14:16:11.329427","4af8ba76-9208-4ca8-b02a-c7687f09b299","12313"
"US-HIST","255901001","2011","25590100101Trad123USHIST12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","123",,,"NULL","2020-11-13 14:16:11.338611","2020-11-13 14:16:11.338216","1e8cdc30-3d10-4f33-8404-20e32232be44","12316"
"US-HIST","255901001","2011","25590100107Trad123USHIST12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","123",,,"NULL","2020-11-13 14:16:11.345793","2020-11-13 14:16:11.345632","d1fd227e-25f7-481c-9a51-f64c7ba0d94f","12318"
"WGEO","255901001","2011","25590100104Trad122WGEO12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","122",,,"NULL","2020-11-13 14:16:11.350935","2020-11-13 14:16:11.350736","558ae9fb-527e-4084-9fbd-1adc17d30ea1","12319"
"ALG-1","255901001","2011","25590100102Trad220ALG122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","220",,"Algebra 1","NULL","2020-11-13 14:16:11.363490","2020-11-13 14:16:11.363321","e0d38862-dc59-43dc-b891-64d224e6d8be","12322"
"ALG-2","255901001","2011","25590100105Trad220ALG222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","220",,,"NULL","2020-11-13 14:16:11.377223","2020-11-13 14:16:11.377053","39a790c7-b0bf-4d35-a0eb-3cd9ca91b3d3","12326"
"ART-1","255901001","2011","25590100102Trad322ART122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","322",,,"NULL","2020-11-13 14:16:11.390377","2020-11-13 14:16:11.390095","5d0a1a97-05be-4991-929c-9c2e52b21329","12329"
"ART3-EM","255901001","2011","25590100106Trad323ART3EM22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.404004","2020-11-13 14:16:11.403796","9c781dd7-323e-4ef3-ab85-d526130b8120","12334"
"BIO","255901001","2011","25590100105Trad222BIO22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","222",,,"NULL","2020-11-13 14:16:11.417768","2020-11-13 14:16:11.417542","06ac5b3a-96ae-4531-bb2b-3edf250564ed","12339"
"CHEM","255901001","2011","25590100104Trad223CHEM22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","223",,,"NULL","2020-11-13 14:16:11.430136","2020-11-13 14:16:11.429937","0d6276fa-87e5-4558-b6d8-36e7656c9f0e","12341"
"ECO-FE","255901001","2011","25590100102Trad124ECOFE22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","124",,,"NULL","2020-11-13 14:16:11.444511","2020-11-13 14:16:11.444307","32269271-a595-4d2f-9f3a-ee962656d6f6","12346"
"ENG-1","255901001","2011","25590100102Trad120ENG122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","120",,,"NULL","2020-11-13 14:16:11.457317","2020-11-13 14:16:11.457070","a37d1383-524b-4769-983b-2e9320eae3ba","12349"
"ENG-2","255901001","2011","25590100106Trad120ENG222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","120",,,"NULL","2020-11-13 14:16:11.471113","2020-11-13 14:16:11.470931","65ab7b7e-ebf6-492a-9f93-4a930f5cb33e","12354"
"ENG-3","255901001","2011","25590100103Trad121ENG322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","121",,,"NULL","2020-11-13 14:16:11.484875","2020-11-13 14:16:11.484575","c6671384-4a4d-46de-b10d-f63b5234be28","12358"
"ENVIRSYS","255901001","2011","25590100101Trad222ENVIRSYS2201","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","222",,,"NULL","2020-11-13 14:16:11.496985","2020-11-13 14:16:11.496787","15356fb6-af54-496e-aca0-4144890d8650","12361"
"GEOM","255901001","2011","25590100103Trad221GEOM22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","221",,,"NULL","2020-11-13 14:16:11.511070","2020-11-13 14:16:11.510670","d8cfc456-028d-485c-8515-32c162cab7dd","12365"
"GOVT","255901001","2011","25590100107Trad122GOVT22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","122",,,"NULL","2020-11-13 14:16:11.524927","2020-11-13 14:16:11.524528","a43f30e3-8c04-454c-aef3-b340358be9a5","12369"
"HLTH-ED","255901001","2011","25590100107Trad320HLTHED22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","320",,,"NULL","2020-11-13 14:16:11.537350","2020-11-13 14:16:11.536364","0de84b0c-50ed-49e3-8358-6fe84ec8fbda","12372"
"PHOTJOUR","255901001","2011","25590100101Trad124PHOTJOUR2201","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","124",,,"NULL","2020-11-13 14:16:11.551587","2020-11-13 14:16:11.551305","3c07187f-18f6-47c0-a9f5-3fd385b1baf8","12376"
"PHYSICS","255901001","2011","25590100101Trad223PHYSICS22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","223",,,"NULL","2020-11-13 14:16:11.562187","2020-11-13 14:16:11.561824","23c31627-36ea-4872-a8cc-b35a02bcd1c4","12379"
"PRE-CALC","255901001","2011","25590100105Trad221PRECALC22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","221",,,"NULL","2020-11-13 14:16:11.577213","2020-11-13 14:16:11.576809","cf053516-01b3-462a-aae7-8df2387bc4ca","12382"
"PRE-CALC","255901001","2011","25590100107Trad221PRECALC22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","221",,,"NULL","2020-11-13 14:16:11.590627","2020-11-13 14:16:11.590385","99f8d50c-0c50-498b-9709-064a857d1ce5","12383"
"SPAN-1","255901001","2011","25590100102Trad324SPAN122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","324",,,"NULL","2020-11-13 14:16:11.595812","2020-11-13 14:16:11.595482","3f65d7d5-6cba-40d1-86d7-5e5a6686804f","12385"
"SPAN-2","255901001","2011","25590100101Trad324SPAN222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","324",,,"NULL","2020-11-13 14:16:11.607810","2020-11-13 14:16:11.607513","8e008a43-2f5f-4b84-8e38-b4c99c123921","12387"
"TAMULTIM","255901001","2011","25590100103Trad323TAMULTIM2201","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.623470","2020-11-13 14:16:11.621405","404e7d26-a9e5-4cf9-b21b-4e0a5e0e9add","12390"
"US-HIST","255901001","2011","25590100107Trad123USHIST22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","123",,,"NULL","2020-11-13 14:16:11.645837","2020-11-13 14:16:11.645683","7921b2ed-f44f-4dd3-b72c-bc820f8d77a9","12395"
"WGEO","255901001","2011","25590100104Trad122WGEO22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","122",,,"NULL","2020-11-13 14:16:11.659048","2020-11-13 14:16:11.658861","7d0b06b1-1305-4062-bc6e-974242a21192","12397"
"ART-06","255901044","2011","25590104405Trad114ART0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","114","true",,"NULL","2020-11-13 14:16:11.680644","2020-11-13 14:16:11.680293","150b07b8-5edb-479e-9f40-1fc31cc2c5de","12403"
"BAND-08","255901044","2011","25590104401Trad310BAND0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.693345","2020-11-13 14:16:11.693134","34d92022-7ce2-492c-b6f0-4d0b9c365b1f","12404"
"BAND-08","255901044","2011","25590104402Trad310BAND0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","310","true",,"NULL","2020-11-13 14:16:11.702132","2020-11-13 14:16:11.701891","62e56b6c-653d-424b-951c-6cb63ca12ded","12406"
"ELA-06","255901044","2011","25590104401Trad110ELA0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","110","true",,"NULL","2020-11-13 14:16:11.721418","2020-11-13 14:16:11.719273","6785dba5-6a26-4671-b066-5c7bd624a944","12409"
"ELA-08","255901044","2011","25590104405Trad111ELA0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.742312","2020-11-13 14:16:11.741472","33185b7c-95e2-4eb5-a593-49aa002d09ac","12412"
"ELA-08","255901044","2011","25590104406Trad111ELA0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.750230","2020-11-13 14:16:11.749968","8b733302-bc8c-4fc0-95ad-4c8975b3fa77","12415"
"ELA-08","255901044","2011","25590104407Trad111ELA0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","111","true",,"NULL","2020-11-13 14:16:11.762088","2020-11-13 14:16:11.760377","1b13e042-5533-478a-924b-81c2591b3078","12416"
"HLTH-08","255901044","2011","25590104405Trad115HLTH0812011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","115","true",,"NULL","2020-11-13 14:16:11.805780","2020-11-13 14:16:11.805520","8b087d64-3bcb-4a2b-84ad-174940c83173","12420"
"MATH-06","255901044","2011","25590104403Trad210MATH0612011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","210","true",,"NULL","2020-11-13 14:16:11.814996","2020-11-13 14:16:11.814811","c6834ece-3e21-486e-a338-d5150b1a0814","12423"
"MATH-07","255901044","2011","25590104405Trad210MATH0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","210","true",,"NULL","2020-11-13 14:16:11.831709","2020-11-13 14:16:11.826719","49d96c28-7073-4a7a-b6e1-b7222cb0a787","12426"
"MATH-07","255901044","2011","25590104405Trad211MATH0712011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901044","211","true",,"NULL","2020-11-13 14:16:11.842654","2020-11-13 14:16:11.842432","ba63c2a8-1874-4764-b222-77e2d98cae89","12427"
"HLTH-ED","255901001","2011","25590100107Trad320HLTHED12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","320",,,"NULL","2020-11-13 14:16:11.256698","2020-11-13 14:16:11.256542","f9ec7940-e514-48c6-9d21-2bc47c5fd58b","12294"
"PHOTJOUR","255901001","2011","25590100101Trad124PHOTJOUR1201","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","124",,,"NULL","2020-11-13 14:16:11.270183","2020-11-13 14:16:11.270023","af5d01c2-d26d-4649-a7ba-47e22f4165c2","12298"
"PHOTJOUR","255901001","2011","25590100107Trad124PHOTJOUR1201","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","124",,,"NULL","2020-11-13 14:16:11.283522","2020-11-13 14:16:11.283312","9ed95eec-e07b-48fe-a5a0-87d8da703145","12300"
"PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","221",,,"NULL","2020-11-13 14:16:11.297428","2020-11-13 14:16:11.297242","2b6ebd90-8e4d-4c70-8369-8ed7772564d8","12306"
"SPAN-1","255901001","2011","25590100104Trad324SPAN112011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","324",,,"NULL","2020-11-13 14:16:11.310043","2020-11-13 14:16:11.309557","698f2174-8cda-47cf-b7d4-ee3cff99460c","12309"
"SPAN-2","255901001","2011","25590100107Trad325SPAN212011","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","325",,,"NULL","2020-11-13 14:16:11.325335","2020-11-13 14:16:11.325123","b9f3e44b-b991-4538-9654-3337d3027e06","12311"
"TAMULTIM","255901001","2011","25590100104Trad323TAMULTIM1201","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.333382","2020-11-13 14:16:11.333211","8f14c96c-439a-431c-af1f-4b57b707f535","12314"
"TAMULTIM","255901001","2011","25590100105Trad323TAMULTIM1201","2010-2011 Fall Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.337977","2020-11-13 14:16:11.337691","5588f047-88b2-4096-834d-a6f65ca49432","12315"
"ALG-1","255901001","2011","25590100103Trad220ALG122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","220",,"Algebra 1","NULL","2020-11-13 14:16:11.364541","2020-11-13 14:16:11.364340","4432a5f6-839a-4c01-bac1-53a9dbad9f87","12323"
"ALG-2","255901001","2011","25590100107Trad220ALG222011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","220",,,"NULL","2020-11-13 14:16:11.377300","2020-11-13 14:16:11.377126","3f6d7050-9b32-4025-86bc-de4cfc7c8b65","12325"
"ART2-EM","255901001","2011","25590100103Trad322ART2EM22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","322",,,"NULL","2020-11-13 14:16:11.391390","2020-11-13 14:16:11.391246","1ab9511b-a6dd-44a3-a302-35572f970847","12331"
"ART3-EM","255901001","2011","25590100107Trad323ART3EM22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","323",,,"NULL","2020-11-13 14:16:11.405330","2020-11-13 14:16:11.405155","7d7090d2-5607-4b49-83ce-35afb2dac4ff","12335"
"BIO","255901001","2011","25590100103Trad222BIO22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","222",,,"NULL","2020-11-13 14:16:11.417199","2020-11-13 14:16:11.417071","6dc85501-beca-402c-80a6-60f082e3c336","12338"
"CREAT-WR","255901001","2011","25590100102Trad321CREATWR22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","321",,,"NULL","2020-11-13 14:16:11.432327","2020-11-13 14:16:11.432121","7fdc432e-73bb-40c2-91ad-c23ca3afde77","12344"
"ECO-FE","255901001","2011","25590100103Trad124ECOFE22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","124",,,"NULL","2020-11-13 14:16:11.446115","2020-11-13 14:16:11.445940","f19da9ee-af5a-46a4-85d6-d5601b46a56c","12347"
"ENG-1","255901001","2011","25590100103Trad120ENG122011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","120",,,"NULL","2020-11-13 14:16:11.458248","2020-11-13 14:16:11.458013","3878b82a-9328-40f5-b4ce-6454faa144a2","12351"
"ENG-3","255901001","2011","25590100102Trad121ENG322011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","121",,,"NULL","2020-11-13 14:16:11.472485","2020-11-13 14:16:11.472311","55597126-c1a0-4b18-a610-48c4daab4b85","12355"
"ENG-4","255901001","2011","25590100105Trad121ENG422011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","121",,,"NULL","2020-11-13 14:16:11.484880","2020-11-13 14:16:11.484736","543c2997-ff62-4c86-b230-057b5e3596f5","12359"
"ENVIRSYS","255901001","2011","25590100107Trad222ENVIRSYS2201","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","222",,,"NULL","2020-11-13 14:16:11.498194","2020-11-13 14:16:11.498008","0ac410eb-9a55-4eff-bd77-6a5662f8e481","12363"
"GEOM","255901001","2011","25590100104Trad221GEOM22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","221",,,"NULL","2020-11-13 14:16:11.512828","2020-11-13 14:16:11.512445","f4f7d878-b392-4600-94d1-3244b7a795a3","12367"
"HLTH-ED","255901001","2011","25590100105Trad320HLTHED22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","320",,,"NULL","2020-11-13 14:16:11.526460","2020-11-13 14:16:11.526218","e17a6b5f-bcff-40c7-bcd2-4551fbd940d7","12370"
"HUMT","255901001","2011","25590100104Trad321HUMT22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","321",,,"NULL","2020-11-13 14:16:11.540110","2020-11-13 14:16:11.539931","fdfa3d75-1dac-4d03-b96e-0a6a1de8fe63","12374"
"PHYSICS","255901001","2011","25590100107Trad223PHYSICS22011","2010-2011 Spring Semester","1","810",,,"1.000",,,,"255901001","223",,,"NULL","2020-11-13 14:16:11.570831","2020-11-13 14:16:11.570529","213daf50-ac9e-4e5f-874d-53d3420ed5ae","12380"
