descriptorid,namespace,codevalue,shortdescription,description,priordescriptorid,effectivebegindate,effectiveenddate,createdate,lastmodifieddate,id,changeversion
"664","uri://ed-fi.org/CredentialFieldDescriptor","Physical Education","Physical Education","Physical Education",,,,"2020-11-13 14:14:53.234076","2020-11-13 14:14:53.234054","47f4626c-de10-4c66-a091-b05556a0ff7e","724"
"666","uri://ed-fi.org/CredentialFieldDescriptor","Psychology","Psychology","Psychology",,,,"2020-11-13 14:14:53.239450","2020-11-13 14:14:53.239404","452ea068-9929-4f87-a92b-da08fe29b4d0","726"
"669","uri://ed-fi.org/CredentialFieldDescriptor","Master Teacher","Master Teacher","Master Teacher",,,,"2020-11-13 14:14:53.243866","2020-11-13 14:14:53.243823","404de473-d26b-4a10-9bc1-01a6ca47b915","729"
"670","uri://ed-fi.org/CredentialTypeDescriptor","Endorsement","Endorsement","Endorsement",,,,"2020-11-13 14:14:53.288946","2020-11-13 14:14:53.287715","c29ed69c-3e2e-4e60-a870-5a1656afaa35","730"
"675","uri://gbisd.edu/CreditCategoryDescriptor","Honors","Honors","Honors",,,,"2020-11-13 14:14:53.350599","2020-11-13 14:14:53.349208","28ff1d0b-8023-431f-98e5-5ffbdd0afaed","735"
"680","uri://ed-fi.org/CreditTypeDescriptor","Converted occupational experience credit","Converted occupational experience credit","Converted occupational experience credit",,,,"2020-11-13 14:14:53.395447","2020-11-13 14:14:53.394248","e864f91b-ed91-489e-b860-c55a24270ad6","740"
"685","uri://ed-fi.org/CreditTypeDescriptor","Correspondence credit","Correspondence credit","Correspondence credit",,,,"2020-11-13 14:14:53.645087","2020-11-13 14:14:53.645033","09787d06-2fc9-4e43-8b9e-b98dbc569e35","745"
"689","uri://ed-fi.org/CreditTypeDescriptor","Other","Other","Other",,,,"2020-11-13 14:14:53.657445","2020-11-13 14:14:53.657360","8bfe8380-6840-4dbd-88fc-18c1bce2a5c3","749"
"693","uri://ed-fi.org/CreditTypeDescriptor","Summer term hour credit","Summer term hour credit","Summer term hour credit",,,,"2020-11-13 14:14:53.666176","2020-11-13 14:14:53.666123","402bda97-80c2-44b3-b78f-27c835794cac","753"
"697","uri://ed-fi.org/CTEProgramServiceDescriptor","Agriculture, Food and Natural Resources","Agriculture, Food and Natural Resources","Agriculture, Food and Natural Resources",,,,"2020-11-13 14:14:53.709666","2020-11-13 14:14:53.708455","aef0999d-b8b7-41f5-a89e-e01e9a0eb15a","757"
"703","uri://ed-fi.org/CTEProgramServiceDescriptor","Finance","Finance","Finance",,,,"2020-11-13 14:14:53.720932","2020-11-13 14:14:53.720879","ed664fec-aae0-43bf-b818-0f71f6e11b8a","763"
"704","uri://ed-fi.org/CTEProgramServiceDescriptor","Hospitality and Tourism","Hospitality and Tourism","Hospitality and Tourism",,,,"2020-11-13 14:14:53.727467","2020-11-13 14:14:53.727412","4bd38447-71f7-4919-bf0e-0814efac44aa","764"
"626","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Advanced","Advanced","Advanced",,,,"2020-11-13 14:14:52.626534","2020-11-13 14:14:52.625128","abc00acf-ae64-4c65-b29f-78cfca44c36d","686"
"620","uri://ed-fi.org/CourseIdentificationSystemDescriptor","Intermediate agency course code","Intermediate agency course code","Intermediate agency course code",,,,"2020-11-13 14:14:52.571215","2020-11-13 14:14:52.570722","8e9080d2-ce01-4ca0-ba3e-c6b3867a50e4","680"
"622","uri://ed-fi.org/CourseIdentificationSystemDescriptor","SCED course code","SCED course code","SCED course code",,,,"2020-11-13 14:14:52.577982","2020-11-13 14:14:52.577940","4f587981-a675-462c-8738-df69693e1405","682"
"627","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Basic","Basic","Basic",,,,"2020-11-13 14:14:52.626534","2020-11-13 14:14:52.625135","d19ceeec-e281-452d-b3d1-63db001f99cd","687"
"632","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","College-level","College-level","College-level",,,,"2020-11-13 14:14:52.636728","2020-11-13 14:14:52.636686","a0b53c66-4479-44b6-b640-3b6432c1ab4e","692"
"637","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","General","General","General",,,,"2020-11-13 14:14:52.646883","2020-11-13 14:14:52.646843","b17b48f5-0dfa-467a-aaff-23bbdd29349f","697"
"639","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Graduation Credit","Graduation Credit","Graduation Credit",,,,"2020-11-13 14:14:52.652572","2020-11-13 14:14:52.652501","be6e1f48-a835-496e-94ce-95b90d8b12d8","699"
"642","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Magnet","Magnet","Magnet",,,,"2020-11-13 14:14:52.658686","2020-11-13 14:14:52.658650","10ee43a4-0589-447e-ab2f-c9c7ebd9155b","702"
"645","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Pre-IB","Pre-IB","Pre-IB",,,,"2020-11-13 14:14:52.661618","2020-11-13 14:14:52.661569","200e0b1b-a051-41c1-abe9-3e206d554988","705"
"647","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Students with disabilities","Students with disabilities","Students with disabilities",,,,"2020-11-13 14:14:52.667109","2020-11-13 14:14:52.667071","c5217c19-1daa-46a4-979b-1c03c512094a","707"
"652","uri://ed-fi.org/CourseRepeatCodeDescriptor","Repeat NotCounted","Repeat NotCounted","Repeat NotCounted",,,,"2020-11-13 14:14:52.710889","2020-11-13 14:14:52.709556","0b9e05f3-d9d0-4a50-a47f-4606c43d6cee","712"
"656","uri://ed-fi.org/CredentialFieldDescriptor","Computer Science","Computer Science","Computer Science",,,,"2020-11-13 14:14:52.990568","2020-11-13 14:14:52.989375","3746e3e1-c41b-4e1d-915b-065a99a7f2c5","716"
"659","uri://ed-fi.org/CredentialFieldDescriptor","Life and Physical Sciences","Life and Physical Sciences","Life and Physical Sciences",,,,"2020-11-13 14:14:53.225295","2020-11-13 14:14:53.225257","6802db8d-ea02-4693-8ebd-029f0ecc52fb","719"
"662","uri://ed-fi.org/CredentialFieldDescriptor","Social Studies","Social Studies","Social Studies",,,,"2020-11-13 14:14:53.231969","2020-11-13 14:14:53.231915","36d3538c-081e-4f8d-8550-65b3eb81e2e7","722"
"667","uri://ed-fi.org/CredentialFieldDescriptor","Bilingual Generalist-Spanish","Bilingual Generalist-Spanish","Bilingual Generalist-Spanish",,,,"2020-11-13 14:14:53.240719","2020-11-13 14:14:53.240601","81c84819-fa88-4ccd-9a2d-ea9d39b8497b","727"
"671","uri://ed-fi.org/CredentialTypeDescriptor","Certification","Certification","Certification",,,,"2020-11-13 14:14:53.288947","2020-11-13 14:14:53.287726","765d6c14-17a1-45cd-9c2b-2f88c4bcd27d","731"
"677","uri://gbisd.edu/CreditCategoryDescriptor","Dual Credit","Dual Credit","Dual Credit",,,,"2020-11-13 14:14:53.350600","2020-11-13 14:14:53.349216","37a4dc49-2e6d-4d4c-a49a-e46085b89751","737"
"679","uri://ed-fi.org/CreditTypeDescriptor","Career and Technical Education credit","Career and Technical Education credit","Career and Technical Education credit",,,,"2020-11-13 14:14:53.395446","2020-11-13 14:14:53.394239","2d312417-882b-4a55-97c7-38d52b0f697a","739"
"683","uri://ed-fi.org/CreditTypeDescriptor","Intersession hour credit","Intersession hour credit","Intersession hour credit",,,,"2020-11-13 14:14:53.643910","2020-11-13 14:14:53.643820","8b166815-f7fc-4424-b33b-a474b413b6d2","743"
"690","uri://ed-fi.org/CreditTypeDescriptor","Quarter hour credit","Quarter hour credit","Quarter hour credit",,,,"2020-11-13 14:14:53.657791","2020-11-13 14:14:53.657547","3198953b-435d-4337-9001-443cd4ba603b","750"
"694","uri://ed-fi.org/CreditTypeDescriptor","Trimester hour credit","Trimester hour credit","Trimester hour credit",,,,"2020-11-13 14:14:53.666547","2020-11-13 14:14:53.666495","62b6b6d8-10f5-4f8a-9953-6ff0d1acf8fa","754"
"696","uri://ed-fi.org/CTEProgramServiceDescriptor","Arts, A/V Technology and Communications","Arts, A/V Technology and Communications","Arts, A/V Technology and Communications",,,,"2020-11-13 14:14:53.709675","2020-11-13 14:14:53.708468","863650c6-9fc3-4756-a065-be5805b93e21","756"
"701","uri://ed-fi.org/CTEProgramServiceDescriptor","Government and Public Administration","Government and Public Administration","Government and Public Administration",,,,"2020-11-13 14:14:53.719882","2020-11-13 14:14:53.719789","bfb15ba9-4006-40dd-a05b-5fbdf9919170","761"
"706","uri://ed-fi.org/CTEProgramServiceDescriptor","Law, Public Safety, Corrections and Security","Law, Public Safety, Corrections and Security","Law, Public Safety, Corrections and Security",,,,"2020-11-13 14:14:53.730042","2020-11-13 14:14:53.730000","c32a7377-00c8-447b-98a9-8a63ab639034","766"
"709","uri://ed-fi.org/CTEProgramServiceDescriptor","Marketing, Sales and Service","Marketing, Sales and Service","Marketing, Sales and Service",,,,"2020-11-13 14:14:53.736560","2020-11-13 14:14:53.736466","fa1a7eb6-8f68-46bc-9c9a-aae2950cd02a","769"
"716","uri://ed-fi.org/CurriculumUsedDescriptor","Creative curriculum preschool","Creative curriculum preschool","Creative curriculum preschool",,,,"2020-11-13 14:14:53.785344","2020-11-13 14:14:53.783400","36639515-1701-4934-bdc5-94a401bef288","776"
"719","uri://ed-fi.org/CurriculumUsedDescriptor","Locally designed curriculum","Locally designed curriculum","Locally designed curriculum",,,,"2020-11-13 14:14:53.795980","2020-11-13 14:14:53.795907","c76782b1-c23a-4efe-a4cc-e79ee38a7c84","779"
"724","uri://ed-fi.org/DeliveryMethodDescriptor","Small Group","Small Group","Small Group",,,,"2020-11-13 14:14:53.847606","2020-11-13 14:14:53.846335","21bc240a-96e7-4c8f-84e1-8d3dfe1e3b4f","784"
"730","uri://ed-fi.org/DiplomaLevelDescriptor","Minimum","Minimum","Minimum",,,,"2020-11-13 14:14:53.906986","2020-11-13 14:14:53.906947","b51a9233-4688-449a-9510-b5296d50fa8b","790"
"733","uri://ed-fi.org/DiplomaLevelDescriptor","Summa cum laude","Summa cum laude","Summa cum laude",,,,"2020-11-13 14:14:53.915721","2020-11-13 14:14:53.915679","5e7e2a2e-058d-41ac-9a9f-02095daecfd2","793"
"738","uri://ed-fi.org/DiplomaTypeDescriptor","Certificate of attendance","Certificate of attendance","Certificate of attendance",,,,"2020-11-13 14:14:53.960700","2020-11-13 14:14:53.959502","e1621205-03e8-4c0d-9040-19e701a46c3c","798"
"740","uri://ed-fi.org/DiplomaTypeDescriptor","Certificate of completion","Certificate of completion","Certificate of completion",,,,"2020-11-13 14:14:53.970407","2020-11-13 14:14:53.970351","4d442947-cbe4-4e6c-85c8-f6b9d641a28c","800"
"746","uri://ed-fi.org/DiplomaTypeDescriptor","International Baccalaureate","International Baccalaureate","International Baccalaureate",,,,"2020-11-13 14:14:53.980495","2020-11-13 14:14:53.980455","7c66f512-c615-4931-ab4d-a1806aac6a95","806"
"749","uri://ed-fi.org/DiplomaTypeDescriptor","Regents diploma","Regents diploma","Regents diploma",,,,"2020-11-13 14:14:53.986982","2020-11-13 14:14:53.986928","5a20036f-ca47-44ca-ba9c-39b08c99a7cd","809"
"752","uri://ed-fi.org/DisabilityDescriptor","Intellectual Disability","Intellectual Disability","Intellectual Disability",,,,"2020-11-13 14:14:54.033621","2020-11-13 14:14:54.032448","372457af-5d11-4ff4-9cd3-fd0371a5d55c","812"
"757","uri://ed-fi.org/DisabilityDescriptor","Motor impairment","Motor impairment","Motor impairment",,,,"2020-11-13 14:14:54.042934","2020-11-13 14:14:54.042848","2115a597-28ae-4dd5-a62e-2f8ad7638857","817"
"763","uri://ed-fi.org/DisabilityDescriptor","Other Health Impairment","Other Health Impairment","Other Health Impairment",,,,"2020-11-13 14:14:54.051439","2020-11-13 14:14:54.051378","77846c2e-251a-4d8c-9d37-3fd2473e9e1b","823"
"767","uri://ed-fi.org/DisabilityDescriptor","Sensory impairment","Sensory impairment","Sensory impairment",,,,"2020-11-13 14:14:54.059991","2020-11-13 14:14:54.059971","a163ff7d-2118-425e-867d-8cb83c39e880","827"
"770","uri://ed-fi.org/DisabilityDescriptor","Visual Impairment, including Blindness","Visual Impairment, including Blindness","Visual Impairment, including Blindness",,,,"2020-11-13 14:14:54.067531","2020-11-13 14:14:54.067497","0ac7e1ca-3993-4421-95f9-b61c811bdcb7","830"
"773","uri://ed-fi.org/DisabilityDesignationDescriptor","Other","Other","Other",,,,"2020-11-13 14:14:54.118271","2020-11-13 14:14:54.116766","9bef3673-98a0-4d93-b063-39e2c07fbdc5","833"
"776","uri://ed-fi.org/DisabilityDeterminationSourceTypeDescriptor","By licensed physical therapist","By licensed physical therapist","By licensed physical therapist",,,,"2020-11-13 14:14:54.126964","2020-11-13 14:14:54.126916","429e6049-b627-439a-a649-5880060b3f87","836"
"780","uri://ed-fi.org/DisabilityDeterminationSourceTypeDescriptor","Other","Other","Other",,,,"2020-11-13 14:14:54.364079","2020-11-13 14:14:54.364022","8b7634c5-5146-4b33-8b0d-4e527e4b8e5a","840"
"784","uri://ed-fi.org/DisciplineActionLengthDifferenceReasonDescriptor","School Year Ended","School Year Ended","School Year Ended",,,,"2020-11-13 14:14:54.416579","2020-11-13 14:14:54.415393","ccbb931c-ba5a-4344-a334-11eeb6053bb1","844"
"630","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Career and Technical Education","Career and Technical Education","Career and Technical Education",,,,"2020-11-13 14:14:52.636728","2020-11-13 14:14:52.636660","8153cde9-f5a5-44dd-b0ad-e6a0491082dc","690"
"634","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Distance Learning","Distance Learning","Distance Learning",,,,"2020-11-13 14:14:52.644737","2020-11-13 14:14:52.644604","e29adc6c-7f8f-4052-86b6-9279e1bef506","694"
"640","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Honors","Honors","Honors",,,,"2020-11-13 14:14:52.653835","2020-11-13 14:14:52.653794","389746e2-6b25-47c7-8fcd-5adc988134f9","700"
"644","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Pre-AP","Pre-AP","Pre-AP",,,,"2020-11-13 14:14:52.660318","2020-11-13 14:14:52.660280","2932cb82-5277-4d0b-adbc-ed36ed46c042","704"
"646","uri://ed-fi.org/CourseLevelCharacteristicDescriptor","Remedial","Remedial","Remedial",,,,"2020-11-13 14:14:52.665986","2020-11-13 14:14:52.665756","5ad988d3-f0b2-478e-8307-934047b70152","706"
"650","uri://ed-fi.org/CourseRepeatCodeDescriptor","Not Counted Other","Not Counted Other","Not Counted Other",,,,"2020-11-13 14:14:52.710889","2020-11-13 14:14:52.709550","c2099380-9e19-43d8-8dc6-1f473a4d0288","710"
"654","uri://ed-fi.org/CourseRepeatCodeDescriptor","Replacement Counted","Replacement Counted","Replacement Counted",,,,"2020-11-13 14:14:52.954244","2020-11-13 14:14:52.954202","3cb7f84a-6a78-4d92-a268-cd74168f474d","714"
"658","uri://ed-fi.org/CredentialFieldDescriptor","Bilingual","Bilingual","Bilingual",,,,"2020-11-13 14:14:53.223263","2020-11-13 14:14:53.223187","5dd14717-d80c-4662-ba41-bcd5ec75c22d","718"
"663","uri://ed-fi.org/CredentialFieldDescriptor","Music","Music","Music",,,,"2020-11-13 14:14:53.233752","2020-11-13 14:14:53.233678","238e38ed-a62a-49a6-82dd-e72b5cbae1bb","723"
"665","uri://ed-fi.org/CredentialFieldDescriptor","Health","Health","Health",,,,"2020-11-13 14:14:53.237162","2020-11-13 14:14:53.237137","a7219ac3-be28-494a-8714-283a6387aa3d","725"
"668","uri://ed-fi.org/CredentialFieldDescriptor","Elementary Education","Elementary Education","Elementary Education",,,,"2020-11-13 14:14:53.241551","2020-11-13 14:14:53.241505","7eda481e-1d46-4977-b674-880350a54588","728"
"673","uri://ed-fi.org/CredentialTypeDescriptor","Licensure","Licensure","Licensure",,,,"2020-11-13 14:14:53.289366","2020-11-13 14:14:53.287707","6d3b88e5-0654-4198-bde3-49d982c5f153","733"
"674","uri://ed-fi.org/CredentialTypeDescriptor","Registration","Registration","Registration",,,,"2020-11-13 14:14:53.299399","2020-11-13 14:14:53.299347","4c7bd43f-3ad0-4ae4-b9ff-2bb9bb248c38","734"
"676","uri://gbisd.edu/CreditCategoryDescriptor","Advanced Placement","Advanced Placement","Advanced Placement",,,,"2020-11-13 14:14:53.350660","2020-11-13 14:14:53.349209","3ea96568-d38a-40f5-bf33-65f722fd7ed3","736"
"681","uri://ed-fi.org/CreditTypeDescriptor","Carnegie unit","Carnegie unit","Carnegie unit",,,,"2020-11-13 14:14:53.395447","2020-11-13 14:14:53.394230","6e42e828-5eb3-4783-a1dd-5116b43dd67c","741"
"684","uri://ed-fi.org/CreditTypeDescriptor","Credit by examination","Credit by examination","Credit by examination",,,,"2020-11-13 14:14:53.644970","2020-11-13 14:14:53.644901","c005672e-beda-4923-9f90-a150106adcaf","744"
"687","uri://ed-fi.org/CreditTypeDescriptor","Mini-term hour credit","Mini-term hour credit","Mini-term hour credit",,,,"2020-11-13 14:14:53.652701","2020-11-13 14:14:53.652634","fa962797-f01e-495a-bc59-d57058e1d11d","747"
"688","uri://ed-fi.org/CreditTypeDescriptor","Nine month year hour credit","Nine month year hour credit","Nine month year hour credit",,,,"2020-11-13 14:14:53.657259","2020-11-13 14:14:53.656901","673ab629-68c7-45b9-8913-cbfd81e4a4be","748"
"691","uri://ed-fi.org/CreditTypeDescriptor","Quinmester hour credit","Quinmester hour credit","Quinmester hour credit",,,,"2020-11-13 14:14:53.661378","2020-11-13 14:14:53.661319","9f0e9bd5-0b0b-4e4a-b411-c5c0d71a6280","751"
"692","uri://ed-fi.org/CreditTypeDescriptor","Semester hour credit","Semester hour credit","Semester hour credit",,,,"2020-11-13 14:14:53.664642","2020-11-13 14:14:53.664590","9c76c9b1-aa35-4af1-836e-74c017646f92","752"
"695","uri://ed-fi.org/CreditTypeDescriptor","Twelve month year hour credit","Twelve month year hour credit","Twelve month year hour credit",,,,"2020-11-13 14:14:53.669388","2020-11-13 14:14:53.669319","53bad779-2b83-4c54-aace-8235e898bcdf","755"
"699","uri://ed-fi.org/CTEProgramServiceDescriptor","Business, Management and Administration","Business, Management and Administration","Business, Management and Administration",,,,"2020-11-13 14:14:53.709667","2020-11-13 14:14:53.708458","b925ff42-f26f-408b-8afc-c5d7e877bbf2","759"
"700","uri://ed-fi.org/CTEProgramServiceDescriptor","Education and Training","Education and Training","Education and Training",,,,"2020-11-13 14:14:53.719557","2020-11-13 14:14:53.719500","13bba5b0-d2bd-4095-bdd1-651abd33682c","760"
"705","uri://ed-fi.org/CTEProgramServiceDescriptor","Human Services","Human Services","Human Services",,,,"2020-11-13 14:14:53.728967","2020-11-13 14:14:53.728895","c39a09b6-8c42-4c07-a656-45e2f5a084e9","765"
"708","uri://ed-fi.org/CTEProgramServiceDescriptor","Manufacturing","Manufacturing","Manufacturing",,,,"2020-11-13 14:14:53.735701","2020-11-13 14:14:53.735215","74f0aca6-0d02-4d30-9498-7032ab333d9b","768"
"712","uri://ed-fi.org/CTEProgramServiceDescriptor","Transportation, Distribution and Logistics","Transportation, Distribution and Logistics","Transportation, Distribution and Logistics",,,,"2020-11-13 14:14:53.742813","2020-11-13 14:14:53.742763","2408aa4a-d471-4419-a078-42280b681af4","772"
"714","uri://ed-fi.org/CurriculumUsedDescriptor","Creative curriculum family child care","Creative curriculum family child care","Creative curriculum family child care",,,,"2020-11-13 14:14:53.784764","2020-11-13 14:14:53.783383","f826eb6e-4c29-4d9a-bb08-5a45b8d3cd12","774"
"717","uri://ed-fi.org/CurriculumUsedDescriptor","Montessori curriculum","Montessori curriculum","Montessori curriculum",,,,"2020-11-13 14:14:53.795354","2020-11-13 14:14:53.795299","b386f9c6-6991-4689-825a-76189b7168ab","777"
"720","uri://ed-fi.org/CurriculumUsedDescriptor","None","None","None",,,,"2020-11-13 14:14:53.804190","2020-11-13 14:14:53.804129","31b2417d-9f05-4a12-ad6c-4c175548ada7","780"
"723","uri://ed-fi.org/DeliveryMethodDescriptor","Whole School","Whole School","Whole School",,,,"2020-11-13 14:14:53.847612","2020-11-13 14:14:53.846327","c335d0b8-6c8e-48b8-9eb5-8cc4807f50f7","783"
"727","uri://ed-fi.org/DiagnosisDescriptor","Low Attendance","Low Attendance","Low Attendance",,,,"2020-11-13 14:14:53.897869","2020-11-13 14:14:53.896485","20161c83-1f49-47f9-8882-87aeb45ce0e1","787"
"729","uri://ed-fi.org/DiplomaLevelDescriptor","Distinguished","Distinguished","Distinguished",,,,"2020-11-13 14:14:53.906550","2020-11-13 14:14:53.904634","283948b2-d228-4bd2-bce2-ad30d2a476d6","789"
"734","uri://ed-fi.org/DiplomaLevelDescriptor","Recommended","Recommended","Recommended",,,,"2020-11-13 14:14:53.916597","2020-11-13 14:14:53.916536","9494bd33-7b2a-4dfa-8974-7a97cd3ed955","794"
"737","uri://ed-fi.org/DiplomaTypeDescriptor","Apprenticeship Certificate","Apprenticeship Certificate","Apprenticeship Certificate",,,,"2020-11-13 14:14:53.960885","2020-11-13 14:14:53.959488","150bfd79-b0cf-42e8-8c5c-47519e5c88dc","797"
"742","uri://ed-fi.org/DiplomaTypeDescriptor","General Educational Development (GED) credential","General Educational Development (GED) credential","General Educational Development (GED) credential",,,,"2020-11-13 14:14:53.970957","2020-11-13 14:14:53.970901","3071b64d-bc6e-4ceb-8e14-02d5c4090a8e","802"
"744","uri://ed-fi.org/DiplomaTypeDescriptor","Modified diploma","Modified diploma","Modified diploma",,,,"2020-11-13 14:14:53.979096","2020-11-13 14:14:53.979042","2de5bce5-2e12-41c7-8f66-87b135fd6dc7","804"
"748","uri://ed-fi.org/DiplomaTypeDescriptor","Other diploma","Other diploma","Other diploma",,,,"2020-11-13 14:14:53.985835","2020-11-13 14:14:53.985818","46ee2c7c-7653-4aeb-913f-86206023eff9","808"
"751","uri://ed-fi.org/DiplomaTypeDescriptor","Regular diploma","Regular diploma","Regular diploma",,,,"2020-11-13 14:14:53.992764","2020-11-13 14:14:53.992331","ba0ebf59-4763-41ed-b04e-4747669105e7","811"
"754","uri://ed-fi.org/DisabilityDescriptor","Autism Spectrum Disorders","Autism Spectrum Disorders","Autism Spectrum Disorders",,,,"2020-11-13 14:14:54.033625","2020-11-13 14:14:54.032453","48716085-6215-4846-babc-ff634bef8b05","814"
"758","uri://ed-fi.org/DisabilityDescriptor","Mental impairment","Mental impairment","Mental impairment",,,,"2020-11-13 14:14:54.043114","2020-11-13 14:14:54.043088","99d50226-ece1-4a17-8ccc-068d4651086c","818"
"762","uri://ed-fi.org/DisabilityDescriptor","Other","Other","Other",,,,"2020-11-13 14:14:54.051393","2020-11-13 14:14:54.051334","bd38e236-bb01-43db-9602-e4fec58c5d4f","822"
"766","uri://ed-fi.org/DisabilityDescriptor","Serious Emotional Disability","Serious Emotional Disability","Serious Emotional Disability",,,,"2020-11-13 14:14:54.059818","2020-11-13 14:14:54.059793","fb60c893-51b8-4e3f-822a-55afc72bfade","826"
"768","uri://ed-fi.org/DisabilityDescriptor","Speech or Language Impairment","Speech or Language Impairment","Speech or Language Impairment",,,,"2020-11-13 14:14:54.065668","2020-11-13 14:14:54.065347","7acd05dd-7bcd-42b3-8b2c-bb821306de9e","828"
"711","uri://ed-fi.org/CTEProgramServiceDescriptor","Science, Technology, Engineering and Mathematics","Science, Technology, Engineering and Mathematics","Science, Technology, Engineering and Mathematics",,,,"2020-11-13 14:14:53.738029","2020-11-13 14:14:53.737980","f14bc569-810e-4e68-99f5-e51bcb9260f6","771"
"713","uri://ed-fi.org/CurriculumUsedDescriptor","Highscope infants/toddlers","Highscope infants/toddlers","Highscope infants/toddlers",,,,"2020-11-13 14:14:53.784764","2020-11-13 14:14:53.783389","40431208-f137-48ec-92fe-f099c2260336","773"
"718","uri://ed-fi.org/CurriculumUsedDescriptor","Highscope preschoolers","Highscope preschoolers","Highscope preschoolers",,,,"2020-11-13 14:14:53.795570","2020-11-13 14:14:53.795471","01929025-c544-413a-b25f-c269e08d7c53","778"
"721","uri://ed-fi.org/CurriculumUsedDescriptor","Other curriculum","Other curriculum","Other curriculum",,,,"2020-11-13 14:14:53.806254","2020-11-13 14:14:53.806203","0dc67b00-f66e-40a9-a378-c23962f1b412","781"
"725","uri://ed-fi.org/DeliveryMethodDescriptor","Whole Class","Whole Class","Whole Class",,,,"2020-11-13 14:14:53.848096","2020-11-13 14:14:53.846327","ece1e938-9292-4ad7-8076-045e07ff25be","785"
"726","uri://ed-fi.org/DiagnosisDescriptor","Dropout Risk","Dropout Risk","Dropout Risk",,,,"2020-11-13 14:14:53.897795","2020-11-13 14:14:53.896485","799f5fc8-30a9-4998-86e0-636227a50773","786"
"728","uri://ed-fi.org/DiplomaLevelDescriptor","Cum laude","Cum laude","Cum laude",,,,"2020-11-13 14:14:53.905952","2020-11-13 14:14:53.904632","5abf598d-ad45-4487-868c-385e263585ed","788"
"732","uri://ed-fi.org/DiplomaLevelDescriptor","Open Enrollment","Open Enrollment","Open Enrollment",,,,"2020-11-13 14:14:53.915662","2020-11-13 14:14:53.915591","6a5d1564-2e17-44c8-8a7d-afc82f48a3ad","792"
"735","uri://ed-fi.org/DiplomaTypeDescriptor","Career and Technical Education certificate","Career and Technical Education certificate","Career and Technical Education certificate",,,,"2020-11-13 14:14:53.960700","2020-11-13 14:14:53.959493","f949ef0e-b24e-4801-91d6-30507bbb365e","795"
"739","uri://ed-fi.org/DiplomaTypeDescriptor","Endorsed/advanced diploma","Endorsed/advanced diploma","Endorsed/advanced diploma",,,,"2020-11-13 14:14:53.970278","2020-11-13 14:14:53.970207","f9f5c7fd-1432-4042-a0ba-c04024ba5357","799"
"743","uri://ed-fi.org/DiplomaTypeDescriptor","Industry-recognized Certification","Industry-recognized Certification","Industry-recognized Certification",,,,"2020-11-13 14:14:53.977974","2020-11-13 14:14:53.977682","a710f3af-075a-45f5-9bf9-b0395ece2244","803"
"747","uri://ed-fi.org/DiplomaTypeDescriptor","Other","Other","Other",,,,"2020-11-13 14:14:53.985714","2020-11-13 14:14:53.985071","76131cf7-9b8b-4283-9f38-b47bd5d208ea","807"
"755","uri://ed-fi.org/DisabilityDescriptor","Hearing Impairment, including Deafness","Hearing Impairment, including Deafness","Hearing Impairment, including Deafness",,,,"2020-11-13 14:14:54.034143","2020-11-13 14:14:54.032467","073e807c-e499-456b-9c09-0e1776c2e752","815"
"756","uri://ed-fi.org/DisabilityDescriptor","Infant/Toddler with a Disability","Infant/Toddler with a Disability","Infant/Toddler with a Disability",,,,"2020-11-13 14:14:54.042926","2020-11-13 14:14:54.042809","f2f7d8df-7984-4f85-95ac-dcb6771abb61","816"
"760","uri://ed-fi.org/DisabilityDescriptor","Multiple Disabilities","Multiple Disabilities","Multiple disabilities",,,,"2020-11-13 14:14:54.050665","2020-11-13 14:14:54.050262","603dd517-7372-4abb-950a-ddcc392610be","820"
"764","uri://ed-fi.org/DisabilityDescriptor","Physical Disability","Physical Disability","Physical Disability",,,,"2020-11-13 14:14:54.058111","2020-11-13 14:14:54.057661","cf3636ca-86e8-4d66-b021-3f8a4a3f3f2e","824"
"769","uri://ed-fi.org/DisabilityDescriptor","Specific Learning Disability","Specific Learning Disability","Specific Learning Disability",,,,"2020-11-13 14:14:54.067441","2020-11-13 14:14:54.067401","399eb5ae-a970-4aa5-b340-dc432f05a682","829"
"774","uri://ed-fi.org/DisabilityDesignationDescriptor","Individuals with Disabilities Education Act","Individuals with Disabilities Education Act","Individuals with Disabilities Education Act",,,,"2020-11-13 14:14:54.117986","2020-11-13 14:14:54.116768","d1c6e29a-4435-49b1-8242-bac96b27bef6","834"
"778","uri://ed-fi.org/DisabilityDeterminationSourceTypeDescriptor","By school psychologist or other psychologist","By school psychologist or other psychologist","By school psychologist or other psychologist",,,,"2020-11-13 14:14:54.128247","2020-11-13 14:14:54.128215","7b8a6587-58a0-41b8-a802-58ccbfadb2af","838"
