assessmentidentifier,assessmentreportingmethoddescriptorid,identificationcode,namespace,studentassessmentidentifier,studentusi,result,resultdatatypetypedescriptorid,createdate
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","0","2011","2020-11-13 14:16:41.263848"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","0","2011","2020-11-13 14:16:41.263859"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","2","2011","2020-11-13 14:16:41.263869"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","0","2011","2020-11-13 14:16:41.263879"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","1","2011","2020-11-13 14:16:41.263888"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","1","2011","2020-11-13 14:16:41.263898"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","1","2011","2020-11-13 14:16:41.263914"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","4","2011","2020-11-13 14:16:41.263927"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","dZavW7wpC9IiFm8/3ylw9LLBXtVvS6hS1Ej+HrQz","913","1","2011","2020-11-13 14:16:41.263941"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","3","2011","2020-11-13 14:16:41.288339"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","1","2011","2020-11-13 14:16:41.291666"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","1","2011","2020-11-13 14:16:41.291700"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","1","2011","2020-11-13 14:16:41.291713"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","2","2011","2020-11-13 14:16:41.291723"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","4","2011","2020-11-13 14:16:41.291734"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","2","2011","2020-11-13 14:16:41.291744"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","2","2011","2020-11-13 14:16:41.174794"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","4","2011","2020-11-13 14:16:41.174805"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","2","2011","2020-11-13 14:16:41.174814"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","1","2011","2020-11-13 14:16:41.174824"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","3","2011","2020-11-13 14:16:41.174835"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","1","2011","2020-11-13 14:16:41.174844"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","5","2011","2020-11-13 14:16:41.174855"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","bLyEsojUEAkfu0UGtjbtvtejuUuYVXwNS8EcH35w","495","1","2011","2020-11-13 14:16:41.174865"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","1","2011","2020-11-13 14:16:41.201918"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","0","2011","2020-11-13 14:16:41.204968"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","1","2011","2020-11-13 14:16:41.204992"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","0","2011","2020-11-13 14:16:41.205003"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2","2011","2020-11-13 14:16:41.205015"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2","2011","2020-11-13 14:16:41.205024"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2","2011","2020-11-13 14:16:41.205034"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","0","2011","2020-11-13 14:16:41.205045"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2","2011","2020-11-13 14:16:41.205054"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","1","2011","2020-11-13 14:16:41.205064"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","4","2011","2020-11-13 14:16:41.205076"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","0","2011","2020-11-13 14:16:41.205085"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2","2011","2020-11-13 14:16:41.241905"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","0","2011","2020-11-13 14:16:41.246445"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","1","2011","2020-11-13 14:16:41.246462"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","1","2011","2020-11-13 14:16:41.246472"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","0","2011","2020-11-13 14:16:41.246483"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","4","2011","2020-11-13 14:16:41.246492"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2","2011","2020-11-13 14:16:41.246502"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","1","2011","2020-11-13 14:16:41.246512"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","3","2011","2020-11-13 14:16:41.246521"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","1","2011","2020-11-13 14:16:41.246531"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","5","2011","2020-11-13 14:16:41.246540"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","1","2011","2020-11-13 14:16:41.246553"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","3","2011","2020-11-13 14:16:41.282351"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","1","2011","2020-11-13 14:16:41.285187"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","1","2011","2020-11-13 14:16:41.285204"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","1","2011","2020-11-13 14:16:41.285217"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2","2011","2020-11-13 14:16:41.285226"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","4","2011","2020-11-13 14:16:41.285237"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2","2011","2020-11-13 14:16:41.285247"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","1","2011","2020-11-13 14:16:41.285256"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","3","2011","2020-11-13 14:16:41.285266"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","1","2011","2020-11-13 14:16:41.285276"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","5","2011","2020-11-13 14:16:41.285287"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","1","2011","2020-11-13 14:16:41.285297"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","1","2011","2020-11-13 14:16:41.302461"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","1","2011","2020-11-13 14:16:41.305383"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","0","2011","2020-11-13 14:16:41.305408"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","1","2011","2020-11-13 14:16:41.305421"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2","2011","2020-11-13 14:16:41.305436"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","0","2011","2020-11-13 14:16:41.305446"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","1","2011","2020-11-13 14:16:41.305457"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","0","2011","2020-11-13 14:16:41.305466"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2","2011","2020-11-13 14:16:41.305477"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","1","2011","2020-11-13 14:16:41.305488"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2","2011","2020-11-13 14:16:41.305498"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","0","2011","2020-11-13 14:16:41.305510"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.320978"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","1","2011","2020-11-13 14:16:41.324812"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324830"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324841"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","1","2011","2020-11-13 14:16:41.324851"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324865"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324878"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324890"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2","2011","2020-11-13 14:16:41.324899"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324909"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324920"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","0","2011","2020-11-13 14:16:41.324929"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","1","2011","2020-11-13 14:16:41.342699"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","0","2011","2020-11-13 14:16:41.347220"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","0","2011","2020-11-13 14:16:41.347275"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","1","2011","2020-11-13 14:16:41.347312"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","1","2011","2020-11-13 14:16:41.347326"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","1","2011","2020-11-13 14:16:41.347337"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","0","2011","2020-11-13 14:16:41.347346"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","0","2011","2020-11-13 14:16:41.347358"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","1","2011","2020-11-13 14:16:41.347367"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","0","2011","2020-11-13 14:16:41.347378"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","3","2011","2020-11-13 14:16:41.347388"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","0","2011","2020-11-13 14:16:41.347396"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","1","2011","2020-11-13 14:16:41.291754"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","3","2011","2020-11-13 14:16:41.291765"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","1","2011","2020-11-13 14:16:41.291775"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","5","2011","2020-11-13 14:16:41.291786"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","FwShw9USgO87wNiJghgHvsL459eNDZgPIk7RK1CC","426","1","2011","2020-11-13 14:16:41.291795"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","3","2011","2020-11-13 14:16:41.328290"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","0","2011","2020-11-13 14:16:41.330869"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","1","2011","2020-11-13 14:16:41.331160"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","0","2011","2020-11-13 14:16:41.331178"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","1","2011","2020-11-13 14:16:41.331190"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","0","2011","2020-11-13 14:16:41.331200"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","1","2011","2020-11-13 14:16:41.331210"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","0","2011","2020-11-13 14:16:41.331222"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","2","2011","2020-11-13 14:16:41.331231"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","0","2011","2020-11-13 14:16:41.331243"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","5","2011","2020-11-13 14:16:41.331253"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","0","2011","2020-11-13 14:16:41.331262"
