assessmentidentifier,namespace,studentassessmentidentifier,studentusi,administrationdate,administrationenddate,serialnumber,administrationlanguagedescriptorid,administrationenvironmentdescriptorid,retestindicatordescriptorid,reasonnottesteddescriptorid,whenassessedgradeleveldescriptorid,eventcircumstancedescriptorid,eventdescription,schoolyear,platformtypedescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","nDsZmK3KRIKQFrDpKWBboxNZXqPIiUphvh3CdMhJ","114","2010-12-01 16:00:00.000000",,"1235811","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.607259","2020-11-13 14:16:32.607045","9dae3c2d-055b-469d-a548-4b7f5bc70784","16746"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","nsgw9pz0a9lgNUipRkpYdIjzHbmA2qBsAKre8gpP","720","2010-12-01 16:00:00.000000",,"1785075","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.621285","2020-11-13 14:16:32.620613","ed6b480f-3d2d-4c74-a042-acf4fb0aacdc","16748"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","p6UjnVDoYdRFWDxzwz7OAPQ8TIFm+h9fKDAioG8X","733","2010-12-01 16:00:00.000000",,"4050926","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.629435","2020-11-13 14:16:32.629165","061bf6ee-e864-4d19-85a9-8a50fe1acb99","16750"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","pTS20fHygfL2BZ8vcSgE71aTozTC6/ZGyxlxlMU+","930","2010-12-01 16:00:00.000000",,"9647974","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.639468","2020-11-13 14:16:32.639143","294eab18-7550-4449-b0bf-93d14b1194da","16752"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","qsfern+Exs89ucgWTVsV54h5UilumX8fiGoXtDvz","273","2010-12-01 16:00:00.000000",,"1321841","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.652677","2020-11-13 14:16:32.652485","fa397964-1f39-4275-baf3-31cdd04cf070","16755"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","rhqzLXRCVl5Yg8lUrv3FLvocJKb8Dwmn6Df8pSNq","602","2010-12-01 16:00:00.000000",,"2012984","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.666014","2020-11-13 14:16:32.663865","4bc6d2f9-40b9-4f6b-8c57-dd60c34dae3d","16757"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","tbjthLPm9bgQ+bHwHzSMwWSeBNL0EQdmn3cWOWnD","12","2010-12-01 16:00:00.000000",,"2099659","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.844740","2020-11-13 14:16:32.844432","e861faba-cb5a-4f06-b048-d6b71384454b","16761"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","SHXqxnKNmAgm6xz0Q1W5n/MVxGe25925zZDUq2Dk","729","2010-12-01 16:00:00.000000",,"2022393","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.850939","2020-11-13 14:16:32.850714","66f61660-8afe-4437-9aec-cf154f3b3d89","16764"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","UGbc0y6YlrrtNKN9cde2UPtxamOa8qk/4yAnQIE4","425","2010-12-01 16:00:00.000000",,"1551497","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.876330","2020-11-13 14:16:32.876107","b44ce18b-2e30-4288-97c3-b254d3e07203","16768"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","W57iJo1HRY+0LOQKVAFwo/E5NkviWmQ9ZxF69HvO","446","2010-12-01 16:00:00.000000",,"1193893","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.885912","2020-11-13 14:16:32.882503","fe7eec0a-3343-4bee-8f1e-4636438eb6ea","16769"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","Xh+sAssc7oKPaUa6s5e/iNCwm8NBHmH37SD4/Xvk","433","2010-12-01 16:00:00.000000",,"8248219","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.897533","2020-11-13 14:16:32.896284","13b0860d-be9a-4834-bab3-38efc2cd9db2","16772"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","ybvkmNkmOhmHe0vnd8F9uPBtd1Efs1ulYTPaB0Sl","320","2010-10-01 16:00:00.000000",,"1116641","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.904719","2020-11-13 14:16:32.904439","77591b24-5721-4599-92e1-6cb4b1946666","16773"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:32.979656","2020-11-13 14:16:32.970816","85f1df27-131f-40c1-946c-c392b3920824","16777"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.031737","2020-11-13 14:16:33.024343","358d52a4-72a8-44ed-8488-f0336b5b26a9","16781"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","aA0OTQdvCF6kistYsfbSIiqgGNdFSrBmfFW25dHO","701","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.064898","2020-11-13 14:16:33.059756","eb9aba89-84b1-4232-a4a0-955f4c457a18","16785"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","dDRr51clrINgXhsZOX01G72yqt2Ky55RJIAP3KLn","810","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.114680","2020-11-13 14:16:33.103619","ed0d0b71-965e-4c55-8205-2890ddf06c31","16790"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","DqGT326j3nrUXIk2yvJpj4DcVoB8+6fdFph2fqzt","941","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.133945","2020-11-13 14:16:33.128473","85489363-06d8-46ec-9aef-cd5fe86865b5","16792"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","e7Dta1pUqMtIYipW2eaPYZllqUIqLqdKjJ3giB7f","212","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.155042","2020-11-13 14:16:33.150787","57d99ff0-61d8-4bf3-b30f-d5a50a29a54d","16795"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","fHjA1MO2yB9y77SargVH7sTAIhR69dmwqQsTgT7L","869","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.182778","2020-11-13 14:16:33.177877","3ed68798-0134-420e-aa86-37bb4981988f","16798"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","H6PES/DnZT0/66XMwMaCEdqWTKHZJiEvGci2N61f","91","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.207333","2020-11-13 14:16:33.200587","f76bca5b-9913-474b-9a61-121b6aec4cf0","16800"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","hnwtQiHyYWmENBTE1HDMUXvtDypdoqOtf137g7iz","35","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.227683","2020-11-13 14:16:33.222976","e0c5ed11-c6fd-4e76-ad45-6cce08fbd524","16803"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","iJeR8JtmYDmJlGgSN9n73JfyYbUuDCVQjzQLH72x","653","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.246974","2020-11-13 14:16:33.239703","6ada5f18-8346-4ab0-9088-eac02cd8eaea","16805"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","K+o73lRaip7sUMvIL6ym56oQUJcYZ4TIfQL6jacw","501","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.279010","2020-11-13 14:16:33.273330","4651541d-c760-4ee2-a0e0-456e9ab92b0d","16808"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","Kw484L6fIwINOlBc2LjBjpluFrqYzeISq7QYYT/N","380","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.298447","2020-11-13 14:16:33.294251","5118dd9f-5dfe-4c9a-a3ae-1134fef590b4","16811"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","mJ+4Kb4XAVSf72OVw5DgrukdGuw5vj3F1XrUFNJT","463","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.338887","2020-11-13 14:16:33.334247","56bf047f-2558-4920-a656-3e24f8080741","16815"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","mzhkNwkEUskAtIWTpfzoYIOE0f7WTH/azFrC9+L6","933","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.374606","2020-11-13 14:16:33.370556","2b462e7a-0df7-42fb-9e5e-3701cd2ec67c","16819"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","Nsb5Rcf+tAw3PWEtvuCOW1131tIRtK/99MChcgRw","401","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.406620","2020-11-13 14:16:33.399577","d43f333e-63bc-4537-976a-1f975fd4081d","16821"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","pCDAtK1efW7JJYDmE++gcXxgwZaVvxyVIzYsOFtd","310","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.445465","2020-11-13 14:16:33.438348","56ffb924-fc93-4d3a-b2aa-b650b5c6010c","16825"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","pTAjcD3Na/YrZ/BIQ+izRaGY1aakHZuadlRZy/WO","284","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.486856","2020-11-13 14:16:33.474605","32f93a04-25c5-45ec-a17e-f37ab17b917d","16829"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","l8htp9hOoKbM0dV4G3AOonN84hslyK8WU+SJ/70K","221","2010-12-01 16:00:00.000000",,"1717183","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.576845","2020-11-13 14:16:32.574091","3478c7b4-8622-4651-8cb1-0e8156a2c2b4","16740"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","maY1hVc5Tf1XtKIGAYrxStBhevX8BvA6Z53zdAJc","474","2010-12-01 16:00:00.000000",,"1868566","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.592752","2020-11-13 14:16:32.591244","32f0a4d9-776e-4072-a0e2-c240af90f9fb","16743"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","NiGWwMKuW3gJuZ2MDuyERIkrFj46K8Fk4r2DpC96","67","2010-12-01 16:00:00.000000",,"1702718","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.610848","2020-11-13 14:16:32.610667","09e7bb87-b628-4926-aa20-99e2ab8ca137","16747"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","oxd/kuJ5pCS/wZV3nUHCKD1qu0qq4yzB8b6OWC/q","170","2010-12-01 16:00:00.000000",,"9646083","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.624156","2020-11-13 14:16:32.623930","aefd65c2-8f7a-4ad8-b718-d34a27a5c4cf","16749"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","pX6Y0ATjwxeoTbUP8eIDOc2bInpUjE9utkQYDGIw","104","2010-12-01 16:00:00.000000",,"1179821","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.643100","2020-11-13 14:16:32.642097","5919703a-eeb1-439f-a64f-a85b1c1fb7d7","16753"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","QMfNa6l/VuNmYXLqTgCB2KD4ZXUXyljaLOz0gUL/","649","2010-12-01 16:00:00.000000",,"1308012","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.651256","2020-11-13 14:16:32.650862","8896f415-71f1-4ac8-a4d9-408d46e32e00","16754"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","rPtE0RKesA6DABf9ui0AFOe/Cy0W6q6Uuus2uT62","895","2010-12-01 16:00:00.000000",,"4243804","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.668971","2020-11-13 14:16:32.668765","16012d3b-6c7e-4c7b-a937-ecbbfaa5af3e","16758"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","U03VGNM3p+CfpZmfVL8JDU0aJy8DysDhpQ4YVdTU","896","2010-12-01 16:00:00.000000",,"1514106","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.846654","2020-11-13 14:16:32.846429","ab2b2367-44dc-485f-9749-9be18ecf0713","16762"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","UYZKfKmfqO3QfIkqu2+GirEAjLudXmSiGTeq+vRm","326","2010-12-01 16:00:00.000000",,"1224617","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.868927","2020-11-13 14:16:32.867879","2bfce5c7-ae46-4aa1-9b48-21b8e4ad10fe","16766"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","wWbtQor9AliBBkf2OyFVem4QSiSko21oaHyxxpin","506","2010-12-01 16:00:00.000000",,"1930327","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.886160","2020-11-13 14:16:32.885634","fc9002c4-1156-4690-9db6-bae16f6afc7c","16770"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","Zz4Va8UKuHQWTDrNgvTIc3mBYh9ATFiwAmVpLSMn","708","2010-12-01 16:00:00.000000",,"1186238","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.909587","2020-11-13 14:16:32.909341","cea87ad1-e26b-4738-bf23-503c48372df9","16774"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","+1L0Z4bMVQSSHHpaMJY9UkR45g7+OAFiVvaAxOB5","160","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:32.979661","2020-11-13 14:16:32.971794","d3a78cb6-84d0-4552-a40e-2595c9b719c6","16776"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","2qGCu377jZw7NTGO9r6cCFZP2hW1Byq+jLOOQYEl","713","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.025070","2020-11-13 14:16:33.018180","d07a4e33-e806-4c13-ba9a-9ccbc7e5bb3c","16780"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","bEW2TQKwyKgBgBZMebi8YcV9jOhp0PVkZ+BwHRXx","840","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.078284","2020-11-13 14:16:33.074212","a163feb4-14ec-4edc-83ac-5c9371cec4f2","16787"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","cP64h1WjGHewc2PcvW4+D9P0SD7/rdqYW6sRxTl7","125","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.101733","2020-11-13 14:16:33.096175","1d95f910-2c91-4857-94b7-dbb965c435c8","16789"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","fgIcfDu/WiNuZsl9Yh4otc4q26lB7wNQvy9aCHGe","942","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.174199","2020-11-13 14:16:33.170238","00044e81-f2fd-4778-882c-879d47696c9f","16797"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","hkmZTnaM7yOn7rLoSykhQmglK+8A24NmpllS2h41","813","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.215325","2020-11-13 14:16:33.211506","97af0410-b807-4beb-991d-a5f66822f809","16802"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","jMDwkQsQ9kAqEu4YixZSDv2y1zcopUQPShIFbd04","24","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.262520","2020-11-13 14:16:33.257976","88590c74-c8d2-488a-bf20-4b7e878cbc61","16807"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","K4UMQmqldryf3xo3yd7xGbUwFzp33vqubWG+FGY+","57","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.288159","2020-11-13 14:16:33.280653","61bd9cdb-9ff7-425f-82b9-a161b8ef3315","16809"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","MAJ351K4IEXOeQ4ECq4aalqh5OnNX+ur3G3Fa+Gh","665","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.330890","2020-11-13 14:16:33.324511","7458c5f2-5fae-4112-a39e-73595e463856","16813"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","mjEtzXv5MOxn76ueMyZeyyoQkOScZGW4aaLkGT8d","883","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.353947","2020-11-13 14:16:33.348734","e0919f01-005c-4139-b32b-41a2f517add2","16816"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","nhDnaPk6q2JmloLdOkAPMH3g2P72C95MEbt6QXQf","779","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.387419","2020-11-13 14:16:33.383194","b1b55a25-c671-4299-888f-3584ee7981cc","16820"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","NRMtDSQiIBjUiGV3Fox+R48eB6Hh6UY6YSys4OSt","533","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.407111","2020-11-13 14:16:33.400303","e71ecdea-6562-4178-a76d-474855d0abab","16822"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","OXHK331qfqotNmBablKLcPwZ6Uuh8pGnc+GdbDOX","566","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.449034","2020-11-13 14:16:33.441455","8b02b814-2c64-45fb-b64d-4adbff0b6a66","16826"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","qOs0NB/wY5jpNr3rAxRHPiyfSC4H15h27exSPXY+","744","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.486856","2020-11-13 14:16:33.480933","7bc32e6f-3ef9-44bd-91ff-02f29276cca0","16830"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","rdV24aJK8sTu/HgVNLvlpV/8Dph66cAJ8djjQh+G","178","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.542633","2020-11-13 14:16:33.537652","980e3c69-56de-4c06-b805-5a1fca7715c8","16836"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","ssiO2/GUyWi2DNflv+kbZmolsKplbSPKeVJWdiPx","49","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.581831","2020-11-13 14:16:33.576771","fa4cb634-3e44-45ca-89b2-f07f420df4dd","16840"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","T/SZ4iX70AGvyCWpty80GrOzmm1JpF6Ief7F18zG","200","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.600642","2020-11-13 14:16:33.595363","c30eede9-b9b5-4282-af1b-910c8a725079","16841"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","uEE7ZOreNEYYv/H01dN3gCC0CzAcOwARH3GYWxqB","132","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.615906","2020-11-13 14:16:33.611793","145d985d-688d-488f-9637-41ba5951b1d4","16844"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","Vo4gMmWHUTNJP7IBYdDQUzVNfD7hVjR4m3cILF0W","909","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.649470","2020-11-13 14:16:33.643947","c230bedc-582f-4cd6-ba2d-81608a9ed338","16847"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","WKB94/mvtIdsRn6Ft2g6dL2vYdlbw2jSJv10jFpU","950","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.667723","2020-11-13 14:16:33.663420","fa5443f1-6625-47dd-83dd-3070e389b1fb","16849"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","ztFzBo7/lw0uQ0Ci4pQ4qbgNNsxUQIwb3/+9Radz","289","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.711815","2020-11-13 14:16:33.705379","bda121d5-a7c0-4e28-8dcf-9300a4180aaf","16854"
"f3115910-9d0d-451c-b94f-e617657660f9","uri://ed-fi.org/Assessment/Assessment.xml","+ohUAQxKE1f+ApAMC/kAhNONjtUa40Ce4w09UT3P","289","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.742102","2020-11-13 14:16:33.738142","fafd22bb-7810-41ca-ab32-dc5317dd9bfe","16857"
"f3115910-9d0d-451c-b94f-e617657660f9","uri://ed-fi.org/Assessment/Assessment.xml","07DQhZJpJJWWm05d9Q6/i204NmtLHR7C8oaFVDAS","779","2012-10-29 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.776032","2020-11-13 14:16:33.771806","c4e76285-470a-4f61-9eba-1da81730e27e","16859"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","xEMFSWZjNakcrnlD1SXo0U+k21worS0gQnqfFcNR","295","2010-12-01 16:00:00.000000",,"1484649","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.887965","2020-11-13 14:16:32.886783","f1303783-21de-40e1-9eed-78e2b8c4607c","16771"
"ACT Writing","uri://ed-fi.org/Assessment/Assessment.xml","z3l1ujc83sfGsO4kCRnRT+jysp/R1oFZVBRwSziL","428","2010-12-01 16:00:00.000000",,"1114738","1181","101",,,"942",,,"2011","1739","NULL","2020-11-13 14:16:32.910173","2020-11-13 14:16:32.909946","21c49a11-b91a-4628-9678-15fc788fa9c8","16775"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:32.983415","2020-11-13 14:16:32.973414","b4afdbec-589a-4db9-a859-af629546c880","16779"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.034619","2020-11-13 14:16:33.028937","5f1c28c0-408e-4ffe-a956-2baeea0d7fe5","16782"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.058644","2020-11-13 14:16:33.051845","eacf4ef1-b024-4eef-b035-2ae7af3d5cab","16784"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","bz38NOsMa8VPXxRUc+0ExFl2hpLqA51mmZaBgf5m","921","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.094416","2020-11-13 14:16:33.088597","5e81663b-6286-4f14-b7a7-11b06eb79f15","16788"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","DKyeHHlBaHOI+9ORTwnOfAatl1p+Q5bfisLQdY3I","885","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.117536","2020-11-13 14:16:33.113359","3b152bf7-ef5e-4144-a92f-dab8767d4279","16791"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","uri://ed-fi.org/Assessment/Assessment.xml","dX4wBJzBP+UzMBAJkkPzyDYNOKO+GJjerDJXi0nN","462","2012-09-28 15:00:00.000000",,,"1181","101","2016",,"958",,,"2013",,"NULL","2020-11-13 14:16:33.140366","2020-11-13 14:16:33.135905","d62ce723-f544-4460-9794-514a5e4f00eb","16793"
