attendanceeventcategorydescriptorid,eventdate,schoolid,schoolyear,sessionname,studentusi,attendanceeventreason,educationalenvironmentdescriptorid,eventduration,schoolattendanceduration,arrivaltime,departuretime,discriminator,createdate,lastmodifieddate,id,changeversion
"250","2011-03-22","255901001","2011","2010-2011 Spring Semester","567","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.099339","2020-11-13 14:17:41.099259","b270640d-f176-4990-82fb-f88dc229d3d3","33192"
"250","2010-10-25","255901001","2011","2010-2011 Fall Semester","580","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.107642","2020-11-13 14:17:41.107582","76ad0adc-1e9b-4289-8bef-57f18dbd9f71","33196"
"250","2010-09-16","255901001","2011","2010-2011 Fall Semester","619","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.124597","2020-11-13 14:17:41.124552","f558ccc1-065b-4ad5-ad18-665f93466a14","33201"
"250","2010-12-02","255901001","2011","2010-2011 Fall Semester","619","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.133605","2020-11-13 14:17:41.133549","2601cb28-c947-4622-a15a-d4fbf42b96b2","33205"
"250","2011-04-12","255901001","2011","2010-2011 Spring Semester","619","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.143076","2020-11-13 14:17:41.143006","1adbf2a4-66af-42a4-93b2-494528654319","33209"
"250","2011-04-14","255901001","2011","2010-2011 Spring Semester","619","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.150695","2020-11-13 14:17:41.150568","1e45df4c-470b-4447-a3d3-9a1a992ee2ec","33211"
"248","2010-08-26","255901001","2011","2010-2011 Fall Semester","624","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.160007","2020-11-13 14:17:41.159940","39a0b4e2-9ce1-4f5a-be5d-193e46faff9b","33217"
"248","2010-10-05","255901001","2011","2010-2011 Fall Semester","624","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.169866","2020-11-13 14:17:41.169776","ac7c8769-b1ca-440f-a3a8-54147cb61442","33220"
"248","2010-11-30","255901001","2011","2010-2011 Fall Semester","624","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.177637","2020-11-13 14:17:41.177559","8eb9c6e0-1661-4810-b7cb-859661150892","33223"
"248","2010-09-16","255901001","2011","2010-2011 Fall Semester","626","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.187147","2020-11-13 14:17:41.187096","3d35780c-733d-45e4-810a-6cedef2a12e2","33228"
"248","2010-11-05","255901001","2011","2010-2011 Fall Semester","626","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.196723","2020-11-13 14:17:41.196667","408cf721-5c68-4872-b27f-b667a3528d4c","33232"
"248","2011-01-07","255901001","2011","2010-2011 Spring Semester","626","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.208949","2020-11-13 14:17:41.208871","fb0e344a-8ed0-4a1a-8247-acd79d26822f","33237"
"248","2011-02-14","255901001","2011","2010-2011 Spring Semester","626","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.221199","2020-11-13 14:17:41.221078","6684c5fa-a54e-4403-8409-bd1240d5d387","33242"
"250","2010-09-09","255901001","2011","2010-2011 Fall Semester","628","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.232707","2020-11-13 14:17:41.232642","b1dbe1ad-ff69-47f5-be85-b23a490a6b6e","33247"
"250","2010-09-15","255901001","2011","2010-2011 Fall Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.240219","2020-11-13 14:17:41.240156","65297a71-2f79-4f12-858f-2ecc9d4b9ce6","33251"
"250","2010-12-09","255901001","2011","2010-2011 Fall Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.245508","2020-11-13 14:17:41.245464","59178b81-fb14-49c1-8ced-15a52ca84bbf","33253"
"250","2011-01-11","255901001","2011","2010-2011 Spring Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.251319","2020-11-13 14:17:41.251236","e2ec1aba-605e-44b4-9152-f81a070b9f55","33256"
"248","2010-09-15","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.267244","2020-11-13 14:17:41.267190","2f057161-f423-4013-81f3-1ee425f3b6cb","33265"
"248","2010-10-25","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.275047","2020-11-13 14:17:41.274986","0c9d83f2-bbd1-484d-b2b4-d39ed90854f6","33269"
"248","2010-11-12","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.280662","2020-11-13 14:17:41.280583","b695ef15-f560-4725-915d-ba3236ed1db2","33271"
"248","2011-01-27","255901001","2011","2010-2011 Spring Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.288413","2020-11-13 14:17:41.288351","d538ef71-6d49-4629-bb1e-0b4670e1207a","33275"
"248","2011-04-19","255901001","2011","2010-2011 Spring Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.551282","2020-11-13 14:17:41.551159","da6743b1-1990-4d6c-bec5-59d945b06656","33281"
"248","2010-11-04","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.574450","2020-11-13 14:17:41.573403","b1a765bf-88c5-40db-9c95-c05b69bb0e1f","33289"
"248","2011-03-24","255901001","2011","2010-2011 Spring Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.599998","2020-11-13 14:17:41.599911","7bc9e669-49e4-4dfb-aa79-629e1a5441b7","33297"
"248","2011-04-19","255901001","2011","2010-2011 Spring Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.609526","2020-11-13 14:17:41.609428","80977b38-3825-4478-97e8-a17617f460de","33301"
"250","2010-12-07","255901001","2011","2010-2011 Fall Semester","730","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.647749","2020-11-13 14:17:41.647674","28c9608e-6715-487d-84af-556ba67fede2","33315"
"248","2010-09-15","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.667898","2020-11-13 14:17:41.667806","c750c377-e293-4697-8622-5ca8d41f53da","33323"
"248","2010-10-19","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.674014","2020-11-13 14:17:41.673881","ba668acc-5712-4ea4-b874-885029a4a41b","33325"
"248","2010-11-04","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.682976","2020-11-13 14:17:41.682827","034f4750-5e38-4b24-a71a-6c1e61be7911","33328"
"248","2010-12-17","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.696771","2020-11-13 14:17:41.696631","79191c9c-3194-4608-8904-38d1c35ce1a7","33334"
"248","2011-03-04","255901001","2011","2010-2011 Spring Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.708456","2020-11-13 14:17:41.707768","25322c43-c8c0-4d80-8208-d3d2cdd244d4","33338"
"248","2010-08-25","255901001","2011","2010-2011 Fall Semester","774","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.715853","2020-11-13 14:17:41.715722","3faa7b76-988b-4b71-b71e-72dc6d7c2bb3","33341"
"250","2010-09-15","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.721078","2020-11-13 14:17:41.720799","a4d74d30-8880-4b49-9507-7aa45d0880f9","33343"
"250","2010-12-08","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.738905","2020-11-13 14:17:41.738807","d597243e-5089-4d96-bc07-9de852cc36d8","33350"
"250","2010-12-14","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.747149","2020-11-13 14:17:41.747053","ae98c5e0-097c-4394-a40f-b9c3452f3ff8","33352"
"250","2011-02-22","255901001","2011","2010-2011 Spring Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.750800","2020-11-13 14:17:41.750738","4875f394-0601-47c3-9621-7a789d31d46d","33355"
"250","2011-04-08","255901001","2011","2010-2011 Spring Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.767825","2020-11-13 14:17:41.767736","b10de196-7679-4e79-a526-6622cdc70fc4","33359"
"248","2010-09-01","255901001","2011","2010-2011 Fall Semester","790","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.777358","2020-11-13 14:17:41.777212","4beb8da4-0886-47b6-8fd7-ae1bb64374e8","33360"
"250","2010-12-17","255901001","2011","2010-2011 Fall Semester","790","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.789479","2020-11-13 14:17:41.789409","db4f1487-f008-4290-bfc4-d0105df9a759","33366"
"248","2010-08-25","255901001","2011","2010-2011 Fall Semester","792","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.799580","2020-11-13 14:17:41.799531","14928de1-43a1-46d1-bcc0-8938236a4f12","33369"
"248","2010-11-19","255901001","2011","2010-2011 Fall Semester","792","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.808594","2020-11-13 14:17:41.808517","6008e789-5173-47f0-8df5-23d92284ea67","33373"
"248","2011-04-05","255901001","2011","2010-2011 Spring Semester","792","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.827343","2020-11-13 14:17:41.826826","f0d788aa-f366-47f6-96ff-bda99aba4102","33381"
"248","2010-09-29","255901001","2011","2010-2011 Fall Semester","805","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.835370","2020-11-13 14:17:41.835287","332dd353-1541-492f-8bbf-c50f10fedc22","33385"
"248","2010-10-14","255901001","2011","2010-2011 Fall Semester","805","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.844281","2020-11-13 14:17:41.844210","94306a7d-0e33-4eee-a907-d0de430ea4ac","33389"
"248","2011-03-24","255901001","2011","2010-2011 Spring Semester","805","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.861410","2020-11-13 14:17:41.861344","8b904a8d-0319-4e40-a64f-7d5f7dca8c8a","33397"
"248","2011-05-09","255901001","2011","2010-2011 Spring Semester","805","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.870303","2020-11-13 14:17:41.870184","008931f3-0242-48c4-af69-e6334b2fca99","33401"
"250","2010-09-15","255901001","2011","2010-2011 Fall Semester","818","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.877280","2020-11-13 14:17:41.877171","995f91b7-f68f-4c1d-8b4e-4a6d6979b31a","33404"
"250","2010-10-25","255901001","2011","2010-2011 Fall Semester","818","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.888935","2020-11-13 14:17:41.888681","ed2a1f81-6068-48c8-9b0b-ccf8a4c5b864","33409"
"250","2010-12-15","255901001","2011","2010-2011 Fall Semester","818","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.894854","2020-11-13 14:17:41.894687","2cbd8a97-6702-40d0-83e5-07a1e0956e8b","33412"
"248","2011-02-25","255901001","2011","2010-2011 Spring Semester","626","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.224718","2020-11-13 14:17:41.224599","fda572db-4f50-4335-84f1-b9913847d149","33244"
"248","2011-05-09","255901001","2011","2010-2011 Spring Semester","626","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.229869","2020-11-13 14:17:41.229582","9fcbe04f-6431-434b-b965-697bfa6656bf","33246"
"250","2010-10-22","255901001","2011","2010-2011 Fall Semester","628","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.234062","2020-11-13 14:17:41.233354","8336690f-790e-460e-b3b5-e9d15bf9d319","33248"
"250","2010-11-17","255901001","2011","2010-2011 Fall Semester","628","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.238380","2020-11-13 14:17:41.238210","1050e003-0bb7-4daa-a1fe-e0603571126e","33249"
"250","2010-12-06","255901001","2011","2010-2011 Fall Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.242991","2020-11-13 14:17:41.242795","80d16a64-09ca-454c-a117-2e045cb80291","33252"
"250","2011-01-06","255901001","2011","2010-2011 Spring Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.246203","2020-11-13 14:17:41.246150","06669693-0616-42c7-9904-7ac31bc9fcc0","33254"
"250","2011-01-20","255901001","2011","2010-2011 Spring Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.252264","2020-11-13 14:17:41.252218","6cf6def7-e234-42b5-bdc5-2101dec4a1bb","33257"
"250","2011-03-02","255901001","2011","2010-2011 Spring Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.257280","2020-11-13 14:17:41.257065","b3cb5eb0-3ae0-46a8-857d-d9344ecd319c","33259"
"250","2011-05-26","255901001","2011","2010-2011 Spring Semester","652","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.259988","2020-11-13 14:17:41.259943","d4de7887-be80-4c41-8efb-7369870b0f24","33262"
"248","2010-09-03","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.266247","2020-11-13 14:17:41.266183","2b81c6e0-5122-4dca-82af-5d139a899cb0","33264"
"248","2010-09-16","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.269306","2020-11-13 14:17:41.269246","d89fa0b8-b43e-4965-8def-430ce572cca6","33266"
"248","2010-10-14","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.274070","2020-11-13 14:17:41.273894","1a78fc40-842e-455b-b4e9-e325e42d9bd5","33268"
"248","2010-12-03","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.281936","2020-11-13 14:17:41.281838","2a322a8e-e092-4195-a7e7-1320e6e5dbdf","33272"
"248","2010-12-17","255901001","2011","2010-2011 Fall Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.286960","2020-11-13 14:17:41.286856","080df614-a146-4759-87f3-aa3db5c4b253","33274"
"248","2011-02-24","255901001","2011","2010-2011 Spring Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.291548","2020-11-13 14:17:41.291488","a56d67f6-29a4-43a2-a284-2d5ef8695098","33277"
"248","2011-03-24","255901001","2011","2010-2011 Spring Semester","668","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.550790","2020-11-13 14:17:41.550668","35b2f7de-5a01-4690-9dd0-966e3198e01a","33279"
"248","2010-10-14","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.563869","2020-11-13 14:17:41.563782","a8a5df17-a015-404f-a852-b2c1649e7003","33285"
"248","2010-10-19","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.573170","2020-11-13 14:17:41.573013","f45d1795-a439-4233-a808-928a896f2313","33288"
"248","2010-11-12","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.580232","2020-11-13 14:17:41.580019","28c6f527-d1a2-4ee0-a790-3ade0bee0b9f","33290"
"248","2010-12-03","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.584384","2020-11-13 14:17:41.584221","be4c4cba-8aed-47ac-9a38-518c3758e6f6","33292"
"248","2010-12-17","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.591553","2020-11-13 14:17:41.591481","4dd64ade-8d4f-4e0d-9d06-36af0c25a065","33294"
"248","2011-02-04","255901001","2011","2010-2011 Spring Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.596383","2020-11-13 14:17:41.596312","b0d0ede7-0ffc-4280-ace9-66a6c1bcb8d7","33296"
"248","2011-03-25","255901001","2011","2010-2011 Spring Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.603231","2020-11-13 14:17:41.603130","a5eb530d-6150-43c4-9e61-fa7aee328513","33298"
"248","2011-04-18","255901001","2011","2010-2011 Spring Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.607545","2020-11-13 14:17:41.607341","8c3761b6-220d-40e4-89f0-1088e638181b","33299"
"248","2010-08-26","255901001","2011","2010-2011 Fall Semester","728","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.614827","2020-11-13 14:17:41.614567","ff7af9ca-88c5-4f57-a31a-aac4c55be2fd","33302"
"250","2010-09-15","255901001","2011","2010-2011 Fall Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.619844","2020-11-13 14:17:41.619648","25fc0e6d-c30e-4d94-99b6-1827a838025e","33304"
"250","2010-11-16","255901001","2011","2010-2011 Fall Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.625830","2020-11-13 14:17:41.625722","b3fab566-fab1-4cc2-bec7-fefe8756619e","33306"
"250","2010-12-16","255901001","2011","2010-2011 Fall Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.630624","2020-11-13 14:17:41.630514","6551a764-aaa0-45e3-ac21-087f7605d5fa","33308"
"250","2011-01-11","255901001","2011","2010-2011 Spring Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.636758","2020-11-13 14:17:41.636632","38b85cc6-bcc7-4d1b-883b-b4bd2d905e30","33310"
"250","2011-03-02","255901001","2011","2010-2011 Spring Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.640381","2020-11-13 14:17:41.640295","71e94fbb-15f9-434a-ab81-c9e38ebf536e","33312"
"250","2010-10-19","255901001","2011","2010-2011 Fall Semester","730","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.646626","2020-11-13 14:17:41.646422","5d6c1d8a-7ca5-455f-87b1-1e8bf06af26a","33314"
"250","2011-02-11","255901001","2011","2010-2011 Spring Semester","730","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.650548","2020-11-13 14:17:41.650448","2803e3f1-54de-43ab-aa39-c0d3100c2c9d","33316"
"248","2010-09-08","255901001","2011","2010-2011 Fall Semester","733","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.655647","2020-11-13 14:17:41.655542","f697991f-a3f3-4d59-ac8f-f3c12fddacbb","33318"
"250","2010-11-17","255901001","2011","2010-2011 Fall Semester","733","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.660982","2020-11-13 14:17:41.660266","8f561933-fdf5-42d4-8f9d-aa87fd03a780","33320"
"250","2011-05-25","255901001","2011","2010-2011 Spring Semester","733","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.664706","2020-11-13 14:17:41.664595","3cb17839-32bf-47ba-955e-0fe28d504dd2","33321"
"248","2010-10-14","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.672075","2020-11-13 14:17:41.672012","688e223e-4fa0-46ed-b8e3-f98d8b97d0e4","33324"
"248","2010-10-28","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.678714","2020-11-13 14:17:41.678636","1bb6d653-bf7d-43a6-ae0e-b06590a2f69a","33327"
"248","2010-11-12","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.686282","2020-11-13 14:17:41.686221","cdd97618-1dc3-4eea-b013-16022f264a5d","33330"
"248","2010-12-03","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.692694","2020-11-13 14:17:41.692571","dd9e6901-6e50-4f1d-b164-d55fa9a5dff0","33332"
"248","2011-02-03","255901001","2011","2010-2011 Spring Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.699660","2020-11-13 14:17:41.699561","5c0307d9-c2e3-4808-912e-c5568ff5bdcf","33335"
"248","2011-02-22","255901001","2011","2010-2011 Spring Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.703737","2020-11-13 14:17:41.703583","d8291f12-686c-4d07-a23d-42ab24933cb4","33336"
"248","2011-04-19","255901001","2011","2010-2011 Spring Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.713510","2020-11-13 14:17:41.713284","5afa1da2-6795-4875-8735-2b7fa9d6660f","33340"
"250","2010-09-14","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.719007","2020-11-13 14:17:41.718936","0e900ba6-2c64-4b9b-8055-449856292536","33342"
"250","2010-09-29","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.724961","2020-11-13 14:17:41.724173","8cac3f84-84d6-46c4-8b99-6efb374ed56c","33344"
"250","2010-10-25","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.728247","2020-11-13 14:17:41.728156","da38b685-77e5-4b37-a127-ff618e8e0047","33346"
"250","2010-11-01","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.735675","2020-11-13 14:17:41.735363","6d493739-aa83-4adf-a659-6d774657e77c","33348"
"250","2010-12-13","255901001","2011","2010-2011 Fall Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.741340","2020-11-13 14:17:41.740859","88ca4f79-f4c4-400f-8189-54ff3b1a49e1","33351"
"250","2011-02-09","255901001","2011","2010-2011 Spring Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.750391","2020-11-13 14:17:41.750290","596e7f4c-e826-4553-aa4f-360b39459329","33354"
"250","2011-04-05","255901001","2011","2010-2011 Spring Semester","774","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.767079","2020-11-13 14:17:41.767006","3a23e120-d7df-466b-acd1-8864b37307ef","33358"
"250","2010-11-04","255901001","2011","2010-2011 Fall Semester","790","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.779178","2020-11-13 14:17:41.779089","a97c7007-2352-4add-80ef-8b7a94738ab6","33362"
"250","2010-11-10","255901001","2011","2010-2011 Fall Semester","790","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.788068","2020-11-13 14:17:41.787939","7f069f6c-94a1-4ec6-bc32-7efe8c0beec4","33364"
"250","2011-03-01","255901001","2011","2010-2011 Spring Semester","790","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.797587","2020-11-13 14:17:41.797510","7f70dda0-5743-44f6-8014-5881406ff2fd","33368"
"248","2010-11-01","255901001","2011","2010-2011 Fall Semester","792","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.807044","2020-11-13 14:17:41.806735","e060f727-0ffe-42f6-879c-003f46d2f4ec","33372"
"248","2011-01-10","255901001","2011","2010-2011 Spring Semester","792","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.813251","2020-11-13 14:17:41.813182","a4b1ba91-e3c9-4aba-8416-a045a2cc5b71","33375"
"248","2011-01-20","255901001","2011","2010-2011 Spring Semester","792","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.817116","2020-11-13 14:17:41.817025","3624c9e5-a440-40d3-b2c0-81253d446363","33377"
"248","2010-09-15","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.565854","2020-11-13 14:17:41.565628","4cea46a3-7d14-4c4f-a911-e737c96475b9","33286"
"248","2010-10-25","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.573183","2020-11-13 14:17:41.573053","c82a8029-f639-43fd-b0d4-ffe0a3a185c4","33287"
"248","2010-11-22","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.582434","2020-11-13 14:17:41.582331","be219075-cc30-430f-83fc-a0eaca967a38","33291"
"248","2010-12-08","255901001","2011","2010-2011 Fall Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.588667","2020-11-13 14:17:41.588006","f176c11e-b3f3-4327-b5cb-1fcadc47e74b","33293"
"248","2011-02-03","255901001","2011","2010-2011 Spring Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.592364","2020-11-13 14:17:41.592209","22404aff-67d7-4df9-99f3-7659e36bbb46","33295"
"248","2011-05-12","255901001","2011","2010-2011 Spring Semester","688","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.609466","2020-11-13 14:17:41.609278","3e75723e-9c0a-45fa-8d51-aff7bda3fb22","33300"
"250","2010-11-10","255901001","2011","2010-2011 Fall Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.620486","2020-11-13 14:17:41.620408","15ec38d9-b130-4a15-9c5c-45b8e888be83","33305"
"250","2010-11-22","255901001","2011","2010-2011 Fall Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.626932","2020-11-13 14:17:41.626849","54ea6060-3544-4598-9c8b-c60888c4af21","33307"
"250","2010-12-15","255901001","2011","2010-2011 Fall Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.631697","2020-11-13 14:17:41.631263","4674b53e-7ca9-4d49-afef-be635b0ed3e3","33309"
"250","2011-03-01","255901001","2011","2010-2011 Spring Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.636984","2020-11-13 14:17:41.636907","68652549-17a7-4e10-ab89-a14caf3a9a4c","33311"
"250","2011-05-05","255901001","2011","2010-2011 Spring Semester","728","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.644900","2020-11-13 14:17:41.644722","af6e0368-c54c-4715-850a-16aff72d236f","33313"
"250","2011-03-07","255901001","2011","2010-2011 Spring Semester","730","Absent unexcused",,"1.00",,,,"NULL","2020-11-13 14:17:41.654623","2020-11-13 14:17:41.654482","9688b382-0e52-415d-8a34-f371cc4b9841","33317"
"248","2010-08-25","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.666215","2020-11-13 14:17:41.665999","a9cc783e-3624-41ae-811c-6b9947884dfa","33322"
"248","2010-10-25","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.676204","2020-11-13 14:17:41.676127","c5b80447-7ca1-45fb-8d8e-8fc88f5fcb74","33326"
"248","2010-10-29","255901001","2011","2010-2011 Fall Semester","748","Absent excused",,"1.00",,,,"NULL","2020-11-13 14:17:41.683155","2020-11-13 14:17:41.682827","d9fb2512-7a29-45f3-b1ff-f6c43e156f5f","33329"
