assessmentidentifier,identificationcode,namespace,studentassessmentidentifier,studentusi,createdate
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","2020-11-13 14:16:41.327462"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","HgW9FCTR96DEpBLRnden3coS5CcvXoOmL8B4vqFU","69","2020-11-13 14:16:41.328111"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201834"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201843"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201853"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201860"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201868"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201878"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201886"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201893"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201903"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","bxj7vLIVbNtn6XjDxrY8l+Mv/Q6ZRKzVJiCIn0HF","352","2020-11-13 14:16:41.201910"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241089"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241800"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241815"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241824"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241832"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241841"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241848"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241856"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241865"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241873"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241880"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","DtkHpmh25G2JImKovnJWQPBSnGsX2toOMudz6v+/","247","2020-11-13 14:16:41.241891"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.281556"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282245"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282259"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282267"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282276"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282285"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282293"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282301"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282318"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282326"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282334"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","Fa6zTLxszUwC6WbFnQ6uQLyZWHl+Ecq0M/Fej2vJ","497","2020-11-13 14:16:41.282344"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.301752"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302359"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302377"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302386"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302394"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302404"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302412"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302420"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302429"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300111"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300122"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300130"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300138"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300148"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300155"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300163"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300173"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300181"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","gkgmC9B+3p+N7MOij/hNkJV/Fjuwy5MThJxsH/1y","925","2020-11-13 14:16:41.300189"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342218"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342833"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342847"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342860"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342870"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342880"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342891"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342900"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342908"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342917"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342924"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","JURmK6DNtTtC8aQ3Wcdi9LIdG7XUf5N1ctOBwHgb","562","2020-11-13 14:16:41.342932"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.372513"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373128"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373147"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373156"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373186"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373196"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373205"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373213"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373221"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373230"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373238"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","kGt6DfIadkgg9meNMcD3OfAkCGp2dlJAbTvqbDM3","917","2020-11-13 14:16:41.373246"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.402367"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403095"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403108"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403712"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403749"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403758"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403768"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403776"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","lBySzJisGNlyaKXFZfBQouCklqcMop58KLTl66P/","232","2020-11-13 14:16:41.403784"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302437"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302444"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","gsYq6G9v2KylarcmkrlxohLUB5w4ITTjJongjZQJ","207","2020-11-13 14:16:41.302452"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320102"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320819"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320832"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320841"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320849"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320857"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320867"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320874"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320881"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320906"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320957"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","H4jV66Eb3XaAjwVPjl4bnlPYXW4z6omLcLgQRT/O","406","2020-11-13 14:16:41.320967"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.341954"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342578"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342592"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342600"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342610"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342617"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342625"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342633"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342642"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342671"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342680"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","hQODL9EG0k8pClBWoLBzwecR2sW2hGerNPayTBkg","811","2020-11-13 14:16:41.342691"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","kO+V0BniVngERHJIgGSLJCZICdlagrdC6b0sgtnW","144","2020-11-13 14:16:41.386700"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","kO+V0BniVngERHJIgGSLJCZICdlagrdC6b0sgtnW","144","2020-11-13 14:16:41.387477"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","kO+V0BniVngERHJIgGSLJCZICdlagrdC6b0sgtnW","144","2020-11-13 14:16:41.387502"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","kO+V0BniVngERHJIgGSLJCZICdlagrdC6b0sgtnW","144","2020-11-13 14:16:41.387515"
"MP-2013-Mathematics-Seventh grade","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","kO+V0BniVngERHJIgGSLJCZICdlagrdC6b0sgtnW","144","2020-11-13 14:16:41.387527"
