assessmentidentifier,identificationcode,namespace,responsevalue,responsedescription,correctresponse,createdate
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909962","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.430712"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909969","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.444563"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909970","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.450201"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081544","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.460044"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081549","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.468784"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081552","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.476461"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081554","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.480806"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081557","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.519296"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081561","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.529936"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652074","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.538558"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652077","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.546826"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652080","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.553586"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652085","uri://ed-fi.org/Assessment/Assessment.xml","J",,"true","2020-11-13 14:16:17.565975"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652088","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.574277"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","0","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.584897"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228744","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.594294"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228747","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.602354"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228750","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.612196"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228753","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.619055"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228757","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.627649"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275828","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.643317"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275830","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.649514"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275833","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.657436"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275838","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.667714"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275841","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.677030"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275844","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.683337"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863602","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.690863"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863610","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.846486"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863614","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.857062"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279434","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.867600"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279438","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.877267"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279441","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.885219"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279445","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.892870"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279448","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.899626"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","0","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.909819"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900332","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.919808"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900335","uri://ed-fi.org/Assessment/Assessment.xml","F",,"true","2020-11-13 14:16:17.925697"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900339","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.934998"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900340","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:18.177897"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900344","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:18.186567"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1419","uri://ed-fi.org/Assessment/Assessment.xml","7.494",,"true","2020-11-13 14:16:18.199604"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1424","uri://ed-fi.org/Assessment/Assessment.xml","A",,"false","2020-11-13 14:16:18.208884"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1424","uri://ed-fi.org/Assessment/Assessment.xml","B",,"false","2020-11-13 14:16:18.209439"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1424","uri://ed-fi.org/Assessment/Assessment.xml","C",,"false","2020-11-13 14:16:18.209458"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1424","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:18.209498"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1428","uri://ed-fi.org/Assessment/Assessment.xml","1/2",,"true","2020-11-13 14:16:18.218234"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1432","uri://ed-fi.org/Assessment/Assessment.xml","30",,"true","2020-11-13 14:16:18.230160"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1434","uri://ed-fi.org/Assessment/Assessment.xml","A","1","false","2020-11-13 14:16:18.236144"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1434","uri://ed-fi.org/Assessment/Assessment.xml","B","89","false","2020-11-13 14:16:18.236758"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1434","uri://ed-fi.org/Assessment/Assessment.xml","C","91","true","2020-11-13 14:16:18.236771"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1434","uri://ed-fi.org/Assessment/Assessment.xml","D","179","false","2020-11-13 14:16:18.236782"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1439","uri://ed-fi.org/Assessment/Assessment.xml","1 1/2 cups",,"true","2020-11-13 14:16:18.245915"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909966","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.437205"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652091","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.576817"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228742","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.586918"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228759","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.635961"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863606","uri://ed-fi.org/Assessment/Assessment.xml","F",,"true","2020-11-13 14:16:17.697979"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863608","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.846909"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863613","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.856239"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279433","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.866689"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279437","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.876087"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279443","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.887217"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279449","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.901117"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900333","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.920690"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900338","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.930289"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900343","uri://ed-fi.org/Assessment/Assessment.xml","J",,"true","2020-11-13 14:16:18.180249"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900347","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:18.189703"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1427","uri://ed-fi.org/Assessment/Assessment.xml","A","less than","true","2020-11-13 14:16:18.219600"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1427","uri://ed-fi.org/Assessment/Assessment.xml","B","greater than","false","2020-11-13 14:16:18.220184"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1427","uri://ed-fi.org/Assessment/Assessment.xml","C","equal to","false","2020-11-13 14:16:18.220229"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1427","uri://ed-fi.org/Assessment/Assessment.xml","D","none of the above","false","2020-11-13 14:16:18.220247"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1433","uri://ed-fi.org/Assessment/Assessment.xml","$80",,"true","2020-11-13 14:16:18.230165"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1437","uri://ed-fi.org/Assessment/Assessment.xml","0.17",,"true","2020-11-13 14:16:18.240053"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1420","uri://ed-fi.org/Assessment/Assessment.xml","B","2/5 miles","false","2020-11-13 14:16:18.202985"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1420","uri://ed-fi.org/Assessment/Assessment.xml","C","7/8 miles","true","2020-11-13 14:16:18.203011"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1420","uri://ed-fi.org/Assessment/Assessment.xml","D","1 mile","false","2020-11-13 14:16:18.203025"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1423","uri://ed-fi.org/Assessment/Assessment.xml","7,320",,"true","2020-11-13 14:16:18.208259"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1426","uri://ed-fi.org/Assessment/Assessment.xml","(3/55)",,"true","2020-11-13 14:16:18.217491"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1429","uri://ed-fi.org/Assessment/Assessment.xml","1/18",,"true","2020-11-13 14:16:18.221247"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1430","uri://ed-fi.org/Assessment/Assessment.xml","6",,"true","2020-11-13 14:16:18.226114"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1435","uri://ed-fi.org/Assessment/Assessment.xml","3 2/3",,"true","2020-11-13 14:16:18.236081"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1438","uri://ed-fi.org/Assessment/Assessment.xml","27",,"true","2020-11-13 14:16:18.245629"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1440","uri://ed-fi.org/Assessment/Assessment.xml","12.5 centimeters",,"true","2020-11-13 14:16:18.249793"
