learningstandardid,title,version,uri,publicationdate,publicationyear,publicationstatusdescriptorid,mandatingeducationorganizationid,begindate,enddate,createdate
"110.32.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.039910"
"110.32.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.048936"
"110.32.12.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.058907"
"110.32.13.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.070711"
"110.32.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.081576"
"110.32.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.093976"
"110.32.15.Aiv","State Standard",,,,,,,,,"2020-11-13 14:15:16.103184"
"110.32.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.112910"
"110.32.15.Ci","State Standard",,,,,,,,,"2020-11-13 14:15:16.124736"
"110.32.15.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.136283"
"110.32.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.378868"
"110.32.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.390155"
"110.32.17.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.401874"
"110.32.18.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.410991"
"110.32.19","State Standard",,,,,,,,,"2020-11-13 14:15:16.420053"
"110.32.20.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.440431"
"110.32.21","State Standard",,,,,,,,,"2020-11-13 14:15:16.446935"
"110.32.22.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.468873"
"110.32.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.480219"
"110.32.25.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.500461"
"110.32.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.510570"
"110.32.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.521156"
"110.32.6","State Standard",,,,,,,,,"2020-11-13 14:15:16.768367"
"110.20.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.207212"
"110.20.25.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.212805"
"110.20.25.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.217286"
"110.20.26","State Standard",,,,,,,,,"2020-11-13 14:15:15.222462"
"110.20.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.227422"
"110.20.27","State Standard",,,,,,,,,"2020-11-13 14:15:15.232470"
"110.20.28","State Standard",,,,,,,,,"2020-11-13 14:15:15.238953"
"110.20.3","State Standard",,,,,,,,,"2020-11-13 14:15:15.243675"
"110.20.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.249225"
"110.20.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.259917"
"110.20.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.267050"
"110.20.8","State Standard",,,,,,,,,"2020-11-13 14:15:15.277600"
"110.20.9","State Standard",,,,,,,,,"2020-11-13 14:15:15.285122"
"110.20.RC.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.292706"
"110.20.RC.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.297792"
"110.20.RC.F","State Standard",,,,,,,,,"2020-11-13 14:15:15.302733"
"110.23.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.308553"
"110.23.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.314161"
"110.23.10.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.319017"
"110.23.10.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.323944"
"110.23.10.G","State Standard",,,,,,,,,"2020-11-13 14:15:15.329617"
"110.23.10.I","State Standard",,,,,,,,,"2020-11-13 14:15:15.334554"
"110.23.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.344899"
"110.23.11.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.352697"
"110.23.12.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.364140"
"110.23.12.F","State Standard",,,,,,,,,"2020-11-13 14:15:15.373280"
"110.23.12.I","State Standard",,,,,,,,,"2020-11-13 14:15:15.380059"
"110.23.12.K","State Standard",,,,,,,,,"2020-11-13 14:15:15.384958"
"110.23.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.394648"
"110.23.13.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.402633"
"110.23.13.G","State Standard",,,,,,,,,"2020-11-13 14:15:15.408537"
"110.23.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.417265"
"110.23.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.428629"
"110.23.15.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.438315"
"110.23.15.G","State Standard",,,,,,,,,"2020-11-13 14:15:15.448071"
"110.23.16.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.460631"
"110.23.16.G","State Standard",,,,,,,,,"2020-11-13 14:15:15.468206"
"110.23.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.473099"
"110.23.17.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.479020"
"110.23.17.H","State Standard",,,,,,,,,"2020-11-13 14:15:15.495645"
"110.23.18.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.500680"
"110.23.18.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.505920"
"110.23.18.G","State Standard",,,,,,,,,"2020-11-13 14:15:15.511631"
"110.23.19.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.525121"
"110.23.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.535022"
"110.23.2.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.548534"
"110.23.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.555092"
"110.23.20.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.558747"
"110.23.20.F","State Standard",,,,,,,,,"2020-11-13 14:15:15.568199"
"110.23.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.576296"
"110.23.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.580754"
"110.23.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.584951"
"110.23.24.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.595224"
"110.23.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.601394"
"110.23.3.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.606599"
"110.23.3.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.610992"
"110.23.4.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.616081"
"110.23.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.620699"
"110.23.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.625953"
"110.23.5.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.630189"
"110.23.6.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.636627"
"110.23.7.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.641342"
"110.23.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.650440"
"110.23.8.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.655601"
"110.23.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.661089"
"110.23.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.665845"
"110.23.9.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.671937"
"110.23.9.F","State Standard",,,,,,,,,"2020-11-13 14:15:15.676394"
"110.31.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.682869"
"110.31.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.687734"
"110.31.1.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.693276"
"110.31.10","State Standard",,,,,,,,,"2020-11-13 14:15:15.698694"
"110.31.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.708602"
"110.31.12","State Standard",,,,,,,,,"2020-11-13 14:15:15.713765"
"110.31.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.719301"
"110.31.13","State Standard",,,,,,,,,"2020-11-13 14:15:15.724334"
"110.31.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.735081"
"110.31.13.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.739757"
"110.31.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.750883"
"110.31.15","State Standard",,,,,,,,,"2020-11-13 14:15:15.760054"
"110.31.15.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:15.768795"
"110.31.15.Aiv","State Standard",,,,,,,,,"2020-11-13 14:15:15.775524"
"110.31.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.781474"
"110.31.15.Bi","State Standard",,,,,,,,,"2020-11-13 14:15:15.786780"
"110.31.15.Ci","State Standard",,,,,,,,,"2020-11-13 14:15:15.795911"
"110.31.15.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.804258"
"110.31.16","State Standard",,,,,,,,,"2020-11-13 14:15:15.810101"
"110.31.16.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.824829"
"110.31.17.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.840465"
"110.31.18","State Standard",,,,,,,,,"2020-11-13 14:15:15.853592"
"110.31.18.Bi","State Standard",,,,,,,,,"2020-11-13 14:15:15.862468"
"110.31.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.874710"
"110.31.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.888770"
"110.31.20.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.895754"
"110.31.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.901338"
"110.31.22","State Standard",,,,,,,,,"2020-11-13 14:15:15.909253"
"110.31.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.914761"
"110.31.23","State Standard",,,,,,,,,"2020-11-13 14:15:15.918948"
"110.31.23.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.925573"
"110.31.23.E","State Standard",,,,,,,,,"2020-11-13 14:15:15.931055"
"110.31.24.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.944740"
"110.31.25","State Standard",,,,,,,,,"2020-11-13 14:15:15.955295"
"110.31.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.967708"
"110.31.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.976960"
"110.31.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:15.986106"
"110.31.9","State Standard",,,,,,,,,"2020-11-13 14:15:15.998491"
"110.31.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.006914"
"110.34.3","State Standard",,,,,,,,,"2020-11-13 14:15:17.841919"
"110.31.15.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.788595"
"110.31.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:15.813299"
"110.31.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.828150"
"110.31.17.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:15.839223"
"110.31.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.852880"
"110.31.18.Biii","State Standard",,,,,,,,,"2020-11-13 14:15:15.866500"
"110.31.2","State Standard",,,,,,,,,"2020-11-13 14:15:15.875437"
"110.31.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.888958"
"110.31.21","State Standard",,,,,,,,,"2020-11-13 14:15:15.899182"
"110.31.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.907710"
"110.31.22.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.917950"
"110.31.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.928017"
"110.31.24","State Standard",,,,,,,,,"2020-11-13 14:15:15.944957"
"110.31.25.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.955698"
"110.31.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.966449"
"110.31.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:15.978294"
"110.31.7","State Standard",,,,,,,,,"2020-11-13 14:15:15.988978"
"110.31.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:15.996275"
"110.31.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.007099"
"110.32.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.018457"
"110.32.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.028625"
"110.32.10","State Standard",,,,,,,,,"2020-11-13 14:15:16.038282"
"110.32.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.051747"
"110.32.12.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.059773"
"110.32.13.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.071934"
"110.32.13.E","State Standard",,,,,,,,,"2020-11-13 14:15:16.080357"
"110.32.15.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:16.093709"
"110.32.15.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:16.101445"
"110.32.15.Avi","State Standard",,,,,,,,,"2020-11-13 14:15:16.112426"
"110.32.15.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:16.118636"
"110.32.15.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.123835"
"110.32.16","State Standard",,,,,,,,,"2020-11-13 14:15:16.136267"
"110.32.16.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.378876"
"110.32.17","State Standard",,,,,,,,,"2020-11-13 14:15:16.390087"
"110.32.17.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:16.400221"
"110.32.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.409421"
"110.32.18.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:16.418411"
"110.32.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.425479"
"110.32.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.430034"
"110.32.20","State Standard",,,,,,,,,"2020-11-13 14:15:16.438727"
"110.32.21.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.452925"
"110.32.22.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.467983"
"110.32.23.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.479463"
"110.32.24","State Standard",,,,,,,,,"2020-11-13 14:15:16.489587"
"110.32.25","State Standard",,,,,,,,,"2020-11-13 14:15:16.499890"
"110.32.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.509551"
"110.32.5","State Standard",,,,,,,,,"2020-11-13 14:15:16.521143"
"110.32.5.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.768188"
"110.32.7","State Standard",,,,,,,,,"2020-11-13 14:15:16.778962"
"110.32.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.791184"
"110.32.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.800191"
"110.33.1.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.810852"
"110.33.1.E","State Standard",,,,,,,,,"2020-11-13 14:15:16.821840"
"110.33.11.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.833677"
"110.33.12.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.843793"
"110.33.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.860616"
"110.33.13.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.871385"
"110.33.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.121093"
"110.33.15.Ai","State Standard",,,,,,,,,"2020-11-13 14:15:17.141082"
"110.33.15.Av","State Standard",,,,,,,,,"2020-11-13 14:15:17.153125"
"110.33.15.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:17.165319"
"110.33.15.Bv","State Standard",,,,,,,,,"2020-11-13 14:15:17.177328"
"110.33.15.D","State Standard",,,,,,,,,"2020-11-13 14:15:17.191185"
"110.33.16.D","State Standard",,,,,,,,,"2020-11-13 14:15:17.209478"
"110.33.17","State Standard",,,,,,,,,"2020-11-13 14:15:17.214499"
"110.33.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.219916"
"110.33.2","State Standard",,,,,,,,,"2020-11-13 14:15:17.232337"
"110.33.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.241863"
"110.33.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.254405"
"110.33.22","State Standard",,,,,,,,,"2020-11-13 14:15:17.262469"
"110.33.23.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.277230"
"110.33.23.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.282339"
"110.33.24.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.294969"
"110.33.25.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.298536"
"110.33.26.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.305371"
"110.33.4","State Standard",,,,,,,,,"2020-11-13 14:15:17.313014"
"110.33.5.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.322442"
"110.33.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.333549"
"110.33.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.344127"
"110.33.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.352197"
"110.34.1","State Standard",,,,,,,,,"2020-11-13 14:15:17.362877"
"110.34.1.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.370626"
"110.34.11","State Standard",,,,,,,,,"2020-11-13 14:15:17.383101"
"110.34.12","State Standard",,,,,,,,,"2020-11-13 14:15:17.394808"
"110.34.13","State Standard",,,,,,,,,"2020-11-13 14:15:17.404984"
"110.34.13.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.414175"
"110.34.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.423704"
"110.34.15","State Standard",,,,,,,,,"2020-11-13 14:15:17.433751"
"110.34.15.Aiii","State Standard",,,,,,,,,"2020-11-13 14:15:17.443806"
"110.34.15.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.454939"
"110.34.15.Biv","State Standard",,,,,,,,,"2020-11-13 14:15:17.466109"
"110.34.15.Cii","State Standard",,,,,,,,,"2020-11-13 14:15:17.477007"
"110.34.16","State Standard",,,,,,,,,"2020-11-13 14:15:17.486652"
"110.34.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.496339"
"110.34.16.F","State Standard",,,,,,,,,"2020-11-13 14:15:17.505941"
"110.34.17.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.749636"
"110.34.18","State Standard",,,,,,,,,"2020-11-13 14:15:17.756755"
"110.34.19.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.762245"
"110.34.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.767612"
"110.34.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.778143"
"110.34.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.788807"
"110.34.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.798567"
"110.34.23","State Standard",,,,,,,,,"2020-11-13 14:15:17.806231"
"110.34.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.810835"
"110.34.23.D","State Standard",,,,,,,,,"2020-11-13 14:15:17.815530"
"110.34.23.E","State Standard",,,,,,,,,"2020-11-13 14:15:17.820578"
"110.34.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.826067"
"110.34.26","State Standard",,,,,,,,,"2020-11-13 14:15:17.832898"
"110.31.RC.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.017680"
"110.32.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.028075"
"110.32.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.038269"
"110.32.11.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.047762"
"110.32.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.058634"
"110.32.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.069116"
"110.32.14","State Standard",,,,,,,,,"2020-11-13 14:15:16.080044"
"110.32.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.090008"
"110.32.15.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:16.101516"
"110.32.15.Av","State Standard",,,,,,,,,"2020-11-13 14:15:16.107079"
"110.32.15.Bi","State Standard",,,,,,,,,"2020-11-13 14:15:16.114500"
"110.32.15.Biii","State Standard",,,,,,,,,"2020-11-13 14:15:16.122793"
"110.32.15.Cii","State Standard",,,,,,,,,"2020-11-13 14:15:16.129826"
"110.32.15.Ciii","State Standard",,,,,,,,,"2020-11-13 14:15:16.135559"
"110.32.16.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.378617"
"110.32.16.F","State Standard",,,,,,,,,"2020-11-13 14:15:16.388189"
"110.32.17.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:16.398502"
"110.32.18","State Standard",,,,,,,,,"2020-11-13 14:15:16.408935"
"110.32.18.Bi","State Standard",,,,,,,,,"2020-11-13 14:15:16.415633"
"110.32.18.Biii","State Standard",,,,,,,,,"2020-11-13 14:15:16.420038"
"110.32.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.430041"
"110.32.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.435061"
"110.32.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.439188"
"110.32.21.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.448765"
"110.32.22","State Standard",,,,,,,,,"2020-11-13 14:15:16.458771"
"110.32.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.464285"
"110.32.23","State Standard",,,,,,,,,"2020-11-13 14:15:16.469686"
"110.32.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.477053"
"110.32.23.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.482458"
"110.32.23.E","State Standard",,,,,,,,,"2020-11-13 14:15:16.487844"
"110.32.24.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.493178"
"110.32.24.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.498552"
"110.32.26","State Standard",,,,,,,,,"2020-11-13 14:15:16.503688"
"110.32.3","State Standard",,,,,,,,,"2020-11-13 14:15:16.510386"
"110.32.4","State Standard",,,,,,,,,"2020-11-13 14:15:16.515093"
"110.32.4.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.520428"
"110.32.5.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.767324"
"110.32.7.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.778969"
"110.32.9.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.792677"
"110.33.1","State Standard",,,,,,,,,"2020-11-13 14:15:16.803807"
"110.33.1.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.816492"
"110.33.10.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.823907"
"110.33.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.828368"
"110.33.11","State Standard",,,,,,,,,"2020-11-13 14:15:16.833247"
"110.33.12","State Standard",,,,,,,,,"2020-11-13 14:15:16.840523"
"110.33.12.D","State Standard",,,,,,,,,"2020-11-13 14:15:16.855668"
"110.33.13.B","State Standard",,,,,,,,,"2020-11-13 14:15:16.860602"
"110.33.13.C","State Standard",,,,,,,,,"2020-11-13 14:15:16.868396"
"110.33.14.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.119921"
"110.33.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.141216"
"110.33.15.Avi","State Standard",,,,,,,,,"2020-11-13 14:15:17.154773"
"110.33.15.Bi","State Standard",,,,,,,,,"2020-11-13 14:15:17.165111"
"110.33.15.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.177171"
"110.33.15.Ciii","State Standard",,,,,,,,,"2020-11-13 14:15:17.187684"
"110.33.16","State Standard",,,,,,,,,"2020-11-13 14:15:17.198933"
"110.33.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.204465"
"110.33.16.E","State Standard",,,,,,,,,"2020-11-13 14:15:17.211673"
"110.33.18.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.224952"
"110.33.19","State Standard",,,,,,,,,"2020-11-13 14:15:17.230819"
"110.33.2.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.236405"
"110.33.2.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.240912"
"110.33.20.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.247284"
"110.33.21","State Standard",,,,,,,,,"2020-11-13 14:15:17.253224"
"110.33.21.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.257518"
"110.33.22.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.264085"
"110.33.22.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.271591"
"110.33.23.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.275843"
"110.33.24","State Standard",,,,,,,,,"2020-11-13 14:15:17.288846"
"110.33.25","State Standard",,,,,,,,,"2020-11-13 14:15:17.296905"
"110.33.3.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.308101"
"110.33.5.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.317630"
"110.33.6","State Standard",,,,,,,,,"2020-11-13 14:15:17.327194"
"110.33.6.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.332218"
"110.33.8","State Standard",,,,,,,,,"2020-11-13 14:15:17.337843"
"110.33.9","State Standard",,,,,,,,,"2020-11-13 14:15:17.343617"
"110.33.9.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.348881"
"110.33.9.D","State Standard",,,,,,,,,"2020-11-13 14:15:17.353304"
"110.33.RC.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.360004"
"110.34.1.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.364834"
"110.34.10","State Standard",,,,,,,,,"2020-11-13 14:15:17.374921"
"110.34.10.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.381690"
"110.34.12.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.395575"
"110.34.13.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.405720"
"110.34.13.E","State Standard",,,,,,,,,"2020-11-13 14:15:17.415463"
"110.34.14","State Standard",,,,,,,,,"2020-11-13 14:15:17.422826"
"110.34.14.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.426981"
"110.34.15.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.433671"
"110.34.15.Aii","State Standard",,,,,,,,,"2020-11-13 14:15:17.437906"
"110.34.15.Aiv","State Standard",,,,,,,,,"2020-11-13 14:15:17.444919"
"110.34.15.Avi","State Standard",,,,,,,,,"2020-11-13 14:15:17.448889"
"110.34.15.Avii","State Standard",,,,,,,,,"2020-11-13 14:15:17.454374"
"110.34.15.Bii","State Standard",,,,,,,,,"2020-11-13 14:15:17.460656"
"110.34.15.Biii","State Standard",,,,,,,,,"2020-11-13 14:15:17.465121"
"110.34.15.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.470952"
"110.34.15.Ci","State Standard",,,,,,,,,"2020-11-13 14:15:17.476026"
"110.34.15.Civ","State Standard",,,,,,,,,"2020-11-13 14:15:17.482275"
"110.34.15.Cv","State Standard",,,,,,,,,"2020-11-13 14:15:17.486531"
"110.34.16.A","State Standard",,,,,,,,,"2020-11-13 14:15:17.493099"
"110.34.16.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.497894"
"110.34.17","State Standard",,,,,,,,,"2020-11-13 14:15:17.748490"
"110.34.19","State Standard",,,,,,,,,"2020-11-13 14:15:17.759128"
"110.34.2","State Standard",,,,,,,,,"2020-11-13 14:15:17.767361"
"110.34.2.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.773523"
"110.34.20","State Standard",,,,,,,,,"2020-11-13 14:15:17.777874"
"110.34.21","State Standard",,,,,,,,,"2020-11-13 14:15:17.784302"
"110.34.21.B","State Standard",,,,,,,,,"2020-11-13 14:15:17.790341"
"110.34.22","State Standard",,,,,,,,,"2020-11-13 14:15:17.795952"
"110.34.22.C","State Standard",,,,,,,,,"2020-11-13 14:15:17.800853"
"110.32.8.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.781390"
"110.32.9.A","State Standard",,,,,,,,,"2020-11-13 14:15:16.791386"
