courseattemptresultdescriptorid,coursecode,courseeducationorganizationid,educationorganizationid,schoolyear,studentusi,termdescriptorid,attemptedcredits,attemptedcredittypedescriptorid,attemptedcreditconversion,earnedcredits,earnedcredittypedescriptorid,earnedcreditconversion,whentakengradeleveldescriptorid,methodcreditearneddescriptorid,finallettergradeearned,finalnumericgradeearned,courserepeatcodedescriptorid,coursetitle,alternativecoursetitle,alternativecoursecode,externaleducationorganizationid,assigningorganizationidentificationcode,coursecatalogurl,discriminator,createdate,lastmodifieddate,id,changeversion
"609","ENG-3","255901001","255901001","2012","368","2330","1.000",,,"0.500",,,"942","1648","F","50.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.319611","2020-11-13 14:21:47.319446","d0f2de4d-401f-4d9f-8b40-6b6816556949","94744"
"608","ENG-3","255901001","255901001","2011","404","2333","1.000",,,"1.000",,,"942","1648","B","80.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.326418","2020-11-13 14:21:47.325976","1c3896a7-6b34-4fbd-9ec7-42ae9025643c","94747"
"608","ENG-3","255901001","255901001","2011","420","2330","1.000",,,"1.000",,,"942","1648","D","67.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.339275","2020-11-13 14:21:47.339116","a7ca71d5-ef87-45bb-a7fb-c11591856ef6","94750"
"608","ENG-3","255901001","255901001","2011","433","2333","1.000",,,"1.000",,,"942","1648","B","89.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.355304","2020-11-13 14:21:47.354446","c2fb6318-26d2-4884-99f1-1165362506ed","94754"
"608","ENG-3","255901001","255901001","2011","446","2333","1.000",,,"1.000",,,"942","1648","D","64.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.370169","2020-11-13 14:21:47.368922","2d823c22-32d1-49fb-9e3d-8e03897ccf50","94758"
"608","ENG-2","255901001","255901001","2012","115","2330","1.000",,,"1.000",,,"957","1648","C","75.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.006343","2020-11-13 14:21:47.006170","eb1025e4-081d-4d25-a5fe-912efc564854","94667"
"608","ENG-2","255901001","255901001","2012","163","2333","1.000",,,"1.000",,,"957","1648","D","68.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.021376","2020-11-13 14:21:47.021075","30ba4bfb-d8a2-4622-b31d-62a24d04cc29","94671"
"608","ENG-2","255901001","255901001","2012","225","2333","1.000",,,"1.000",,,"957","1648","C","71.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.038145","2020-11-13 14:21:47.037995","becb8c17-1c05-403d-9cbe-abb2d09a3134","94676"
"608","ENG-2","255901001","255901001","2012","238","2333","1.000",,,"1.000",,,"957","1648","D","61.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.057043","2020-11-13 14:21:47.056866","a9c0ab48-5bef-48c7-ad19-9fb16777466b","94680"
"608","ENG-2","255901001","255901001","2012","262","2330","1.000",,,"1.000",,,"957","1648","D","64.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.064328","2020-11-13 14:21:47.064054","8d4eeece-ee11-4b62-b6ac-da234938f522","94681"
"608","ENG-2","255901001","255901001","2012","272","2330","1.000",,,"1.000",,,"957","1648","A","94.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.069519","2020-11-13 14:21:47.069349","dbaf5a7c-998a-4776-a007-3da015d33f34","94683"
"608","ENG-2","255901001","255901001","2012","283","2330","1.000",,,"1.000",,,"957","1648","A","96.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.084377","2020-11-13 14:21:47.084205","b3cff308-65eb-4206-97cf-b50223ae3f94","94687"
"608","ENG-2","255901001","255901001","2012","299","2333","1.000",,,"1.000",,,"957","1648","B","87.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.096353","2020-11-13 14:21:47.095950","fb377999-723e-4040-95d0-e76636dc6281","94690"
"608","ENG-2","255901001","255901001","2012","300","2333","1.000",,,"1.000",,,"957","1648","D","66.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.102868","2020-11-13 14:21:47.102689","83088586-74fe-4c74-911a-2247c7c3d84d","94692"
"608","ENG-2","255901001","255901001","2012","347","2333","1.000",,,"1.000",,,"957","1648","A","93.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.115992","2020-11-13 14:21:47.115826","c41489db-3f8c-4281-97f1-eaa6341d1c68","94695"
"608","ENG-2","255901001","255901001","2012","379","2333","1.000",,,"1.000",,,"957","1648","C","74.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.136043","2020-11-13 14:21:47.135272","f3f9f72b-ab75-4c30-9646-a985b4abd08c","94700"
"608","ENG-2","255901001","255901001","2012","390","2330","1.000",,,"1.000",,,"957","1648","D","66.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.141619","2020-11-13 14:21:47.141358","f80883b8-76dd-4ee2-bd29-804d4a9fe93f","94701"
"609","ENG-2","255901001","255901001","2011","684","2333","1.000",,,"0.500",,,"957","1648","F","54.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.162216","2020-11-13 14:21:47.161654","2567a069-c60a-4ae7-80e1-8f2d82395ccf","94707"
"609","ENG-2","255901001","255901001","2011","719","2333","1.000",,,"0.500",,,"957","1648","F","37.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.170255","2020-11-13 14:21:47.169934","160f30a0-312d-4084-9ce2-033f91ec84af","94708"
"609","ENG-2","255901001","255901001","2011","808","2330","1.000",,,"0.500",,,"957","1648","F","46.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.180664","2020-11-13 14:21:47.180218","f0dfd1a9-8185-4a43-a7e9-269db7855047","94711"
"609","ENG-2","255901001","255901001","2011","936","2330","1.000",,,"0.500",,,"957","1648","F","41.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.187099","2020-11-13 14:21:47.186884","365119af-e1a0-43ab-900d-ec87a0b55882","94712"
"609","ENG-3","255901001","255901001","2011","425","2330","1.000",,,"0.500",,,"942","1648","F","40.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.218209","2020-11-13 14:21:47.218039","e7417a7c-d325-46f7-9567-7bd22745516d","94721"
"609","ENG-3","255901001","255901001","2011","428","2330","1.000",,,"0.500",,,"942","1648","F","33.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.224530","2020-11-13 14:21:47.223640","91efb83d-06d6-4674-8785-98d5f6361a4c","94722"
"609","ENG-3","255901001","255901001","2011","453","2330","1.000",,,"0.500",,,"942","1648","F","48.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.233573","2020-11-13 14:21:47.233418","bf4c49d5-a75e-491e-8644-b85acd31d198","94724"
"609","ENG-3","255901001","255901001","2011","602","2333","1.000",,,"0.500",,,"942","1648","F","59.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.240562","2020-11-13 14:21:47.239850","ab8f7f70-5735-43f9-bff8-8e53a4ad033c","94726"
"609","ENG-3","255901001","255901001","2011","631","2330","1.000",,,"0.500",,,"942","1648","F","51.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.248409","2020-11-13 14:21:47.248177","f306f643-52d5-44ed-8111-147b1704a006","94728"
"609","ENG-3","255901001","255901001","2011","846","2330","1.000",,,"0.500",,,"942","1648","F","44.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.257058","2020-11-13 14:21:47.256842","5fb7578a-359f-431b-b7f2-1a9e383f7a16","94730"
"609","ENG-3","255901001","255901001","2011","960","2333","1.000",,,"0.500",,,"950","1648","F","49.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.264548","2020-11-13 14:21:47.263851","b297dbed-6a8f-4d9a-82ca-34fb3a88dcb7","94732"
"609","ENG-3","255901001","255901001","2012","67","2330","1.000",,,"0.500",,,"942","1648","F","57.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.273326","2020-11-13 14:21:47.273156","72201185-10ee-4799-a9db-6e6af8653b55","94734"
"609","ENG-3","255901001","255901001","2012","142","2330","1.000",,,"0.500",,,"942","1648","F","32.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.285663","2020-11-13 14:21:47.285272","c8dc12b2-42aa-445d-b160-1740558231ab","94736"
"609","ENG-3","255901001","255901001","2012","199","2330","1.000",,,"0.500",,,"942","1648","F","55.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.299544","2020-11-13 14:21:47.299359","69eec404-a2c5-40e6-8af9-0d7efe9fd99a","94740"
"609","ENG-3","255901001","255901001","2012","320","2330","1.000",,,"0.500",,,"942","1648","F","33.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.309995","2020-11-13 14:21:47.309813","61fb6be1-8cc1-4218-b2a5-105c270f596b","94743"
"608","ENG-3","255901001","255901001","2011","404","2330","1.000",,,"1.000",,,"942","1648","A","95.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.323435","2020-11-13 14:21:47.323254","89f903e7-acd4-44f0-a7db-4cc7968b2e33","94745"
"608","ENG-3","255901001","255901001","2011","425","2333","1.000",,,"1.000",,,"942","1648","B","84.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.342599","2020-11-13 14:21:47.342470","81ff0b06-eb15-4ecd-bdea-7dcb2e44ff36","94751"
"608","ENG-3","255901001","255901001","2011","433","2330","1.000",,,"1.000",,,"942","1648","D","60.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.354586","2020-11-13 14:21:47.354333","96423ee3-fe3b-4d47-b02e-065911e35a7f","94753"
"608","ENG-3","255901001","255901001","2011","453","2333","1.000",,,"1.000",,,"942","1648","B","86.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.369081","2020-11-13 14:21:47.368862","14adcf50-9307-4732-af92-b20458124dc7","94757"
"608","ENG-3","255901001","255901001","2011","474","2333","1.000",,,"1.000",,,"942","1648","B","88.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.379121","2020-11-13 14:21:47.378925","8a2c3e5d-4895-40f0-ab6a-826fc0549b3a","94760"
"608","ENG-3","255901001","255901001","2011","482","2333","1.000",,,"1.000",,,"942","1648","A","94.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.384550","2020-11-13 14:21:47.384326","e76143bc-d630-4e31-ba41-f58920a5626d","94762"
"608","ENG-3","255901001","255901001","2011","488","2333","1.000",,,"1.000",,,"942","1648","C","70.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.394749","2020-11-13 14:21:47.394584","3e264e1f-8683-4e35-a163-8371513f5d0b","94764"
"608","ENG-3","255901001","255901001","2011","493","2333","1.000",,,"1.000",,,"942","1648","D","60.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.399678","2020-11-13 14:21:47.399447","933d508e-61d3-439c-a099-09761fd9f09b","94766"
"608","ENG-3","255901001","255901001","2011","580","2333","1.000",,,"1.000",,,"942","1648","A","99.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.419041","2020-11-13 14:21:47.418877","7661d649-daed-4245-ba1d-da04636016d5","94771"
"608","ENG-3","255901001","255901001","2011","581","2330","1.000",,,"1.000",,,"942","1648","A","100.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.424104","2020-11-13 14:21:47.423911","844a9c7d-7bc0-4d57-86da-20a640cb3e21","94772"
"608","ENG-3","255901001","255901001","2011","597","2330","1.000",,,"1.000",,,"942","1648","B","81.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.432698","2020-11-13 14:21:47.432455","53ce3b68-d5ab-4d47-9aed-c2bfd7133ba5","94774"
"608","ENG-3","255901001","255901001","2011","615","2330","1.000",,,"1.000",,,"942","1648","A","100.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.444589","2020-11-13 14:21:47.444425","39b6206a-2b54-4855-9114-0fd8c223e24c","94777"
"608","ENG-3","255901001","255901001","2011","624","2330","1.000",,,"1.000",,,"942","1648","C","73.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.451584","2020-11-13 14:21:47.451409","c0500771-c339-4b3f-b310-d26b6325d75b","94779"
"608","ENG-3","255901001","255901001","2011","631","2333","1.000",,,"1.000",,,"942","1648","D","67.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.458857","2020-11-13 14:21:47.458392","42044aba-eea9-4353-aa26-4ae27b1e3bb2","94780"
"608","ENG-3","255901001","255901001","2011","636","2330","1.000",,,"1.000",,,"942","1648","A","90.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.467486","2020-11-13 14:21:47.467276","1daebc0b-c649-4517-848f-f45198c357ac","94783"
"608","ENG-3","255901001","255901001","2011","636","2333","1.000",,,"1.000",,,"942","1648","B","88.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.474932","2020-11-13 14:21:47.474750","a82da98e-f010-43ad-b73d-571100e8bb6e","94784"
"609","ENG-2","255901001","255901001","2011","626","2333","1.000",,,"0.500",,,"957","1648","F","44.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.158003","2020-11-13 14:21:47.157402","fa61a951-ac8d-4007-9c2e-c5c9f899a0b8","94706"
"609","ENG-2","255901001","255901001","2011","747","2330","1.000",,,"0.500",,,"957","1648","F","38.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.173748","2020-11-13 14:21:47.173562","e2f7d1a3-7df9-40b2-8b03-25aba2c55d9c","94709"
"609","ENG-2","255901001","255901001","2012","87","2330","1.000",,,"0.500",,,"957","1648","F","45.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.189874","2020-11-13 14:21:47.189666","e5fe477f-f94f-4134-bb13-9169dd675d09","94714"
"609","ENG-2","255901001","255901001","2012","321","2330","1.000",,,"0.500",,,"957","1648","F","38.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.203524","2020-11-13 14:21:47.202966","26a80900-b54f-4de7-aef6-10237fecafc1","94717"
"609","ENG-3","255901001","255901001","2011","897","2330","1.000",,,"0.500",,,"942","1648","F","51.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.258382","2020-11-13 14:21:47.258182","72d4d1aa-7c5b-4db5-8907-fcd0aa43351c","94731"
"609","ENG-3","255901001","255901001","2012","172","2330","1.000",,,"0.500",,,"942","1648","F","30.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.288483","2020-11-13 14:21:47.288329","d28f8e10-0c32-4d01-a915-fa37efdd42cc","94738"
"609","ENG-3","255901001","255901001","2012","233","2330","1.000",,,"0.500",,,"942","1648","F","31.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.310076","2020-11-13 14:21:47.309922","d7c42364-59e8-4956-86d0-d8fe58405966","94742"
"608","ENG-3","255901001","255901001","2011","408","2330","1.000",,,"1.000",,,"942","1648","D","67.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.326197","2020-11-13 14:21:47.325991","3a94386c-121a-451c-a384-4dd8724f12a9","94746"
"608","ENG-3","255901001","255901001","2011","408","2333","1.000",,,"1.000",,,"942","1648","D","62.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.335158","2020-11-13 14:21:47.334981","3d0accce-e2bf-4883-81cc-a81d1f03af5a","94748"
"608","ENG-3","255901001","255901001","2011","428","2333","1.000",,,"1.000",,,"942","1648","B","80.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.349799","2020-11-13 14:21:47.349004","40e078f0-5079-418e-b688-bcb0d9974fe2","94752"
"608","ENG-3","255901001","255901001","2011","439","2330","1.000",,,"1.000",,,"942","1648","C","78.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.356838","2020-11-13 14:21:47.356666","3fae87c8-f6c5-4b4c-aecb-d7fe6623b3c2","94755"
"608","ENG-3","255901001","255901001","2011","446","2330","1.000",,,"1.000",,,"942","1648","D","66.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.364543","2020-11-13 14:21:47.364352","9b3d28c0-1bb2-467e-b31f-8f930e18721d","94756"
"608","ENG-3","255901001","255901001","2011","474","2330","1.000",,,"1.000",,,"942","1648","B","80.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.370956","2020-11-13 14:21:47.370809","8a30d5e8-1eac-4974-984a-29df54cc1edf","94759"
"608","ENG-3","255901001","255901001","2011","493","2330","1.000",,,"1.000",,,"942","1648","D","69.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.395322","2020-11-13 14:21:47.395154","6e084e21-7a84-40fb-9610-9bdf40f75ae1","94765"
"608","ENG-3","255901001","255901001","2011","567","2333","1.000",,,"1.000",,,"942","1648","C","79.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.410008","2020-11-13 14:21:47.409775","c11b7c2f-6e8c-4965-9050-7538d9f125ee","94769"
"608","ENG-3","255901001","255901001","2011","581","2333","1.000",,,"1.000",,,"942","1648","D","64.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.426364","2020-11-13 14:21:47.426172","a9e3bb5f-48eb-4435-bfe7-3ded63012924","94773"
"608","ENG-3","255901001","255901001","2011","602","2330","1.000",,,"1.000",,,"942","1648","A","99.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.442084","2020-11-13 14:21:47.441942","58afb4fa-c686-4b2d-8bab-50e7b0e9417d","94776"
"608","ENG-3","255901001","255901001","2011","638","2330","1.000",,,"1.000",,,"942","1648","B","83.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.460668","2020-11-13 14:21:47.460503","c391fda4-7bcd-4664-a6a9-b93ef421427e","94781"
"608","ENG-3","255901001","255901001","2011","647","2333","1.000",,,"1.000",,,"942","1648","A","95.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.476194","2020-11-13 14:21:47.475986","5617e5f8-e797-48ca-a790-d577e42fcf84","94786"
"608","ENG-3","255901001","255901001","2011","655","2330","1.000",,,"1.000",,,"942","1648","B","83.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.491184","2020-11-13 14:21:47.490986","a19998fc-0fe1-4513-8cfc-503d50bcc44a","94790"
"608","ENG-3","255901001","255901001","2011","711","2330","1.000",,,"1.000",,,"942","1648","B","85.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.508004","2020-11-13 14:21:47.507833","26aac29e-6fa4-4f7e-8175-11b8e8dc5558","94794"
"608","ENG-3","255901001","255901001","2011","711","2333","1.000",,,"1.000",,,"942","1648","C","72.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.516559","2020-11-13 14:21:47.516377","455a8198-2518-4963-a76a-9b6d55a9c0aa","94795"
"608","ENG-3","255901001","255901001","2011","733","2330","1.000",,,"1.000",,,"942","1648","D","62.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.533988","2020-11-13 14:21:47.533822","a11d29d3-c7ce-4dc0-8536-7657f8093d97","94800"
"608","ENG-3","255901001","255901001","2011","790","2330","1.000",,,"1.000",,,"942","1648","B","81.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.549585","2020-11-13 14:21:47.549423","7e338f6a-0009-45ba-b943-04c0c5a0fe86","94805"
"608","ENG-3","255901001","255901001","2011","818","2333","1.000",,,"1.000",,,"942","1648","B","86.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.563298","2020-11-13 14:21:47.563049","d1a5f911-29c5-4f9c-a72b-3f08a63dddda","94808"
"608","ENG-3","255901001","255901001","2011","854","2333","1.000",,,"1.000",,,"942","1648","D","61.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.596475","2020-11-13 14:21:47.596263","d4cd5639-0b5b-4588-8bf0-0fb080d79355","94817"
"608","ENG-3","255901001","255901001","2011","895","2333","1.000",,,"1.000",,,"942","1648","A","91.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.609160","2020-11-13 14:21:47.608941","d7a1227b-994b-4401-a564-bb2182c589e3","94820"
"608","ENG-3","255901001","255901001","2011","896","2333","1.000",,,"1.000",,,"942","1648","A","97.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.624421","2020-11-13 14:21:47.624263","f69d8457-6c2e-4e98-b278-7ce8dea0acb7","94823"
"608","ENG-3","255901001","255901001","2011","929","2333","1.000",,,"1.000",,,"942","1648","D","63.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.654542","2020-11-13 14:21:47.654322","d13d76c9-dc97-405f-9bd4-6bd8d57c9d50","94831"
"608","ENG-3","255901001","255901001","2011","939","2333","1.000",,,"1.000",,,"942","1648","A","94.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.668093","2020-11-13 14:21:47.667950","361ad464-9f30-468b-9ac7-2cf05e51a0eb","94835"
"608","ENG-3","255901001","255901001","2012","12","2333","1.000",,,"1.000",,,"942","1648","D","64.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.686446","2020-11-13 14:21:47.685592","b5ed536c-60f7-4b97-8d5c-ab6cdb2390ca","94839"
"608","ENG-3","255901001","255901001","2012","114","2330","1.000",,,"1.000",,,"942","1648","B","89.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.725850","2020-11-13 14:21:47.725684","82a3b40e-531c-4fad-a94f-bd2a5f0e708e","94849"
"608","ENG-3","255901001","255901001","2012","170","2333","1.000",,,"1.000",,,"942","1648","D","64.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.754838","2020-11-13 14:21:47.754683","075eadab-9dbf-4f57-bb0d-c21ceef78294","94857"
"608","ENG-3","255901001","255901001","2012","221","2330","1.000",,,"1.000",,,"942","1648","D","61.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.762378","2020-11-13 14:21:47.762166","f8ab6aff-d60f-44ec-b648-79ed711f10ef","94859"
"608","ENG-3","255901001","255901001","2012","263","2333","1.000",,,"1.000",,,"942","1648","B","83.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.788489","2020-11-13 14:21:47.788329","eaebf893-b1f9-4abf-b8c8-a2f95e28b62d","94865"
"608","ENG-3","255901001","255901001","2012","273","2330","1.000",,,"1.000",,,"942","1648","B","88.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.806048","2020-11-13 14:21:47.805877","418c154a-66d9-4932-bf56-d3e43282c4ca","94869"
"608","ENG-3","255901001","255901001","2012","320","2333","1.000",,,"1.000",,,"942","1648","B","81.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.819926","2020-11-13 14:21:47.819748","6a1473b2-393d-40e2-8b07-4d574f609f79","94872"
"608","ENG-3","255901001","255901001","2012","368","2333","1.000",,,"1.000",,,"942","1648","C","72.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.836127","2020-11-13 14:21:47.835965","e65e1923-a86e-43f6-a95a-5ad4a4b5b655","94877"
"608","ENG-4","255901001","255901001","2011","413","2330","1.000",,,"1.000",,,"959","1648","C","71.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.879608","2020-11-13 14:21:47.879082","ad0562bb-6c4b-41d6-a58a-44fed8666985","94882"
"608","ENG-4","255901001","255901001","2011","467","2333","1.000",,,"1.000",,,"959","1648","B","81.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.896982","2020-11-13 14:21:47.896803","49288d43-448a-49ab-afaf-3c19cfaa6589","94886"
"608","ENG-4","255901001","255901001","2011","515","2333","1.000",,,"1.000",,,"959","1648","D","62.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.913717","2020-11-13 14:21:47.913547","ff4724f3-25f4-4934-85fc-f6cde7c6676b","94889"
"608","ENG-4","255901001","255901001","2011","542","2333","1.000",,,"1.000",,,"959","1648","B","80.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.930702","2020-11-13 14:21:47.930537","1b2fe58c-798f-44a0-a69a-0f85ca677ab8","94894"
"608","ENG-4","255901001","255901001","2011","564","2333","1.000",,,"1.000",,,"959","1648","C","74.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.948915","2020-11-13 14:21:47.948744","52e8ce07-71c9-41a3-ae1d-fb02b5843fb2","94900"
"608","ENG-3","255901001","255901001","2011","482","2330","1.000",,,"1.000",,,"942","1648","D","63.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.381537","2020-11-13 14:21:47.381375","49804c07-3c96-4624-94bd-4b76656e0db9","94761"
"608","ENG-3","255901001","255901001","2011","488","2330","1.000",,,"1.000",,,"942","1648","A","93.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.387494","2020-11-13 14:21:47.387302","c1860931-7912-49dc-a157-23c0dafdc668","94763"
"608","ENG-3","255901001","255901001","2011","506","2330","1.000",,,"1.000",,,"942","1648","A","99.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:47.404082","2020-11-13 14:21:47.403835","635612d6-b56d-42ab-ac57-0d77c2db085b","94767"
