learningstandardid,description,learningstandarditemcode,uri,coursetitle,successcriteria,parentlearningstandardid,namespace,learningstandardcategorydescriptorid,learningstandardscopedescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"110.32.22.C","critique the research process at each step to implement changes as the need occurs and is identified.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.467606","2020-11-13 14:15:16.467439","70e9f468-693b-423c-9955-3a7ef3d3bcb1","4353"
"110.32.23.C","uses graphics and illustrations to help explain concepts where appropriate.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.479464","2020-11-13 14:15:16.479289","c2c80baa-522c-4ad2-9773-76088fd82f04","4357"
"110.32.25.A","advance a coherent argument that incorporates a clear thesis and a logical progression of valid evidence from reliable sources and that employs eye contact, speaking rate (e.g., pauses for effect), volume, enunciation, purposeful gestures, and conventions of language to communicate ideas effectively.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.499752","2020-11-13 14:15:16.499528","05350a6e-2f1b-4fcc-bf73-38ebe1a03552","4365"
"110.32.3.A","analyze the structure or prosody (e.g., meter, rhyme scheme) and graphic elements (e.g., line length, punctuation, word position) in poetry.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.509881","2020-11-13 14:15:16.509725","f97aae2d-5a5f-4fbd-89e1-e3651924b852","4369"
"110.32.5.A","analyze isolated scenes and their contribution to the success of the plot as a whole in a variety of works of fiction.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.520369","2020-11-13 14:15:16.520194","f6532e64-5a37-4a1d-ba4f-1d5b511a5b65","4373"
"110.32.6","Reading/Comprehension of Literary Text/Literary Nonfiction. Students understand, make inferences and draw conclusions about the varied structural patterns and features of literary nonfiction and provide evidence from text to support their understandi",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.767433","2020-11-13 14:15:16.767151","26ff93bb-40a4-45bb-bc2e-cbacc3e134fb","4377"
"110.32.8.A","analyze the controlling idea and specific purpose of a passage and the textual elements that support and elaborate it, including both the most important details and the less important details.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.780565","2020-11-13 14:15:16.780379","a5fda0b2-d7e4-43dd-af30-7b58959edd68","4382"
"110.32.9.A","summarize text and distinguish between a summary and a critique and identify non-essential information in a summary and unsubstantiated opinions in a critique.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.790686","2020-11-13 14:15:16.790375","2a613c66-4542-4007-aa66-1cf67b2e2906","4385"
"110.32.RC.A","reflect on understanding to monitor comprehension (e. g., asking questions, summarizing and synthesizing, making connections, creating sensory images).",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.801063","2020-11-13 14:15:16.800857","8f75bd44-fc6d-4cc7-ac41-5d7a769260e2","4388"
"110.33.1.B","analyze textual context (within a sentence and in larger sections of text) to draw conclusions about the nuance in word meanings.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.811257","2020-11-13 14:15:16.811041","60e845dc-e97f-4339-808d-a6fd36d6b02f","4392"
"110.33.10","Reading/Comprehension of Informational Text/Persuasive Text. Students analyze, make inferences and draw conclusions about persuasive text and provide evidence from text to support their analysis.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.821572","2020-11-13 14:15:16.821352","15680b26-7254-47c4-bca9-5f1583531235","4396"
"110.33.11.A","evaluate the logic of the sequence of information presented in text (e.g., product support material, contracts).",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.832735","2020-11-13 14:15:16.832568","560dfd52-c087-4e89-aeb4-ad58ed321234","4400"
"110.33.12.C","evaluate the objectivity of coverage of the same event in various types of media; and",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.844288","2020-11-13 14:15:16.844079","1a2091ea-e9d2-4db7-ac96-377e2afdb9d9","4404"
"110.33.13","Writing/Writing Process. Students use elements of the writing process (planning, drafting, revising, editing, and publishing) to compose text.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.859959","2020-11-13 14:15:16.859668","a692863b-3e60-40c1-b991-90febcbc7881","4409"
"110.33.14","Writing/Literary Texts. Students write literary texts to express their ideas and feelings about real or imagined people, events, and ideas. Students are responsible for at least two forms of literary writing.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.872580","2020-11-13 14:15:16.872398","0cc0b542-e094-41ed-813b-08ff7751b0b9","4412"
"110.33.14.B","write a poem that reflects an awareness of poetic conventions and traditions within different forms (e.g., sonnets, ballads, free verse).",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.120298","2020-11-13 14:15:17.120012","bd7efac8-1cf4-4460-84ea-67005bad060b","4416"
"110.33.15.Aii","write an analytical essay of sufficient length that includes rhetorical devices, and transitions between paragraphs.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.140661","2020-11-13 14:15:17.140469","d92683d5-64db-484a-926f-ebf87e06a766","4420"
"110.42.14.C","monitor speaker's message for clarity and understanding such as asking relevant questions to clarify understanding.",,,"English I",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.956251","2020-11-13 14:15:17.956071","ceee5891-0dd6-4e9d-a0af-db01cf5a56b9","4641"
"110.32.3","Reading/Comprehension of Literary Text/Poetry. Students understand, make inferences and draw conclusions about the structure and elements of poetry and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.509531","2020-11-13 14:15:16.509334","bdc980da-3e91-432d-add3-d3ffecff7ae5","4368"
"110.32.4","Reading/Comprehension of Literary Text/Drama. Students understand, make inferences and draw conclusions about the structure and elements of drama and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.514094","2020-11-13 14:15:16.513925","b36ed249-74da-4203-b981-8c933d0c27bc","4370"
"110.32.4.A","analyze how archetypes and motifs in drama affect the plot of plays.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.519555","2020-11-13 14:15:16.518929","01ab6b4a-b885-4914-8290-ef3f6e2eca97","4371"
"110.32.5.C","evaluate the connection between forms of narration (e.g., unreliable, omniscient) and tone in works of fiction.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.766234","2020-11-13 14:15:16.765820","09bf4956-b2f0-4ee7-a8b4-2dc3a1fe4762","4375"
"110.32.7.A","explain the function of symbolism, allegory, and allusions in literary works.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.777878","2020-11-13 14:15:16.777485","719c7329-59ad-455f-a508-eb48ee9e8822","4379"
"110.32.9.C","make and defend subtle inferences and complex conclusions about the ideas in text and their organizational patterns.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.791857","2020-11-13 14:15:16.791642","1167edc7-d24c-4b27-bb14-d1403a0792cc","4386"
"110.33.1","Reading/Vocabulary Development. Students understand new vocabulary and use it when reading and writing.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.802912","2020-11-13 14:15:16.802750","794c6ae4-dcb2-4c15-8b83-8ce6875ef471","4390"
"110.33.1.D","recognize and use knowledge of cognates in different languages and of word origins to determine the meaning of words.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.815671","2020-11-13 14:15:16.815400","d97f455e-e920-44cd-8c7c-4e536cf15b5e","4394"
"110.33.10.A","evaluate how the author's purpose and stated or perceived audience affect the tone of persuasive texts.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.823134","2020-11-13 14:15:16.822966","7c1392bb-5d11-493e-9c12-d1339223d83a","4397"
"110.33.10.B","analyze historical and contemporary political debates for such logical fallacies as non-sequiturs, circular logic, and hasty generalizations.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.827586","2020-11-13 14:15:16.827371","b7cba681-cc53-444d-88e9-557f50cc06ba","4398"
"110.33.11","Reading/Comprehension of Informational Text/Procedural Texts. Students understand how to glean and use information in procedural texts and documents.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.831836","2020-11-13 14:15:16.831512","0343b4cd-1673-43cb-b2f5-9ca46b24e93e","4399"
"110.33.12","Reading/Media Literacy. Students use comprehension skills to analyze how words, images, graphics, and sounds work together in various forms to impact meaning. Students",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.838616","2020-11-13 14:15:16.838272","5617060d-c82e-4f03-9176-a9dc7e9885cd","4402"
"110.33.12.D","evaluate changes in formality and tone across various media for different audiences and purposes.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.854741","2020-11-13 14:15:16.854520","dfa919a8-2655-4e9e-b9ad-b043e267baf1","4406"
"110.33.13.B","structure ideas in a sustained and persuasive way (e.g., using outlines, note taking, graphic organizers, lists) and develop drafts in timed and open-ended situations that include transitions and rhetorical devices to convey meaning.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.859683","2020-11-13 14:15:16.859365","305878b1-fcca-4103-a25b-307618ec7a69","4407"
"110.33.13.C","revise drafts to clarify meaning and achieve specific rhetorical purposes, consistency of tone, and logical organization by rearranging the words, sentences, and paragraphs to employ tropes (e.g., metaphors, similes, analogies, hyperbole, understatement, rhetorical questions, irony), schemes (e.g., parallelism, antithesis, inverted word order, repetition, reversed structures), and by adding transitional words and phrases.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.867212","2020-11-13 14:15:16.866903","69cb3311-2661-4549-b36a-220a4f83365c","4410"
"110.33.14.A","write an engaging story with a well-developed conflict and resolution, complex and non-stereotypical characters, a range of literary strategies (e.g., dialogue, suspense) and devices to enhance the plot, and sensory details that define the mood or tone.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.119017","2020-11-13 14:15:17.118627","2f14fd8a-4fb3-4953-b5cc-193658934fe7","4414"
"110.33.15.A","write an analytical essay of sufficient length that includes",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.140145","2020-11-13 14:15:17.139906","3d3097cd-7c8a-47eb-8625-65bea70328d0","4418"
"110.33.15.Avi","write an analytical essay of sufficient length that includes information on multiple relevant perspectives and a consideration of the validity, reliability, and relevance of primary and secondary sources.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.153905","2020-11-13 14:15:17.153722","83b573af-b631-4ace-bd00-f44b298a8230","4425"
"110.33.15.Bi","write procedural or work-related documents (e.g., rï¿½sumï¿½s, proposals, college applications, operation manuals) that include a clearly stated purpose combined with a well-supported viewpoint on the topic.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.164109","2020-11-13 14:15:17.163802","309fd625-dfae-4293-a5cb-04ff61af87e0","4426"
"110.33.15.C","write an interpretation of an expository or a literary text that",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.176320","2020-11-13 14:15:17.176084","04729d28-371e-4c29-806e-44ae1fde1e32","4430"
"110.33.15.Ciii","write an interpretation of an expository or a literary text that analyzes the aesthetic effects of an author's use of stylistic or rhetorical devices.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.186827","2020-11-13 14:15:17.186574","6d9173f4-a0b9-4e91-962f-e39248452146","4434"
"110.42.15.C","evaluate informative and persuasive presentations of peers, public figures, and media presentations.",,,"English I",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.965943","2020-11-13 14:15:17.965760","44abe516-c8e8-4e40-b76e-0378d6f0934e","4645"
"110.32.5","Reading/Comprehension of Literary Text/Fiction. Students understand, make inferences and draw conclusions about the structure and elements of fiction and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.520284","2020-11-13 14:15:16.520105","d2b5128e-fbd8-4b01-9ad2-997a8cbbae64","4372"
"110.32.5.D","demonstrate familiarity with works by authors from non-English-speaking literary traditions with emphasis on 20th century world literature.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.767160","2020-11-13 14:15:16.766916","2dac64d7-a9f8-47b3-9f44-e8998b8c86ad","4376"
"110.32.7","Reading/Comprehension of Literary Text/Sensory Language. Students understand, make inferences and draw conclusions about how an author's sensory language creates imagery in literary text and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.778027","2020-11-13 14:15:16.777717","0b0f755c-82b3-475f-ab0f-e8d84fe2b3af","4380"
"110.32.9.B","distinguish among different kinds of evidence used to support conclusions and arguments (e.g., logical, empirical, anecdotal) in texts.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.790267","2020-11-13 14:15:16.790057","5e169fc6-8262-49c8-a562-52afe39fe650","4384"
"110.32.9.D","synthesize and make logical connections between ideas and details in several texts selected to reflect a range of viewpoints on the same topic and support those findings with textual evidence.",,,"English Language Arts and Reading, English II, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.799183","2020-11-13 14:15:16.798865","9f9edde6-dc17-4465-9d45-7a71ade1e69c","4387"
"110.33.1.A","determine the meaning of grade-level technical academic English words in multiple content areas (e.g., science, mathematics, social studies, the arts) derived from Latin, Greek, or other linguistic roots and affixes.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.809928","2020-11-13 14:15:16.809707","ae19f8a5-e08c-4570-abf4-2fc7e9fb8148","4391"
"110.33.1.E","use general and specialized dictionaries, thesauri, glossaries, histories of language, books of quotations, and other related references (printed or electronic) as needed.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.821071","2020-11-13 14:15:16.820735","cf4696d8-10f7-4e12-8d53-ba1ffab485f9","4395"
"110.33.11.B","translate (from text to graphic or from graphic to text) complex factual, quantitative, or technical information presented in maps, charts, illustrations, graphs, timelines, tables, and diagrams.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.832678","2020-11-13 14:15:16.832478","c57f8f2e-b1c2-4ba4-8545-1b1c9b0e10f9","4401"
"110.33.12.A","evaluate how messages presented in media reflect social and cultural views in ways different from traditional texts;",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.842955","2020-11-13 14:15:16.842719","c92d22b9-c7a9-472d-858a-19c3ea7979c0","4403"
"110.33.13.A","plan a first draft by selecting the correct genre for conveying the intended meaning to multiple audiences, determining appropriate topics through a range of strategies (e.g., discussion, background reading, personal interests, interviews), and developing a thesis or controlling idea.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.859834","2020-11-13 14:15:16.859543","555010e6-4f11-45b7-8564-64b86523ac54","4408"
"110.33.13.D","edit drafts for grammar, mechanics, and spelling.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:16.870559","2020-11-13 14:15:16.870359","f661d95f-4d32-4ece-9d29-d4f22c8ff675","4411"
"110.33.14.C","write a script with an explicit or implicit theme, using a variety of literary techniques.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.120218","2020-11-13 14:15:17.119960","5fbb88b8-f60f-45cc-9baa-052722d599d0","4415"
"110.33.15.Ai","write an analytical essay of sufficient length that includes effective introductory and concluding paragraphs and a variety of sentence structures.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.140160","2020-11-13 14:15:17.139902","8bc56e47-ed3b-4c9a-bb06-0876e6323b16","4419"
"110.33.15.Av","write an analytical essay of sufficient length that includes relevant and substantial evidence and well-chosen details.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.152203","2020-11-13 14:15:17.151989","345dc306-dfc1-474e-85fd-9829abcbb9b0","4423"
"110.33.15.Bii","write procedural or work-related documents (e.g., rï¿½sumï¿½s, proposals, college applications, operation manuals) that include appropriate formatting structures (e.g., headings, graphics, white space).",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.164510","2020-11-13 14:15:17.164294","3af0620d-956d-4750-ab37-dde4c7ed9719","4427"
"110.33.15.Bv","write procedural or work-related documents (e.g., rï¿½sumï¿½s, proposals, college applications, operation manuals) that include appropriate organizational structures supported by facts and details (documented if appropriate).",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.176366","2020-11-13 14:15:17.176144","6fa7e189-df0c-4997-bae2-34568c6b11f0","4431"
"110.33.15.D","produce a multimedia presentation (e.g., documentary, class newspaper, docudrama, infomercial, visual or textual parodies, theatrical production) with graphics, images, and sound that appeals to a specific audience and synthesizes information from multiple points of view.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.190321","2020-11-13 14:15:17.190094","7c55a314-ce0d-4bb3-9826-80dca5bd3e90","4437"
"110.33.16.D","information on the complete range of relevant perspectives.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.208297","2020-11-13 14:15:17.208026","d8cd7e7f-8946-47bd-87b1-768247683f48","4442"
"110.33.17","Oral and Written Conventions/Conventions. Students understand the function of and use the conventions of academic language when speaking and writing. Students will continue to apply earlier standards with greater complexity.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.213719","2020-11-13 14:15:17.213539","10f200af-8bc0-4a96-8a4e-44f180bfc073","4445"
"110.33.17.A","use and understand the function of different types of clauses and phrases (e.g., adjectival, noun, adverbial clauses and phrases).",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.219047","2020-11-13 14:15:17.218760","99df6c66-8015-4bb9-b39b-6dc28d5aac80","4446"
"110.34.5.C","compare and contrast the effects of different forms of narration across various genres of fiction.",,,"English Language Arts and Reading, English IV, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.859304","2020-11-13 14:15:17.859063","53fc0c72-ad87-4545-ac73-721e9fbe2cd2","4601"
"110.33.15","Writing/Expository and Procedural Texts. Students write expository and procedural or work-related texts to communicate ideas and information to specific audiences for specific purposes.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.120831","2020-11-13 14:15:17.120670","d9a7a606-0a29-43f5-b2c6-7cae2330a934","4417"
"110.33.15.Aiii","write an analytical essay of sufficient length that includes a clear thesis statement or controlling idea.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.140813","2020-11-13 14:15:17.140642","9924b8bd-0a2b-417e-b5c2-c1c1baf0c48c","4421"
"110.33.15.Aiv","write an analytical essay of sufficient length that includes a clear organizational schema for conveying ideas.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.151340","2020-11-13 14:15:17.150995","afd903bf-b7e8-4856-a2d2-6eb3fd9a7858","4422"
"110.33.15.Biii","write procedural or work-related documents (e.g., rï¿½sumï¿½s, proposals, college applications, operation manuals) that include relevant questions that engage readers and consider their needs.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.165986","2020-11-13 14:15:17.165584","d9942801-f686-4d15-beac-21b9e909091b","4429"
"110.33.15.Ci","write an interpretation of an expository or a literary text that advances a clear thesis statement.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.177935","2020-11-13 14:15:17.177595","b79df5d2-9afa-455d-8500-bffda03247de","4433"
"110.33.15.Cv","write an interpretation of an expository or a literary text that anticipates and responds to readers' questions or contradictory information.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.187880","2020-11-13 14:15:17.187666","3a576c1a-c4bb-454c-803c-68cf90d30136","4435"
"110.33.16.A","a clear thesis or position based on logical reasons supported by precise and relevant evidence, including facts, expert opinions, quotations, and/or expressions of commonly accepted beliefs.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.201269","2020-11-13 14:15:17.201101","4d8fa124-edcf-44e4-811f-4a9b1568dfed","4440"
"110.33.18","Oral and Written Conventions/Handwriting, Capitalization, and Punctuation. Students write legibly and use appropriate capitalization and punctuation conventions in their compositions.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.221377","2020-11-13 14:15:17.221201","f1d7e9ed-90dd-4d9d-8696-b9d214aacdc4","4448"
"110.33.23","Research/Organizing and Presenting Ideas. Students organize and present their ideas and information according to the purpose of the research and their audience.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.274101","2020-11-13 14:15:17.273913","e0aad83a-997a-4431-b00e-edeb235905f1","4467"
"110.33.23.D","uses a style manual (e.g., Modern Language Association, Chicago Manual of Style) to document sources and format written materials.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.283512","2020-11-13 14:15:17.283292","f9fce55a-93b7-449f-b54c-410d97945caa","4471"
"110.33.3","Reading/Comprehension of Literary Text/Poetry. Students understand, make inferences and draw conclusions about the structure and elements of poetry and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.304899","2020-11-13 14:15:17.304717","7d128127-0cfe-48a8-bd0c-ca50259a917f","4480"
"110.33.5","Reading/Comprehension of Literary Text/Fiction. Students understand, make inferences and draw conclusions about the structure and elements of fiction and provide evidence from text to support their understanding.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.314248","2020-11-13 14:15:17.314091","5a8ae9b0-7ec3-490f-8d53-7c4375edf007","4484"
"110.33.5.D","demonstrate familiarity with works by authors in American fiction from each major literary period.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.323844","2020-11-13 14:15:17.323670","da3bf360-5f86-4542-ad78-c8105ba52742","4488"
"110.33.8.A","analyze how the style, tone, and diction of a text advance the author's purpose and perspective or stance.",,,"English Language Arts and Reading, English III, 2009-2010",,,"uri://ed-fi.org/LearningStandard/LearningStandard.xml",,"1582","NULL","2020-11-13 14:15:17.340946","2020-11-13 14:15:17.340741","7661fe07-9384-4098-8fb0-b721487c33d1","4494"
