begindate,gradetypedescriptorid,gradingperioddescriptorid,gradingperiodschoolyear,gradingperiodsequence,learningstandardid,localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,studentusi,lettergradeearned,numericgradeearned,diagnosticstatement,performancebaseconversiondescriptorid,createdate
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","30",,"97.00",,,"2020-11-13 14:19:08.404431"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","78",,"91.00",,,"2020-11-13 14:19:08.429473"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","396",,"60.00",,,"2020-11-13 14:19:08.529926"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","467",,"91.00",,,"2020-11-13 14:19:08.545769"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","528",,"64.00",,,"2020-11-13 14:19:08.559583"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","574",,"86.00",,,"2020-11-13 14:19:08.574796"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","652",,"74.00",,,"2020-11-13 14:19:08.604691"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","748",,"78.00",,,"2020-11-13 14:19:08.646869"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","774",,"66.00",,,"2020-11-13 14:19:08.663804"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","900",,"82.00",,,"2020-11-13 14:19:08.693121"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","237",,"95.00",,,"2020-11-13 14:19:09.248555"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","294",,"70.00",,,"2020-11-13 14:19:09.262118"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","734",,"81.00",,,"2020-11-13 14:19:09.424323"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","772",,"77.00",,,"2020-11-13 14:19:09.441260"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","777",,"70.00",,,"2020-11-13 14:19:09.452729"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","845",,"38.00",,,"2020-11-13 14:19:09.471580"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110704Trad105SCI0212011","2010-2011 Fall Semester","10",,"82.00",,,"2020-11-13 14:19:09.490156"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad202SCI0312011","2010-2011 Fall Semester","212",,"75.00",,,"2020-11-13 14:19:09.664299"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad202SCI0312011","2010-2011 Fall Semester","230",,"99.00",,,"2020-11-13 14:19:09.900064"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad202SCI0312011","2010-2011 Fall Semester","289",,"82.00",,,"2020-11-13 14:19:09.919162"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad202SCI0312011","2010-2011 Fall Semester","365",,"66.00",,,"2020-11-13 14:19:09.932066"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad202SCI0312011","2010-2011 Fall Semester","380",,"98.00",,,"2020-11-13 14:19:09.942964"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad203SCI0312011","2010-2011 Fall Semester","501",,"89.00",,,"2020-11-13 14:19:09.960016"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad203SCI0312011","2010-2011 Fall Semester","533",,"80.00",,,"2020-11-13 14:19:09.973561"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad203SCI0312011","2010-2011 Fall Semester","566",,"68.00",,,"2020-11-13 14:19:09.986722"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad203SCI0312011","2010-2011 Fall Semester","664",,"84.00",,,"2020-11-13 14:19:10.003139"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad203SCI0312011","2010-2011 Fall Semester","713",,"72.00",,,"2020-11-13 14:19:10.015652"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad204SCI0312011","2010-2011 Fall Semester","779",,"80.00",,,"2020-11-13 14:19:10.030451"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad204SCI0312011","2010-2011 Fall Semester","813",,"100.00",,,"2020-11-13 14:19:10.044869"
"2010-08-23","966","981","2011","2","112.14.5.D","SCI-03","255901107","2011","25590110704Trad204SCI0312011","2010-2011 Fall Semester","885",,"80.00",,,"2020-11-13 14:19:10.060902"
"2010-08-23","966","981","2011","2","112.15.7.B","SCI-04","255901107","2011","25590110705Trad205SCI0412011","2010-2011 Fall Semester","37",,"61.00",,,"2020-11-13 14:19:10.181287"
"2010-08-23","966","981","2011","2","112.15.7.B","SCI-04","255901107","2011","25590110705Trad205SCI0412011","2010-2011 Fall Semester","103",,"77.00",,,"2020-11-13 14:19:10.194702"
"2010-08-23","966","981","2011","2","112.15.7.B","SCI-04","255901107","2011","25590110705Trad205SCI0412011","2010-2011 Fall Semester","166",,"85.00",,,"2020-11-13 14:19:10.235728"
"2010-08-23","966","981","2011","2","112.15.7.B","SCI-04","255901107","2011","25590110705Trad205SCI0412011","2010-2011 Fall Semester","185",,"98.00",,,"2020-11-13 14:19:10.485189"
"2010-08-23","966","981","2011","2","112.15.7.B","SCI-04","255901107","2011","25590110705Trad206SCI0412011","2010-2011 Fall Semester","259",,"81.00",,,"2020-11-13 14:19:10.500940"
"2010-08-23","966","981","2011","2","112.15.7.B","SCI-04","255901107","2011","25590110705Trad206SCI0412011","2010-2011 Fall Semester","308",,"64.00",,,"2020-11-13 14:19:10.515346"
"2010-08-23","966","981","2011","2","112.15.7.B","SCI-04","255901107","2011","25590110705Trad206SCI0412011","2010-2011 Fall Semester","329",,"76.00",,,"2020-11-13 14:19:10.530723"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100106Trad223PHYSICS12011","2010-2011 Fall Semester","612",,"60.00",,,"2020-11-13 14:19:08.273231"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","630",,"87.00",,,"2020-11-13 14:19:08.285781"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","668",,"69.00",,,"2020-11-13 14:19:08.299494"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","689",,"67.00",,,"2020-11-13 14:19:08.310967"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","698",,"65.00",,,"2020-11-13 14:19:08.325289"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","770",,"76.00",,,"2020-11-13 14:19:08.343925"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","774",,"87.00",,,"2020-11-13 14:19:08.354317"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","864",,"82.00",,,"2020-11-13 14:19:08.371670"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","886",,"57.00",,,"2020-11-13 14:19:08.376926"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","912",,"80.00",,,"2020-11-13 14:19:08.390398"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","18",,"63.00",,,"2020-11-13 14:19:08.402060"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","38",,"38.00",,,"2020-11-13 14:19:08.408423"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","179",,"89.00",,,"2020-11-13 14:19:08.444943"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","209",,"97.00",,,"2020-11-13 14:19:08.458393"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","226",,"66.00",,,"2020-11-13 14:19:08.468829"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","302",,"64.00",,,"2020-11-13 14:19:08.486301"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","331",,"76.00",,,"2020-11-13 14:19:08.495824"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","355",,"94.00",,,"2020-11-13 14:19:08.501782"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","376",,"77.00",,,"2020-11-13 14:19:08.515306"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","392",,"89.00",,,"2020-11-13 14:19:08.525886"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","427",,"85.00",,,"2020-11-13 14:19:08.540562"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","515",,"73.00",,,"2020-11-13 14:19:08.555615"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","547",,"98.00",,,"2020-11-13 14:19:08.569935"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","608",,"77.00",,,"2020-11-13 14:19:08.585178"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","612",,"100.00",,,"2020-11-13 14:19:08.590286"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","668",,"65.00",,,"2020-11-13 14:19:08.616009"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","697",,"97.00",,,"2020-11-13 14:19:08.630921"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","707",,"74.00",,,"2020-11-13 14:19:08.641823"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","770",,"68.00",,,"2020-11-13 14:19:08.661269"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","819",,"100.00",,,"2020-11-13 14:19:08.676927"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","912",,"88.00",,,"2020-11-13 14:19:08.704423"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","174",,"71.00",,,"2020-11-13 14:19:09.244281"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","239",,"93.00",,,"2020-11-13 14:19:09.262005"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","313",,"91.00",,,"2020-11-13 14:19:09.277636"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","405",,"52.00",,,"2020-11-13 14:19:09.294993"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","436",,"92.00",,,"2020-11-13 14:19:09.304347"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","472",,"70.00",,,"2020-11-13 14:19:09.310299"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","475",,"87.00",,,"2020-11-13 14:19:09.319262"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","492",,"88.00",,,"2020-11-13 14:19:09.327524"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","519",,"85.00",,,"2020-11-13 14:19:09.338945"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","576",,"99.00",,,"2020-11-13 14:19:09.354668"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","584",,"73.00",,,"2020-11-13 14:19:09.361715"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","606",,"64.00",,,"2020-11-13 14:19:09.370503"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","621",,"90.00",,,"2020-11-13 14:19:09.378473"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","661",,"62.00",,,"2020-11-13 14:19:09.387810"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","675",,"34.00",,,"2020-11-13 14:19:09.395673"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","704",,"76.00",,,"2020-11-13 14:19:09.412334"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","753",,"76.00",,,"2020-11-13 14:19:09.439115"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad108SCI0212011","2010-2011 Fall Semester","786",,"72.00",,,"2020-11-13 14:19:09.455987"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","623",,"60.00",,,"2020-11-13 14:19:08.285447"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","650",,"58.00",,,"2020-11-13 14:19:08.293853"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","680",,"82.00",,,"2020-11-13 14:19:08.311199"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","709",,"86.00",,,"2020-11-13 14:19:08.329311"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","715",,"31.00",,,"2020-11-13 14:19:08.339867"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","819",,"30.00",,,"2020-11-13 14:19:08.359330"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","874",,"72.00",,,"2020-11-13 14:19:08.375020"
"2010-08-23","966","981","2011","2","112.39.2.A","PHYSICS","255901001","2011","25590100107Trad223PHYSICS12011","2010-2011 Fall Semester","943",,"41.00",,,"2020-11-13 14:19:08.391119"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","42",,"86.00",,,"2020-11-13 14:19:08.407743"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","47",,"61.00",,,"2020-11-13 14:19:08.418395"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","53",,"70.00",,,"2020-11-13 14:19:08.427729"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","135",,"64.00",,,"2020-11-13 14:19:08.435765"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","155",,"61.00",,,"2020-11-13 14:19:08.441592"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","206",,"74.00",,,"2020-11-13 14:19:08.456449"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","224",,"61.00",,,"2020-11-13 14:19:08.463727"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","252",,"89.00",,,"2020-11-13 14:19:08.470798"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","276",,"74.00",,,"2020-11-13 14:19:08.479226"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","285",,"44.00",,,"2020-11-13 14:19:08.485904"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100105Trad221PRECALC12011","2010-2011 Fall Semester","343",,"99.00",,,"2020-11-13 14:19:08.500270"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","363",,"91.00",,,"2020-11-13 14:19:08.510219"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","387",,"48.00",,,"2020-11-13 14:19:08.518464"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","413",,"81.00",,,"2020-11-13 14:19:08.533345"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","486",,"91.00",,,"2020-11-13 14:19:08.548449"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","542",,"71.00",,,"2020-11-13 14:19:08.562880"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","578",,"30.00",,,"2020-11-13 14:19:08.578725"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","618",,"62.00",,,"2020-11-13 14:19:08.593796"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","623",,"71.00",,,"2020-11-13 14:19:08.600301"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","650",,"78.00",,,"2020-11-13 14:19:08.608702"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","674",,"63.00",,,"2020-11-13 14:19:08.616239"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","689",,"77.00",,,"2020-11-13 14:19:08.624793"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","703",,"47.00",,,"2020-11-13 14:19:08.631892"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","709",,"81.00",,,"2020-11-13 14:19:08.644463"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","756",,"91.00",,,"2020-11-13 14:19:08.661620"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","802",,"88.00",,,"2020-11-13 14:19:08.674946"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","864",,"60.00",,,"2020-11-13 14:19:08.681527"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","874",,"62.00",,,"2020-11-13 14:19:08.688832"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","901",,"84.00",,,"2020-11-13 14:19:08.697491"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","943",,"93.00",,,"2020-11-13 14:19:08.704448"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","202",,"60.00",,,"2020-11-13 14:19:09.247617"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","282",,"91.00",,,"2020-11-13 14:19:09.266958"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","307",,"33.00",,,"2020-11-13 14:19:09.276431"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","346",,"96.00",,,"2020-11-13 14:19:09.286040"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","361",,"89.00",,,"2020-11-13 14:19:09.293801"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad106SCI0212011","2010-2011 Fall Semester","449",,"87.00",,,"2020-11-13 14:19:09.308844"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","491",,"37.00",,,"2020-11-13 14:19:09.322996"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","516",,"63.00",,,"2020-11-13 14:19:09.336583"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","556",,"74.00",,,"2020-11-13 14:19:09.343784"
"2010-08-23","966","981","2011","2","112.13.10.C","SCI-02","255901107","2011","25590110703Trad107SCI0212011","2010-2011 Fall Semester","568",,"89.00",,,"2020-11-13 14:19:09.353218"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","384",,"71.00",,,"2020-11-13 14:19:08.516464"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","397",,"64.00",,,"2020-11-13 14:19:08.530670"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","440",,"41.00",,,"2020-11-13 14:19:08.544319"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","538",,"65.00",,,"2020-11-13 14:19:08.559420"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","564",,"43.00",,,"2020-11-13 14:19:08.572137"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100106Trad221PRECALC12011","2010-2011 Fall Semester","611",,"68.00",,,"2020-11-13 14:19:08.586318"
"2010-08-23","966","981","2011","2","111.35.NA.P.4.A","PRE-CALC","255901001","2011","25590100107Trad221PRECALC12011","2010-2011 Fall Semester","630",,"66.00",,,"2020-11-13 14:19:08.600925"
