begindate,dateassigned,gradebookentrytitle,localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,studentusi,datefulfilled,lettergradeearned,numericgradeearned,competencyleveldescriptorid,diagnosticstatement,discriminator,createdate,lastmodifieddate,id,changeversion
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,,"100.00",,,"NULL","2020-11-13 14:21:12.832272","2020-11-13 14:21:12.832211","af27d589-e92e-4b26-8682-45c378b9258a","88232"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,,"93.00",,,"NULL","2020-11-13 14:21:12.839588","2020-11-13 14:21:12.839518","9f05ff28-5a9e-42c4-9f1f-a12ac093c955","88236"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,,"89.00",,,"NULL","2020-11-13 14:21:12.853724","2020-11-13 14:21:12.853673","887cd4fd-32e3-4a23-ac63-e7557def7466","88241"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,,"95.00",,,"NULL","2020-11-13 14:21:12.861970","2020-11-13 14:21:12.861920","5a6884a9-4afc-40bc-961e-bf8996655dc4","88246"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,,"56.00",,,"NULL","2020-11-13 14:21:12.894811","2020-11-13 14:21:12.894740","74a4468b-da2b-480e-942f-7f36ac6f1189","88263"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,,"73.00",,,"NULL","2020-11-13 14:21:12.902448","2020-11-13 14:21:12.902411","b9d98828-c642-4960-a32b-904f39c1fa39","88268"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","223",,,"67.00",,,"NULL","2020-11-13 14:21:12.912798","2020-11-13 14:21:12.912749","46060373-5a53-4915-82cd-c1fab84a016a","88273"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,,"69.00",,,"NULL","2020-11-13 14:21:12.933839","2020-11-13 14:21:12.933737","92913342-903b-45d1-9249-e7b2b2b436c8","88283"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,,"96.00",,,"NULL","2020-11-13 14:21:12.944647","2020-11-13 14:21:12.944578","189112ec-965d-4516-957c-6697c65937db","88287"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"50.00",,,"NULL","2020-11-13 14:21:12.953233","2020-11-13 14:21:12.953175","ce9d5a4a-576b-464e-83a7-358ec83dfb63","88292"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"47.00",,,"NULL","2020-11-13 14:21:13.008381","2020-11-13 14:21:13.008288","723878ea-f188-40fc-a660-fd1f0592a832","88321"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,,"69.00",,,"NULL","2020-11-13 14:21:13.018310","2020-11-13 14:21:13.018267","506832fb-4bad-4d5d-b33b-3f524cedf5c2","88327"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,,"98.00",,,"NULL","2020-11-13 14:21:13.035357","2020-11-13 14:21:13.035299","d76309ca-bc20-453c-b477-114bbec744db","88334"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"85.00",,,"NULL","2020-11-13 14:21:13.046134","2020-11-13 14:21:13.046082","0f27a6ac-5dd8-47dd-b895-901ca1210c62","88339"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"93.00",,,"NULL","2020-11-13 14:21:13.055579","2020-11-13 14:21:13.055524","1d9410b7-e205-4884-98ab-0ecbf75127a5","88343"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,,"79.00",,,"NULL","2020-11-13 14:21:13.065069","2020-11-13 14:21:13.064987","62a7b7d8-997a-4057-8d87-2dbe05bc3263","88347"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","54",,,"55.00",,,"NULL","2020-11-13 14:21:12.638737","2020-11-13 14:21:12.638607","60aabf03-e248-4c8a-9d33-9c8ab735854e","88146"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","61",,,"98.00",,,"NULL","2020-11-13 14:21:12.642542","2020-11-13 14:21:12.642479","f5c2c66a-f71d-4105-b816-d812a5d4ceee","88149"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","61",,,"103.00",,,"NULL","2020-11-13 14:21:12.652766","2020-11-13 14:21:12.652641","f6b20d3f-0f4b-4561-823c-b177af8569f2","88151"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","61",,,"97.00",,,"NULL","2020-11-13 14:21:12.662771","2020-11-13 14:21:12.662680","53b3c610-c94e-42bd-9b94-85892f7a54bf","88155"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","61",,,"103.00",,,"NULL","2020-11-13 14:21:12.671868","2020-11-13 14:21:12.671745","4a0a3aac-a52c-4fdc-ad73-6a04287e9d71","88158"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"92.00",,,"NULL","2020-11-13 14:21:12.675430","2020-11-13 14:21:12.675361","188ef458-f749-455f-8302-eb6fb6dba68d","88161"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"92.00",,,"NULL","2020-11-13 14:21:12.680495","2020-11-13 14:21:12.680424","18e25e35-3b38-48c3-aa81-dc0cf17b136a","88162"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"97.00",,,"NULL","2020-11-13 14:21:12.684857","2020-11-13 14:21:12.684745","9b931718-20dc-4f8f-9c46-4b2133b07332","88165"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"92.00",,,"NULL","2020-11-13 14:21:12.690015","2020-11-13 14:21:12.689920","db4b93ed-674e-40ec-8c2e-18690d09222d","88166"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"90.00",,,"NULL","2020-11-13 14:21:12.693908","2020-11-13 14:21:12.693853","1f6a9629-a7ac-497b-9e0c-21850ff4324e","88169"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","98",,,"39.00",,,"NULL","2020-11-13 14:21:12.701043","2020-11-13 14:21:12.700945","9fd13bb7-bbb8-4b70-ad08-48f25e5ff10e","88171"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","98",,,"31.00",,,"NULL","2020-11-13 14:21:12.704496","2020-11-13 14:21:12.704403","587ce405-5afb-41fd-b616-4ba9e5b582c6","88173"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","98",,,"47.00",,,"NULL","2020-11-13 14:21:12.708224","2020-11-13 14:21:12.708114","9c6e98bf-9d10-4ac0-9567-b3cbbced3690","88174"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","98",,,"45.00",,,"NULL","2020-11-13 14:21:12.713699","2020-11-13 14:21:12.713580","b51791dc-79b0-489d-add6-d5c9cc6e239b","88177"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","107",,,"65.00",,,"NULL","2020-11-13 14:21:12.718866","2020-11-13 14:21:12.718769","1c627276-af94-40ed-8c85-6108415f1406","88179"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","107",,,"90.00",,,"NULL","2020-11-13 14:21:12.723715","2020-11-13 14:21:12.723589","bb2e3b7b-f96b-46cb-9959-ec75cc8cb69a","88181"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","107",,,"72.00",,,"NULL","2020-11-13 14:21:12.726995","2020-11-13 14:21:12.726909","95258f48-e972-41e6-b29e-ee5262c7bd19","88182"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","107",,,"81.00",,,"NULL","2020-11-13 14:21:12.730946","2020-11-13 14:21:12.730665","49425ee4-ae4f-48ae-a95d-98deaf4af695","88184"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","107",,,"76.00",,,"NULL","2020-11-13 14:21:12.735671","2020-11-13 14:21:12.735592","4824154e-a3b9-40d5-86c7-082a332467bd","88186"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","107",,,"92.00",,,"NULL","2020-11-13 14:21:12.741941","2020-11-13 14:21:12.741726","317340e8-f2b9-418d-a84b-d6574714df1e","88188"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","118",,,"82.00",,,"NULL","2020-11-13 14:21:12.745207","2020-11-13 14:21:12.745072","1e89461e-7eae-421a-84bd-95eb91bb111b","88190"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","118",,,"91.00",,,"NULL","2020-11-13 14:21:12.750843","2020-11-13 14:21:12.750764","7ad9d2db-0af7-4fa7-9e79-a7a2331bc997","88192"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","118",,,"82.00",,,"NULL","2020-11-13 14:21:12.754397","2020-11-13 14:21:12.754028","6c073128-77ac-45c1-8ae8-885ed38f27e2","88194"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","118",,,"80.00",,,"NULL","2020-11-13 14:21:12.757808","2020-11-13 14:21:12.757679","0abe3deb-941a-4354-ae68-cd370b51f8e6","88195"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","118",,,"80.00",,,"NULL","2020-11-13 14:21:12.763682","2020-11-13 14:21:12.763603","f449652a-ca99-4b7c-9684-6ea86eee2595","88198"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","120",,,"61.00",,,"NULL","2020-11-13 14:21:12.767327","2020-11-13 14:21:12.767185","06458749-6fac-4428-8146-87750054da63","88200"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","120",,,"82.00",,,"NULL","2020-11-13 14:21:12.773320","2020-11-13 14:21:12.772180","aacb6dca-01e6-4079-bf21-e8da282a448a","88202"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","120",,,"78.00",,,"NULL","2020-11-13 14:21:12.776329","2020-11-13 14:21:12.776234","2e27db51-c593-4444-9b3b-a08f31e8ec36","88203"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","120",,,"62.00",,,"NULL","2020-11-13 14:21:12.783815","2020-11-13 14:21:12.783753","c39d5f58-637a-4314-aa6e-a1acb6f3b555","88207"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","136",,,"79.00",,,"NULL","2020-11-13 14:21:12.794052","2020-11-13 14:21:12.793935","c8bb0f31-f56e-4d9d-83ae-26710197902d","88212"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","136",,,"85.00",,,"NULL","2020-11-13 14:21:12.797869","2020-11-13 14:21:12.797810","c78664c1-b56d-445a-a884-5832ecfa01bc","88214"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","136",,,"82.00",,,"NULL","2020-11-13 14:21:12.805103","2020-11-13 14:21:12.805048","fc2a5b2c-003c-4f2e-b55d-dfe9e694006b","88217"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"66.00",,,"NULL","2020-11-13 14:21:12.809037","2020-11-13 14:21:12.808888","db7b0560-c75f-4644-b4b5-4eb166c2604e","88219"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"61.00",,,"NULL","2020-11-13 14:21:12.812843","2020-11-13 14:21:12.812712","4720092d-059f-449c-92dd-c17a1ddfac4c","88221"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"65.00",,,"NULL","2020-11-13 14:21:12.816299","2020-11-13 14:21:12.816093","2f026c8c-2e84-4074-a7a2-181cd51eebf8","88223"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"68.00",,,"NULL","2020-11-13 14:21:12.819915","2020-11-13 14:21:12.819867","a8b26e3d-f83f-4c0e-9e57-c493dc421185","88225"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"63.00",,,"NULL","2020-11-13 14:21:12.824326","2020-11-13 14:21:12.824270","4af78849-ccf5-4764-a058-63c847b97060","88228"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,,"90.00",,,"NULL","2020-11-13 14:21:12.827511","2020-11-13 14:21:12.827418","08c84dd9-3afb-494a-9416-7bb64007f3cf","88229"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,,"99.00",,,"NULL","2020-11-13 14:21:12.830902","2020-11-13 14:21:12.830787","881053d9-f581-46a2-bb6f-3ed1a7df47b1","88231"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,,"90.00",,,"NULL","2020-11-13 14:21:12.834921","2020-11-13 14:21:12.834865","2e33fbfa-47f6-48a0-9443-9d8141b9e6ca","88233"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,,"90.00",,,"NULL","2020-11-13 14:21:12.838290","2020-11-13 14:21:12.838188","299ec0cd-aaf3-41d8-8ad9-b2db40fada63","88235"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,,"96.00",,,"NULL","2020-11-13 14:21:12.853219","2020-11-13 14:21:12.853153","8711832f-cd83-4c1d-9d77-4662e3c979d1","88240"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,,"91.00",,,"NULL","2020-11-13 14:21:12.859752","2020-11-13 14:21:12.859515","76802a44-7280-4b7d-ac03-5fd5c49740ee","88243"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,,"95.00",,,"NULL","2020-11-13 14:21:12.867248","2020-11-13 14:21:12.867195","a274c349-32ab-4687-965d-7331673e3573","88248"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"63.00",,,"NULL","2020-11-13 14:21:12.870855","2020-11-13 14:21:12.870801","1dac62f4-34ce-4073-b9c3-673175234af5","88250"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","54",,,"52.00",,,"NULL","2020-11-13 14:21:12.639162","2020-11-13 14:21:12.639061","f29d29d9-f0e7-4289-a244-f79959d910db","88147"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","61",,,"102.00",,,"NULL","2020-11-13 14:21:12.652777","2020-11-13 14:21:12.652712","b1c3e47e-b8d9-4798-a6fc-25bb0c992e5a","88150"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","61",,,"100.00",,,"NULL","2020-11-13 14:21:12.661920","2020-11-13 14:21:12.661822","62493599-8d8b-4692-8929-5e064ac59256","88154"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","61",,,"98.00",,,"NULL","2020-11-13 14:21:12.666163","2020-11-13 14:21:12.666098","2e23b727-335b-495d-a153-980af0bbe082","88157"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"87.00",,,"NULL","2020-11-13 14:21:12.672423","2020-11-13 14:21:12.672310","77d8b0be-582a-4917-bf18-6191af1da9b4","88159"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"89.00",,,"NULL","2020-11-13 14:21:12.684843","2020-11-13 14:21:12.684757","9ea25a2b-9220-427d-b76c-a85d8e664f31","88164"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","85",,,"87.00",,,"NULL","2020-11-13 14:21:12.692144","2020-11-13 14:21:12.692053","5e1101cf-b9d4-4961-914c-60d5bf6eed6e","88167"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","98",,,"47.00",,,"NULL","2020-11-13 14:21:12.699822","2020-11-13 14:21:12.699737","a8be4171-90db-4f38-8b11-aea4f0632f53","88170"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","98",,,"44.00",,,"NULL","2020-11-13 14:21:12.709331","2020-11-13 14:21:12.709271","03ca023b-6a18-45f5-83a6-40785a2591d4","88175"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","98",,,"68.00",,,"NULL","2020-11-13 14:21:12.717923","2020-11-13 14:21:12.717685","eff5525d-f220-4cb3-9f2c-d79b90261d89","88178"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","107",,,"68.00",,,"NULL","2020-11-13 14:21:12.734627","2020-11-13 14:21:12.734552","45126679-3501-4e27-a8bd-4de94e65f86b","88185"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","118",,,"77.00",,,"NULL","2020-11-13 14:21:12.747525","2020-11-13 14:21:12.747448","3afdbc50-81b7-41da-b343-34178fb7820f","88191"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","118",,,"72.00",,,"NULL","2020-11-13 14:21:12.759130","2020-11-13 14:21:12.759016","1991c16e-a082-40b5-be90-e9b092308c19","88196"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","120",,,"65.00",,,"NULL","2020-11-13 14:21:12.766189","2020-11-13 14:21:12.766112","2a1080b1-e874-463f-b09b-134c11bccab0","88199"
"2010-08-23","2010-09-10","Assignment 4","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","120",,,"84.00",,,"NULL","2020-11-13 14:21:12.776820","2020-11-13 14:21:12.776727","0626d937-59ec-4687-a9d1-01a0c12f6938","88204"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","120",,,"58.00",,,"NULL","2020-11-13 14:21:12.781966","2020-11-13 14:21:12.781870","2aa667ae-b4d2-49ba-82b9-15b745803324","88206"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","136",,,"68.00",,,"NULL","2020-11-13 14:21:12.785356","2020-11-13 14:21:12.785233","09b0a312-1e85-473d-a399-85e1f3877ef8","88208"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","136",,,"88.00",,,"NULL","2020-11-13 14:21:12.790158","2020-11-13 14:21:12.790073","f9bf2813-a3c3-4e2f-9c14-c368b62651c3","88210"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","136",,,"86.00",,,"NULL","2020-11-13 14:21:12.800059","2020-11-13 14:21:12.800000","b4bc9c7c-10ec-4999-bfc1-b19fa4b11532","88215"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"61.00",,,"NULL","2020-11-13 14:21:12.809731","2020-11-13 14:21:12.809666","f733b9bc-75ab-4b3f-9f62-5d75b2071cc8","88220"
"2010-08-23","2010-09-15","Assignment 5","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"64.00",,,"NULL","2020-11-13 14:21:12.817180","2020-11-13 14:21:12.817119","0d87e51c-c225-4464-a559-f4e95a9e7b9d","88224"
"2010-08-23","2010-09-29","Unit 1 Test","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","149",,,"70.00",,,"NULL","2020-11-13 14:21:12.822189","2020-11-13 14:21:12.822124","227b650c-24b5-45db-8609-1e7976144cb6","88226"
"2010-08-23","2010-09-30","Assignment 7","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,,"89.00",,,"NULL","2020-11-13 14:21:12.842067","2020-11-13 14:21:12.842005","39c90ff3-16b3-455d-bb85-bf82ac0b9572","88237"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,,"93.00",,,"NULL","2020-11-13 14:21:12.854434","2020-11-13 14:21:12.854397","99ff5951-dc41-4ed8-bf8a-4b2f1052b80d","88242"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,,"88.00",,,"NULL","2020-11-13 14:21:12.860811","2020-11-13 14:21:12.860739","740f2578-2bac-4ded-9183-ca0fd2a685a8","88244"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"86.00",,,"NULL","2020-11-13 14:21:12.868807","2020-11-13 14:21:12.868741","d1992834-470a-4d42-b6eb-3a54b714863f","88249"
"2010-08-23","2010-09-07","Quiz 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"83.00",,,"NULL","2020-11-13 14:21:12.874741","2020-11-13 14:21:12.874664","29f9f31e-4c48-41bc-837c-aa247b1bfb67","88252"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,,"76.00",,,"NULL","2020-11-13 14:21:12.880434","2020-11-13 14:21:12.880367","ab258ae9-5adb-47c5-a421-6273ef495a8b","88255"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,,"71.00",,,"NULL","2020-11-13 14:21:12.887653","2020-11-13 14:21:12.887595","2a06bbbd-2556-4e41-96b3-d802186045dd","88259"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,,"60.00",,,"NULL","2020-11-13 14:21:12.897257","2020-11-13 14:21:12.897219","df01c8c1-44d4-43a3-8db1-c7c2efbb1766","88265"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","223",,,"87.00",,,"NULL","2020-11-13 14:21:12.904810","2020-11-13 14:21:12.904757","2471f6ba-50e7-48ad-afd0-e6dfba2fb9be","88269"
"2010-08-23","2010-08-26","Assignment 2","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","223",,,"61.00",,,"NULL","2020-11-13 14:21:12.910413","2020-11-13 14:21:12.910320","d2de9e69-8efd-4022-a254-be246486384f","88270"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","223",,,"86.00",,,"NULL","2020-11-13 14:21:12.917959","2020-11-13 14:21:12.917905","05f6fba2-2d65-47c8-80ee-5af0179fb7eb","88275"
"2010-08-23","2010-08-23","Assignment 1","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,,"90.00",,,"NULL","2020-11-13 14:21:12.925423","2020-11-13 14:21:12.925354","8cfec687-e517-47d6-a3a3-b5519e62c381","88279"
"2010-08-23","2010-09-21","Assignment 6","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,,"76.00",,,"NULL","2020-11-13 14:21:12.935946","2020-11-13 14:21:12.935892","1f71f9fa-c20c-4bf5-9a9d-eae8b85a2f26","88285"
"2010-08-23","2010-10-01","Assignment 8","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,,"86.00",,,"NULL","2020-11-13 14:21:12.946435","2020-11-13 14:21:12.946388","3441a576-05c1-4f28-bff8-b0ed147b8f37","88289"
"2010-08-23","2010-09-01","Assignment 3","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,,"75.00",,,"NULL","2020-11-13 14:21:12.951689","2020-11-13 14:21:12.951617","3a92439d-b7d9-42a2-8569-4bf23ff49600","88291"
