assessmentidentifier,assessmentreportingmethoddescriptorid,namespace,studentassessmentidentifier,studentusi,result,resultdatatypetypedescriptorid,createdate
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","J9gyUcL2NBK+F8enK97nysMvyAHa88pDbkGdtTvN","368","10","2012","2020-11-13 14:16:32.561196"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","k+1JlDWYOKut7Y5fAdjU5r5toEHf6GnyAk3BIqUh","567","10","2012","2020-11-13 14:16:32.570220"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","l8htp9hOoKbM0dV4G3AOonN84hslyK8WU+SJ/70K","221","10","2012","2020-11-13 14:16:32.578422"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","maY1hVc5Tf1XtKIGAYrxStBhevX8BvA6Z53zdAJc","474","10","2012","2020-11-13 14:16:32.594533"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","NiGWwMKuW3gJuZ2MDuyERIkrFj46K8Fk4r2DpC96","67","10","2012","2020-11-13 14:16:32.612481"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","oxd/kuJ5pCS/wZV3nUHCKD1qu0qq4yzB8b6OWC/q","170","10","2012","2020-11-13 14:16:32.625832"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","pX6Y0ATjwxeoTbUP8eIDOc2bInpUjE9utkQYDGIw","104","10","2012","2020-11-13 14:16:32.644822"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","QMfNa6l/VuNmYXLqTgCB2KD4ZXUXyljaLOz0gUL/","649","10","2012","2020-11-13 14:16:32.654404"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","rPtE0RKesA6DABf9ui0AFOe/Cy0W6q6Uuus2uT62","895","10","2012","2020-11-13 14:16:32.671414"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","U03VGNM3p+CfpZmfVL8JDU0aJy8DysDhpQ4YVdTU","896","10","2012","2020-11-13 14:16:32.848340"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","UYZKfKmfqO3QfIkqu2+GirEAjLudXmSiGTeq+vRm","326","10","2012","2020-11-13 14:16:32.871322"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","wWbtQor9AliBBkf2OyFVem4QSiSko21oaHyxxpin","506","10","2012","2020-11-13 14:16:32.890106"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","Zz4Va8UKuHQWTDrNgvTIc3mBYh9ATFiwAmVpLSMn","708","10","2012","2020-11-13 14:16:32.911499"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","+1L0Z4bMVQSSHHpaMJY9UkR45g7+OAFiVvaAxOB5","160","1","2012","2020-11-13 14:16:32.982339"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","2qGCu377jZw7NTGO9r6cCFZP2hW1Byq+jLOOQYEl","713","8","2012","2020-11-13 14:16:33.027175"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","bEW2TQKwyKgBgBZMebi8YcV9jOhp0PVkZ+BwHRXx","840","4","2012","2020-11-13 14:16:33.080337"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","cP64h1WjGHewc2PcvW4+D9P0SD7/rdqYW6sRxTl7","125","8","2012","2020-11-13 14:16:33.108980"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","fgIcfDu/WiNuZsl9Yh4otc4q26lB7wNQvy9aCHGe","942","5","2012","2020-11-13 14:16:33.176075"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","hkmZTnaM7yOn7rLoSykhQmglK+8A24NmpllS2h41","813","4","2012","2020-11-13 14:16:33.217564"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","jMDwkQsQ9kAqEu4YixZSDv2y1zcopUQPShIFbd04","24","5","2012","2020-11-13 14:16:33.264922"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","K4UMQmqldryf3xo3yd7xGbUwFzp33vqubWG+FGY+","57","5","2012","2020-11-13 14:16:33.291638"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","MAJ351K4IEXOeQ4ECq4aalqh5OnNX+ur3G3Fa+Gh","665","8","2012","2020-11-13 14:16:33.333355"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","mjEtzXv5MOxn76ueMyZeyyoQkOScZGW4aaLkGT8d","883","4","2012","2020-11-13 14:16:33.356045"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","nhDnaPk6q2JmloLdOkAPMH3g2P72C95MEbt6QXQf","779","4","2012","2020-11-13 14:16:33.389996"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","NRMtDSQiIBjUiGV3Fox+R48eB6Hh6UY6YSys4OSt","533","3","2012","2020-11-13 14:16:33.408984"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","OXHK331qfqotNmBablKLcPwZ6Uuh8pGnc+GdbDOX","566","3","2012","2020-11-13 14:16:33.452131"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","qOs0NB/wY5jpNr3rAxRHPiyfSC4H15h27exSPXY+","744","8","2012","2020-11-13 14:16:33.489005"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","rdV24aJK8sTu/HgVNLvlpV/8Dph66cAJ8djjQh+G","178","7","2012","2020-11-13 14:16:33.545128"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","ssiO2/GUyWi2DNflv+kbZmolsKplbSPKeVJWdiPx","49","3","2012","2020-11-13 14:16:33.583911"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","T/SZ4iX70AGvyCWpty80GrOzmm1JpF6Ief7F18zG","200","3","2012","2020-11-13 14:16:33.602769"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","uEE7ZOreNEYYv/H01dN3gCC0CzAcOwARH3GYWxqB","132","3","2012","2020-11-13 14:16:33.617897"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","Vo4gMmWHUTNJP7IBYdDQUzVNfD7hVjR4m3cILF0W","909","4","2012","2020-11-13 14:16:33.651589"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","WKB94/mvtIdsRn6Ft2g6dL2vYdlbw2jSJv10jFpU","950","5","2012","2020-11-13 14:16:33.669724"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","ztFzBo7/lw0uQ0Ci4pQ4qbgNNsxUQIwb3/+9Radz","289","3","2012","2020-11-13 14:16:33.714750"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","+ohUAQxKE1f+ApAMC/kAhNONjtUa40Ce4w09UT3P","289","8","2012","2020-11-13 14:16:33.744293"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","07DQhZJpJJWWm05d9Q6/i204NmtLHR7C8oaFVDAS","779","10","2012","2020-11-13 14:16:33.778107"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","3SRFWS2WRjsDP+jOFv4t9huo0Iv+HlWdwKQJOQnz","548","8","2012","2020-11-13 14:16:33.822922"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","5G7TZjm4mX+16qqxHYOc2q7TOuutGs0epJ3f1AZ5","57","1","2012","2020-11-13 14:16:33.872949"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","7aSHRc8MsOI93WMB8tBsVSHvcTKNEqejHKh2Nzbn","200","8","2012","2020-11-13 14:16:33.891733"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","A2QZns4s/PcBdIx5e1bg3E6CLfSjbE84cLJIxBLc","178","3","2012","2020-11-13 14:16:33.908380"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","AMtvmnaYPsCIJMqFktTSa6CCcW4XFcHFvugRmWaW","117","1","2012","2020-11-13 14:16:33.928416"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","bBnD8HbNTEqgV2RgahFsK7VptY14+D31yxkhSexu","258","8","2012","2020-11-13 14:16:33.945934"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","Jew8rGjBiEeNRWeYp8oewYOdNM1weEKbjGNNL/uJ","172","10","2012","2020-11-13 14:16:32.566093"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","lorj+4l28WO4lHkbDxgYxfJRpzugZFsf6gd56+oG","871","10","2012","2020-11-13 14:16:32.592510"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","nB90zbsBI5fP3fA2X72K/aK3hMdfdm5fe4+5/bJy","655","10","2012","2020-11-13 14:16:32.601645"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","nDsZmK3KRIKQFrDpKWBboxNZXqPIiUphvh3CdMhJ","114","10","2012","2020-11-13 14:16:32.609871"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","nsgw9pz0a9lgNUipRkpYdIjzHbmA2qBsAKre8gpP","720","10","2012","2020-11-13 14:16:32.623300"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","p6UjnVDoYdRFWDxzwz7OAPQ8TIFm+h9fKDAioG8X","733","10","2012","2020-11-13 14:16:32.632524"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","pTS20fHygfL2BZ8vcSgE71aTozTC6/ZGyxlxlMU+","930","10","2012","2020-11-13 14:16:32.642374"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","qsfern+Exs89ucgWTVsV54h5UilumX8fiGoXtDvz","273","10","2012","2020-11-13 14:16:32.654294"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","rhqzLXRCVl5Yg8lUrv3FLvocJKb8Dwmn6Df8pSNq","602","10","2012","2020-11-13 14:16:32.667857"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","tbjthLPm9bgQ+bHwHzSMwWSeBNL0EQdmn3cWOWnD","12","10","2012","2020-11-13 14:16:32.846651"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","SHXqxnKNmAgm6xz0Q1W5n/MVxGe25925zZDUq2Dk","729","2","2012","2020-11-13 14:16:32.852347"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","UGbc0y6YlrrtNKN9cde2UPtxamOa8qk/4yAnQIE4","425","10","2012","2020-11-13 14:16:32.878477"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","W57iJo1HRY+0LOQKVAFwo/E5NkviWmQ9ZxF69HvO","446","10","2012","2020-11-13 14:16:32.890498"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","Xh+sAssc7oKPaUa6s5e/iNCwm8NBHmH37SD4/Xvk","433","10","2012","2020-11-13 14:16:32.900250"
"ACT Writing","213","uri://ed-fi.org/Assessment/Assessment.xml","ybvkmNkmOhmHe0vnd8F9uPBtd1Efs1ulYTPaB0Sl","320","10","2012","2020-11-13 14:16:32.906862"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","8","2012","2020-11-13 14:16:32.982256"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","5","2012","2020-11-13 14:16:33.034357"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","aA0OTQdvCF6kistYsfbSIiqgGNdFSrBmfFW25dHO","701","4","2012","2020-11-13 14:16:33.066822"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","dDRr51clrINgXhsZOX01G72yqt2Ky55RJIAP3KLn","810","3","2012","2020-11-13 14:16:33.116951"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","DqGT326j3nrUXIk2yvJpj4DcVoB8+6fdFph2fqzt","941","8","2012","2020-11-13 14:16:33.136063"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","e7Dta1pUqMtIYipW2eaPYZllqUIqLqdKjJ3giB7f","212","8","2012","2020-11-13 14:16:33.157147"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","fHjA1MO2yB9y77SargVH7sTAIhR69dmwqQsTgT7L","869","1","2012","2020-11-13 14:16:33.184802"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","H6PES/DnZT0/66XMwMaCEdqWTKHZJiEvGci2N61f","91","6","2012","2020-11-13 14:16:33.209674"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","hnwtQiHyYWmENBTE1HDMUXvtDypdoqOtf137g7iz","35","5","2012","2020-11-13 14:16:33.230134"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","iJeR8JtmYDmJlGgSN9n73JfyYbUuDCVQjzQLH72x","653","8","2012","2020-11-13 14:16:33.249186"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","K+o73lRaip7sUMvIL6ym56oQUJcYZ4TIfQL6jacw","501","7","2012","2020-11-13 14:16:33.281354"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","Kw484L6fIwINOlBc2LjBjpluFrqYzeISq7QYYT/N","380","4","2012","2020-11-13 14:16:33.300707"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","mJ+4Kb4XAVSf72OVw5DgrukdGuw5vj3F1XrUFNJT","463","3","2012","2020-11-13 14:16:33.342076"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","mzhkNwkEUskAtIWTpfzoYIOE0f7WTH/azFrC9+L6","933","8","2012","2020-11-13 14:16:33.376730"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","Nsb5Rcf+tAw3PWEtvuCOW1131tIRtK/99MChcgRw","401","4","2012","2020-11-13 14:16:33.408938"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","pCDAtK1efW7JJYDmE++gcXxgwZaVvxyVIzYsOFtd","310","6","2012","2020-11-13 14:16:33.447757"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","pTAjcD3Na/YrZ/BIQ+izRaGY1aakHZuadlRZy/WO","284","3","2012","2020-11-13 14:16:33.489980"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","R2l5E77yJh61ovmMCitVX6YBBm6yxrtYPmBQE9HQ","537","4","2012","2020-11-13 14:16:33.535143"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","rpWO0ArIbUJUBSWIheYfZ28CEo/hjp4hXT9+wSFd","255","5","2012","2020-11-13 14:16:33.570794"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","TL2rYE4103tVeIA5WDEWVT5o0DO0gMJk/fh/PEFm","945","1","2012","2020-11-13 14:16:33.610788"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","VH2bk1Crzk/BxJpAl8ccoLNHsStZ8ym++YCQNHgj","464","4","2012","2020-11-13 14:16:33.645170"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","214","uri://ed-fi.org/Assessment/Assessment.xml","z+5YDJfgBSkhLLBhMCIz/cNDn4s8iTVl+69CpjqL","517","4","2012","2020-11-13 14:16:33.692133"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","/qH0YXhCjJ0Uc0JKnN/a3Z+PafjynF84JJpGvR77","82","3","2012","2020-11-13 14:16:33.730990"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","+Vxp0GRInkoI2dM+EnluOBneWMEmlrqtmwwR7zNA","891","8","2012","2020-11-13 14:16:33.748443"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","1frfhS5X2f2rrAeJeV38wJHHSPP3Ryt3M9UBvqL+","380","8","2012","2020-11-13 14:16:33.786312"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","2E83bF7/p0gLo0mQAddSsfE08VRa5c04EghHMYzT","255","1","2012","2020-11-13 14:16:33.818551"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","3TpFRCRgDU78zsysGmGwfhhpUo47K8GjWTTun96B","11","10","2012","2020-11-13 14:16:33.842440"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","5eIxYN/UuT8gs6nvBcgXSXZ5VLzIIzSPCXjtwafY","319","3","2012","2020-11-13 14:16:33.858150"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","aBpKz5YvXa1E8fy8Ibe8m+kgRz0cLefxyCmeY8v8","365","1","2012","2020-11-13 14:16:33.915543"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","aVBI0YZ7TjxVf5lCmHn/ppSlaJForEHSExkTieK3","125","4","2012","2020-11-13 14:16:33.941942"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","bt8TXc324AwhxE2dTPs7g8JhzOCBUQqm19bWASrI","287","10","2012","2020-11-13 14:16:33.961479"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","3","2012","2020-11-13 14:16:33.977177"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","8","2012","2020-11-13 14:16:34.059609"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","3","2012","2020-11-13 14:16:33.994089"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","fM0tZVUyGm/ro5r1iNeK8rNzr0t1bo3pSQx5JQXO","941","8","2012","2020-11-13 14:16:34.009775"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","fW7jlodu6Q/powHLWPBQRe+vT1m1fiEq0hWUacz1","284","4","2012","2020-11-13 14:16:34.027464"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","GHjPz16cIw53SZF/1BAAdRmJDx7eDA087lWDx2mU","197","8","2012","2020-11-13 14:16:34.044097"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","IECYSmsQ+vwKuAeLEIIjiD96p7IVVWtUB/M7er8j","401","10","2012","2020-11-13 14:16:34.094399"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","JcoxvvRgtrG9omMEW84l6lG2shIz00B2oicBXGOd","594","1","2012","2020-11-13 14:16:34.112378"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","jmncudbzypwBAPMWlNGAqbizWK0yz3HAnWLmUMWW","150","3","2012","2020-11-13 14:16:34.149321"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","lxfLT8vTWt6EniFVevKMI/v/m7+7DQqG1o44a0RB","509","1","2012","2020-11-13 14:16:34.166077"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","N1daXWw2v6/JTX0JiU9CVb39pTgo8HNIa3dGWjSp","123","4","2012","2020-11-13 14:16:34.186290"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","ox8MhWc+vQRL2scGywFCVdQuygYoklIK4JJ+GPWo","701","8","2012","2020-11-13 14:16:34.228767"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","rju2s9d/W2I4NMXHKJEzkhlhXaTI3YWdrjonyGVx","463","4","2012","2020-11-13 14:16:34.260530"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","Ryt9xKEpS2BoKvHwvp97n6xDnsC9HF/9gy8H4SCV","664","1","2012","2020-11-13 14:16:34.290097"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","TDCG8CIt7nnVSrhp4oB4s5ITawI6NAGaDPkUP1C1","797","1","2012","2020-11-13 14:16:34.304590"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","Ti+JrHYA4tgl5gd4WmwqUAQkH7JUbr72/ybJ7OHW","251","3","2012","2020-11-13 14:16:34.321364"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","uqV0wPOcSKpkzmlX6ONQK8DS9JQ+sIsZnerAtJik","514","1","2012","2020-11-13 14:16:34.337064"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","vJclg9LJC/vu37RnIkJpxQzxg7GXMOB52qCh8p0i","91","1","2012","2020-11-13 14:16:34.361521"
"f3115910-9d0d-451c-b94f-e617657660f9","214","uri://ed-fi.org/Assessment/Assessment.xml","Zbsn9/pXU+1/pafwrrGkZA9dwo+Mzq2VH7sBY+en","517","8","2012","2020-11-13 14:16:34.411880"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","1f0zHYd4wrgz4cSBTs7M895el1se1m7OJCPw+VbP","310","1","2012","2020-11-13 14:16:34.448927"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","1Om9yoM5v60+gw+2R0RUbz1h2+PdT/eOOWWvQmf4","566","8","2012","2020-11-13 14:16:34.469027"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","4eIyzO48MZWkNb2evMegznEYSq6as+oKw2Kea1t/","212","1","2012","2020-11-13 14:16:34.509821"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","4uVBUPuXUGG7/2xLaUCyK+gT9NcDt4W6AQ3eO29Z","654","4","2012","2020-11-13 14:16:34.539864"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","59WJMqzmvS6ACP650HOZVA529RSzhEFeOdilTpnu","258","6","2012","2020-11-13 14:16:34.562501"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","9+sW/dJECTvakkdJ5F35FXu8iR0r+4MwHuz9Kutp","49","10","2012","2020-11-13 14:16:34.826429"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","aMX9skYyFog7Oyv28/kEPbPifADYEDliqiaaDiUN","462","8","2012","2020-11-13 14:16:34.866799"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","CUpNMVP+0JxxzKGq8GgyPpu5uxgFgqWlimURSzFL","123","3","2012","2020-11-13 14:16:34.905393"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","GOE3G4lDL3VS8wlQvaG54ZllGK95ySuIsYo9af51","501","4","2012","2020-11-13 14:16:34.945248"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","IA9XCl/KKBLatuqwOV99wYAR2+5TVVNNLK1znRtb","701","3","2012","2020-11-13 14:16:34.977209"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","JHz8eUm8JvO1vYzcM5zOt58HlmHAFLyoEUdzV35+","117","10","2012","2020-11-13 14:16:35.046669"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","JTwaNeyOIYIIiBJgToxuLpsheIQCxIovOgP3KlH7","25","3","2012","2020-11-13 14:16:35.088157"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","K8a1gA0485ebCKOOU6xORBzD8R92DXHz/PleNst8","111","4","2012","2020-11-13 14:16:35.119798"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","L1k3YSwX73DJ9RUsghN4rhSc4iydnmsifkVvNBDl","537","5","2012","2020-11-13 14:16:35.154601"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","mkz2PXwnP/ismJcn6v92oeU5A2I1ZZxo7IRiDCCO","713","1","2012","2020-11-13 14:16:35.172480"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","O0qX40wFD9iK/Dr24AbWxkF27e+Q3o4cnnfzfo+M","319","3","2012","2020-11-13 14:16:35.203631"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","Q6kU0y0vVObeqs8k4oPHlcyIALP5db8o1nIrv0Fc","82","5","2012","2020-11-13 14:16:35.223216"
"39576404-04d2-4c06-a0e7-e2cb27968d01","214","uri://ed-fi.org/Assessment/Assessment.xml","s5iTK20pMiUkevJbJqtOzjYDZlQ1wOeubreF59Lw","251","1","2012","2020-11-13 14:16:35.244565"
