assessmentidentifier,assessmentreportingmethoddescriptorid,identificationcode,namespace,performanceleveldescriptorid,studentassessmentidentifier,studentusi,performancelevelmet,createdate
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-1","uri://ed-fi.org/Assessment/Assessment.xml","1710","6XFtjPF+6xJyWX4+ANFxG3mFl4IVKbtttbkc74h2","76","true","2020-11-13 14:16:42.292252"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-2","uri://ed-fi.org/Assessment/Assessment.xml","1714","6XFtjPF+6xJyWX4+ANFxG3mFl4IVKbtttbkc74h2","76","true","2020-11-13 14:16:42.293727"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-3","uri://ed-fi.org/Assessment/Assessment.xml","1710","6XFtjPF+6xJyWX4+ANFxG3mFl4IVKbtttbkc74h2","76","true","2020-11-13 14:16:42.293742"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-4","uri://ed-fi.org/Assessment/Assessment.xml","1713","6XFtjPF+6xJyWX4+ANFxG3mFl4IVKbtttbkc74h2","76","true","2020-11-13 14:16:42.293753"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-1","uri://ed-fi.org/Assessment/Assessment.xml","1710","JaXtVGKLyTDUumkGmlqdBacGZPh2yBY4JWnSFqfh","23","true","2020-11-13 14:16:42.319705"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-2","uri://ed-fi.org/Assessment/Assessment.xml","1710","JaXtVGKLyTDUumkGmlqdBacGZPh2yBY4JWnSFqfh","23","true","2020-11-13 14:16:42.321166"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-3","uri://ed-fi.org/Assessment/Assessment.xml","1710","JaXtVGKLyTDUumkGmlqdBacGZPh2yBY4JWnSFqfh","23","true","2020-11-13 14:16:42.321183"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-4","uri://ed-fi.org/Assessment/Assessment.xml","1710","JaXtVGKLyTDUumkGmlqdBacGZPh2yBY4JWnSFqfh","23","true","2020-11-13 14:16:42.321193"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-1","uri://ed-fi.org/Assessment/Assessment.xml","1710","EN1GX3rXsctZZo3ZgTf1aJeXENBhUpn1zWsPIboO","36","true","2020-11-13 14:16:42.354157"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-2","uri://ed-fi.org/Assessment/Assessment.xml","1713","EN1GX3rXsctZZo3ZgTf1aJeXENBhUpn1zWsPIboO","36","true","2020-11-13 14:16:42.355665"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-3","uri://ed-fi.org/Assessment/Assessment.xml","1713","EN1GX3rXsctZZo3ZgTf1aJeXENBhUpn1zWsPIboO","36","true","2020-11-13 14:16:42.355687"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-4","uri://ed-fi.org/Assessment/Assessment.xml","1713","EN1GX3rXsctZZo3ZgTf1aJeXENBhUpn1zWsPIboO","36","true","2020-11-13 14:16:42.355697"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-1","uri://ed-fi.org/Assessment/Assessment.xml","1713","PrpRGLjUwBWndHwWYmCk3TAvGGgWx1Xc0eHA1gH7","55","true","2020-11-13 14:16:42.371144"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-2","uri://ed-fi.org/Assessment/Assessment.xml","1710","PrpRGLjUwBWndHwWYmCk3TAvGGgWx1Xc0eHA1gH7","55","true","2020-11-13 14:16:42.373178"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-3","uri://ed-fi.org/Assessment/Assessment.xml","1713","PrpRGLjUwBWndHwWYmCk3TAvGGgWx1Xc0eHA1gH7","55","true","2020-11-13 14:16:42.373214"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-4","uri://ed-fi.org/Assessment/Assessment.xml","1713","PrpRGLjUwBWndHwWYmCk3TAvGGgWx1Xc0eHA1gH7","55","true","2020-11-13 14:16:42.373225"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-1","uri://ed-fi.org/Assessment/Assessment.xml","1713","EGpd3cZBHPxREn439BE8EhXEwEF515twfzRBpGCm","76","true","2020-11-13 14:16:42.181063"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-2","uri://ed-fi.org/Assessment/Assessment.xml","1713","EGpd3cZBHPxREn439BE8EhXEwEF515twfzRBpGCm","76","true","2020-11-13 14:16:42.182895"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-3","uri://ed-fi.org/Assessment/Assessment.xml","1713","EGpd3cZBHPxREn439BE8EhXEwEF515twfzRBpGCm","76","true","2020-11-13 14:16:42.182910"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-4","uri://ed-fi.org/Assessment/Assessment.xml","1714","EGpd3cZBHPxREn439BE8EhXEwEF515twfzRBpGCm","76","true","2020-11-13 14:16:42.182921"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-5","uri://ed-fi.org/Assessment/Assessment.xml","1710","EGpd3cZBHPxREn439BE8EhXEwEF515twfzRBpGCm","76","true","2020-11-13 14:16:42.182930"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-6","uri://ed-fi.org/Assessment/Assessment.xml","1713","EGpd3cZBHPxREn439BE8EhXEwEF515twfzRBpGCm","76","true","2020-11-13 14:16:42.182939"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-1","uri://ed-fi.org/Assessment/Assessment.xml","1714","UPI4ivV9ig1VTy6L9XCMBtZzamAomEa9koII76EK","99","true","2020-11-13 14:16:42.215427"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-2","uri://ed-fi.org/Assessment/Assessment.xml","1713","UPI4ivV9ig1VTy6L9XCMBtZzamAomEa9koII76EK","99","true","2020-11-13 14:16:42.217887"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-3","uri://ed-fi.org/Assessment/Assessment.xml","1713","UPI4ivV9ig1VTy6L9XCMBtZzamAomEa9koII76EK","99","true","2020-11-13 14:16:42.217921"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-4","uri://ed-fi.org/Assessment/Assessment.xml","1713","UPI4ivV9ig1VTy6L9XCMBtZzamAomEa9koII76EK","99","true","2020-11-13 14:16:42.217962"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-5","uri://ed-fi.org/Assessment/Assessment.xml","1713","UPI4ivV9ig1VTy6L9XCMBtZzamAomEa9koII76EK","99","true","2020-11-13 14:16:42.217987"
"SA-2011-Mathematics-Eighth grade","214","State Assessment_Mathematics8-6","uri://ed-fi.org/Assessment/Assessment.xml","1714","UPI4ivV9ig1VTy6L9XCMBtZzamAomEa9koII76EK","99","true","2020-11-13 14:16:42.218016"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-1","uri://ed-fi.org/Assessment/Assessment.xml","1713","esBYCmBk6Jh5L8I/by27Ent13FbgJuBhqXCoUlDc","55","true","2020-11-13 14:16:42.245626"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-2","uri://ed-fi.org/Assessment/Assessment.xml","1714","esBYCmBk6Jh5L8I/by27Ent13FbgJuBhqXCoUlDc","55","true","2020-11-13 14:16:42.247495"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-3","uri://ed-fi.org/Assessment/Assessment.xml","1710","esBYCmBk6Jh5L8I/by27Ent13FbgJuBhqXCoUlDc","55","true","2020-11-13 14:16:42.247527"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-4","uri://ed-fi.org/Assessment/Assessment.xml","1710","esBYCmBk6Jh5L8I/by27Ent13FbgJuBhqXCoUlDc","55","true","2020-11-13 14:16:42.247538"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-5","uri://ed-fi.org/Assessment/Assessment.xml","1713","esBYCmBk6Jh5L8I/by27Ent13FbgJuBhqXCoUlDc","55","true","2020-11-13 14:16:42.247550"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-6","uri://ed-fi.org/Assessment/Assessment.xml","1710","esBYCmBk6Jh5L8I/by27Ent13FbgJuBhqXCoUlDc","55","true","2020-11-13 14:16:42.247560"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-1","uri://ed-fi.org/Assessment/Assessment.xml","1710","T+Nili+c6caBtb60YxBRG3QgK+qKOgwd3dXSzleH","138","true","2020-11-13 14:16:42.273880"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-2","uri://ed-fi.org/Assessment/Assessment.xml","1710","T+Nili+c6caBtb60YxBRG3QgK+qKOgwd3dXSzleH","138","true","2020-11-13 14:16:42.276238"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-3","uri://ed-fi.org/Assessment/Assessment.xml","1710","T+Nili+c6caBtb60YxBRG3QgK+qKOgwd3dXSzleH","138","true","2020-11-13 14:16:42.276263"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-4","uri://ed-fi.org/Assessment/Assessment.xml","1710","T+Nili+c6caBtb60YxBRG3QgK+qKOgwd3dXSzleH","138","true","2020-11-13 14:16:42.276275"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-5","uri://ed-fi.org/Assessment/Assessment.xml","1713","T+Nili+c6caBtb60YxBRG3QgK+qKOgwd3dXSzleH","138","true","2020-11-13 14:16:42.276286"
"SA-2011-Mathematics-Fifth grade","214","State Assessment_Mathematics5-6","uri://ed-fi.org/Assessment/Assessment.xml","1714","T+Nili+c6caBtb60YxBRG3QgK+qKOgwd3dXSzleH","138","true","2020-11-13 14:16:42.276299"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-1","uri://ed-fi.org/Assessment/Assessment.xml","1710","ICM7q/555keg+UWHP0zKysAhgQo7gd8KFvvz89Tw","99","true","2020-11-13 14:16:42.301096"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-2","uri://ed-fi.org/Assessment/Assessment.xml","1710","ICM7q/555keg+UWHP0zKysAhgQo7gd8KFvvz89Tw","99","true","2020-11-13 14:16:42.302511"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-3","uri://ed-fi.org/Assessment/Assessment.xml","1714","ICM7q/555keg+UWHP0zKysAhgQo7gd8KFvvz89Tw","99","true","2020-11-13 14:16:42.302541"
"SA-2011-Reading-Eighth grade","214","State Assessment_Reading8-4","uri://ed-fi.org/Assessment/Assessment.xml","1714","ICM7q/555keg+UWHP0zKysAhgQo7gd8KFvvz89Tw","99","true","2020-11-13 14:16:42.302562"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-1","uri://ed-fi.org/Assessment/Assessment.xml","1714","/nHtWj1s9Zws4SK7291FUNifNnrOd9YdfuTx1d5E","147","true","2020-11-13 14:16:42.339269"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-2","uri://ed-fi.org/Assessment/Assessment.xml","1710","/nHtWj1s9Zws4SK7291FUNifNnrOd9YdfuTx1d5E","147","true","2020-11-13 14:16:42.340813"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-3","uri://ed-fi.org/Assessment/Assessment.xml","1710","/nHtWj1s9Zws4SK7291FUNifNnrOd9YdfuTx1d5E","147","true","2020-11-13 14:16:42.340827"
"SA-2011-Reading-Fifth grade","214","State Assessment_Reading5-4","uri://ed-fi.org/Assessment/Assessment.xml","1710","/nHtWj1s9Zws4SK7291FUNifNnrOd9YdfuTx1d5E","147","true","2020-11-13 14:16:42.340839"
