begindate,localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,studentusi,enddate,homeroomindicator,repeatidentifierdescriptorid,teacherstudentdatalinkexclusion,attemptstatusdescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","91","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.534964","2020-11-13 14:16:48.534823","d8d20dab-2347-4bf2-9a69-cd297f9bc78c","19819"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","125","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.539096","2020-11-13 14:16:48.538964","bfbc39e8-f038-47c2-bf4b-839037192312","19820"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","132","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.545192","2020-11-13 14:16:48.545118","f740ef33-8e23-45fc-b4fc-98ece9bc3db7","19823"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","117","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.548741","2020-11-13 14:16:48.548696","b2e578e4-182a-4037-8fc8-2f92b6d7f2ba","19825"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","178","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.554593","2020-11-13 14:16:48.554506","aee206ef-9cbf-48f4-976c-c3469292d068","19827"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","123","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.560493","2020-11-13 14:16:48.560369","c9d5b057-b35a-4db9-8b15-1933be6ac003","19830"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","907","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.564945","2020-11-13 14:16:48.564818","c3286c48-0b6e-40a3-97e1-2dfab2cfa5ea","19832"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","872","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.569228","2020-11-13 14:16:48.569165","c97da2ba-e88d-44be-84b2-ca5c58193333","19834"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","835","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.572876","2020-11-13 14:16:48.572778","14b91b52-1053-4b5b-9b66-fd4eb532b4d5","19836"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","865","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.577053","2020-11-13 14:16:48.576981","14471471-d7c1-43d4-9e3c-f605086314ef","19838"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","827","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.581374","2020-11-13 14:16:48.581324","769691a7-87dc-4ee3-bed7-50fd6a205169","19840"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","946","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.587931","2020-11-13 14:16:48.587848","cde1539d-10bf-441b-85ad-cb003d6a54e3","19843"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","731","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.592533","2020-11-13 14:16:48.592452","ca1e2b70-aa61-46dc-a1e7-831c76bd6230","19846"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","927","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.597000","2020-11-13 14:16:48.596930","c7131a77-410e-46b8-a03a-370e02489f9f","19847"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","910","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.601505","2020-11-13 14:16:48.601445","99953e93-9c15-4f49-959f-11263a0f12b9","19850"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","842","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.605908","2020-11-13 14:16:48.605785","127e14ef-faaa-442d-8f63-03ea8ce7c3ab","19851"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","872","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.610590","2020-11-13 14:16:48.610514","b5384e60-f0a2-4162-89b5-d94156f63157","19854"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","795","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.614246","2020-11-13 14:16:48.614106","9e226eda-7849-421c-9020-4ef02982466b","19855"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","694","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.618521","2020-11-13 14:16:48.618372","28005423-d998-4365-998f-fbd5b74cefd0","19857"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","922","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.624075","2020-11-13 14:16:48.623506","3532ffd6-a7b3-4df6-8025-60829e70416a","19859"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","693","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.628155","2020-11-13 14:16:48.628097","4cb73323-6245-4fe3-a1cf-9e3184f4a9c2","19862"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","861","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.875261","2020-11-13 14:16:48.875135","59d0b307-3fc8-424d-979b-6e88edcbf5d4","19864"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","868","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.886429","2020-11-13 14:16:48.886272","48f9a157-ea96-441b-a968-7d97da40938f","19868"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","267","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.895403","2020-11-13 14:16:48.895330","a6ccd2b2-d065-4cc4-98b1-d7d324a2c64d","19872"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","305","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.908239","2020-11-13 14:16:48.908159","73c54fcc-c1f0-4477-94e5-6d4e35400e6a","19874"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","369","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.916416","2020-11-13 14:16:48.916314","7e82c3e0-f209-4fff-9f50-769a3aea6abd","19878"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","297","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.924939","2020-11-13 14:16:48.924846","0728bc96-e8e7-4c03-824f-0fc95e152015","19883"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","340","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.931769","2020-11-13 14:16:48.931661","8bb67d69-f11e-45c9-a409-e8d21395f661","19886"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","208","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.936665","2020-11-13 14:16:48.936459","8fe6a549-0488-4591-a094-bbcd89398a65","19889"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","216","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.941969","2020-11-13 14:16:48.941780","81dbf31e-110e-416a-bf3a-c956e5738228","19891"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","235","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.946574","2020-11-13 14:16:48.946515","bf5a252c-42fb-4af9-80d7-a966a183d4e9","19893"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","337","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.950339","2020-11-13 14:16:48.950215","a99e6853-0552-415c-874c-75393646b83a","19895"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","303","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.954241","2020-11-13 14:16:48.953963","42fcf470-965c-44ef-a11d-2089d0e98b92","19897"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","358","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.958367","2020-11-13 14:16:48.958305","207d8808-34b4-48b1-96fa-87084db654f0","19899"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","398","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.962796","2020-11-13 14:16:48.962596","43ffaea7-a02a-41f2-b0cf-e08638c85aee","19902"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","297","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.967721","2020-11-13 14:16:48.966786","fc3d88c4-12ed-410a-bdd2-5d0d03f947cd","19903"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","317","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.975726","2020-11-13 14:16:48.975552","d5572474-7374-46c0-bf8d-7511065039d5","19907"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","537","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.986497","2020-11-13 14:16:48.986425","6d8640fd-12b4-420d-95c4-09bc1bc61d1f","19913"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","463","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.992689","2020-11-13 14:16:48.992612","77123759-93d2-4550-9714-d49dabd1c26c","19915"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","594","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.000261","2020-11-13 14:16:49.000104","f608f353-7c28-41a8-8c95-fc3baea42ae9","19919"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","517","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.007526","2020-11-13 14:16:49.007326","6e0452aa-2b52-4026-a6c2-81dcd29d839c","19922"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","716","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.012018","2020-11-13 14:16:49.011827","4bf86645-22e2-4cfc-ab10-737e5cb7ce87","19925"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","11","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.551030","2020-11-13 14:16:48.550961","440cded3-0d09-44fb-9bde-510d7637b97e","19826"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","49","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.555646","2020-11-13 14:16:48.555261","a2a8fa5f-8bdc-4d06-b83e-a8ec8ccdc16d","19828"
"2011-01-04","MUS-03","255901107","2011","25590110706Trad502MUS0322011","2010-2011 Spring Semester","3","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.562845","2020-11-13 14:16:48.562740","f63fdab3-ee58-4857-a47e-9b9ca6de7c7a","19831"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","795","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.570513","2020-11-13 14:16:48.570376","bf87305a-3c64-4aa2-819a-636445955283","19835"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","694","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.574445","2020-11-13 14:16:48.574292","928e95c8-035c-47de-a75f-5b88b384f743","19837"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","922","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.578558","2020-11-13 14:16:48.578223","94a83d73-641d-4546-8f17-2688d8075e8c","19839"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","705","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.582629","2020-11-13 14:16:48.582473","e1a75718-a0aa-4763-b3ff-e59690ae0fbf","19841"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","752","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.591272","2020-11-13 14:16:48.591205","ecdf5535-b1f2-42ea-a6b1-3c3dceee0521","19845"
"2010-08-23","MUS-04","255901107","2011","25590110703Trad503MUS0412011","2010-2011 Fall Semester","868","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.598900","2020-11-13 14:16:48.598326","035de510-e443-46f9-9b8f-ef7ae2992762","19848"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","690","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.608277","2020-11-13 14:16:48.608166","20d4a0ae-af18-49b8-8ee2-9dba17f7a7bf","19853"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","835","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.617390","2020-11-13 14:16:48.617315","36c9d548-b52a-4308-bfc8-887ffe2c3614","19856"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","827","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.625618","2020-11-13 14:16:48.625502","1df72159-4f13-470e-8f5e-28368785209b","19860"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","752","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.875509","2020-11-13 14:16:48.875429","49116971-c978-4427-9c6d-3865bee680c8","19865"
"2011-01-04","MUS-04","255901107","2011","25590110703Trad503MUS0422011","2010-2011 Spring Semester","842","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.887244","2020-11-13 14:16:48.887067","b2ada7e9-f556-4353-a6ce-530563125ffe","19869"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","235","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.898002","2020-11-13 14:16:48.897924","bd7b6210-6efb-483c-a701-2406d3ef6ef4","19873"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","337","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.908314","2020-11-13 14:16:48.908246","c167bd5f-d74a-47ea-8fb7-42af32d487e6","19875"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","358","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.917801","2020-11-13 14:16:48.917754","49d9fd69-69b4-489f-98be-48e0548fbff3","19879"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","398","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.924217","2020-11-13 14:16:48.924152","07aff46a-bcd4-44d1-8020-aa0d5dcdcd4c","19882"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","218","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.927171","2020-11-13 14:16:48.927117","e6ded33c-d23c-4b37-8513-461674c1c2d0","19885"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","317","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.932991","2020-11-13 14:16:48.932923","c53e315f-84ed-4c47-9ed2-bb0dc4ad9bbd","19887"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","324","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.940323","2020-11-13 14:16:48.940258","b9016578-b7c2-45ae-a2e4-aa22d7d8acba","19890"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","267","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.945468","2020-11-13 14:16:48.945357","f0852c74-05c2-478d-8003-0632c91c7d89","19892"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","410","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.953506","2020-11-13 14:16:48.953336","11ffd077-7b27-4226-ab9c-7b8ddac3e8b8","19896"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","260","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.961087","2020-11-13 14:16:48.961039","d4400ebc-a44c-428f-a569-0e561ddeeb6b","19900"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","371","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.968714","2020-11-13 14:16:48.968459","3a9ab0ce-56bb-4999-8bb9-fb41391d89d0","19904"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","208","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.977965","2020-11-13 14:16:48.977894","022ee411-6793-4786-a66b-ccf50ca5d221","19910"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","216","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.984434","2020-11-13 14:16:48.984096","7eee03cc-f81e-484d-802b-d1eae98295cd","19911"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","665","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.994151","2020-11-13 14:16:48.994089","9658ac30-2f3e-4583-8382-81dd04308b2a","19916"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","533","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.003873","2020-11-13 14:16:49.003797","62425be2-c920-4899-9de0-38ad0833ca98","19921"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","469","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.010354","2020-11-13 14:16:49.010279","033bfc1f-704e-4056-beab-0f8083eb5439","19923"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","509","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.019906","2020-11-13 14:16:49.019765","a6ffe392-97f5-4a8f-b27b-c7ddf94239b4","19926"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","464","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.036163","2020-11-13 14:16:49.036100","49b38fec-7964-4b0d-95b4-d8ffedcd167f","19933"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","594","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.047328","2020-11-13 14:16:49.047257","83ea9665-b68a-4dc5-a4ca-b02ca22088d6","19938"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","533","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.053519","2020-11-13 14:16:49.053451","25f1a333-f3e3-4bcd-a77d-a169cd1fe2dc","19941"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","469","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.056834","2020-11-13 14:16:49.056623","3002cd25-e7f5-4113-ac8c-f93dfe08e961","19943"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","716","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.062378","2020-11-13 14:16:49.062291","acc07935-6215-4146-89b8-f7a2f1530b94","19946"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","654","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.070588","2020-11-13 14:16:49.070181","380f9a06-12c0-4460-997e-3c16f9fac2be","19950"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","501","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.074331","2020-11-13 14:16:49.073668","4729e15d-0b64-46c9-9781-051f0186fbf1","19951"
"2010-08-23","ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","329","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.077832","2020-11-13 14:16:49.077782","d4470e8f-566d-43b7-8f79-86860c11ffe8","19954"
"2010-08-23","ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","266","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.082594","2020-11-13 14:16:49.082442","0862018b-113f-401b-bc6e-97a1470d0697","19955"
"2010-08-23","ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","360","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.087166","2020-11-13 14:16:49.087026","f30a13f4-faea-4ab8-a379-140ddfda5bc2","19958"
"2010-08-23","ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","330","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.093209","2020-11-13 14:16:49.093151","b711bc8b-fe7b-46da-b9b3-8220a8d43fbb","19961"
"2010-08-23","ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","417","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.099140","2020-11-13 14:16:49.099086","5dd15f65-15d6-4d8f-9001-a837a686537b","19964"
"2010-08-23","ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","345","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.106467","2020-11-13 14:16:49.106425","90d03097-32b8-4e28-b951-fbeff7ad1cf5","19968"
"2010-08-23","ART-04","255901107","2011","25590110703Trad506ART0412011","2010-2011 Fall Semester","429","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.113776","2020-11-13 14:16:49.113608","1024fafe-440c-4142-b96f-d94c24feff68","19971"
"2011-01-04","ART-04","255901107","2011","25590110703Trad506ART0422011","2010-2011 Spring Semester","329","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.119867","2020-11-13 14:16:49.119807","959018fe-c9da-45fd-a5e0-57b956b60abd","19974"
"2011-01-04","ART-04","255901107","2011","25590110703Trad506ART0422011","2010-2011 Spring Semester","325","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.125156","2020-11-13 14:16:49.125071","3f5f92ce-eb49-4c7c-ada7-55179297ae63","19977"
"2011-01-04","ART-04","255901107","2011","25590110703Trad506ART0422011","2010-2011 Spring Semester","330","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.135026","2020-11-13 14:16:49.134939","6db40d40-5ea2-4111-b576-cd73db0f2b00","19981"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","323","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.918575","2020-11-13 14:16:48.918520","4665bc63-42b3-4507-80d5-11efbb1ffe63","19880"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","371","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.926798","2020-11-13 14:16:48.926743","15774114-2449-48f0-9df8-b7a74ab6a035","19884"
"2010-08-23","ART-01","255901107","2011","25590110703Trad504ART0112011","2010-2011 Fall Semester","210","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.934322","2020-11-13 14:16:48.934262","2b8e60c6-b0a5-43fc-815f-d0db0c88728e","19888"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","369","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.955675","2020-11-13 14:16:48.955620","7dd16207-c4b4-448b-bd63-12511e0b1a8e","19898"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","340","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.970161","2020-11-13 14:16:48.970098","4cf565bd-7128-4016-826d-1bfbdfc8ee52","19906"
"2011-01-04","ART-01","255901107","2011","25590110703Trad504ART0122011","2010-2011 Spring Semester","210","2011-05-27","false",,,,"NULL","2020-11-13 14:16:48.977965","2020-11-13 14:16:48.977911","fafadc4b-a1c0-4381-bd28-0544a545c57e","19909"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","714","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.985622","2020-11-13 14:16:48.985568","d0922b71-faa3-4a82-b2bb-8ad92cf583da","19912"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","464","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.990089","2020-11-13 14:16:48.989983","8d4e77e7-d1b4-405b-9ad7-e3496c5f47dc","19914"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","701","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.995462","2020-11-13 14:16:48.995090","b7a4679b-ccba-48b1-bfaa-52a0be306cc7","19917"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","653","2010-12-17","false",,,,"NULL","2020-11-13 14:16:48.999443","2020-11-13 14:16:48.999324","61a3fba8-a71b-46e8-81b9-809f05774d9e","19918"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","566","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.011617","2020-11-13 14:16:49.011538","c3edd9d5-3bad-41b4-a249-06e2d4d0fd39","19924"
"2010-08-23","ART-03","255901107","2011","25590110703Trad505ART0312011","2010-2011 Fall Semester","654","2010-12-17","false",,,,"NULL","2020-11-13 14:16:49.028616","2020-11-13 14:16:49.028506","d5c30315-6073-48bb-b3c8-81c17d65700f","19930"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","537","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.036139","2020-11-13 14:16:49.035384","1893bcc6-8f7d-46d1-83da-e1789dfc4b48","19934"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","653","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.047606","2020-11-13 14:16:49.047534","c4c1d0e9-7937-4338-9803-a1959cd80753","19939"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","566","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.056906","2020-11-13 14:16:49.056665","2b24c283-104b-45ab-8560-a1dad99dec2f","19944"
"2011-01-04","ART-03","255901107","2011","25590110703Trad505ART0322011","2010-2011 Spring Semester","514","2011-05-27","false",,,,"NULL","2020-11-13 14:16:49.065105","2020-11-13 14:16:49.065037","98b7cfe9-194b-4bdd-8041-41706197341f","19947"
