assessmentidentifier,identificationcode,namespace,studentassessmentidentifier,studentusi,assessmentresponse,descriptivefeedback,responseindicatordescriptorid,assessmentitemresultdescriptorid,rawscoreresult,timeassessed,createdate
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.993981"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.993994"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.994006"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.994017"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.994029"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.994041"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.994051"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.994063"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","fCNWiTlSgsJEatvc8AqTXbgHZ07hU5aARPTR5x24","771","E",,"1994","179",,,"2020-11-13 14:16:33.994075"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970584"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970593"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970603"
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970612"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970622"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970630"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970641"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970649"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970659"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970670"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970678"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970687"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970697"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970706"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","CBYStuqGn6IxUYNolkzidy1JsTAd2/aBxQ2AGZAw","942","F",,"1994","179",,,"2020-11-13 14:16:33.970717"
"f3115910-9d0d-451c-b94f-e617657660f9","10850873","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986509"
"f3115910-9d0d-451c-b94f-e617657660f9","10850875","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986568"
"f3115910-9d0d-451c-b94f-e617657660f9","10850876","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986583"
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986594"
"f3115910-9d0d-451c-b94f-e617657660f9","10850884","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986603"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986613"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986626"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986636"
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986645"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986655"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986665"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986675"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986685"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986693"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986703"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986712"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986721"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986731"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986739"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","E+FWkG61hrsXIHXrTn5NcoIalRRJf9gEFZF/rH4E","35","D",,"1994","179",,,"2020-11-13 14:16:33.986749"
"f3115910-9d0d-451c-b94f-e617657660f9","10850873","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.002912"
"f3115910-9d0d-451c-b94f-e617657660f9","10850875","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.002968"
"f3115910-9d0d-451c-b94f-e617657660f9","10850876","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.002982"
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.002991"
"f3115910-9d0d-451c-b94f-e617657660f9","10850884","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003002"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003013"
"f3115910-9d0d-451c-b94f-e617657660f9","10850873","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976770"
"f3115910-9d0d-451c-b94f-e617657660f9","10850875","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976870"
"f3115910-9d0d-451c-b94f-e617657660f9","10850876","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976895"
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976930"
"f3115910-9d0d-451c-b94f-e617657660f9","10850884","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976948"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976959"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976970"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.976979"
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977001"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977010"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977020"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977031"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977045"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977061"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977089"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977104"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977123"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977145"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977154"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","dhgBZg9YXRfieM0V3N9BAYUUKyGKeMac0NFe1pq/","464","G",,"1994","179",,,"2020-11-13 14:16:33.977165"
"f3115910-9d0d-451c-b94f-e617657660f9","10850873","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.058935"
"f3115910-9d0d-451c-b94f-e617657660f9","10850875","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059009"
"f3115910-9d0d-451c-b94f-e617657660f9","10850876","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059202"
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059287"
"f3115910-9d0d-451c-b94f-e617657660f9","10850884","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059309"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059320"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059329"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059339"
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059348"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059358"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059367"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059377"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059386"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059395"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059532"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059547"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059560"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059573"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059587"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","HhhBd7MW7bglqFlm/fWc/x8YocMlhheSZfe4d5r+","501","C",,"1994","179",,,"2020-11-13 14:16:34.059598"
"f3115910-9d0d-451c-b94f-e617657660f9","10850873","uri://ed-fi.org/Assessment/Assessment.xml","HwGBJ2uptDMMoSuw/TGiA5GK01AbztbPoBra0WYg","24","G",,"1994","179",,,"2020-11-13 14:16:34.076680"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003024"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003035"
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003383"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003398"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003411"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003422"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003432"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003442"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003452"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003460"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003471"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003480"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003488"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","FlrMGVlqLSG0nZBsacUXlf1xRRNi8wzW1PuFdxTe","13","C",,"1994","179",,,"2020-11-13 14:16:34.003499"
"f3115910-9d0d-451c-b94f-e617657660f9","10850873","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022748"
"f3115910-9d0d-451c-b94f-e617657660f9","10850875","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022798"
"f3115910-9d0d-451c-b94f-e617657660f9","10850876","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022812"
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022821"
"f3115910-9d0d-451c-b94f-e617657660f9","10850884","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022832"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022841"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022851"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","uri://ed-fi.org/Assessment/Assessment.xml","fuaKs5+xHd16mz3aZ1C841M/qYnsq4qhsiTn2dwW","869","D",,"1994","179",,,"2020-11-13 14:16:34.022860"
